N	2gram	Propp_Isto_2	Formalny
243	и во	1	2
244	переходит в	1	2
245	что и	6	2
246	и только	2	2
247	может иметь	1	2
248	но так	1	2
249	формы а	1	2
250	мы увидим	8	2
251	и действительно	1	2
252	должен быть	1	2
253	именно на	1	2
254	не можем	1	2
255	является не	2	2
256	от других	1	2
257	из них	2	2
258	превращаются в	1	2
259	характерно что	1	2
260	как их	1	2
261	и из	2	2
262	связаны с	1	2
263	в каких	3	2
264	к которому	5	2
265	мы еще	1	2
266	и др	4	2
267	превращается в	2	2
268	а на	1	2
269	самый факт	2	2
270	одну из	1	2
271	но уже	1	2
272	материал и	1	2
273	смысле этого	2	2
274	этого слова	1	2
275	но это	4	2
276	это диктуется	1	2
277	в следующей	1	2
278	в точном	1	2
279	от него	1	2
280	у них	1	2
281	мы должны	4	2
282	к самому	1	2
283	одной из	4	2
284	но если	3	2
285	именно потому	1	2
286	является и	1	2
287	бы быть	1	2
288	к этому	1	2
289	в таком	1	2
290	который должен	1	1
291	также что	2	1
292	именно эта	1	1
293	из остальных	1	1
294	сам по	1	1
295	и то	2	1
296	его здесь	1	1
297	ее т	1	1
298	же материал	1	1
299	понимаем мы	1	1
300	не имеют	1	1
301	оно было	1	1
302	они никогда	2	1
303	со своей	1	1
304	е его	1	1
305	в доме	3	1
306	и этот	1	1
307	не происходит	3	1
308	при данном	1	1
309	есть не	1	1
310	со всех	4	1
311	мы имеем	15	1
312	так герой	1	1
313	теперь мы	1	1
314	этом не	1	1
315	пределах данного	1	1
316	то это	6	1
317	под эту	1	1
318	форм в	1	1
319	это время	1	1
320	так или	1	1
321	себе а	1	1
322	есть акт	1	1
323	или от	1	1
324	и понимает	1	1
325	мыслятся как	1	1
326	тем как	1	1
327	другого человека	1	1
328	а только	1	1
329	должны были	8	1
330	не просто	2	1
331	они действительно	1	1
332	из таких	1	1
333	конечно совершенно	1	1
334	явление которое	1	1
335	его на	2	1
336	с этим	5	1
337	о социальной	1	1
338	е она	1	1
339	кроме того	2	1
340	было только	1	1
341	из огромного	1	1
342	следующим образом	1	1
343	полагают что	1	1
344	они изучают	1	1
345	остановиться на	1	1
346	им в	1	1
347	и тот	1	1
348	идет речь	1	1
349	видим и	1	1
350	имеем в	5	1
351	на то	3	1
352	не могла	2	1
353	с новым	1	1
354	и если	2	1
355	три года	4	1
356	он не	8	1
357	же именно	1	1
358	здесь однако	1	1
359	ключ к	2	1
360	к одному	1	1
361	этого вопроса	1	1
362	душу и	1	1
363	по существу	2	1
364	еще одну	1	1
365	и по	2	1
366	так например	1	1
367	в нее	2	1
368	на этих	1	1
369	но все	5	1
370	исходя из	1	1
371	приобщившись к	2	1
372	в работе	3	1
373	не будет	1	1
374	он знал	2	1
375	и сделал	1	1
376	его не	2	1
377	с другими	2	1
378	отца к	1	1
379	быть не	1	1
380	момент этого	1	1
381	приходит в	1	1
382	к сыну	1	1
383	эта система	1	1
384	освободиться от	1	1
385	с этой	1	1
386	место и	1	1
387	заставляют нас	2	1
388	чем в	1	1
389	этот материал	2	1
390	нужно было	1	1
391	для уяснения	1	1
392	в их	3	1
393	могло бы	1	1
394	и той	1	1
395	нас все	1	1
396	но он	4	1
397	и эти	2	1
398	же мы	2	1
399	можем сказать	1	1
400	и необходимость	1	1
401	с миром	1	1
402	нечто вроде	1	1
403	еще один	1	1
404	с ним	1	1
405	тем самым	2	1
406	что эта	2	1
407	самого начала	2	1
408	в познании	1	1
409	того как	4	1
410	и вместо	1	1
411	к этим	1	1
412	на него	5	1
413	тогда и	2	1
414	чтобы стать	1	1
415	иметь в	2	1
416	как самое	1	1
417	формы эти	1	1
418	этот тип	1	1
419	слово и	1	1
420	говорят что	5	1
421	в разных	2	1
422	как она	4	1
423	такой случай	1	1
424	которого были	1	1
425	случае действительно	1	1
426	входят в	1	1
427	этот образ	1	1
428	когда ему	2	1
429	которому как	1	1
430	с другом	1	1
431	и нисколько	1	1
432	в америке	2	1
433	если он	1	1
434	во все	1	1
435	мере того	2	1
436	всегда есть	1	1
437	понять эту	2	1
438	что при	5	1
439	но по	3	1
440	всего этого	1	1
441	на основе	1	1
442	факт не	1	1
443	только при	1	1
444	совершенно ясно	2	1
445	чтобы быть	1	1
446	можно сделать	1	1
447	и остался	1	1
448	и этим	1	1
449	в себя	3	1
450	с самого	2	1
451	связанную с	1	1
452	и может	2	1
453	что такой	1	1
454	те случаи	1	1
455	то нужно	1	1
456	и совершенно	1	1
457	можно было	5	1
458	только тот	1	1
459	следовательно на	1	1
460	по мере	3	1
461	об этом	11	1
462	связи со	1	1
463	одного человека	1	1
464	и здесь	9	1
465	это происходит	1	1
466	это вполне	1	1
467	говорит об	1	1
468	одного из	1	1
469	что его	1	1
470	там же	1	1
471	все в	1	1
472	может он	1	1
473	где же	2	1
474	путь к	1	1
475	не чувствует	1	1
476	и иных	1	1
477	быть и	1	1
478	но с	2	1
479	в двух	1	1
480	мы видим	8	1
481	тот же	1	1
482	важно установить	1	1
483	историческую действительность	2	1
484	и так	2	1
485	это очень	1	1
486	который в	1	1
487	одних и	1	1
488	другое это	1	1
489	случаи когда	1	1
490	с одной	4	1
491	в эти	1	1
492	в качестве	3	1
493	так что	6	1
494	для всех	1	1
495	несколько типов	1	1
496	в нашей	2	1
497	же в	1	1
498	а то	2	1
499	и других	1	1
500	за ним	1	1
501	отрывок из	1	1
502	одно из	2	1
503	себе в	1	1
504	слова в	2	1
505	в одном	5	1
506	с определенным	1	1
507	должен был	3	1
508	мы выделим	1	1
509	и вместе	2	1
510	формах в	1	1
511	в других	3	1
512	это положение	1	1
513	случаи такого	1	1
514	очень важной	1	1
515	а слово	1	1
516	ней и	1	1
517	до сих	6	1
518	или иначе	1	1
519	именно в	2	1
520	оно будет	1	1
521	здесь в	2	1
522	им часто	1	1
523	человека а	1	1
524	в природе	1	1
525	в середине	1	1
526	на ней	1	1
527	не было	2	1
528	одной стороны	3	1
529	не делает	1	1
530	зависит от	2	1
531	она является	1	1
532	целым рядом	1	1
533	ничем не	1	1
534	жизнь в	1	1
535	его по	1	1
536	от сюжета	1	1
537	о чем	1	1
538	что мы	3	1
539	здесь имеет	1	1
540	его нельзя	1	1
541	если это	3	1
542	с нашей	1	1
543	стороны в	1	1
544	или другая	1	1
545	нет ничего	2	1
546	в частности	1	1
547	нами как	1	1
548	же делают	1	1
549	требует от	1	1
550	раз он	1	1
551	характера и	1	1
552	к своему	1	1
553	этих случаях	10	1
554	он говорит	1	1
555	в течение	1	1
556	а потом	4	1
557	происходит в	2	1
558	образ и	1	1
559	даже те	1	1
560	в отдельности	1	1
561	е к	1	1
562	приобретает свое	1	1
563	отдельности и	1	1
564	друг с	1	1
565	действительно ли	1	1
566	этих случаев	1	1
567	который он	1	1
568	к следующему	1	1
569	в это	1	1
570	их иногда	1	1
571	к понятию	1	1
572	этом случае	5	1
573	и о	1	1
574	сих пор	7	1
575	и стать	1	1
576	только для	1	1
577	один из	8	1
578	от социального	1	1
579	и часто	2	1
580	один вопрос	1	1
581	при таком	1	1
582	подчинены и	1	1
583	его с	1	1
584	мира и	1	1
585	о котором	1	1
586	бы сделать	1	1
587	пр в	1	1
588	это так	2	1
589	еще более	1	1
590	не должен	4	1
591	ни к	1	1
592	все они	1	1
593	лежит в	1	1
594	а в	12	1
595	вопрос как	1	1
596	поскольку это	1	1
597	е в	1	1
598	не знает	2	1
599	слагается из	1	1
600	бы его	1	1
601	что под	2	1
602	а другой	3	1
603	можно назвать	1	1
