N	2gram	Tiupa_Narr_1	Istorich
139	и то	1	2
140	в которых	1	2
141	иное как	2	2
142	во всех	1	2
143	но не	5	2
144	не все	5	2
145	дает нам	1	2
146	вспомним что	1	2
147	перед нами	4	2
148	это за	1	2
149	тому же	5	2
150	сама не	1	2
151	не могла	1	2
152	на его	1	2
153	так сказать	1	2
154	состоит в	13	2
155	в силу	4	2
156	и по	1	2
157	человека в	2	2
158	и может	1	2
159	из них	3	2
160	с другими	1	2
161	это не	2	2
162	ни в	3	2
163	как и	7	2
164	мы видели	1	2
165	ключ к	2	2
166	обратимся к	3	2
167	и ее	2	2
168	не столько	4	2
169	и более	1	2
170	их в	1	2
171	смерти что	1	2
172	без участия	1	2
173	тем самым	6	2
174	одна из	3	2
175	иметь в	1	2
176	другой стороны	4	2
177	к себе	5	2
178	когда мы	2	2
179	могут быть	3	2
180	он видит	1	2
181	с ее	3	2
182	в виду	1	2
183	действующие лица	1	2
184	здесь не	4	2
185	на другой	2	2
186	приводит к	2	2
187	и когда	2	2
188	что у	2	2
189	живет в	1	2
190	одно из	2	2
191	с другой	8	2
192	а также	7	2
193	в изложении	1	2
194	к ней	1	2
195	в него	1	2
196	оно и	1	2
197	с ними	1	2
198	вступление в	1	2
199	итак в	1	2
200	уже в	3	2
201	в нашей	1	2
202	а то	1	2
203	слова в	1	2
204	и только	2	2
205	не было	2	2
206	в особенности	4	2
207	о своей	2	2
208	именно в	6	2
209	здесь в	1	2
210	а с	3	2
211	себя и	2	2
212	его из	1	2
213	зависит от	2	2
214	нет ничего	1	2
215	видит в	1	2
216	также как	1	2
217	в тех	1	2
218	в мир	1	2
219	да и	4	2
220	по существу	2	2
221	о его	1	2
222	это явление	1	2
223	под названием	1	2
224	или в	2	2
225	будто бы	3	2
226	в системе	1	2
227	все еще	1	2
228	не знает	1	2
229	сказать что	4	2
230	не что	2	2
231	также не	1	2
232	сам по	1	1
233	они еще	1	1
234	он может	1	1
235	это и	3	1
236	говорилось выше	1	1
237	к сыну	1	1
238	из его	1	1
239	который стоял	1	1
240	она все	1	1
241	мать и	1	1
242	едва ли	1	1
243	общественных отношений	1	1
244	и за	1	1
245	по его	1	1
246	и могут	1	1
247	а как	1	1
248	есть не	1	1
249	героя но	1	1
250	этом не	1	1
251	говорить о	2	1
252	но она	1	1
253	его о	1	1
254	на себя	3	1
255	всю ночь	1	1
256	направлению к	1	1
257	себе а	1	1
258	и он	3	1
259	в отличие	5	1
260	проявляет себя	1	1
261	он сам	2	1
262	этот текст	1	1
263	есть акт	1	1
264	нему в	1	1
265	со словами	2	1
266	инициации эта	1	1
267	с его	6	1
268	от его	1	1
269	самому герою	1	1
270	но как	2	1
271	не то	2	1
272	а он	1	1
273	ответ на	1	1
274	отличие от	5	1
275	отчего и	1	1
276	отнюдь не	5	1
277	как говорит	3	1
278	другой день	2	1
279	а третий	1	1
280	как к	2	1
281	как нам	1	1
282	и где	1	1
283	и как	5	1
284	что по	2	1
285	и тот	2	1
286	и к	1	1
287	себе не	2	1
288	в герое	1	1
289	от этого	1	1
290	за собой	4	1
291	как то	1	1
292	в целом	1	1
293	так или	2	1
294	всей своей	2	1
295	будет сказано	1	1
296	знанием или	1	1
297	затем следует	1	1
298	друг от	1	1
299	но на	1	1
300	еще одна	3	1
301	человек не	1	1
302	жизнью и	2	1
303	по-видимому не	1	1
304	ей в	1	1
305	о смерти	1	1
306	хотят и	1	1
307	раз когда	1	1
308	после его	1	1
309	же здесь	1	1
310	силу своей	1	1
311	на земле	1	1
312	других типов	1	1
313	что ни	1	1
314	в комнату	1	1
315	иногда особенно	1	1
316	не будет	3	1
317	в совершенно	1	1
318	и внутренняя	1	1
319	была в	1	1
320	для своей	2	1
321	входит в	1	1
322	это было	1	1
323	который и	1	1
324	отца к	1	1
325	был моментом	1	1
326	смерть и	1	1
327	из нее	1	1
328	но уже	1	1
329	в них	1	1
330	героя или	1	1
331	соответствии с	1	1
332	далеко не	5	1
333	не всегда	2	1
334	несмотря на	2	1
335	к своему	1	1
336	птиц в	1	1
337	характерно что	1	1
338	при анализе	1	1
339	зато в	1	1
340	поставлены в	1	1
341	наших дней	1	1
342	не подлежит	1	1
343	необходимо указать	1	1
344	к одному	1	1
345	всякий раз	1	1
346	последовательности в	1	1
347	нельзя было	1	1
348	над ними	1	1
349	при рассмотрении	1	1
350	что было	1	1
351	тем не	3	1
352	со многими	1	1
353	бы быть	3	1
354	по себе	5	1
355	даже в	2	1
356	не менее	3	1
357	на мир	1	1
358	вплоть до	2	1
359	а иногда	2	1
360	от нас	1	1
361	как о	1	1
362	в обоих	2	1
363	к чуду	1	1
364	в то	3	1
365	к этим	1	1
366	каждый день	1	1
367	которого он	2	1
368	что ей	1	1
369	он еще	1	1
370	чтобы стать	2	1
371	и над	1	1
372	которых и	2	1
373	однако если	1	1
374	воображаемого мира	1	1
375	этих двух	1	1
376	часто бывает	1	1
377	детей и	1	1
378	и после	2	1
379	в процессе	1	1
380	страны мертвых	2	1
381	что на	2	1
382	с другом	1	1
383	и со	1	1
384	в детстве	5	1
385	у нас	1	1
386	сюжета в	2	1
387	и оно	1	1
388	не спал	1	1
389	со стороны	9	1
390	не могут	1	1
391	мы узнаем	1	1
392	как только	1	1
393	и смертью	1	1
394	на путь	1	1
395	вступления в	1	1
396	в поле	1	1
397	они и	1	1
398	например на	1	1
399	если же	1	1
400	приходит к	2	1
401	как мы	3	1
402	то она	2	1
403	от друга	1	1
404	тогда как	12	1
405	в пределах	2	1
406	стоят в	1	1
407	и совершенно	1	1
408	редко и	1	1
409	особенно в	3	1
410	одного из	4	1
411	у матери	1	1
412	мира и	2	1
413	является в	1	1
414	от начала	1	1
415	о котором	1	1
416	это может	1	1
417	после рождения	1	1
418	с ним	1	1
419	это весьма	1	1
420	какой это	1	1
421	сводится к	3	1
422	время в	2	1
423	разнообразных формах	1	1
424	свидетельствующая о	1	1
425	появляется в	1	1
426	там же	1	1
427	и во	1	1
428	а во	3	1
429	от него	1	1
430	восходит к	3	1
431	эту форму	1	1
432	или иначе	3	1
433	там и	1	1
434	этот момент	1	1
435	нуждается в	5	1
436	отметить что	1	1
437	хотя оно	1	1
438	вслед за	4	1
439	и иных	1	1
440	может иметь	1	1
441	в этнографии	1	1
442	в частности	14	1
443	быть и	1	1
444	здесь совершенно	2	1
445	и одновременно	2	1
446	в двух	2	1
447	идет по	2	1
448	тот же	1	1
449	собой не	2	1
450	в какой	2	1
451	могло быть	1	1
452	на природу	1	1
453	к их	1	1
454	однако она	1	1
455	который в	2	1
456	с которыми	1	1
457	до наших	1	1
458	уже не	5	1
459	иной форме	1	1
460	вместить в	1	1
461	героя с	2	1
462	свидетельствует о	1	1
463	как кажется	2	1
464	от других	1	1
465	эту функцию	1	1
466	ни с	1	1
467	то они	2	1
468	никто не	1	1
469	половой зрелости	1	1
470	в прошлом	3	1
471	вовсе не	1	1
472	богу не	2	1
473	каждый из	2	1
474	следует понимать	1	1
475	именно как	1	1
476	есть то	1	1
477	он живет	1	1
478	матери героя	1	1
479	связаны с	1	1
480	нельзя сказать	1	1
481	и прежде	1	1
482	при всей	4	1
483	в настоящем	1	1
484	его голос	1	1
485	в общей	2	1
486	что не	4	1
487	садился в	1	1
488	по направлению	1	1
489	а на	1	1
490	ничем не	1	1
491	понимать как	1	1
492	их друг	1	1
493	своего рода	12	1
494	а по	2	1
495	одну из	2	1
496	о чем	2	1
497	они лишь	1	1
498	и ему	1	1
499	не знаю	1	1
500	вокруг него	2	1
501	его по	2	1
502	и потому	2	1
503	человека к	1	1
504	это одно	1	1
505	другое противоположное	1	1
506	по своему	1	1
507	к жизни	1	1
508	а если	2	1
509	в той	6	1
510	друг с	1	1
511	ухода в	1	1
512	там они	1	1
513	матери и	4	1
514	и воскресению	1	1
515	человек с	1	1
516	исходя из	2	1
517	она названа	1	1
518	мыслится как	1	1
519	быть не	1	1
520	в это	1	1
521	этого слова	2	1
522	с этой	1	1
523	человека который	1	1
524	можно назвать	1	1
525	кто не	1	1
526	в книге	1	1
527	в следующей	1	1
528	случаях когда	1	1
529	указать на	1	1
530	хотя они	1	1
531	в результате	2	1
532	поздняя форма	1	1
533	инициации в	1	1
534	к зиме	1	1
535	который является	1	1
536	бы он	1	1
537	например условие	1	1
538	превратился в	1	1
539	вдруг на	1	1
540	же в	4	1
541	но всегда	1	1
542	в обстановке	1	1
543	к самому	2	1
544	вопрос как	1	1
545	в свою	3	1
546	она сама	1	1
547	в самом	1	1
548	только о	2	1
549	героя в	8	1
550	также может	1	1
551	но еще	1	1
552	а может	1	1
553	и эта	1	1
554	и передача	1	1
555	всеми признаками	1	1
556	в таком	2	1
