N	2gram	Trubetskoy_1	StatiiOP
169	с одной	7	3
170	в виде	4	3
171	в начале	2	3
172	ни с	1	3
173	ставит себе	1	3
174	в очень	1	3
175	возможно что	1	3
176	а именно	1	3
177	а с	7	3
178	на этот	4	3
179	да и	1	3
180	с этой	3	3
181	не является	1	3
182	и для	5	3
183	не существует	1	3
184	в результате	3	3
185	или иным	1	3
186	люди которые	1	3
187	отношению к	3	3
188	культуры в	1	3
189	в таком	3	3
190	ничего общего	2	3
191	отношения к	1	2
192	мере в	1	2
193	в первом	1	2
194	а как	1	2
195	мы имеем	2	2
196	мы не	1	2
197	в сущности	1	2
198	время как	1	2
199	совпадает с	1	2
200	быть в	1	2
201	совсем не	1	2
202	в сторону	1	2
203	отношение к	5	2
204	идет о	1	2
205	в своем	3	2
206	смысле этого	1	2
207	целый ряд	4	2
208	от этого	1	2
209	ни один	2	2
210	так или	3	2
211	чуть ли	1	2
212	думать что	1	2
213	в себе	6	2
214	и те	3	2
215	не могла	2	2
216	при этом	3	2
217	но именно	1	2
218	он не	4	2
219	всех этих	1	2
220	он должен	1	2
221	чем у	1	2
222	и более	1	2
223	что все	4	2
224	при помощи	1	2
225	его в	1	2
226	первую очередь	1	2
227	в свой	1	2
228	должен был	4	2
229	не всегда	2	2
230	зато в	1	2
231	перед собой	1	2
232	в первую	1	2
233	в такой	1	2
234	знает и	1	2
235	далее в	1	2
236	которые в	2	2
237	их в	1	2
238	а иногда	1	2
239	что с	1	2
240	как о	3	2
241	случае не	3	2
242	судя по	1	2
243	ничего не	1	2
244	больше чем	2	2
245	к концу	3	2
246	тем не	3	2
247	в сознании	1	2
248	только с	1	2
249	начиная с	2	2
250	ли не	1	2
251	числе и	4	2
252	и это	2	2
253	без всякого	1	2
254	то время	1	2
255	нужно было	1	2
256	что от	1	2
257	в эпоху	7	2
258	для этого	2	2
259	это объясняется	1	2
260	то есть	4	2
261	а также	2	2
262	в пользу	2	2
263	может не	1	2
264	должно было	2	2
265	и все	2	2
266	все в	1	2
267	с нашей	1	2
268	и во	1	2
269	а потому	1	2
270	крайней мере	5	2
271	не надо	1	2
272	к нему	7	2
273	что здесь	1	2
274	быть и	2	2
275	на которой	1	2
276	по своей	2	2
277	со всеми	2	2
278	из которого	3	2
279	конечно не	2	2
280	и у	8	2
281	уже в	2	2
282	свидетельствует о	2	2
283	если в	3	2
284	этот раз	1	2
285	который как	1	2
286	одно из	2	2
287	могло бы	1	2
288	не для	1	2
289	у него	1	2
290	в других	3	2
291	никем не	2	2
292	или иначе	3	2
293	еще и	1	2
294	превращается в	2	2
295	одной стороны	7	2
296	по крайней	5	2
297	так называемой	2	2
298	если не	2	2
299	нет никаких	1	2
300	ни на	1	2
301	и потому	6	2
302	и их	1	2
303	по существу	2	2
304	этого слова	1	2
305	в свое	1	2
306	над тем	1	2
307	и тогда	4	2
308	но для	1	2
309	при таком	2	2
310	которой можно	1	2
311	о котором	2	2
312	и перед	2	2
313	то не	1	2
314	в этих	4	2
315	несмотря на	6	2
316	дело с	1	2
317	в своих	1	2
318	можно назвать	2	2
319	том числе	5	2
320	а между	1	1
321	можно говорить	1	1
322	этого в	1	1
323	не должны	2	1
324	чтобы не	1	1
325	как известно	1	1
326	показаться что	1	1
327	и есть	1	1
328	что эти	3	1
329	в какой-то	1	1
330	объясняется и	1	1
331	и этот	1	1
332	особое положение	1	1
333	и могут	1	1
334	его не	2	1
335	их и	1	1
336	смотреть на	2	1
337	к нашей	1	1
338	существует что	1	1
339	этом не	1	1
340	так чтобы	2	1
341	но даже	1	1
342	очень давно	1	1
343	от всей	1	1
344	двух или	1	1
345	и на	2	1
346	на них	1	1
347	между собой	1	1
348	бы то	2	1
349	с его	2	1
350	при жизни	4	1
351	чтобы найти	1	1
352	должны были	1	1
353	этого последнего	2	1
354	общего правила	1	1
355	смотрел на	1	1
356	и таким	3	1
357	в одной	1	1
358	которыми можно	1	1
359	каждая из	3	1
360	в одних	1	1
361	это был	1	1
362	кроме того	1	1
363	на человека	1	1
364	и vii	1	1
365	это тоже	1	1
366	и к	5	1
367	которых является	1	1
368	и конечно	1	1
369	еще на	2	1
370	не приходится	1	1
371	указания на	1	1
372	а во-вторых	1	1
373	бы с	1	1
374	за это	1	1
375	он в	2	1
376	в нашем	1	1
377	не обнаруживает	1	1
378	является лишь	1	1
379	с их	1	1
380	и до	1	1
381	имеет для	1	1
382	если он	1	1
383	время и	1	1
384	на одну	1	1
385	с именем	2	1
386	не как	2	1
387	дела не	1	1
388	в корне	1	1
389	чтобы в	1	1
390	том же	1	1
391	в одну	1	1
392	в количестве	1	1
393	получает свое	1	1
394	а по	1	1
395	на все	2	1
396	с целью	2	1
397	входит в	1	1
398	это было	1	1
399	в глазах	2	1
400	известно что	1	1
401	которым он	1	1
402	в ином	1	1
403	в них	2	1
404	является для	1	1
405	о которых	1	1
406	верхом и	3	1
407	соответствии с	1	1
408	далеко не	4	1
409	времени эти	1	1
410	с тем	18	1
411	во внимание	1	1
412	всегда и	3	1
413	материалом для	1	1
414	эпохи с	1	1
415	и некоторые	1	1
416	много таких	1	1
417	от своего	1	1
418	и при	3	1
419	чтобы заполнить	1	1
420	что такое	1	1
421	интерес и	1	1
422	представить себе	1	1
423	слова здесь	1	1
424	место в	1	1
425	оказывается что	3	1
426	одном из	1	1
427	ценное чем	1	1
428	в прямом	1	1
429	чтобы она	1	1
430	однако в	1	1
431	не должно	1	1
432	бы быть	1	1
433	по себе	1	1
434	трудно было	1	1
435	всех их	1	1
436	iv и	1	1
437	но они	1	1
438	из нас	1	1
439	и ясно	1	1
440	тогда когда	2	1
441	к этим	1	1
442	в процессе	2	1
443	не могло	2	1
444	казалось бы	1	1
445	в разных	2	1
446	того как	1	1
447	и лишь	1	1
448	с одним	2	1
449	они являются	1	1
450	камня на	1	1
451	совершенно неправильно	1	1
452	грех перед	1	1
453	за исключением	1	1
454	и является	2	1
455	и после	2	1
456	бы по	1	1
457	не нужен	1	1
458	и делает	1	1
459	не потому	2	1
460	всех прочих	1	1
461	и далее	1	1
462	в момент	1	1
463	которых он	1	1
464	не могут	2	1
465	когда мы	1	1
466	отличается от	2	1
467	и другим	1	1
468	к тому	6	1
469	слова с	1	1
470	две разные	1	1
471	пустоту образовавшуюся	1	1
472	то ни	2	1
473	уже больше	1	1
474	и о	3	1
475	в виду	2	1
476	но при	2	1
477	некоторые другие	1	1
478	к нам	1	1
479	как по	1	1
480	мысль о	2	1
481	только то	1	1
482	с самого	3	1
483	прямом смысле	1	1
484	традиции не	1	1
485	было в	1	1
486	на путь	1	1
487	чем все	2	1
488	она была	1	1
489	можно только	2	1
490	на востоке	2	1
491	хотя это	1	1
492	против этого	1	1
493	образом в	5	1
494	лишь то	1	1
495	для одной	1	1
496	грамматики и	1	1
497	настоящее время	1	1
498	в глаза	1	1
499	притом в	1	1
500	после того	1	1
501	с того	2	1
502	что его	1	1
503	можно сказать	3	1
504	времени в	1	1
505	каждом из	1	1
506	и всякая	1	1
507	которые совершенно	1	1
508	во всей	1	1
509	не повезло	1	1
510	быть даже	2	1
511	них в	1	1
512	тот который	1	1
513	еще только	2	1
514	что тот	1	1
515	лишь о	1	1
516	каком он	1	1
517	тот же	2	1
518	пор не	1	1
519	как нечто	1	1
520	положение в	2	1
521	согласно которой	1	1
522	и из	2	1
523	себя в	1	1
524	уже не	3	1
525	чтобы он	1	1
526	и других	1	1
527	то у	1	1
528	не так	1	1
529	себе в	1	1
530	в одном	3	1
531	сами по	1	1
532	за которые	2	1
533	с этими	1	1
534	к ним	3	1
535	вообще можно	1	1
536	и никогда	1	1
537	вокруг его	1	1
538	характерны для	1	1
539	видно из	1	1
540	представляется в	1	1
541	не были	1	1
542	или иной	2	1
543	от подлинной	2	1
544	значение которое	1	1
545	такое же	1	1
546	из таких	1	1
547	соответствующее количество	1	1
548	или о	1	1
549	виде эта	1	1
550	надо думать	1	1
551	в соответствии	1	1
552	связано с	2	1
553	притом не	1	1
554	его смерти	2	1
555	не означает	1	1
556	по тем	1	1
557	о чем	1	1
558	которые по	1	1
559	нашей точки	1	1
560	в одно	2	1
561	является его	1	1
562	вместе с	15	1
563	некоторые из	2	1
564	тот факт	1	1
565	что именно	2	1
566	из которых	4	1
567	без труда	1	1
568	в течение	4	1
569	с толку	1	1
570	и другой	2	1
571	и смерти	1	1
572	него в	1	1
573	всех его	1	1
574	в так	4	1
575	говорить что	1	1
576	похоже на	1	1
577	в наше	1	1
578	пор еще	2	1
579	факт что	1	1
580	но такой	1	1
581	тем и	2	1
582	и от	4	1
583	причем в	1	1
584	котором он	1	1
585	в настоящее	1	1
586	эти проблемы	1	1
587	всего что	1	1
588	на камне	1	1
589	у них	3	1
590	виде в	2	1
591	той или	2	1
592	особенно сильно	1	1
593	бы в	1	1
594	эти особенности	1	1
595	конце концов	3	1
596	но зато	1	1
597	пришлось бы	1	1
598	уже давно	2	1
599	могли быть	1	1
600	одной из	5	1
601	но эта	1	1
602	с ней	3	1
603	на более	1	1
604	состоит из	1	1
605	именно не	1	1
606	их с	1	1
607	к его	2	1
608	из этого	2	1
609	большей частью	3	1
610	и другие	3	1
611	основана на	1	1
612	к этому	3	1
613	как на	8	1
614	точно так	3	1
615	они не	1	1
