N	2gram	Potebnia_M_3	DiskursI
442	приходит в	1	1
443	самого говорящего	1	1
444	имеет своим	1	1
445	на мир	2	1
446	от них	2	1
447	согласно с	2	1
448	отдельных лиц	1	1
449	так что	7	1
450	же и	3	1
451	только на	3	1
452	а напротив	2	1
453	равнодушие к	1	1
454	себя и	4	1
455	в поэзии	1	1
456	анекдот про	1	1
457	другим что	1	1
458	не дает	2	1
459	только это	1	1
460	разовьется в	1	1
461	искать в	1	1
462	в новом	2	1
463	могло бы	1	1
464	целом и	1	1
465	в современном	1	1
466	вовсе не	7	1
467	для меня	4	1
468	друг друга	3	1
469	молитве и	1	1
470	не говорит	1	1
471	тем что	7	1
472	в других	2	1
473	когда бы	1	1
474	из того	2	1
475	того что	18	1
476	на я	1	1
477	не были	2	1
478	точек зрения	1	1
479	о влиянии	1	1
480	заключающие в	1	1
481	и между	4	1
482	еще и	1	1
483	три момента	1	1
484	между ними	1	1
485	но есть	1	1
486	поэзии и	1	1
487	быть названо	1	1
488	которой нет	1	1
489	превращается в	1	1
490	на этот	1	1
491	его как	1	1
492	с конца	1	1
493	все то	1	1
494	там где	3	1
495	и слово	6	1
496	более глубокое	1	1
497	в одно	3	1
498	равно как	1	1
499	на чем	2	1
500	в разговоре	2	1
501	и столь	1	1
502	что первая	1	1
503	почему он	1	1
504	по своему	2	1
505	перехода от	1	1
506	или короче	1	1
507	и там	1	1
508	им с	1	1
509	самого себя	3	1
510	для человека	4	1
511	да и	1	1
512	происхождения и	1	1
513	исходя из	1	1
514	сам в	1	1
515	даже в	2	1
516	слова и	5	1
517	на пути	1	1
518	и от	4	1
519	и действия	2	1
520	видно что	1	1
521	на существование	1	1
522	что касается	1	1
523	один из	4	1
524	говорящего и	3	1
525	коего мы	3	1
526	слова но	2	1
527	мысли не	3	1
528	от той	1	1
529	формы и	1	1
530	а предмет	1	1
531	его не	1	1
532	когда он	1	1
533	обращается к	1	1
534	как сам	1	1
535	от всего	3	1
536	как того	1	1
537	по самой	1	1
538	ни было	1	1
539	мир здесь	1	1
540	же в	2	1
541	хотя в	1	1
542	в искусстве	3	1
543	к самому	1	1
544	одной из	2	1
545	слово в	4	1
546	не говоря	3	1
547	сказать что	5	1
548	своего мира	1	1
549	например и	1	1
550	я это	1	1
551	в какой	2	1
552	в голову	1	1
553	ее в	1	1
554	как слово	3	1
555	как представляется	1	1
556	нас не	1	1
557	во всяком	1	1
