N	2gram	Bakhtin_fo_1	Myshleni
197	чем в	2	3
198	по существу	12	3
199	этом случае	1	3
200	одного и	5	3
201	одной стороны	2	3
202	к моменту	1	3
203	включает в	1	3
204	к этой	1	3
205	ее в	2	3
206	к этому	3	3
207	значение в	5	3
208	они не	3	3
209	ту же	2	2
210	отношения к	3	2
211	одним из	1	2
212	к данному	1	2
213	не имеют	3	2
214	в зависимости	1	2
215	их и	2	2
216	есть не	3	2
217	при анализе	1	2
218	из сказанного	1	2
219	принадлежит к	2	2
220	он произносит	1	2
221	я не	1	2
222	зависимости от	1	2
223	основе этого	1	2
224	в ней	4	2
225	в различных	2	2
226	во всех	6	2
227	мы будем	2	2
228	мы нашли	1	2
229	что было	3	2
230	отличие от	2	2
231	в центре	2	2
232	его на	2	2
233	стороны и	2	2
234	и к	2	2
235	в этот	2	2
236	развития это	1	2
237	только два	2	2
238	то и	1	2
239	нами в	1	2
240	тому же	2	2
241	в корне	1	2
242	но все	5	2
243	в совершенно	1	2
244	те же	2	2
245	на протяжении	1	2
246	в жизни	6	2
247	в них	4	2
248	в высшей	1	2
249	в своей	2	2
250	в котором	4	2
251	мы говорили	3	2
252	в отличие	2	2
253	должны были	1	2
254	значение для	1	2
255	друг другу	2	2
256	все это	4	2
257	их в	3	2
258	на всю	1	2
259	же мы	1	2
260	но они	3	2
261	этими двумя	3	2
262	высшей степени	1	2
263	они же	1	2
264	какой мы	1	2
265	во всем	2	2
266	и здесь	1	2
267	в момент	1	2
268	должны быть	1	2
269	два момента	1	2
270	для его	1	2
271	уже на	2	2
272	в виду	3	2
273	точками зрения	1	2
274	на основе	2	2
275	совершенно ясно	1	2
276	в истории	2	2
277	находится в	1	2
278	говорим о	1	2
279	и поэтому	1	2
280	находятся в	1	2
281	образом в	1	2
282	его в	3	2
283	все высшие	1	2
284	на отдельные	1	2
285	тот момент	1	2
286	может иметь	1	2
287	происходит в	2	2
288	со всеми	3	2
289	только на	3	2
290	ни одного	1	2
291	же в	3	2
292	является не	1	2
293	из них	1	2
294	мы относим	1	2
295	эти три	1	2
296	никто не	2	2
297	вовсе не	13	2
298	к ним	2	2
299	это будет	1	2
300	и даже	2	2
301	себя и	3	2
302	только к	3	2
303	на развитие	2	2
304	у нас	1	2
305	о чем	1	2
306	и потому	3	2
307	мы говорим	1	2
308	и основной	1	2
309	об особенностях	1	2
310	каждой отдельной	1	2
311	и от	1	2
312	в более	2	2
313	эта проблема	1	2
314	совершенно иной	3	2
315	или не	2	2
316	и другие	5	2
317	совершенно не	2	2
318	имеет место	3	2
319	жизни и	8	2
320	в своих	1	2
321	во всяком	3	2
322	и наиболее	1	1
323	смысле слова	2	1
324	лежат в	2	1
325	также и	2	1
326	например в	6	1
327	обычно в	2	1
328	в движение	3	1
329	связь этих	1	1
330	связана с	1	1
331	в тех	1	1
332	другие моменты	2	1
333	на деле	1	1
334	здесь и	2	1
335	к другому	2	1
336	его же	1	1
337	этому вопросу	1	1
338	в какой-то	3	1
339	когда это	1	1
340	которыми он	2	1
341	мы уже	11	1
342	для своего	1	1
343	мы имеем	1	1
344	и ничего	1	1
345	с более	1	1
346	миру и	1	1
347	теперь мы	1	1
348	свойств и	1	1
349	и сущность	1	1
350	и последующих	1	1
351	совершенно так	1	1
352	для раскрытия	2	1
353	он действует	1	1
354	который был	1	1
355	но она	2	1
356	как во	1	1
357	раскрытие и	1	1
358	развитие всего	2	1
359	это отношение	1	1
360	но уже	1	1
361	и ее	3	1
362	событий и	3	1
363	непосредственное отношение	1	1
364	же что	2	1
365	и явлений	1	1
366	собой в	1	1
367	он был	1	1
368	он сам	1	1
369	первый план	1	1
370	с его	9	1
371	в ее	6	1
372	друг к	2	1
373	они имеют	1	1
374	значение и	3	1
375	есть по	1	1
376	с совершенно	1	1
377	жизни тем	1	1
378	значение имеет	1	1
379	и единства	1	1
380	по исторической	1	1
381	как по	2	1
382	независимо от	1	1
383	развития здесь	1	1
384	более и	1	1
385	перед нами	1	1
386	кроме того	4	1
387	нового не	1	1
388	и наконец	1	1
389	эту проблему	1	1
390	в себе	3	1
391	нашего анализа	1	1
392	из самых	1	1
393	не приходится	1	1
394	точку зрения	2	1
395	что это	1	1
396	применительно к	1	1
397	оказываются уже	1	1
398	в нашем	2	1
399	не возникает	1	1
400	их первая	1	1
401	вообще а	1	1
402	ведет себя	1	1
403	имеем в	1	1
404	и те	3	1
405	на то	1	1
406	но на	4	1
407	так сказать	7	1
408	к выводу	1	1
409	его но	3	1
410	по самому	2	1
411	вовне в	3	1
412	оно было	1	1
413	нее и	1	1
414	не как	2	1
415	оно должно	1	1
416	по всем	2	1
417	в плане	1	1
418	но вместе	1	1
419	в брачном	1	1
420	одно и	3	1
421	значительной степени	1	1
422	в каждом	1	1
423	здесь мы	1	1
424	тем же	1	1
425	главным образом	1	1
426	имеют в	1	1
427	есть все	1	1
428	конечно в	1	1
429	об этом	2	1
430	к другу	2	1
431	сохраняет еще	1	1
432	глубокий и	1	1
433	зрения на	1	1
434	лишь в	6	1
435	входит в	3	1
436	и других	3	1
437	имеет это	1	1
438	и непосредственное	1	1
439	моменты в	1	1
440	в ином	1	1
441	они сохраняют	1	1
442	и этим	1	1
443	оно как	1	1
444	ни в	8	1
445	самый характер	1	1
446	о которых	1	1
447	рядом с	2	1
448	и определяет	1	1
449	и уже	3	1
450	которой он	1	1
451	нигде не	1	1
452	приобретает в	1	1
453	на первый	1	1
454	места в	2	1
455	в понимании	1	1
456	внутренние и	1	1
457	и научные	1	1
458	поэтому за	1	1
459	быть названы	1	1
460	место в	2	1
461	не столько	1	1
462	он дает	1	1
463	они уже	1	1
464	не путем	1	1
465	в основном	5	1
466	является только	1	1
467	для изучения	1	1
468	образом и	1	1
469	которые в	1	1
470	взгляд и	1	1
471	надо сказать	1	1
472	моментов в	1	1
473	том же	2	1
474	мере и	1	1
475	и измеряется	1	1
476	вернемся к	1	1
477	что происходит	1	1
478	ничего нового	1	1
479	с которой	1	1
480	она не	1	1
481	чрезвычайно распространены	1	1
482	дело не	1	1
483	отличается от	1	1
484	и сама	1	1
485	как его	1	1
486	когда они	1	1
487	на самый	1	1
488	не могло	5	1
489	это с	1	1
490	области где	1	1
491	в самой	2	1
492	важно это	1	1
493	всего на	1	1
494	того в	1	1
495	к ней	2	1
496	в другую	2	1
497	связанными между	1	1
498	уже говорили	3	1
499	и после	1	1
500	ним но	1	1
501	входят в	1	1
502	от конкретных	1	1
503	в каком	2	1
504	такие же	1	1
505	влияние не	1	1
506	что можно	1	1
507	начиная с	1	1
508	одном ряду	1	1
509	есть только	2	1
510	как только	1	1
511	числе и	2	1
512	целом в	1	1
513	но к	1	1
514	и он	1	1
515	где он	1	1
516	для себя	7	1
517	из всего	1	1
518	не делает	1	1
519	но по	2	1
520	с ее	6	1
521	не существует	1	1
522	всего этого	2	1
523	на другой	2	1
524	вопросу и	1	1
525	постараемся показать	1	1
526	ряду с	1	1
527	и совершенно	1	1
528	природе своей	2	1
529	ясно что	2	1
530	и которые	1	1
531	которая была	1	1
532	требующая от	1	1
533	разумеется что	2	1
534	результате всего	1	1
535	выводу что	1	1
536	существовать только	1	1
537	тем чем	1	1
538	меняет в	1	1
539	которые распадается	1	1
540	или только	1	1
541	почему из	1	1
542	и миром	1	1
543	или на	1	1
544	все его	3	1
545	и во	7	1
546	но ничего	1	1
547	путь к	1	1
548	во втором	2	1
549	ничто в	2	1
550	и только	1	1
551	не более	1	1
552	на данной	1	1
553	из одних	1	1
554	его то	1	1
555	основные этапы	1	1
556	развитием на	1	1
557	эти последние	1	1
558	один из	3	1
559	которой и	1	1
560	поэтому для	1	1
561	эти точки	1	1
562	с ними	1	1
563	что даже	1	1
564	иначе если	1	1
565	могло быть	4	1
566	каждый момент	1	1
567	целого и	1	1
568	связаны с	3	1
569	всяком случае	1	1
570	это слово	1	1
571	во времени	3	1
572	между этими	4	1
573	не происходит	1	1
574	их не	1	1
575	для всех	2	1
576	есть в	2	1
577	одном и	1	1
578	уже в	2	1
579	себя в	1	1
580	и они	1	1
581	поэтому же	1	1
582	в начале	3	1
583	что не	3	1
584	или даже	1	1
585	при помощи	1	1
586	и обратно	1	1
587	закономерностей и	1	1
588	мы находим	2	1
589	в конце	9	1
590	с этими	2	1
591	должны будем	1	1
592	это было	1	1
593	как раз	13	1
594	связи в	1	1
595	тесно связана	1	1
596	этого понятия	1	1
597	в других	9	1
598	в форме	3	1
599	само собой	2	1
600	можно прямо	2	1
601	по кругу	1	1
602	даже то	1	1
603	были бы	1	1
604	связан с	1	1
605	или иной	2	1
606	даже не	2	1
607	мы это	1	1
608	и т.п	4	1
609	с другим	1	1
610	влияние на	4	1
611	и тех	2	1
612	здесь в	2	1
613	и нельзя	1	1
614	меняет всю	1	1
615	развитии все	1	1
616	от конкретного	1	1
617	собой разумеется	2	1
618	и прежде	2	1
619	части этого	1	1
620	не было	7	1
621	и своего	1	1
622	которых мы	1	1
623	более общего	1	1
624	и самый	1	1
625	более того	3	1
626	в ту	1	1
627	с которым	1	1
628	также с	1	1
629	одну из	1	1
630	они приобретают	2	1
631	там где	2	1
632	становится ясным	1	1
633	если не	1	1
634	в связи	5	1
635	есть одно	1	1
636	эти особенности	2	1
637	все более	1	1
638	за эти	1	1
639	прямо сказать	2	1
640	мы увидим	1	1
641	влияния на	2	1
642	в данном	2	1
643	она есть	1	1
644	этим мы	2	1
645	смысле этого	1	1
646	да и	3	1
647	их же	1	1
648	распадается на	1	1
649	или хотя	1	1
650	этого слова	1	1
651	и наши	1	1
652	не меняет	1	1
653	этом и	1	1
654	выход из	2	1
655	но для	2	1
656	и особенностей	2	1
657	к другим	1	1
658	же значение	1	1
659	тех случаях	1	1
660	известной степени	1	1
661	и для	4	1
662	как такая	1	1
663	случаях когда	1	1
664	тем и	1	1
665	для этой	1	1
666	место для	3	1
667	своей собственной	3	1
668	в отдельных	1	1
669	проходит через	3	1
670	для нас	2	1
671	от него	1	1
672	и все	6	1
673	из себя	1	1
674	той или	2	1
675	но зато	1	1
676	находим в	1	1
677	проявления и	1	1
678	не являются	2	1
679	что этот	1	1
680	между ними	3	1
681	с ней	1	1
682	к основному	2	1
683	была бы	2	1
684	далее в	1	1
685	оно не	2	1
686	этот момент	1	1
687	и внешние	1	1
688	но эти	1	1
689	и это	4	1
690	том числе	4	1
691	гораздо более	1	1
