N	2gram	Vygotskiy__5	Stilisti
201	мы в	1	3
202	как только	1	3
203	представить себе	1	3
204	и тому	2	3
205	из них	2	3
206	в котором	2	3
207	этого слова	1	3
208	слов в	1	3
209	в одном	3	3
210	что и	3	3
211	их в	2	3
212	но что	3	3
213	ответ на	3	3
214	и уже	1	3
215	может стать	1	3
216	долгое время	1	3
217	только на	2	3
218	перед нами	1	3
219	в будущем	1	3
220	ни на	2	3
221	что всякое	1	3
222	том что	15	3
223	но для	1	3
224	все эти	4	2
225	бы нам	1	2
226	каждый из	1	2
227	только одним	2	2
228	для всех	1	2
229	нашего исследования	1	2
230	или иных	1	2
231	но не	10	2
232	вопрос о	12	2
233	в связи	1	2
234	понимания и	1	2
235	место в	1	2
236	одни и	1	2
237	происходит как	1	2
238	вторая группа	1	2
239	значение и	1	2
240	группа теорий	1	2
241	тех случаях	1	2
242	как например	1	2
243	перейти к	3	2
244	оно является	3	2
245	это слово	1	2
246	еще и	3	2
247	перед ним	1	2
248	как с	3	2
249	есть не	2	2
250	не было	1	2
251	друг другу	2	2
252	зависит от	4	2
253	фразы в	1	2
254	гораздо более	1	2
255	связь с	1	2
256	случаях когда	1	2
257	и эту	1	2
258	и больше	1	2
259	в жизни	2	2
260	с ней	1	2
261	к нему	3	2
262	сих пор	3	2
263	из двух	1	2
264	которая и	1	2
265	в какой	6	2
266	собой разумеется	1	2
267	т.е от	1	2
268	но мы	5	2
269	нашего сознания	1	2
270	к которому	4	2
271	связанные с	6	2
272	иное как	1	2
273	с ним	5	2
274	быть понято	1	2
275	в своей	2	2
276	всю совокупность	1	2
277	и те	1	2
278	тот же	5	2
279	на отдельные	2	2
280	который мы	2	2
281	и он	1	2
282	или даже	1	2
283	по своей	3	2
284	смысле этого	1	2
285	одной из	3	2
286	речи не	4	2
287	из всего	1	2
288	между собой	13	2
289	зрения на	1	2
290	или хотя	1	2
291	отношение к	11	2
292	мы имели	2	2
293	для него	5	2
294	имели в	1	2
295	видим что	2	2
296	должны были	2	2
297	в том	18	2
298	этом отношении	5	2
299	к полному	2	2
300	не с	2	2
301	что иное	1	2
302	из которых	3	2
303	с развитием	2	2
304	которые в	1	2
305	между двумя	3	2
306	и ответ	1	2
307	как в	5	2
308	речи то	2	2
309	останавливаться на	1	2
310	еще мало	1	2
311	можем не	1	2
312	в отношении	9	2
313	представляет собой	7	2
314	с этим	3	2
315	речь есть	3	2
316	тому же	2	2
317	и потому	2	2
318	должно быть	8	2
319	очевидно что	2	2
320	эти три	2	2
321	ясно что	1	2
322	значительной степени	1	2
323	тем что	5	2
324	это же	1	2
325	мы имеем	1	2
326	в основе	8	2
327	по своему	3	2
328	что эти	2	2
329	на первый	1	2
330	только потому	1	2
331	вращается вокруг	1	2
332	в этих	3	2
333	не нужно	1	2
334	тем и	1	2
335	как уже	3	2
336	значений слов	4	2
337	для всякого	1	2
338	а этот	2	2
339	до конца	3	2
340	также и	1	2
341	культурного развития	1	2
342	ли он	1	2
343	несмотря на	1	2
344	в своих	2	2
345	мы говорили	2	2
346	однако в	1	2
347	вне которой	1	2
348	совершенно иначе	1	2
349	в частности	3	2
350	этой второй	1	2
351	на эти	1	2
352	на развитие	2	2
353	в каком	1	2
354	самое время	1	2
355	в какой-то	1	2
356	целый ряд	1	2
357	к этому	3	2
358	что он	25	2
359	к миру	1	2
360	к нашей	1	2
361	одной и	1	2
362	миру и	1	2
363	в пределах	4	2
364	речи но	2	2
365	которые являются	2	2
366	ответить на	4	2
367	этот вопрос	6	2
368	в первой	2	2
369	эти вопросы	1	2
370	развития в	6	2
371	но это	3	2
372	не есть	4	2
373	этих явлений	1	1
374	общую основу	1	1
375	связи и	2	1
376	столь же	2	1
377	может не	1	1
378	одним из	2	1
379	существует нечто	1	1
380	следующую фразу	1	1
381	прежде чем	1	1
382	мысли а	1	1
383	исследования к	1	1
384	в мысли	6	1
385	процесс образования	1	1
386	целым рядом	1	1
387	протекает в	1	1
388	и остановимся	1	1
389	которые оно	1	1
390	или только	1	1
391	по сравнению	5	1
392	с более	1	1
393	сравнению с	5	1
394	и того	3	1
395	большей степени	1	1
396	есть в	1	1
397	как между	1	1
398	мы это	1	1
399	к которым	2	1
400	от всякого	2	1
401	одна сторона	1	1
402	этих предметов	1	1
403	это мы	2	1
404	благодаря знанию	1	1
405	в собственном	1	1
406	должны быть	2	1
407	кроме самого	2	1
408	говорить о	3	1
409	образом мы	1	1
410	за ним	1	1
411	как часть	1	1
412	в общих	1	1
413	и понимания	1	1
414	и отношение	2	1
415	слов которые	1	1
416	того же	7	1
417	только мы	1	1
418	или не	2	1
419	и благодаря	1	1
420	речь это	1	1
421	даже еще	1	1
422	наших рассуждений	1	1
423	вопросе о	1	1
424	для своего	1	1
425	даже не	1	1
426	предположить что	2	1
427	его но	1	1
428	все его	1	1
429	своей речи	1	1
430	из сознания	1	1
431	по мере	2	1
432	шаг к	1	1
433	развитие и	3	1
434	отношению к	12	1
435	речевом общении	1	1
436	чтобы эти	1	1
437	как по	1	1
438	это как	1	1
439	мы выяснили	1	1
440	тесно связанные	1	1
441	она не	1	1
442	вопросу который	2	1
443	отношения не	1	1
444	этими двумя	2	1
445	думать что	1	1
446	не путем	1	1
447	конечно это	1	1
448	в движение	1	1
449	не менее	3	1
450	кроме того	1	1
451	но еще	1	1
452	на поставленный	1	1
453	это часто	1	1
454	вовсе не	2	1
455	становится совершенно	1	1
456	понимает что	1	1
457	из слов	1	1
458	наших исследований	6	1
459	на то	1	1
460	бы что	1	1
461	вслед за	2	1
462	в виде	1	1
463	этого процесса	2	1
464	значение для	2	1
465	одного и	3	1
466	каждого отдельного	3	1
467	же мере	5	1
468	иначе как	2	1
469	язык на	1	1
470	ключ к	1	1
471	как раз	1	1
472	всего на	1	1
473	правильности того	1	1
474	у него	6	1
475	привели к	1	1
476	самым существенным	1	1
477	время является	1	1
478	и во	1	1
479	это всегда	1	1
480	самого говорящего	1	1
481	и должны	1	1
482	там где	1	1
483	сознания и	2	1
484	по необходимости	2	1
485	этапе развития	1	1
486	что эта	3	1
487	развития мы	2	1
488	к мысли	4	1
489	и другие	2	1
490	процесса в	3	1
491	языка т.е	1	1
492	это будет	2	1
493	из общей	2	1
494	слова для	1	1
495	до сих	3	1
496	к самой	2	1
497	взгляд на	1	1
498	на улице	1	1
499	одному и	2	1
500	с целым	1	1
501	же самый	2	1
502	если в	3	1
503	что я	2	1
504	на гораздо	1	1
505	он так	1	1
506	слов как	1	1
507	только его	1	1
508	развития речи	1	1
509	в их	3	1
510	они являются	1	1
511	это происходит	2	1
512	о той	1	1
513	обосновать и	1	1
514	высказывание и	1	1
515	бы говорить	1	1
516	своем развитии	5	1
517	один шаг	2	1
518	ясным что	1	1
519	и нельзя	1	1
520	то в	3	1
521	является одной	1	1
522	смысле слова	1	1
523	предметов за	1	1
524	эти теории	2	1
525	иного предмета	1	1
526	что самые	1	1
527	движения и	1	1
528	каким образом	1	1
529	путь развития	4	1
530	такое же	2	1
531	находятся в	2	1
532	не можем	1	1
533	теснейшим образом	1	1
534	от которых	1	1
535	принадлежит к	2	1
536	будет видно	1	1
537	они возникают	3	1
538	речи так	3	1
539	от развития	5	1
540	опираться на	1	1
541	вторая особенность	1	1
542	оно означает	1	1
543	процесса языкового	2	1
544	и верную	1	1
545	чем простой	1	1
546	общей для	1	1
547	речи с	2	1
548	путь к	1	1
549	речь как	2	1
550	связан с	1	1
551	только один	2	1
552	что в	16	1
553	развитии понимания	1	1
554	при которой	2	1
555	в силу	10	1
556	к действительности	1	1
557	нам надо	1	1
558	с этой	4	1
559	например в	1	1
560	в себя	3	1
561	отношениями которые	1	1
562	каждым новым	1	1
563	здесь в	1	1
564	совершенно не	2	1
565	выяснить в	1	1
566	какой степени	1	1
567	еще чрезвычайно	1	1
568	речи в	6	1
569	но зато	1	1
570	иметь в	1	1
571	конечно в	1	1
572	дело с	1	1
573	группы теорий	1	1
574	собственном смысле	1	1
575	в еще	1	1
576	и явлений	1	1
577	с теми	1	1
578	но если	6	1
579	должен овладеть	1	1
580	выборе и	1	1
581	исследования мы	1	1
582	сделать то	1	1
583	между тем	3	1
584	но как	3	1
585	смысле как	1	1
586	где они	1	1
587	но они	2	1
588	фразы но	1	1
589	более чем	1	1
590	или на	1	1
591	его особенностей	1	1
592	еще более	5	1
593	именно эта	1	1
594	что для	2	1
595	с изучением	1	1
596	в самый	1	1
597	переход от	7	1
598	это так	1	1
599	и которое	1	1
600	всей своей	1	1
601	вне ее	1	1
602	мысли и	5	1
603	не происходит	1	1
604	на все	5	1
605	за пределы	4	1
606	тот момент	2	1
607	самым мы	1	1
608	не имеют	2	1
609	что этот	1	1
610	нам сделать	1	1
611	всего сказанного	1	1
612	на вопрос	5	1
613	которой не	1	1
614	скажем что	1	1
615	наличие не	1	1
616	которая уже	1	1
617	происходит потому	1	1
618	и после	1	1
619	во внимание	2	1
620	самостоятельным и	1	1
621	это на	1	1
622	речь в	3	1
623	участвуют в	1	1
624	что нам	2	1
625	на свою	2	1
626	благодаря тому	1	1
627	равным образом	1	1
628	мог бы	1	1
629	иное отношение	3	1
630	сознание как	1	1
631	каждой отдельной	2	1
632	эту фразу	1	1
633	причины и	1	1
634	в наших	1	1
635	это и	3	1
636	ее в	3	1
637	что при	1	1
638	тогда когда	5	1
639	бы каждый	1	1
640	эту точку	1	1
641	зрения и	1	1
642	в плоскость	2	1
643	понять что	2	1
644	что его	1	1
645	что без	1	1
646	за собой	1	1
647	и проверка	1	1
648	в определенной	2	1
649	говоря о	1	1
650	и каждое	1	1
651	говорили выше	1	1
652	свою внутреннюю	2	1
653	в одной	1	1
654	он является	1	1
655	своим происхождением	1	1
656	которым мы	1	1
657	все сказанное	1	1
658	же точно	1	1
659	в чем	3	1
660	своих внутренних	1	1
661	не то	4	1
662	но уже	1	1
663	в сущности	13	1
664	грамматические формы	1	1
665	по себе	7	1
666	и о	1	1
667	другом месте	4	1
668	относится к	1	1
669	этом она	1	1
670	должны будем	1	1
671	этого как	1	1
672	ни в	1	1
673	за развитием	2	1
674	как можно	1	1
675	его точка	1	1
676	при анализе	2	1
677	в истории	2	1
678	этот момент	1	1
679	так что	4	1
680	развитие этой	2	1
681	в речевом	2	1
682	это даже	1	1
683	мысль которая	1	1
684	зрения мы	1	1
685	является чем-то	2	1
686	о степени	2	1
687	по самой	4	1
688	как к	1	1
689	только то	1	1
690	и становятся	2	1
691	тем не	1	1
692	о чем	2	1
693	речь без	3	1
694	он принадлежит	1	1
695	не иначе	2	1
696	уже говорили	1	1
697	как нам	1	1
698	языка в	1	1
699	развития к	2	1
700	как тот	1	1
701	они сами	1	1
702	стоит только	2	1
703	что представляет	2	1
704	на ту	1	1
705	без всякого	1	1
706	может иметь	2	1
707	которому мы	1	1
708	не словами	1	1
709	с их	4	1
710	образом в	2	1
711	собой и	1	1
712	более или	1	1
713	существует между	1	1
714	является не	2	1
715	показали что	7	1
716	речи или	1	1
717	он произносит	2	1
718	два независимых	2	1
719	представления о	2	1
720	только не	3	1
721	теперь мы	1	1
722	такого понимания	1	1
723	для этого	1	1
724	как орудием	1	1
725	другой стороны	2	1
726	того в	1	1
727	одним и	1	1
728	речь не	3	1
729	величайшее значение	1	1
730	формы в	1	1
731	вопроса об	1	1
732	он в	3	1
733	что изменение	1	1
734	же как	7	1
735	стоять в	1	1
736	зрения не	1	1
737	том же	1	1
738	и развитие	17	1
739	нам остается	1	1
740	именно в	4	1
741	не обладают	1	1
742	чтобы он	1	1
743	того как	5	1
744	при исследовании	1	1
745	речи можно	1	1
746	приходит к	3	1
747	когда он	2	1
748	одном и	1	1
749	являются в	1	1
750	на эту	1	1
751	говорили прежде	1	1
752	раз навсегда	1	1
753	еще один	1	1
754	нам возможность	1	1
755	значение имеет	1	1
756	нам становится	1	1
757	он говорит	1	1
758	можно даже	1	1
759	этой стадии	1	1
760	к одной	1	1
761	совпадает с	2	1
762	и будет	1	1
763	в предметах	1	1
764	но вместе	1	1
765	для его	2	1
766	совершенно одинаково	1	1
767	и менее	1	1
768	и что	12	1
769	в результате	4	1
770	не являются	1	1
771	обе эти	5	1
772	он не	8	1
773	точками зрения	2	1
774	о языке	1	1
775	должен был	1	1
776	этим самым	1	1
777	на этом	3	1
778	позволяет нам	1	1
779	само по	2	1
780	в действительности	3	1
781	речи если	1	1
782	не могут	4	1
783	и последующих	1	1
784	обращаться к	1	1
785	не как	1	1
786	и осуществляется	1	1
787	такой случай	1	1
788	акт сознания	1	1
789	но чаще	1	1
790	обращение к	1	1
791	этого вопроса	3	1
792	себе путь	1	1
793	и никогда	1	1
794	при помощи	1	1
795	тем более	4	1
796	я не	2	1
797	в прямом	1	1
798	с другой	4	1
799	и другой	1	1
800	в вопросе	2	1
801	что сила	1	1
802	себе этот	1	1
803	в общем	1	1
804	и эти	2	1
805	в развитии	28	1
806	языкового развития	2	1
807	этого еще	1	1
808	в более	2	1
809	наконец третья	1	1
810	если его	1	1
811	которую мы	2	1
812	в другом	6	1
813	если же	1	1
814	между этими	1	1
815	с которой	1	1
816	действия которые	1	1
817	входят в	1	1
818	чем больше	1	1
819	не наоборот	1	1
820	самой своей	2	1
821	на этот	4	1
822	с каждым	1	1
823	все что	2	1
824	все равно	2	1
825	эта зависимость	2	1
826	была бы	1	1
827	в основном	1	1
828	не нуждается	1	1
829	в следующем	1	1
830	первостепенное значение	1	1
831	в меру	4	1
832	по отношению	12	1
833	путем повторения	1	1
834	таким же	3	1
835	на всех	1	1
836	и есть	7	1
837	или менее	1	1
838	отношения и	2	1
839	этапы развития	1	1
840	он должен	5	1
841	оба эти	4	1
842	знает что	2	1
843	которые возникают	1	1
844	речи мы	3	1
845	с языком	1	1
846	ничто не	2	1
847	является только	1	1
848	оно может	1	1
849	именно потому	2	1
850	быть в	2	1
851	никак не	3	1
852	в самой	1	1
853	форм и	2	1
854	нас на	1	1
855	и отношения	3	1
856	на протяжении	2	1
857	ту же	2	1
858	благодаря этому	2	1
859	языка не	2	1
860	тому как	4	1
861	относится и	1	1
862	со стороны	1	1
863	себе что	1	1
864	сознания как	1	1
865	нее и	1	1
866	как же	1	1
867	к тем	1	1
868	имеем в	1	1
869	не совпадает	2	1
870	именно поэтому	1	1
871	стадии и	1	1
872	и делает	1	1
873	мы относим	2	1
874	заложенное в	1	1
875	и природы	1	1
876	мысль о	1	1
877	совершается в	2	1
878	еще в	3	1
879	поэтому мы	1	1
880	к одному	2	1
881	вообще не	4	1
882	он конечно	1	1
883	движущие силы	1	1
884	остановимся только	1	1
885	мы приходим	1	1
886	в речи	1	1
887	в своем	5	1
888	является ее	1	1
889	процессе развития	4	1
890	с ними	1	1
891	самого существования	1	1
