N	2gram	Vinokur_St_2	Poddanst
161	представляют собою	1	1
162	еще в	2	1
163	к первому	2	1
164	бы что	1	1
165	в эпоху	1	1
166	два направления	1	1
167	движение масс	1	1
168	не вполне	1	1
169	на себя	3	1
170	именно потому	1	1
171	мы и	1	1
172	но нужно	1	1
173	и здесь	3	1
174	подчеркнуть что	3	1
175	широкой и	1	1
176	настоящее время	1	1
177	и что	6	1
178	литературы и	1	1
179	могут дать	1	1
180	еще не	1	1
181	были бы	1	1
182	и на	6	1
183	он был	2	1
184	с того	1	1
185	и который	2	1
186	с его	2	1
187	это имеет	1	1
188	связь между	1	1
189	смысле не	1	1
190	борьбе с	1	1
191	что и	2	1
192	отличие от	2	1
193	не просто	1	1
194	востока и	1	1
195	в истории	2	1
196	истории была	1	1
197	которой в	2	1
198	что во	1	1
199	судить по	2	1
200	вот как	1	1
201	тех пор	1	1
202	известном смысле	1	1
203	все же	6	1
204	более или	2	1
205	в какой	2	1
206	понимать что	1	1
207	в самом	7	1
208	в условиях	1	1
209	но как	1	1
210	в которой	11	1
211	что составляет	1	1
212	что это	3	1
213	их не	1	1
214	формы в	1	1
215	представляет собой	1	1
216	из этих	1	1
217	в известном	3	1
218	под его	1	1
219	вв но	1	1
220	только один	1	1
221	уже в	1	1
222	только на	1	1
223	на то	2	1
224	в определенном	1	1
225	что русская	1	1
226	этого процесса	1	1
227	т д	6	1
228	только к	2	1
229	из этой	2	1
230	одно из	1	1
231	не как	1	1
232	иная форма	1	1
233	пути который	1	1
234	мы можем	1	1
235	века в	1	1
236	и по	3	1
237	следует понимать	1	1
238	прежде чем	1	1
239	кто был	3	1
240	с собой	1	1
241	одно и	1	1
242	в каждом	1	1
243	ф о	1	1
244	представляют собой	1	1
245	а затем	2	1
246	тем в	2	1
247	в исторической	1	1
248	не были	1	1
249	возможно что	1	1
250	из всех	1	1
251	на этой	1	1
252	его в	2	1
253	бы эти	1	1
254	и быть	1	1
255	а с	3	1
256	русской истории	3	1
257	в это	2	1
258	в живом	1	1
259	каком смысле	1	1
260	из нее	3	1
261	них и	1	1
262	где он	2	1
263	не исключает	1	1
264	в этой	2	1
265	на основании	1	1
266	в действии	1	1
267	как и	2	1
268	и уже	1	1
269	с которым	1	1
270	в свете	1	1
271	говорится о	1	1
272	теорию исторического	1	1
273	и я	2	1
274	в развитии	1	1
275	и злой	1	1
276	нисколько не	1	1
277	бы как	1	1
278	должна была	2	1
279	и еще	1	1
280	или менее	2	1
281	оставить без	1	1
282	и м	1	1
283	в творчестве	1	1
284	и теми	1	1
285	так же	3	1
286	всяком случае	3	1
287	что именно	2	1
288	место в	1	1
289	в отличие	2	1
290	в данном	2	1
291	вопрос о	6	1
292	сравнению с	1	1
293	верить что	1	1
294	выражению не	1	1
295	что было	2	1
296	и эти	1	1
297	на какие	2	1
298	и более	2	1
299	там где	2	1
300	с величайшим	1	1
301	о русском	1	1
302	xix в	1	1
303	и вся	2	1
304	и очень	1	1
305	нет никакого	2	1
306	что есть	1	1
307	xviii века	2	1
308	что эта	3	1
309	она не	1	1
310	что с	2	1
311	иной раз	1	1
312	но для	1	1
313	которые были	1	1
314	этом смысле	1	1
315	с и	2	1
316	можно судить	1	1
317	того чтобы	6	1
318	вообще можно	1	1
319	не имеет	2	1
320	рассматривать как	1	1
321	никогда не	3	1
322	и всегда	2	1
323	в результате	2	1
324	в настоящее	1	1
325	идут от	1	1
326	пр в	1	1
327	этих двух	1	1
328	исторической действительности	1	1
329	и которая	1	1
330	и первое	1	1
331	как она	1	1
332	и народной	1	1
333	в наши	1	1
334	в г	7	1
335	другой стороны	3	1
336	только что	2	1
337	и ранее	1	1
338	и теперь	2	1
339	в этих	3	1
340	давно уже	3	1
341	над ним	1	1
342	в каком	2	1
343	конечно и	2	1
344	в традицию	1	1
345	в движении	2	1
346	и внутренне	1	1
347	в момент	1	1
348	исходить из	1	1
349	по одному	1	1
350	является и	1	1
351	и именно	3	1
352	одновременно и	1	1
353	что все	1	1
354	ни к	1	1
355	в трех	1	1
356	что оно	1	1
357	к сожалению	2	1
358	пути к	1	1
359	всего что	1	1
360	к этой	1	1
361	ни на	1	1
362	упреков в	1	1
363	и другие	2	1
364	вместе с	7	1
365	что при	1	1
366	нет сомнения	2	1
367	который не	1	1
368	во всяком	3	1
369	они не	2	1
370	гораздо более	1	1
