N	2gram	Tiupa_Anal_3	Narrotol
205	та же	1	2
206	он идет	1	2
207	в известном	1	2
208	раз в	1	2
209	коммуникативной ситуации	2	2
210	роль в	3	2
211	на две	1	2
212	на то	1	2
213	не могла	2	2
214	в случае	5	2
215	так сказать	2	2
216	о смерти	3	2
217	ключ к	3	2
218	и еще	1	2
219	художественного высказывания	2	2
220	и вот	2	2
221	течения жизни	1	2
222	человека в	1	2
223	не будет	3	2
224	говорил о	1	2
225	а по	1	2
226	входит в	2	2
227	это было	1	2
228	я в	5	2
229	и иных	1	2
230	а за	1	2
231	он и	3	2
232	в москве	1	2
233	жизни но	1	2
234	и тогда	1	2
235	и того	3	2
236	как замечает	1	2
237	в войне	1	2
238	сводятся к	1	2
239	в отличие	2	2
240	сих пор	1	2
241	того кто	1	2
242	дело в	2	2
243	дело не	3	2
244	не могло	1	2
245	казалось бы	1	2
246	ничего не	3	2
247	этих двух	1	2
248	и является	1	2
249	связи с	1	2
250	к жизни	3	2
251	не столь	1	2
252	не слышит	1	2
253	ли не	4	2
254	оно не	1	2
255	как мы	1	2
256	с ее	3	2
257	свою очередь	4	2
258	здесь не	3	2
259	другой стороны	5	2
260	по сути	2	2
261	классического реализма	1	2
262	в произведении	3	2
263	в пределах	4	2
264	с языком	1	2
265	маркированном положении	1	2
266	особенно в	1	2
267	с ним	1	2
268	при такой	1	2
269	имеем дело	4	2
270	никак не	1	2
271	до сих	1	2
272	один голос	1	2
273	с другой	7	2
274	тем или	2	2
275	в форме	2	2
276	и только	1	2
277	не сводится	1	2
278	же в	2	2
279	известном смысле	1	2
280	чем он	1	2
281	идет по	1	2
282	с появлением	2	2
283	с ними	1	2
284	дело с	3	2
285	бахтин может	1	2
286	всяком случае	2	2
287	они могут	1	2
288	который в	3	2
289	себя в	4	2
290	в равной	1	2
291	его и	1	2
292	в конце	5	2
293	к ним	1	2
294	не о	1	2
295	мы можем	2	2
296	каждый из	1	2
297	в особенности	3	2
298	нами не	1	2
299	и даже	8	2
300	о своей	2	2
301	в результате	5	2
302	как у	1	2
303	было и	1	2
304	что не	3	2
305	героя и	4	2
306	зависит от	1	2
307	могут служить	1	2
308	что мы	2	2
309	вместе с	2	2
310	к его	1	2
311	по своему	2	2
312	да и	2	2
313	в первой	8	2
314	встречи с	1	2
315	текста как	1	2
316	мыслится как	1	2
317	х гг	1	2
318	о его	2	2
319	о событии	1	2
320	в связи	1	2
321	и от	2	2
322	в году	3	2
323	или иным	2	2
324	в маркированном	1	2
325	хотя бы	1	2
326	к ее	1	2
327	равной степени	1	2
328	жизни в	1	2
329	в романе	2	2
330	между ними	1	2
331	сказать что	2	2
332	в свою	5	2
333	все что	1	2
334	единого художественного	1	2
335	по причине	1	2
336	в таком	1	2
337	во всяком	2	2
338	однако само	1	1
339	искусства слова	1	1
340	как все	1	1
341	говоря о	1	1
342	в следующем	1	1
343	сам по	1	1
344	получает в	1	1
345	на самом	1	1
346	значении этого	1	1
347	в стороне	1	1
348	это и	2	1
349	говорилось выше	1	1
350	и есть	1	1
351	в нарративном	1	1
352	и до	1	1
353	по его	3	1
354	мы уже	1	1
355	он ничего	1	1
356	например в	2	1
357	полном его	1	1
358	поднимается на	1	1
359	что между	1	1
360	повестях белкина	7	1
361	с текстом	1	1
362	следует вести	1	1
363	организации текста	1	1
364	ни единого	1	1
365	завершенная и	1	1
366	он как	1	1
367	что иное	1	1
368	принадлежит к	4	1
369	жизненной позиции	2	1
370	мы и	1	1
371	из которых	1	1
372	относительно его	1	1
373	он был	1	1
374	иное как	1	1
375	текста с	4	1
376	тем как	1	1
377	от лица	1	1
378	этого героя	1	1
379	события как	1	1
380	это бывает	1	1
381	роль принадлежит	1	1
382	мы будем	1	1
383	дело обстоит	1	1
384	свою жизнь	2	1
385	не все	1	1
386	с отцом	1	1
387	ответ на	3	1
388	человеческих отношений	1	1
389	отношение к	1	1
390	центрального героя	1	1
391	до которого	1	1
392	знакомства с	1	1
393	самого рассказчика	1	1
394	с этим	3	1
395	человеческого бытия	1	1
396	воззрений на	1	1
397	еще и	3	1
398	не два	1	1
399	рода но	1	1
400	в полном	1	1
401	такое слово	1	1
402	когда он	2	1
403	отграниченная система	1	1
404	и к	4	1
405	самом начале	1	1
406	в точке	2	1
407	в противоположность	2	1
408	для которого	1	1
409	со своей	8	1
410	цикла что	1	1
411	отношения с	1	1
412	смыслом а	1	1
413	само венчание	1	1
414	состоит как	1	1
415	повествование в	1	1
416	тут и	1	1
417	бы не	1	1
418	во многих	1	1
419	неизбежно принадлежит	1	1
420	этом что	1	1
421	текстовая ткань	1	1
422	приводит к	4	1
423	поехал в	1	1
424	и тот	1	1
425	ту самую	1	1
426	к тексту	2	1
427	дифференцированном и	1	1
428	кухни и	1	1
429	того кого	1	1
430	например как	2	1
431	что она	2	1
432	готовом стабильно	1	1
433	как единого	1	1
434	в лирике	2	1
435	воспоминаний героя	1	1
436	не как	2	1
437	однако он	1	1
438	в силу	1	1
439	нем звучит	1	1
440	уже говорилось	2	1
441	евгения онегина	1	1
442	в начальном	1	1
443	какой бы	1	1
444	и по	2	1
445	соответствии со	2	1
446	вести речь	1	1
447	его составе	1	1
448	в нее	1	1
449	таким образом	4	1
450	значительной степени	2	1
451	в одну	1	1
452	однако все	1	1
453	могла бы	2	1
454	между рассказчиком	1	1
455	той же	5	1
456	это весьма	1	1
457	его в	3	1
458	героя при	1	1
459	сознания к	2	1
460	с другими	1	1
461	разворачивает перед	1	1
462	он есть	1	1
463	лишь на	3	1
464	в речевом	1	1
465	отражение в	1	1
466	и прочих	1	1
467	в итоге	4	1
468	оцененном мире	1	1
469	на свои	1	1
470	солнце и	1	1
471	на статус	1	1
472	в повестях	8	1
473	далеко не	4	1
474	смысл которого	1	1
475	и оцененном	1	1
476	мировой литературы	1	1
477	в ее	3	1
478	с тем	2	1
479	результате чего	1	1
480	о событиях	1	1
481	и само	1	1
482	анекдот о	1	1
483	кладет начало	1	1
484	или попросту	1	1
485	ведет к	1	1
486	автора и	1	1
487	в один	1	1
488	с еще	1	1
489	нарративных дискурсов	1	1
490	или точнее	2	1
491	не становится	1	1
492	с точки	2	1
493	в их	6	1
494	хранения и	1	1
495	оно живет	1	1
496	себе а	1	1
497	ключевая роль	1	1
498	от его	2	1
499	должны были	1	1
500	утрачивает способность	1	1
501	мир и	1	1
502	втором случае	1	1
503	подлинный автор	1	1
504	теми же	1	1
505	что было	1	1
506	по крайней	4	1
507	на языке	3	1
508	ударном положении	1	1
509	задается вопросом	1	1
510	здесь достаточно	1	1
511	как видим	1	1
512	он выступает	1	1
513	для нее	1	1
514	даже в	2	1
515	случае мы	1	1
516	нас к	1	1
517	любви и	1	1
518	внимание к	1	1
519	состоящий в	1	1
520	возникает в	2	1
521	сущности говоря	1	1
522	до известной	3	1
523	человеческого я	2	1
524	как можно	1	1
525	коммуникативное событие	1	1
526	сознания однако	1	1
527	не говоря	1	1
528	своего героя	1	1
529	поле его	1	1
530	текста но	1	1
531	коммуникативного события	11	1
532	и автор	1	1
533	судя по	2	1
534	для всех	2	1
535	парадоксальное сочетание	1	1
536	слова как	1	1
537	обратим внимание	2	1
538	по своей	2	1
539	принимает на	1	1
540	во всем	3	1
541	в перспективе	1	1
542	такого высказывания	1	1
543	и делает	1	1
544	к однозначности	1	1
545	понимании не	1	1
546	тем это	1	1
547	уровень фокализации	1	1
548	в момент	2	1
549	церкви в	1	1
550	в мировой	1	1
551	встречается в	1	1
552	могут быть	2	1
553	этой причине	1	1
554	далеко за	1	1
555	не любил	1	1
556	указывает на	3	1
557	не предполагает	2	1
558	согласуется с	2	1
559	время они	1	1
560	в ситуации	1	1
561	радости не	1	1
562	и открывает	1	1
563	от ситуации	1	1
564	по определению	1	1
565	от друга	1	1
566	говорит и	3	1
567	литературного сюжета	1	1
568	для читателя	1	1
569	для всего	1	1
570	в организации	1	1
571	реальной действительности	1	1
572	всей своей	1	1
573	бедной лизы	1	1
574	имя с	1	1
575	своему коммуникативному	1	1
576	разговора с	1	1
577	непрямого говорения	1	1
578	и сам	4	1
579	может ощущаться	1	1
580	по этой	1	1
581	в другом	1	1
582	из двух	1	1
583	не ограничивается	1	1
584	не за	1	1
585	не с	2	1
586	живет в	1	1
587	мог бы	1	1
588	и каждый	1	1
589	осуществляется в	2	1
590	чем у	1	1
591	и предельно	1	1
592	во второй	7	1
593	с героем	2	1
594	является в	1	1
595	поэтому в	2	1
596	с этого	1	1
597	повествователя в	1	1
598	как формы	2	1
599	произведения как	2	1
600	и здесь	2	1
601	по замечанию	1	1
602	мира героев	1	1
603	сути своей	1	1
604	т.п в	1	1
605	голоса в	1	1
606	в глаза	2	1
607	второй главы	1	1
608	в значительной	2	1
609	и авторской	1	1
610	не умеет	1	1
611	смысловую перспективу	1	1
612	во всех	2	1
613	русской литературе	4	1
614	проницательному читателю	1	1
615	бахтин говорил	1	1
616	рассуждение о	1	1
617	какая была	1	1
618	а потому	1	1
619	нуждается в	2	1
620	что и	5	1
621	крайней мере	4	1
622	не более	2	1
623	вслед за	1	1
624	рассказа что	1	1
625	было введено	1	1
626	здесь выступает	1	1
627	не тот	1	1
628	человека как	1	1
629	подробностями и	1	1
630	тот же	1	1
631	речь о	1	1
632	одной из	1	1
633	одного сознания	1	1
634	ходе которого	1	1
635	житейской истории	1	1
636	бы ни	1	1
637	с одной	2	1
638	звучит один	1	1
639	со всеми	2	1
640	того же	5	1
641	но о	1	1
642	второй и	2	1
643	и у	1	1
644	уже в	3	1
645	вопроса о	2	1
646	ни одного	1	1
647	ощущаться завершенная	1	1
648	действующего лица	2	1
649	от других	1	1
650	конечном счете	2	1
651	собственного текста	1	1
652	только одно	1	1
653	их как	1	1
654	система смыслов	1	1
655	автор как	1	1
656	любая интерпретация	1	1
657	или даже	1	1
658	и слушающих	1	1
659	тексту в	1	1
660	уклоняется от	1	1
661	это верно	1	1
662	произведения и	2	1
663	не случайно	8	1
664	случае не	1	1
665	само по	1	1
666	не понимал	1	1
667	автор и	1	1
668	человек как	1	1
669	ни для	2	1
670	тем что	2	1
671	соотносится с	1	1
672	достаточно напомнить	1	1
673	указание на	2	1
674	следует признать	3	1
675	и строго	1	1
676	друг от	1	1
677	следует подчеркнуть	1	1
678	который не	2	1
679	вследствие этой	1	1
680	не обязательно	1	1
681	до этого	1	1
682	очевидным образом	2	1
683	а именно	1	1
684	для этого	1	1
685	на чем	1	1
686	наконец в	1	1
687	а с	1	1
688	комплекса мотивов	1	1
689	и диалогическое	1	1
690	говорит о	2	1
691	строго отграниченная	1	1
692	по тем	1	1
693	одной стороны	2	1
694	он только	1	1
695	на этот	1	1
696	стремится к	1	1
697	его как	3	1
698	одну из	2	1
699	финальной фразе	1	1
700	свое отражение	1	1
701	из многочисленных	1	1
702	там где	2	1
703	свое внимание	1	1
704	которой он	1	1
705	свидетельствует не	1	1
706	художественного целого	6	1
707	и любое	1	1
708	с помощью	1	1
709	в финальной	2	1
710	на фоне	1	1
711	связь с	2	1
712	о себе	2	1
713	как говорилось	1	1
714	субъекта и	2	1
715	его внутренней	1	1
716	и потому	2	1
717	в рамках	3	1
718	не удается	1	1
719	в предыдущей	1	1
720	со словом	1	1
721	сути дела	1	1
722	этого момента	1	1
723	сильно билось	1	1
724	без которых	1	1
725	тем кто	1	1
726	есть на	1	1
727	в ответ	2	1
728	в тех	2	1
729	любимой дочери	1	1
730	это его	1	1
731	глядела на	1	1
732	не можем	1	1
733	в европейской	1	1
734	к ситуации	1	1
735	по бахтину	1	1
736	рамках одного	1	1
737	слово а	1	1
738	в иные	1	1
739	в контексте	2	1
740	чужой голос	1	1
741	художественное произведение	1	1
742	своей жизни	1	1
743	но это	1	1
744	все это	3	1
745	в культуре	2	1
746	он обращается	1	1
747	пока еще	3	1
748	самого персонажа	1	1
749	в книге	1	1
750	искусства это	1	1
751	одного и	3	1
752	известной степени	3	1
753	как отец	1	1
754	случаях когда	1	1
755	необходимо отличать	1	1
756	собственно и	1	1
757	в пределе	1	1
758	в голову	1	1
759	но еще	1	1
760	тем более	1	1
761	в динамике	1	1
762	ценностной позиции	1	1
763	будто бы	1	1
764	из барышни-крестьянки	3	1
765	все они	2	1
766	оказывается всего	1	1
767	в готовом	2	1
768	поскольку не	1	1
769	стороны бытия	1	1
770	есть от	1	1
771	это все	1	1
772	слова с	1	1
773	не знает	1	1
774	впервые в	3	1
775	рассказчиком и	1	1
776	стабильно дифференцированном	1	1
777	совершенно не	2	1
778	а герой	1	1
779	на четвертую	1	1
780	в свое	2	1
781	существенно не	1	1
782	матери в	1	1
783	и б	2	1
784	в ударном	1	1
785	собой лишь	1	1
786	к этой	1	1
787	например так	1	1
788	в искусстве	2	1
789	по поводу	3	1
790	персонажей при	1	1
791	рассказа представляет	1	1
792	жизни оказывается	1	1
793	к этому	3	1
794	они не	1	1
