N	2gram	Vinokur_Ku_3	Tvorches
441	но как	3	1
442	конечном счете	1	1
443	связана с	1	1
444	лишь в	8	1
445	об этих	1	1
446	тот же	6	1
447	содержанием и	1	1
448	стал бы	1	1
449	повседневной жизни	1	1
450	в силу	6	1
451	не то	2	1
452	свою очередь	1	1
453	остается в	2	1
454	с этим	1	1
455	он называет	1	1
456	только то	3	1
457	ни о	1	1
458	ли что	1	1
459	где с	2	1
460	как будто	1	1
461	связано с	1	1
462	не зависит	1	1
463	сказать что	7	1
464	форме в	1	1
465	ни в	3	1
466	самая мрачная	1	1
467	на основе	1	1
468	еще одним	1	1
469	сказать в	1	1
470	в первом	5	1
471	ясно что	4	1
472	должно быть	7	1
473	характер и	1	1
474	но лишь	1	1
475	не с	2	1
476	создается в	1	1
477	той же	3	1
478	наглядное представление	1	1
479	это утверждение	1	1
480	то это	3	1
481	не о	2	1
482	не буду	1	1
483	что все	2	1
484	ту же	1	1
485	в каждом	1	1
486	со стороны	1	1
487	по поводу	3	1
488	сам же	2	1
489	если б	1	1
490	лежит в	1	1
491	от января	1	1
492	во время	1	1
493	показано как	1	1
494	причин в	2	1
495	ссылки на	1	1
496	в конечном	1	1
497	речи или	1	1
498	а о	1	1
499	не должен	1	1
500	из всех	1	1
501	но сам	2	1
502	например как	1	1
503	не понимают	2	1
504	вряд ли	1	1
505	этого слова	4	1
506	эти традиции	1	1
507	его личной	1	1
508	на это	1	1
509	ведь тоже	1	1
510	говорим о	2	1
511	будто бы	1	1
512	и делают	1	1
513	что вообще	3	1
514	значение в	2	1
515	чем у	1	1
516	выше и	1	1
517	это явление	1	1
518	признать что	1	1
519	с одной	4	1
520	и хорошо	1	1
521	тому что	4	1
522	том смысле	1	1
523	что и	6	1
524	а по	1	1
525	как уже	1	1
526	не могут	5	1
527	не мог	1	1
528	к различным	1	1
529	в структуре	3	1
530	д такое	1	1
531	вообще все	1	1
532	в результате	3	1
533	вопрос этот	2	1
534	это действительно	1	1
535	в виду	8	1
536	февраля года	1	1
537	не противоречит	1	1
538	с большой	1	1
539	не просто	2	1
540	русской классической	2	1
541	то в	3	1
542	образом если	1	1
543	или во	1	1
544	в последнем	1	1
545	о тех	1	1
546	несмотря на	1	1
547	в различных	2	1
548	противоречии с	1	1
549	том числе	2	1
550	в рамках	5	1
551	в известном	2	1
552	сразу же	2	1
553	здесь уместно	1	1
554	по адресу	2	1
555	приходит в	2	1
556	всякий раз	1	1
557	столь же	4	1
558	вводит в	1	1
559	если же	2	1
560	сложная структура	1	1
561	о значении	2	1
562	на той	1	1
563	то время	1	1
564	своей известной	1	1
565	пор еще	3	1
566	или иного	3	1
567	через свое	1	1
568	русской литературы	1	1
569	важно не	1	1
570	выше в	1	1
571	от их	1	1
572	в области	14	1
573	обнаженном виде	1	1
574	а может	1	1
575	и мире	1	1
576	и возможностей	1	1
577	который в	1	1
578	ряде случаев	1	1
579	одно только	2	1
580	и должно	5	1
581	подходит к	1	1
582	мы знаем	1	1
583	важную роль	1	1
584	и всякая	1	1
585	на себя	2	1
586	как я	2	1
587	является не	1	1
588	этом что	2	1
589	было бы	16	1
590	именно потому	1	1
591	быть в	2	1
592	такое же	1	1
593	нами в	1	1
594	одного из	1	1
595	как раз	4	1
596	критика так	1	1
597	заключается в	4	1
598	что с	1	1
599	в г	1	1
600	или иной	7	1
601	перед нами	1	1
602	не можем	1	1
603	на фоне	7	1
604	и дальше	2	1
605	не стал	1	1
606	в пределах	2	1
607	это понятие	1	1
608	чуть ли	1	1
609	письма и	1	1
610	о нем	1	1
611	известной книге	1	1
612	можно было	11	1
613	построение и	1	1
614	говорили о	1	1
615	еще ничего	1	1
616	об отношении	1	1
617	и как	2	1
618	литературы и	1	1
619	она была	1	1
620	от которого	1	1
621	здесь же	1	1
622	выше было	1	1
623	речь идет	3	1
624	дня и	1	1
625	чем не	1	1
626	том чтобы	4	1
627	и несколько	1	1
628	и более	3	1
629	не есть	3	1
630	в речи	1	1
631	при котором	2	1
632	той или	5	1
633	не говорит	1	1
