N	2gram	Berdyaev_M_1	Komedia
286	знает что	1	1
287	входит в	2	1
288	целью чтобы	1	1
289	не умеет	1	1
290	мира сего	2	1
291	не одна	1	1
292	и мы	2	1
293	всю свою	1	1
294	выходя из	1	1
295	в жизни	3	1
296	он же	1	1
297	человек который	1	1
298	которой он	1	1
299	он и	2	1
300	ни с	4	1
301	с такой	1	1
302	не больше	1	1
303	не мог	3	1
304	его образ	2	1
305	которую он	2	1
306	от своего	1	1
307	этой связи	1	1
308	ни у	1	1
309	и без	1	1
310	между людьми	1	1
311	не столько	1	1
312	было очень	1	1
313	от его	2	1
314	должны были	1	1
315	стало быть	1	1
316	сам же	1	1
317	нельзя было	1	1
318	для многих	1	1
319	только для	1	1
320	он исследует	3	1
321	обращение к	1	1
322	как от	1	1
323	любовь к	2	1
324	человеку не	1	1
325	на свободу	3	1
326	с утра	1	1
327	не раз	1	1
328	эта мысль	1	1
329	с которой	2	1
330	на два	1	1
331	у кого	1	1
332	в основе	2	1
333	его судьба	2	1
334	тайну и	1	1
335	человека если	1	1
336	никогда не	14	1
337	самой жизни	1	1
338	ничего не	3	1
339	в разных	1	1
340	до вечера	1	1
341	или об	1	1
342	так называемый	2	1
343	свобода в	7	1
344	в области	1	1
345	в каком	2	1
346	не заставляет	1	1
347	к себе	1	1
348	нет ни	1	1
349	в динамике	3	1
350	и всех	1	1
351	отличается от	2	1
352	его с	2	1
353	как для	2	1
354	бы он	1	1
355	о собственной	1	1
356	все еще	1	1
357	из себя	1	1
358	для грека	1	1
359	должен быть	2	1
360	приходит к	1	1
361	в душу	1	1
362	в пределах	1	1
363	приводит к	2	1
364	встреча с	1	1
365	произведения и	1	1
366	в нескольких	1	1
367	том случае	1	1
368	не отражает	1	1
369	было в	1	1
370	мог бы	4	1
371	в социальном	1	1
372	по сравнению	2	1
373	разного рода	2	1
374	но у	1	1
375	жизнь и	1	1
376	интересен для	1	1
377	является в	1	1
378	в эпоху	1	1
379	с ним	2	1
380	в содержании	1	1
381	не меньше	1	1
382	означает что	1	1
383	с человеком	1	1
384	всех сомнений	1	1
385	можно найти	1	1
386	узнать в	1	1
387	и та	1	1
388	одного из	1	1
389	все его	3	1
390	уже знают	1	1
391	начале xx	1	1
392	нас в	1	1
393	в греческой	1	1
394	от них	1	1
395	говорить об	1	1
396	но нет	1	1
397	когда дело	1	1
398	во всей	1	1
399	что же	1	1
400	даже для	1	1
401	людей с	1	1
402	к которому	1	1
403	по своей	2	1
404	мы видим	2	1
405	речи о	1	1
406	трагедии и	1	1
407	то он	1	1
408	наше время	1	1
409	мало общего	1	1
410	человека с	2	1
411	конечно не	3	1
412	то и	1	1
413	свое творческое	1	1
414	не все	2	1
415	не принимает	1	1
416	творчестве в	1	1
417	мир в	3	1
418	не так	3	1
419	для него	11	1
420	земли и	1	1
421	ничего но	1	1
422	человека из	2	1
423	как его	1	1
424	идет в	1	1
425	нее не	1	1
426	протяжении всего	1	1
427	во власти	2	1
428	и даже	1	1
429	и из	1	1
430	человека его	3	1
431	не знали	1	1
432	легенде о	2	1
433	что не	1	1
434	положение человека	1	1
435	говорит о	1	1
436	к человеку	9	1
437	у нас	5	1
438	до конца	14	1
439	и самый	2	1
440	не на	1	1
441	который с	1	1
442	а не	25	1
443	которой бы	1	1
444	одна и	1	1
445	жизнь в	1	1
446	в творчестве	10	1
447	ничего нет	1	1
448	как человек	1	1
449	не одно	1	1
450	над ним	1	1
451	в столь	1	1
452	этих словах	1	1
453	ведет к	6	1
454	в сферу	1	1
455	если человек	1	1
456	не видят	1	1
457	и там	4	1
458	у самого	2	1
459	в состоянии	1	1
460	быть не	2	1
461	форме к	1	1
462	о мире	2	1
463	ближе к	1	1
464	в наше	2	1
465	в более	2	1
466	той целью	1	1
467	от человека	3	1
468	было еще	1	1
469	случае если	1	1
470	отношений и	1	1
471	его творчества	2	1
472	себя на	1	1
473	в новой	1	1
474	когда он	3	1
475	тем более	1	1
476	своих героев	2	1
477	не должен	1	1
478	и как	2	1
479	против того	1	1
480	будто бы	3	1
481	силы в	1	1
482	хотя в	1	1
483	в искусстве	1	1
484	все более	1	1
485	но всегда	1	1
486	человека не	4	1
487	за этим	1	1
488	к ее	1	1
489	нет ничего	7	1
490	не знает	4	1
491	сказать что	2	1
492	вперед по	1	1
493	в свою	2	1
494	о себе	3	1
495	ко всему	1	1
496	т е	2	1
497	и эта	1	1
498	так же	1	1
499	все что	2	1
