N	2gram	Bakhtin_fo_1	Hudozhes
252	с иными	1	2
253	и позволяет	1	2
254	во всех	6	2
255	совершенно иной	3	2
256	тем более	1	2
257	с ним	2	2
258	одной из	3	2
259	в романе	32	2
260	от всех	1	2
261	либо в	1	2
262	культуры в	1	2
263	том числе	4	2
264	также и	2	1
265	же как	2	1
266	начинается с	1	1
267	и через	1	1
268	жизни поэтому	3	1
269	в христианском	1	1
270	слова эта	1	1
271	и есть	1	1
272	самих событий	1	1
273	этого мира	4	1
274	здесь и	2	1
275	в строгом	2	1
276	жизни героя	1	1
277	др в	2	1
278	иметь место	1	1
279	в зависимости	1	1
280	сливается с	1	1
281	которыми он	2	1
282	той же	2	1
283	есть не	3	1
284	литературы но	1	1
285	жизни по	2	1
286	только другим	1	1
287	в сущности	3	1
288	как я	1	1
289	и со	1	1
290	никогда не	2	1
291	не знают	1	1
292	зависимости от	1	1
293	внутренний хронотоп	1	1
294	говорил о	1	1
295	момент в	2	1
296	хронотопе имеет	1	1
297	собой в	1	1
298	и определяется	2	1
299	на них	2	1
300	между собой	4	1
301	себя а	1	1
302	время в	6	1
303	в различных	2	1
304	события в	1	1
305	роман и	1	1
306	место слияние	1	1
307	здесь также	2	1
308	одном и	1	1
309	для других	4	1
310	с совершенно	1	1
311	с собою	1	1
312	себе и	3	1
313	реального исторического	3	1
314	времени то	1	1
315	ряда но	1	1
316	на основе	2	1
317	отнюдь не	5	1
318	и я	1	1
319	в истории	2	1
320	в центре	2	1
321	не входят	2	1
322	родного дома	1	1
323	свой порядок	1	1
324	о жизни	1	1
325	что касается	1	1
326	перед нами	1	1
327	т.д эта	1	1
328	котором как	1	1
329	тем же	1	1
330	самом начале	1	1
331	моменты быта	1	1
332	и свою	1	1
333	к построению	1	1
334	от этого	2	1
335	искусство и	1	1
336	могли бы	1	1
337	фольклора и	1	1
338	из жизни	1	1
339	бы и	1	1
340	что это	1	1
341	всего романа	1	1
342	европейского романа	4	1
343	специфическом значении	1	1
344	из этих	1	1
345	тоже не	1	1
346	но без	1	1
347	это тот	1	1
348	раз в	4	1
349	имеем в	1	1
350	на то	1	1
351	не могла	1	1
352	в повседневном	1	1
353	образ его	1	1
354	в классическом	3	1
355	и иные	2	1
356	и историческом	1	1
357	время и	4	1
358	все это	4	1
359	тем и	1	1
360	в понимании	1	1
361	с нашим	1	1
362	биография и	2	1
363	его можно	1	1
364	является не	1	1
365	форма в	1	1
366	не бывает	1	1
367	по его	1	1
368	что все	2	1
369	в совершенно	1	1
370	в мировой	2	1
371	глубокий и	1	1
372	для своей	1	1
373	и внутренне	1	1
374	а как	3	1
375	это было	1	1
376	и непосредственное	1	1
377	было бы	2	1
378	он ни	1	1
379	и дает	3	1
380	лишь на	1	1
381	например с	1	1
382	по этому	1	1
383	в жизни	6	1
384	нет в	2	1
385	рядом с	2	1
386	на второй	1	1
387	соответствии с	2	1
388	пространственных и	2	1
389	созерцающего и	1	1
390	все моменты	2	1
391	из проявлений	1	1
392	вошел в	1	1
393	места в	2	1
394	которым человек	1	1
395	это случается	1	1
396	лежат в	2	1
397	в котором	4	1
398	однако этот	1	1
399	его под	1	1
400	в условиях	7	1
401	оно стало	1	1
402	внешним то	1	1
403	не путем	1	1
404	значение для	1	1
405	и другого	1	1
406	и внутренних	1	1
407	другом и	1	1
408	друг другу	2	1
409	временных примет	1	1
410	в конце	9	1
411	с такими	1	1
412	началась и	1	1
413	не должно	1	1
414	том же	2	1
415	в историческом	1	1
416	жизни ее	1	1
417	на один	2	1
418	включен в	1	1
419	в таких	1	1
420	xviii века	3	1
421	с которой	1	1
422	виду что	1	1
423	но для	2	1
424	статичен в	1	1
425	не имеет	4	1
426	когда они	1	1
427	героев и	3	1
428	которых и	1	1
429	все без	1	1
430	того и	2	1
431	биографического и	2	1
432	только и	5	1
433	слияние пространственных	1	1
434	в самой	2	1
435	идиллический хронотоп	2	1
436	своей природе	1	1
437	события частной	1	1
438	и является	2	1
439	связи с	6	1
440	из того	1	1
441	не внешняя	1	1
442	ее можно	1	1
443	входят в	1	1
444	и оценки	1	1
445	внутренне не	3	1
446	в каком	2	1
447	писатель как	1	1
448	воспринимаются как	1	1
449	и здесь	1	1
450	в момент	1	1
451	все то	2	1
452	места для	1	1
453	поэтому не	1	1
454	и конкретном	1	1
455	когда мы	1	1
456	так называемого	1	1
457	в каждом	1	1
458	для восприятия	2	1
459	здесь мы	1	1
460	приобретают в	1	1
461	говорит о	1	1
462	о судьбе	1	1
463	должен быть	1	1
464	из всего	1	1
465	а перед	1	1
466	как мы	14	1
467	существенное значение	1	1
468	та или	1	1
469	его поступки	1	1
470	в особенности	9	1
471	то время	4	1
472	свободу и	1	1
473	значение в	5	1
474	как с	1	1
475	человеческая жизнь	1	1
476	и совершенно	1	1
477	те же	2	1
478	здесь как	2	1
479	живет в	1	1
480	ориентировано на	1	1
481	высшая форма	1	1
482	можно только	2	1
483	разного рода	2	1
484	жанра в	1	1
485	быть или	1	1
486	ничто в	2	1
487	жизни не	3	1
488	и детально	1	1
489	и поэтому	1	1
490	внимание на	1	1
491	судьбы здесь	2	1
492	к простому	1	1
493	мира а	1	1
494	служит для	1	1
495	от всего	1	1
496	на отдельные	1	1
497	или иная	1	1
498	лишь путем	1	1
499	путь к	1	1
500	полноту и	2	1
501	его то	1	1
502	человека как	1	1
503	может иметь	1	1
504	о своих	1	1
505	аффектов и	1	1
506	в него	1	1
507	и мир	1	1
508	эти последние	1	1
509	один из	3	1
510	мы видим	3	1
511	тот же	1	1
512	самому герою	1	1
513	и роман	1	1
514	природой и	1	1
515	что даже	1	1
516	действующих лиц	1	1
517	до нас	5	1
518	в новелле	1	1
519	всех его	1	1
520	образа в	1	1
521	между этими	4	1
522	не происходит	1	1
523	жить и	1	1
524	на мир	1	1
525	она лишь	1	1
526	со всеми	3	1
527	судьба или	1	1
528	так что	1	1
529	же и	2	1
530	же оно	1	1
531	для всех	2	1
532	с нею	1	1
533	если мы	2	1
534	то и	1	1
535	основе его	1	1
536	из них	1	1
537	характерно что	4	1
538	ведь это	1	1
539	мы находим	2	1
540	не для	2	1
541	с этими	2	1
542	так как	6	1
543	и от	1	1
544	тому же	2	1
545	к ним	2	1
546	бытия и	1	1
547	человек как	1	1
548	не было	7	1
549	и даже	2	1
550	вырождается в	1	1
551	на ее	1	1
552	связаны с	3	1
553	не обязательно	2	1
554	отведенного ему	1	1
555	никакого определенного	1	1
556	еще и	2	1
557	наконец в	1	1
558	что не	3	1
559	и внешнее	1	1
560	к более	1	1
561	противоречие между	1	1
562	в соответствии	2	1
563	внешних и	1	1
564	v в	1	1
565	и политического	1	1
566	к третьему	1	1
567	человека но	1	1
568	в осмысленном	1	1
569	стремится к	1	1
570	более того	3	1
571	с которым	1	1
572	от мира	1	1
573	жизнь в	2	1
574	которой герой	1	1
575	своей структуре	1	1
576	и том	1	1
577	время оно	2	1
578	что из	1	1
579	этим и	1	1
580	мы встречаем	2	1
581	осмысленном и	1	1
582	в одно	3	1
583	в связи	5	1
584	как ни	1	1
585	вступает в	2	1
586	на фоне	3	1
587	только к	3	1
588	не способна	1	1
589	вместе с	3	1
590	в присутствии	4	1
591	в иных	1	1
592	и приобретает	1	1
593	одну из	1	1
594	для некоторых	1	1
595	и временных	2	1
596	не могут	3	1
597	его личной	1	1
598	другу и	1	1
599	этого слова	1	1
600	встреч и	1	1
601	в хронотопе	4	1
602	второй план	1	1
603	типа как	1	1
604	да и	3	1
605	ряда и	1	1
606	к полноте	1	1
607	степени и	1	1
608	в это	2	1
609	и формы	1	1
610	сказать не	1	1
611	этом случае	1	1
612	действительность в	1	1
613	своей жизни	4	1
614	конкретном целом	1	1
615	этот хронотоп	1	1
616	между прочим	1	1
617	этом и	1	1
618	все же	6	1
619	при всем	1	1
620	в событии	1	1
621	в более	2	1
622	примет в	1	1
623	если не	1	1
624	она может	1	1
625	не подлежит	1	1
626	в результате	6	1
627	жанр в	1	1
628	в отдельных	1	1
629	себя только	1	1
630	себя самого	1	1
631	для нас	2	1
632	от него	1	1
633	бы в	1	1
634	не более	1	1
635	особенности в	1	1
636	все они	1	1
637	же в	3	1
638	этого типа	5	1
639	но всегда	1	1
640	быть и	2	1
641	не обладает	1	1
642	здесь только	2	1
643	становления и	1	1
644	имеет в	2	1
645	не быть	1	1
646	себе самому	4	1
647	переходя к	1	1
648	героя в	1	1
649	включает в	1	1
650	всего в	1	1
651	жизни и	8	1
652	судьбы в	1	1
653	ее в	2	1
654	видим в	1	1
655	и другие	5	1
656	в своих	1	1
657	героя как	1	1
658	можно назвать	2	1
659	они не	3	1
660	исторического человека	1	1
