N	2gram	Vinokur_Vv_1	Formalny
354	бы оно	1	2
355	могло не	1	2
356	с ним	1	2
357	в эту	1	2
358	и это	6	2
359	мира в	1	2
360	применении к	6	2
361	на нее	2	2
362	для этой	1	2
363	для всякого	1	2
364	проблемы и	2	2
365	все в	1	2
366	литературы и	1	2
367	еще в	1	2
368	стремлением к	1	2
369	как ее	1	2
370	не есть	4	2
371	и более	1	2
372	чтобы убедиться	1	2
373	на языке	2	2
374	к таким	1	1
375	связи и	1	1
376	каковы его	1	1
377	его от	1	1
378	не мог	2	1
379	что между	1	1
380	была поддержана	1	1
381	материал для	3	1
382	даже просто	1	1
383	уже о	1	1
384	одном отношении	1	1
385	какой бы	2	1
386	деятельность не	1	1
387	исследовании на	1	1
388	быть более	1	1
389	или иное	1	1
390	или иных	3	1
391	в ряде	2	1
392	очень много	1	1
393	не значит	1	1
394	том что	26	1
395	и из	1	1
396	сравнению с	3	1
397	в форме	2	1
398	большей степени	2	1
399	самом же	1	1
400	путь от	2	1
401	о ней	1	1
402	языка то	1	1
403	данном случае	5	1
404	в обоих	2	1
405	е на	1	1
406	тогда как	2	1
407	говорить о	3	1
408	как наука	2	1
409	есть однако	1	1
410	можно сказать	3	1
411	но он	1	1
412	это то	1	1
413	с разных	1	1
414	и понимания	1	1
415	связи между	4	1
416	идет уже	1	1
417	с неизбежностью	1	1
418	однако история	1	1
419	и чувства	1	1
420	на данный	1	1
421	критики и	2	1
422	своеобразия и	1	1
423	в русском	1	1
424	действительно в	1	1
425	а это	1	1
426	в более	2	1
427	к этим	1	1
428	уже знаем	1	1
429	в этот	2	1
430	исторической действительности	1	1
431	сохраняет свое	1	1
432	это единство	1	1
433	его собственной	1	1
434	для них	1	1
435	истории языка	5	1
436	жизни а	1	1
437	и соответствующих	1	1
438	чтобы этот	1	1
439	же собственно	1	1
440	просто не	1	1
441	искусство и	2	1
442	кроме того	1	1
443	как предмет	1	1
444	различны то	1	1
445	зависит от	3	1
446	культуры как	6	1
447	только при	1	1
448	моментов но	1	1
449	и разновидности	1	1
450	остается еще	1	1
451	одновременно и	1	1
452	с понятием	3	1
453	в стороне	1	1
454	на то	1	1
455	в виде	4	1
456	к истории	6	1
457	искусства со	1	1
458	с ней	2	1
459	анализа и	1	1
460	его содержания	1	1
461	руки и	1	1
462	к нему	2	1
463	к науке	1	1
464	потом в	1	1
465	говоря уже	2	1
466	материальной организации	1	1
467	проблемы в	1	1
468	содержания но	1	1
469	это понимание	2	1
470	науки в	4	1
471	языке как	1	1
472	которого он	1	1
473	увидим что	1	1
474	целое так	1	1
475	и исследования	1	1
476	здесь идет	1	1
477	его содержании	1	1
478	но вместе	2	1
479	литературы историей	1	1
480	и другие	1	1
481	эту задачу	1	1
482	но здесь	1	1
483	действительности к	2	1
484	историю языка	1	1
485	уже совсем	2	1
486	и без	2	1
487	все здесь	1	1
488	на котором	2	1
489	по сравнению	3	1
490	и историческими	2	1
491	и отдельных	1	1
492	того чтобы	21	1
493	другими словами	1	1
494	методологии истории	1	1
495	из себя	1	1
496	и историка	1	1
497	и независимого	1	1
498	историей других	1	1
499	это конечно	1	1
500	того о	1	1
501	наряду с	2	1
502	себя в	2	1
503	не мешает	1	1
504	этого целого	1	1
505	том отношении	3	1
506	диалектического материализма	1	1
507	как некоторое	1	1
508	это значит	1	1
509	в сыром	1	1
510	бы и	2	1
511	на отдельные	1	1
512	существует как	1	1
513	превратиться в	1	1
514	произведений не	1	1
515	и искусство	1	1
516	то в	1	1
517	и историей	6	1
518	осуществляется в	1	1
519	и распоряжается	1	1
520	есть система	1	1
521	времени как	1	1
522	правда в	1	1
523	этот процесс	3	1
524	нашего времени	2	1
525	в реальном	1	1
526	или даже	1	1
527	и обратно	4	1
528	метода и	1	1
529	только одна	1	1
530	совсем не	3	1
531	одном месте	1	1
532	чтобы в	1	1
533	самом процессе	1	1
534	по специальности	1	1
535	стоять на	1	1
536	них и	2	1
537	понять и	1	1
538	своего предмета	1	1
539	в свете	1	1
540	и принципиально	1	1
541	собственно в	1	1
542	в предисловии	1	1
543	что же	3	1
544	к этому	3	1
545	этого не	2	1
546	соприкасается с	1	1
547	своим содержанием	1	1
548	все то	1	1
549	между собой	1	1
550	истории русской	1	1
551	это в	2	1
552	именно она	1	1
553	а именно	6	1
554	воззрения на	2	1
555	впервые в	1	1
556	этом смысле	11	1
557	исторической жизни	1	1
558	и сама	1	1
559	даже того	1	1
560	а для	1	1
561	которая существует	1	1
562	например в	2	1
563	совершенно не	1	1
564	потому что	14	1
565	понимает как	1	1
566	на этой	3	1
567	а через	1	1
568	культуры в	5	1
569	в другом	3	1
570	оно определено	1	1
571	самое же	2	1
572	здесь нет	4	1
573	работы и	1	1
574	было не	1	1
575	и очень	1	1
576	жизни данного	1	1
577	этой точки	1	1
578	чем с	1	1
579	или выражения	1	1
580	чем на	1	1
581	точном смысле	1	1
582	в той	7	1
583	текста и	3	1
584	отдельные науки	1	1
585	почва для	1	1
586	части этой	1	1
587	еще более	1	1
588	хотя и	3	1
589	только что	4	1
590	чем сложнее	1	1
591	наук она	1	1
592	с которыми	1	1
593	sui generis	2	1
594	в этих	3	1
595	из его	2	1
596	из которых	2	1
597	не могут	5	1
598	и задачи	1	1
599	как они	1	1
600	или в	1	1
601	то эти	1	1
602	в отличие	3	1
603	те кто	2	1
604	слова а	1	1
605	не имеет	4	1
606	своеобразными явлениями	1	1
607	действительность как	1	1
608	так что	5	1
609	это бывает	1	1
610	или вообще	5	1
611	ни одной	1	1
612	смысле и	2	1
613	на которой	1	1
614	не выходя	1	1
615	и самые	1	1
616	мог бы	2	1
617	языка и	12	1
618	историческое изучение	1	1
619	ведь в	1	1
620	из этих	5	1
621	в совершенстве	1	1
622	отличие от	3	1
623	есть ли	1	1
624	та же	1	1
625	ее в	1	1
626	что при	1	1
627	именно на	2	1
628	что если	2	1
629	можно говорить	1	1
630	не говоря	2	1
631	понять что	1	1
632	что не	5	1
633	в статье	1	1
634	их непосредственной	1	1
635	приходим к	3	1
636	и требует	2	1
637	общего с	1	1
638	с историей	3	1
639	что у	1	1
640	принципах и	1	1
641	что на	1	1
642	то она	1	1
643	нужна для	1	1
644	своей целью	1	1
645	мы скорее	1	1
646	в изучении	2	1
647	цель и	1	1
648	содержанием и	1	1
649	как он	6	1
650	для нее	1	1
651	только с	3	1
652	в чем	4	1
653	она и	1	1
654	но уже	2	1
655	предисловии к	1	1
656	его прямой	2	1
657	в учении	1	1
658	литературы не	1	1
659	вопросов и	1	1
660	и о	1	1
661	в совокупности	2	1
662	во взглядах	1	1
663	во второй	3	1
664	понятными и	1	1
665	нельзя изучать	1	1
666	а между	1	1
667	связано с	1	1
668	язык это	1	1
669	сказать что	5	1
670	проявлялось в	1	1
671	вся эта	1	1
672	реальной действительности	1	1
673	что раньше	1	1
674	он и	2	1
675	нам в	1	1
676	эту формулу	1	1
677	в руки	6	1
678	в первом	5	1
679	как чего-то	1	1
680	в языке	1	1
681	и особые	1	1
682	тем не	8	1
683	в и	4	1
684	его из	1	1
685	не столько	2	1
686	принципа в	1	1
687	психологии и	1	1
688	от простого	1	1
689	той же	4	1
690	законы развития	1	1
691	как один	1	1
692	из которой	1	1
693	основываясь на	1	1
694	сторона работы	1	1
695	содержание но	1	1
696	и такая	1	1
697	отношении что	3	1
698	для друга	1	1
699	в силу	3	1
700	установка на	1	1
701	в подлинном	2	1
702	до тех	1	1
703	составляет его	2	1
704	по поводу	1	1
705	с соответствующими	1	1
706	искусств и	1	1
707	лежит в	2	1
708	из самых	1	1
709	науки как	1	1
710	с их	5	1
711	из самого	1	1
712	нужно сказать	1	1
713	по своему	5	1
714	однако и	1	1
715	об ее	1	1
716	чтобы понять	2	1
717	идей и	1	1
718	широком смысле	8	1
719	разных сторон	1	1
720	можно указать	1	1
721	на элемент	1	1
722	не должен	1	1
723	его исследования	1	1
724	непосредственно и	1	1
725	и тем	5	1
726	другой стороны	5	1
727	слова в	1	1
728	себе не	1	1
729	в котором	4	1
730	мы уже	1	1
731	и тех	1	1
732	иной раз	2	1
733	тех или	3	1
734	у него	1	1
735	свое значение	2	1
736	могут быть	4	1
737	также что	1	1
738	также не	1	1
739	мы знаем	1	1
740	которые одновременно	1	1
741	не должно	1	1
742	наука не	1	1
743	или с	1	1
744	и для	4	1
745	от этой	1	1
746	по возможности	3	1
747	науку и	3	1
748	каждом своем	1	1
749	они должны	1	1
750	тому что	2	1
751	историей литературы	1	1
752	и основные	1	1
753	как своего	1	1
754	в сторону	1	1
755	от истории	4	1
756	самой материи	1	1
757	из истории	2	1
758	этом отношении	3	1
759	как музыка	1	1
760	к одной	1	1
761	мы видим	1	1
762	есть еще	2	1
763	возможно только	1	1
764	к какому	2	1
765	к нашему	1	1
766	самого слова	1	1
767	что собственно	3	1
768	истории искусств	2	1
769	гораздо большей	1	1
770	а отсюда	2	1
771	участие в	1	1
772	также и	16	1
773	автора в	1	1
774	друг для	1	1
775	что этого	1	1
776	в точном	1	1
777	в работах	2	1
778	должен был	4	1
779	между отдельными	1	1
780	на этом	3	1
781	с чисто	2	1
782	язык и	3	1
783	от других	2	1
784	смысле слова	7	1
785	некоторое единство	1	1
786	без остатка	2	1
787	несмотря на	2	1
788	встречается в	1	1
789	всего того	2	1
790	направлено на	1	1
791	в каждой	2	1
792	тем более	2	1
793	действительно не	1	1
794	которая сама	1	1
795	этой стороны	2	1
796	в гораздо	1	1
797	лишь с	1	1
798	как целое	3	1
799	и основной	1	1
800	своего содержания	1	1
801	самого начала	1	1
802	представить себе	5	1
803	по их	2	1
804	одну из	1	1
805	взглядах на	1	1
806	как совокупность	2	1
807	с самого	1	1
808	всех ее	1	1
809	языка поэтому	1	1
810	в такой	1	1
811	и всегда	1	1
812	есть и	4	1
813	время и	1	1
814	но что	3	1
815	не образуют	1	1
816	в первой	1	1
817	могло быть	1	1
818	связи в	1	1
819	слова но	1	1
820	в духе	1	1
821	значит что	1	1
822	а также	3	1
823	не принадлежит	1	1
824	явлений у	1	1
825	русской литературы	1	1
826	не лучше	1	1
827	первостепенное значение	1	1
828	к общим	1	1
829	не следует	2	1
830	определяется в	1	1
831	нужно знать	2	1
832	относящихся к	4	1
833	в составе	1	1
834	области филологии	1	1
835	и есть	3	1
836	к делу	3	1
837	бы уже	1	1
838	наук и	3	1
839	и художественно	1	1
840	своего рода	3	1
841	этого метода	1	1
842	смысле не	1	1
843	науки с	3	1
844	должно было	1	1
845	как момент	1	1
846	области как	1	1
847	же всего	1	1
848	как оно	3	1
849	понятно что	3	1
850	время не	1	1
851	второй половины	3	1
852	своей природе	3	1
853	ли они	1	1
854	и уже	3	1
855	так или	4	1
856	одного из	1	1
857	под этим	1	1
858	второго рода	1	1
859	есть только	2	1
860	и речи	1	1
861	заключается в	4	1
862	что оно	2	1
863	проблем в	1	1
864	литературного явления	1	1
865	материала к	1	1
866	в г	5	1
867	лишь на	1	1
868	с литературой	1	1
869	это уже	1	1
870	неясности в	1	1
871	искусством и	1	1
872	своей практической	1	1
873	или иной	1	1
874	уже и	7	1
875	особого рода	4	1
876	из них	3	1
877	состоит в	2	1
878	это понятие	2	1
879	так как	13	1
880	и теми	2	1
881	тем пониманием	1	1
882	хх вв	1	1
883	своего собственного	1	1
884	явно не	1	1
885	от его	1	1
886	у разных	1	1
887	именно эту	1	1
888	дело здесь	1	1
889	жизни как	2	1
890	ни к	2	1
891	и тогда	3	1
892	стороны как	1	1
893	тех пор	1	1
894	так называемой	3	1
895	и эта	1	1
896	восприятия в	1	1
897	связь между	4	1
898	вообще не	3	1
899	к конкретной	1	1
900	а от	1	1
901	по праву	1	1
902	е в	4	1
903	он действительно	1	1
904	к овладению	1	1
905	а кроме	1	1
906	и глубокого	1	1
907	в данном	11	1
908	гнездо в	1	1
909	и всего	1	1
910	к предмету	1	1
911	роль и	1	1
