N	2gram	Berdyaev_V_1	StatiiOP
190	мы будем	1	1
191	и другие	1	1
192	к жизни	1	1
193	которые не	2	1
194	и я	4	1
195	в истории	8	1
196	в своем	1	1
197	и нет	1	1
198	что нет	1	1
199	нас за	2	1
200	нельзя более	1	1
201	от этого	3	1
202	духа в	1	1
203	от необходимости	1	1
204	в известном	1	1
205	а потом	1	1
206	по словам	1	1
207	в нем	4	1
208	от которого	3	1
209	теперь это	1	1
210	одно целое	1	1
211	они в	3	1
212	не к	2	1
213	отвечает что	1	1
214	конечно в	1	1
215	любви в	1	1
216	теперь у	1	1
217	их на	1	1
218	но я	1	1
219	наших дней	1	1
220	этому пути	2	1
221	эта не	1	1
222	не понимает	1	1
223	не могли	2	1
224	и очень	1	1
225	что есть	5	1
226	них ничего	1	1
227	любовью к	1	1
228	того как	1	1
229	на него	1	1
230	и именно	1	1
231	и над	2	1
232	того чтобы	2	1
233	так много	2	1
234	в разных	1	1
235	как она	1	1
236	до того	2	1
237	было не	1	1
238	глубокий кризис	1	1
239	вот в	1	1
240	тебя на	1	1
241	не случайно	1	1
242	его с	1	1
243	слова с	1	1
244	всегда в	1	1
245	в абсолютном	3	1
246	для себя	1	1
247	в ее	1	1
248	к нам	2	1
249	во главе	2	1
250	на том	2	1
251	и сам	2	1
252	в образе	4	1
253	можно было	2	1
254	чем у	1	1
255	пойти по	1	1
256	мы в	1	1
257	является в	2	1
258	основана на	1	1
259	свободной и	2	1
260	и вообще	1	1
261	с ним	2	1
262	но может	1	1
263	находится в	1	1
264	вот почему	2	1
265	со словами	1	1
266	и который	1	1
267	это имеет	1	1
268	что и	3	1
269	пути и	1	1
270	хотел бы	1	1
271	отказался от	1	1
272	человека как	2	1
273	и последнее	2	1
274	и самые	1	1
275	известном смысле	1	1
276	в двух	1	1
277	ли он	1	1
278	это очень	1	1
279	идет к	1	1
280	конечно не	2	1
281	и они	3	1
282	на пути	1	1
283	имеет основание	1	1
284	в одном	1	1
285	но что	1	1
286	много места	1	1
287	не были	1	1
288	ней и	1	1
289	этом пути	1	1
290	то это	3	1
291	был в	1	1
292	еще и	1	1
293	говорит о	1	1
294	дело к	1	1
295	о чем	1	1
296	только несколько	1	1
297	более глубокое	1	1
298	в великом	1	1
299	в одно	1	1
300	если не	3	1
301	воплощение в	1	1
302	нет ничего	3	1
303	конечно о	1	1
304	я говорю	2	1
305	когда-нибудь на	1	1
306	ли ты	2	1
307	было написано	1	1
308	вражда к	1	1
309	это значит	1	1
310	в состоянии	1	1
311	должно быть	3	1
312	почему оно	2	1
313	формах является	1	1
314	бога и	5	1
315	личность как	2	1
316	ни для	1	1
317	никогда без	1	1
318	эти маленькие	1	1
319	что очень	1	1
320	на новый	1	1
321	это он	1	1
322	это как	1	1
323	бы сделать	1	1
324	а к	2	1
325	для нас	2	1
326	и все	4	1
327	у них	1	1
328	места в	1	1
329	бы в	1	1
330	вообще в	1	1
331	властью и	1	1
332	хотя бы	3	1
333	них и	1	1
334	давно уже	2	1
335	а того	1	1
336	о своем	1	1
337	является и	1	1
338	есть и	1	1
339	в трех	1	1
340	нас но	1	1
341	жизни и	3	1
342	и эта	1	1
343	свое особое	1	1
344	так же	1	1
345	все что	4	1
346	они не	1	1
347	в желании	1	1
