N	2gram	Tiupa_Hudo_1	Problemy
448	но вы	1	1
449	до известной	2	1
450	иметь в	1	1
451	их восприятия	1	1
452	случае если	1	1
453	том и	2	1
454	отношения между	1	1
455	к сверхличному	1	1
456	одной из	2	1
457	авторская позиция	1	1
458	людей в	1	1
459	к автору	1	1
460	является его	1	1
461	но только	1	1
462	в ее	5	1
463	первый взгляд	1	1
464	литературное произведение	1	1
465	того что	4	1
466	к явлениям	1	1
467	литературных произведений	3	1
468	для такого	2	1
469	по этому	1	1
470	оказывается уже	1	1
471	впервые в	1	1
472	выпадает из	1	1
473	в таком	1	1
474	быть не	1	1
475	авторской позиции	2	1
476	типа как	1	1
477	в русской	3	1
478	этой точки	1	1
479	что даже	1	1
480	но если	1	1
481	ним как	1	1
482	к тому	4	1
483	утрачивает свою	1	1
484	мира с	1	1
485	для данного	1	1
486	сознания в	3	1
487	к своему	1	1
488	хотя и	3	1
489	времени и	2	1
490	что для	1	1
491	воспринимать ее	1	1
492	является таким	1	1
493	одно слово	3	1
494	в момент	2	1
495	сама по	2	1
496	не имеет	1	1
497	если мы	2	1
498	ее составе	1	1
499	зрения нашего	1	1
500	высказывания и	2	1
501	на свою	1	1
502	противном случае	2	1
503	себе а	1	1
504	на которой	1	1
505	по типу	1	1
506	и внутренняя	1	1
507	разрушение этого	1	1
508	ни одно	2	1
509	и сделать	1	1
510	как элемент	1	1
511	весь мир	1	1
512	переход к	1	1
513	ее в	2	1
514	одного и	2	1
515	и одна	1	1
516	бы несколько	1	1
517	у нас	1	1
518	что не	1	1
519	в статье	1	1
520	к его	2	1
521	мира а	1	1
522	не существует	1	1
523	своего рода	5	1
524	я в	11	1
525	свою очередь	2	1
526	дело в	1	1
527	в противном	2	1
528	не все	2	1
529	не всякий	1	1
530	художественной конструкции	1	1
531	и другими	1	1
532	даже самая	2	1
533	чего нет	1	1
534	от обычного	1	1
535	что достоевский	1	1
536	для того	2	1
537	но на	1	1
538	и приобретает	1	1
539	для основного	1	1
540	с формой	1	1
541	не оставляющей	1	1
542	приводящего к	1	1
543	же по	1	1
544	быть или	1	1
545	за пределами	3	1
546	кругозоров в	1	1
547	например не	1	1
548	такого рода	10	1
549	собою в	2	1
550	теми же	1	1
551	а с	2	1
552	в первом	1	1
553	могла бы	2	1
554	со своей	3	1
555	и наиболее	1	1
556	к ним	1	1
557	не столько	3	1
558	лишь для	1	1
559	как один	1	1
560	не могло	2	1
561	имеем в	3	1
562	его личности	1	1
563	или менее	5	1
564	литературе как	1	1
565	помимо его	1	1
566	это было	1	1
567	становления и	1	1
568	мы имеем	6	1
569	об этом	2	1
570	в известном	1	1
571	что все	1	1
572	для художника	1	1
573	наташи ростовой	1	1
574	более или	5	1
575	слова так	1	1
576	части и	1	1
577	в особенности	1	1
578	не всегда	1	1
579	для этого	1	1
580	на первый	1	1
581	прямо от	1	1
582	субъективного порядка	1	1
583	героя это	1	1
584	этого слова	2	1
585	как более	1	1
586	по крайней	1	1
587	тех или	2	1
588	в более	1	1
589	во мне	2	1
590	же как	1	1
591	но из	1	1
592	в настоящее	1	1
593	всего романа	1	1
594	как художественное	2	1
595	однако с	2	1
596	это тоже	2	1
597	между несколькими	1	1
598	вошел в	1	1
599	только к	1	1
600	слова и	2	1
601	как уже	2	1
602	художественного произведения	3	1
603	в полной	1	1
604	он еще	1	1
605	бы быть	1	1
606	и мира	1	1
607	ведется рассказчиком	1	1
608	сознание не	1	1
609	себе в	1	1
610	только такие	1	1
611	документ но	1	1
612	иного рода	1	1
613	и притом	3	1
614	внутренней свободой	1	1
615	ему принадлежит	1	1
616	прямого авторского	1	1
617	главного героя	1	1
618	к области	3	1
619	на этом	1	1
620	может выступать	2	1
621	роль в	1	1
622	как у	1	1
623	в действительности	1	1
624	искусства не	1	1
625	есть его	1	1
626	впрочем и	1	1
627	времени в	2	1
628	и становится	1	1
629	быть и	2	1
630	весь целиком	2	1
631	едва ли	1	1
632	в каждой	1	1
633	в рамках	8	1
634	должен быть	1	1
635	идея или	1	1
636	известном смысле	1	1
637	того и	1	1
638	не средство	1	1
639	существенный момент	1	1
640	лишь в	4	1
641	ему не	1	1
642	все они	1	1
643	известной степени	3	1
644	та или	1	1
645	героя к	1	1
646	быть это	1	1
647	него но	1	1
648	во множестве	1	1
649	а говоря	1	1
650	же самое	1	1
651	в частности	13	1
652	в другом	3	1
653	время и	1	1
654	о том	2	1
655	зрения автора	1	1
656	свою речь	1	1
657	то время	1	1
658	с кругозором	1	1
659	толстого в	1	1
660	в каком	2	1
661	такова например	2	1
662	только при	1	1
663	его произведений	1	1
664	или иного	3	1
665	что говорит	1	1
666	всего в	1	1
667	не следует	4	1
668	себя в	7	1
669	сам и	1	1
670	этом не	1	1
671	в области	6	1
672	из условий	1	1
673	говорить об	1	1
674	его сознание	1	1
675	который в	2	1
676	мире по	1	1
677	он должен	3	1
678	нас самих	2	1
679	художников слова	1	1
680	сознания при	1	1
681	как с	1	1
682	введенное в	1	1
683	быть назван	1	1
684	каждая из	2	1
685	к миру	1	1
686	этом случае	1	1
687	и особенно	2	1
688	с чужим	1	1
689	настоящего времени	1	1
690	заключается в	2	1
691	выбора в	1	1
692	точно так	1	1
693	он говорит	1	1
694	что отличает	2	1
695	со стороны	2	1
696	а перед	1	1
697	только и	1	1
698	не появляется	1	1
699	из них	1	1
700	в виду	5	1
701	опоры вне	1	1
702	комизм и	1	1
703	но самое	1	1
704	жизни как	3	1
705	пушкиным в	1	1
706	совершенно иной	2	1
707	и по	2	1
708	в литературном	1	1
709	от своего	2	1
710	в точке	3	1
711	в творческом	1	1
712	к предмету	1	1
713	в свою	3	1
714	повесть о	2	1
715	во втором	4	1
