N	2gram	Bakhtin_Pr_3	Komedia
440	этого не	3	1
441	дела и	1	1
442	со своими	1	1
443	когда я	5	1
444	после стольких	2	1
445	сам не	3	1
446	бога и	1	1
447	такой же	3	1
448	внутренняя борьба	1	1
449	и видит	1	1
450	его образ	1	1
451	мы заранее	1	1
452	я этого	2	1
453	он тотчас	1	1
454	таким же	1	1
455	человек и	2	1
456	как все	1	1
457	образец такого	1	1
458	человеком и	1	1
459	он искал	1	1
460	не столько	1	1
461	действию а	1	1
462	в отличие	2	1
463	его отношение	4	1
464	делает вид	1	1
465	что я	15	1
466	признать что	2	1
467	стало быть	1	1
468	еще из	1	1
469	сам же	1	1
470	которые в	2	1
471	но он	3	1
472	говорит с	1	1
473	друг другу	4	1
474	теми же	1	1
475	иным как	1	1
476	том и	1	1
477	том же	1	1
478	в устах	1	1
479	цитатами из	1	1
480	вернемся к	1	1
481	случае в	1	1
482	эта мысль	1	1
483	конце третьего	1	1
484	как можно	3	1
485	я тебя	1	1
486	и остается	1	1
487	гостя если	1	1
488	же его	1	1
489	так с	1	1
490	себе самом	5	1
491	он с	4	1
492	не приносит	1	1
493	на котором	1	1
494	найти в	1	1
495	и весь	1	1
496	на тему	2	1
497	и лишь	2	1
498	и по	1	1
499	но очень	1	1
500	он хочет	4	1
501	по своей	1	1
502	меня и	1	1
503	во всем	3	1
504	же он	2	1
505	и теперь	1	1
506	со своим	1	1
507	он больше	1	1
508	которое не	1	1
509	подобное сравнение	1	1
510	что на	1	1
511	ли это	2	1
512	ну а	1	1
513	с другом	2	1
514	похожи на	1	1
515	у меня	6	1
516	всего в	1	1
517	они становятся	1	1
518	это я	5	1
519	он оказывается	1	1
520	слова с	3	1
521	которой она	1	1
522	здесь мы	1	1
523	о них	2	1
524	подобно тому	2	1
525	приходит к	1	1
526	меня в	2	1
527	ни одно	1	1
528	эпизод с	2	1
529	и от	5	1
530	еще меньше	1	1
531	в себя	1	1
532	она только	1	1
533	и может	1	1
534	как с	1	1
535	другого героя	1	1
536	и совершенно	1	1
537	обращаясь к	2	1
538	в живых	1	1
539	что у	6	1
540	с известными	1	1
541	с собой	1	1
542	чтобы дать	1	1
543	те же	2	1
544	времени и	1	1
545	ты не	1	1
546	шел за	1	1
547	особенно в	2	1
548	мог бы	2	1
549	к его	1	1
550	жизнь и	2	1
551	не лучше	1	1
552	из желания	1	1
553	для этого	3	1
554	из одного	1	1
555	входящих в	1	1
556	могла не	1	1
557	я теперь	5	1
558	сводится к	3	1
559	отца по	1	1
560	в раннем	2	1
561	никак не	1	1
562	наконец на	1	1
563	после того	1	1
564	все его	2	1
565	диалога с	4	1
566	в пользу	1	1
567	совершенного им	1	1
568	наконец как	1	1
569	все на	1	1
570	то в	2	1
571	путь к	1	1
572	этот момент	1	1
573	ее на	1	1
574	крайней мере	3	1
575	того в	1	1
576	в середине	1	1
577	сказать и	1	1
578	в ту	1	1
579	которой в	1	1
580	и она	1	1
581	для самого	1	1
582	что здесь	1	1
583	но так	3	1
584	на которой	1	1
585	который попадает	1	1
586	только в	6	1
587	в согласии	1	1
588	мной и	1	1
589	реагирует на	1	1
590	и кончая	1	1
591	впрочем и	1	1
592	совершенно ему	1	1
593	ты был	1	1
594	со всеми	2	1
595	в эти	2	1
596	человека с	3	1
597	в построении	1	1
598	и у	5	1
599	только на	4	1
600	а напротив	1	1
601	ни одного	5	1
602	же из	1	1
603	а они	1	1
604	в душе	2	1
605	и других	1	1
606	что герои	1	1
607	кто живет	2	1
608	и их	1	1
609	руки и	1	1
610	на одном	2	1
611	ты меня	2	1
612	в прошлом	1	1
613	чтобы она	1	1
614	обращает на	2	1
615	человека из	13	1
616	меня то	1	1
617	как его	2	1
618	не случайно	1	1
619	в некоторых	1	1
620	идет в	1	1
621	его девушке	1	1
622	не были	1	1
623	выходит за	2	1
624	самом его	1	1
625	о своей	2	1
626	что человек	1	1
627	уходит в	1	1
628	чем он	1	1
629	действующих лиц	1	1
630	и между	1	1
631	было и	2	1
632	а с	3	1
633	мы еще	1	1
634	содержание его	1	1
635	говорит о	2	1
636	живого человека	1	1
637	он только	3	1
638	от их	1	1
639	с которым	7	1
640	сам себе	1	1
641	же точно	1	1
642	а так	2	1
643	в слове	5	1
644	мы остановимся	4	1
645	его глазах	1	1
646	и ему	2	1
647	не видит	1	1
648	было в	2	1
649	именно поэтому	1	1
650	на фоне	1	1
651	человек в	2	1
652	эти слова	3	1
653	или на	1	1
654	издевается над	1	1
655	ко всем	1	1
656	уж не	2	1
657	он уже	3	1
658	и потому	2	1
659	я тебе	1	1
660	для оправдания	1	1
661	как за	1	1
662	надо было	2	1
663	не одно	1	1
664	ли ты	1	1
665	из уст	1	1
666	лицом к	1	1
667	вот я	3	1
668	не удалось	2	1
669	тому как	2	1
670	в ответ	1	1
671	и там	1	1
672	некоторое время	1	1
673	в мир	1	1
674	да и	4	1
675	образом на	1	1
676	друг с	2	1
677	она на	1	1
678	ко мне	1	1
679	быть не	1	1
680	в реальном	3	1
681	еще раз	1	1
682	будет и	1	1
683	любят и	1	1
684	призыв к	1	1
685	можно сказать	1	1
686	в основном	1	1
687	надо мной	1	1
688	а то	1	1
689	который почти	1	1
690	думают что	1	1
691	он должен	2	1
692	другой и	1	1
693	под названием	1	1
694	перед собой	1	1
695	еще одна	1	1
696	пор еще	1	1
697	войти в	2	1
698	т а	2	1
699	а что	3	1
700	котором он	1	1
701	или в	1	1
702	к диалогу	1	1
703	и душевной	1	1
704	в другой	2	1
705	это как	3	1
706	своей собственной	1	1
707	а к	2	1
708	себя самого	11	1
709	могли бы	1	1
710	в этих	1	1
711	не должен	1	1
712	ибо в	2	1
713	все они	1	1
714	места в	1	1
715	пока я	1	1
716	хотя в	1	1
717	бы на	1	1
718	отношении к	7	1
719	к лицу	1	1
720	можно скорее	1	1
721	перед его	3	1
722	к самому	3	1
723	с ней	1	1
724	не говоря	1	1
725	сказать что	2	1
726	и только	2	1
727	и настойчиво	1	1
728	но этот	2	1
729	я уверен	2	1
730	бы его	4	1
731	жизнь в	1	1
732	об этих	1	1
733	жизни и	3	1
734	дает основание	1	1
735	уже после	1	1
736	я могу	1	1
737	как на	2	1
