N	2gram	Vinokur_Ku_3	Formalny
741	между прочим	8	1
742	зрения ее	1	1
743	их конкретной	1	1
744	потому совершенно	1	1
745	правильной постановке	1	1
746	в смысле	1	1
747	в противном	1	1
748	между собой	1	1
749	кроме того	2	1
750	двух направлениях	2	1
751	тех или	1	1
752	и для	1	1
753	поэтикой и	3	1
754	этому понятию	1	1
755	понять что	1	1
756	том что	11	1
757	чтобы понять	2	1
758	это уже	3	1
759	к одной	1	1
760	уже совсем	1	1
761	является обязательным	1	1
762	последнего времени	2	1
763	для нас	4	1
764	к постижению	1	1
765	еще более	2	1
766	тем более	5	1
767	эти особенности	1	1
768	не должен	1	1
769	в совокупности	1	1
770	пришлось бы	1	1
771	в г	1	1
772	только что	2	1
773	можно конечно	2	1
774	до тех	4	1
775	нам в	1	1
776	е в	2	1
777	а о	1	1
778	лишь что	2	1
779	не говоря	2	1
780	работы и	1	1
781	возможно лишь	1	1
782	сказать что	7	1
783	другой стороны	3	1
784	и роман	1	1
785	совершенно не	5	1
786	минуту не	1	1
787	в последнем	1	1
788	одновременно и	1	1
789	культуры в	1	1
790	есть и	1	1
791	поэтики в	1	1
792	и эта	1	1
793	это в	2	1
794	это понятие	1	1
795	к этому	1	1
796	этой цели	1	1
797	этой точки	1	1
798	том числе	2	1
