N	2gram	Berdyaev_N_1	Myslijsy
262	вообще не	1	1
263	имя но	1	1
264	вера в	1	1
265	создает свою	1	1
266	перестает быть	4	1
267	слова а	1	1
268	и еще	1	1
269	есть переход	1	1
270	оно должно	1	1
271	том чтобы	2	1
272	совершающееся в	1	1
273	ее жизни	1	1
274	но все	1	1
275	от нее	1	1
276	смысле в	1	1
277	что этот	1	1
278	значение в	1	1
279	них не	1	1
280	а по	1	1
281	который и	1	1
282	он есть	1	1
283	этого она	1	1
284	нет в	1	1
285	всю жизнь	1	1
286	очень сложное	1	1
287	и было	2	1
288	бога и	3	1
289	и того	1	1
290	одного и	1	1
291	перед собой	1	1
292	в эту	1	1
293	было ее	1	1
294	и старое	1	1
295	и счастья	1	1
296	к тем	1	1
297	что истина	1	1
298	нет для	1	1
299	общества и	2	1
300	в своей	3	1
301	не во	4	1
302	в такой	1	1
303	бы к	1	1
304	возможны только	1	1
305	дальнейшее развитие	1	1
306	своего рода	1	1
307	значение для	1	1
308	но он	1	1
309	есть еще	1	1
310	человечества и	1	1
311	но для	2	1
312	истории и	9	1
313	не по	1	1
314	свободы и	2	1
315	и имеет	1	1
316	того и	1	1
317	о природе	1	1
318	под этим	1	1
319	возможно было	1	1
320	во всем	1	1
321	века не	1	1
322	как будто	2	1
323	к таким	1	1
324	предположении что	1	1
325	споры о	2	1
326	истории не	3	1
327	есть признак	1	1
328	про себя	1	1
329	и дух	1	1
330	числе и	1	1
331	бы он	1	1
332	всегда есть	1	1
333	как не	8	1
334	будет сказать	1	1
335	воля не	1	1
336	и человека	1	1
337	то время	1	1
338	роль в	2	1
339	то нужно	1	1
340	времени и	2	1
341	все от	1	1
342	есть время	1	1
343	переход к	2	1
344	и трудно	1	1
345	человека это	1	1
346	смысле и	1	1
347	верим в	1	1
348	теперь и	1	1
349	не был	1	1
350	что сами	1	1
351	более высокой	1	1
352	а также	1	1
353	времени в	2	1
354	и научной	1	1
355	и во	1	1
356	над этой	1	1
357	это предполагает	1	1
358	века и	2	1
359	и мир	1	1
360	к своим	1	1
361	их не	1	1
362	вопрос об	1	1
363	с одной	2	1
364	но будет	1	1
365	это показывает	1	1
366	отнести к	1	1
367	свидетельствует о	1	1
368	а это	1	1
369	не сознавать	1	1
370	из них	1	1
371	человека на	1	1
372	к содержанию	2	1
373	не будут	2	1
374	для другого	1	1
375	и стремится	1	1
376	должны стать	1	1
377	бытия и	1	1
378	у него	2	1
379	которые могут	1	1
380	ее на	1	1
381	перейти к	3	1
382	были людьми	1	1
383	говорим о	1	1
384	за пределы	3	1
385	к которому	1	1
386	в природе	2	1
387	прежде всего	4	1
388	процесс в	1	1
389	одной стороны	2	1
390	есть непосредственное	1	1
391	для сознания	1	1
392	человеческой жизни	1	1
393	и означает	1	1
394	к лицу	3	1
395	я называю	2	1
396	эти слова	1	1
397	религия в	1	1
398	как это	2	1
399	конечно есть	1	1
400	власть над	1	1
401	xix века	5	1
402	лицом к	3	1
403	это значит	1	1
404	войны и	2	1
405	и формы	2	1
406	формы мысли	1	1
407	и нет	1	1
408	людей но	1	1
409	умственной жизни	1	1
410	к новому	7	1
411	помнить что	2	1
412	движение мысли	1	1
413	люди не	2	1
414	мире а	1	1
415	в наше	3	1
416	совершается в	1	1
417	понять что	1	1
418	мира и	2	1
419	которая в	1	1
420	перестать быть	1	1
421	жизни без	1	1
422	или нет	1	1
423	или не	1	1
424	от всякого	2	1
425	но если	1	1
426	лишь по	1	1
427	не знает	6	1
428	другой стороны	2	1
429	сторона жизни	1	1
430	не быть	1	1
431	от всех	1	1
432	но можно	1	1
433	отказаться от	1	1
434	тогда не	1	1
435	жизни и	8	1
436	всегда процесс	1	1
437	случае если	1	1
438	как на	1	1
439	том числе	1	1
