N	2gram	Bakhtin_Fr_6	VelikijI
238	с самыми	1	1
239	конечно в	2	1
240	не были	3	1
241	и с	16	1
242	с другой	4	1
243	в глазах	1	1
244	еще и	1	1
245	весь мир	3	1
246	и тем	1	1
247	были в	1	1
248	в высшую	1	1
249	нового времени	4	1
250	говорит о	1	1
251	но люди	1	1
252	был в	2	1
253	ничем не	1	1
254	между собою	5	1
255	было для	1	1
256	о чем	1	1
257	и было	1	1
258	более глубокое	1	1
259	стороны в	1	1
260	него в	1	1
261	таким же	1	1
262	вместе с	6	1
263	жизнь так	1	1
264	так же	5	1
265	как это	2	1
266	то есть	24	1
267	есть такое	1	1
268	в лице	1	1
269	и столь	1	1
270	над ним	1	1
271	у нас	4	1
272	в которых	1	1
273	в изображении	1	1
274	он говорит	1	1
275	этих словах	1	1
276	времени с	1	1
277	в одном	5	1
278	не понимает	1	1
279	образ и	1	1
280	думать о	1	1
281	мира с	1	1
282	и смерти	3	1
283	этого слова	1	1
284	с этой	3	1
285	от источника	1	1
286	и очень	2	1
287	и нет	1	1
288	проявляется и	1	1
289	здесь есть	1	1
290	к ним	1	1
291	неба и	1	1
292	и именно	1	1
293	мы все	1	1
294	ты хочешь	1	1
295	в другие	2	1
296	не существует	1	1
297	и от	4	1
298	мира и	2	1
299	это как	1	1
300	ничего не	1	1
301	того как	1	1
302	может быть	2	1
303	в третьем	3	1
304	как она	2	1
305	конце концов	1	1
306	видим что	1	1
307	будем говорить	2	1
308	iv в	1	1
309	во всем	5	1
310	духа а	1	1
311	в новых	1	1
312	на него	1	1
313	наших дней	1	1
314	на части	7	1
315	связь с	1	1
316	в образах	9	1
317	другой стороны	2	1
318	для нашего	1	1
319	им не	1	1
320	но все	1	1
321	есть и	2	1
322	в трех	1	1
323	дух в	1	1
324	его с	1	1
325	в искусстве	3	1
326	и другие	2	1
327	образ в	2	1
328	это в	1	1
329	в противоположность	1	1
330	себя и	1	1
331	они не	3	1
