N	2gram	Propp_Isto_6	Vladivir
258	после того	2	2
259	или как	2	2
260	по двум	1	2
261	к нему	1	2
262	он прямо	1	2
263	и можно	1	2
264	на другие	1	2
265	него и	3	2
266	его и	1	2
267	себе в	4	2
268	мы находим	2	2
269	друг друга	1	2
270	но уже	1	2
271	ее на	2	2
272	для того	1	2
273	и из	1	2
274	как у	2	2
275	тут же	1	2
276	что не	2	2
277	те кто	2	2
278	на эту	1	2
279	своем месте	1	2
280	уже давно	2	2
281	в частности	3	2
282	здесь можно	7	2
283	наряду с	3	2
284	можно было	2	2
285	в более	6	2
286	есть просто	1	2
287	и от	3	2
288	к этой	1	2
289	же в	1	2
290	о своем	1	2
291	в сравнении	1	2
292	есть и	4	2
293	же и	1	2
294	в своих	3	2
295	во сне	3	2
296	с новыми	1	1
297	и т	10	1
298	одним из	1	1
299	например в	7	1
300	в этот	1	1
301	в тех	3	1
302	и третий	1	1
303	и др	2	1
304	тех же	1	1
305	так у	3	1
306	он почувствовал	1	1
307	мере в	1	1
308	между двумя	1	1
309	из другого	2	1
310	смерть в	1	1
311	именно здесь	1	1
312	есть не	1	1
313	отсюда видно	2	1
314	что между	4	1
315	ответить на	1	1
316	вскоре он	1	1
317	этом не	1	1
318	материалы к	1	1
319	он как	1	1
320	представлением о	2	1
321	но она	1	1
322	что иное	2	1
323	оно есть	1	1
324	в полной	1	1
325	представление о	9	1
326	но даже	1	1
327	ему с	1	1
328	дать ему	1	1
329	в которых	2	1
330	иное как	1	1
331	все больше	2	1
332	река и	1	1
333	важно отметить	1	1
334	своей работе	1	1
335	но тогда	1	1
336	то он	2	1
337	но как	4	1
338	и сл	1	1
339	не все	1	1
340	а через	2	1
341	не просто	1	1
342	бы что	1	1
343	и увидел	3	1
344	что они	2	1
345	как говорит	1	1
346	более чем	1	1
347	мертвых и	3	1
348	независимо от	3	1
349	что именно	1	1
350	так называемая	1	1
351	солнце играет	1	1
352	природы и	1	1
353	некоторое время	1	1
354	до его	1	1
355	как нам	1	1
356	этой стороны	1	1
357	на огромные	1	1
358	когда он	3	1
359	целый ряд	2	1
360	как уже	1	1
361	его к	1	1
362	знаю что	1	1
363	себе не	1	1
364	в противоположность	1	1
365	этой цели	1	1
366	ясно и	1	1
367	за собой	5	1
368	та же	3	1
369	не получил	1	1
370	он в	1	1
371	общение между	1	1
372	было ни	1	1
373	может считаться	1	1
374	сказал я	1	1
375	если он	3	1
376	к выводу	1	1
377	что она	3	1
378	земли на	1	1
379	главным образом	3	1
380	чтобы он	1	1
381	т д	8	1
382	после этого	4	1
383	в первую	1	1
384	на том	8	1
385	к одному	1	1
386	жизнью и	1	1
387	другое есть	1	1
388	тоже нет	1	1
389	борьбу с	1	1
390	еще мало	1	1
391	и сказал	1	1
392	с представлением	2	1
393	свое время	1	1
394	но вместе	1	1
395	так например	3	1
396	от нее	2	1
397	что все	1	1
398	чего он	1	1
399	связанных с	1	1
400	них не	1	1
401	а по	1	1
402	а как	1	1
403	в свое	2	1
404	он есть	1	1
405	в свой	1	1
406	которая была	1	1
407	в жизни	1	1
408	общественного развития	2	1
409	не входить	1	1
410	убежден в	1	1
411	далеко не	3	1
412	мы имеем	14	1
413	уже у	1	1
414	оно имеет	1	1
415	концу этого	1	1
416	чем в	1	1
417	бога и	1	1
418	такой же	3	1
419	не так	2	1
420	ему во	1	1
421	но если	1	1
422	от своего	1	1
423	при изучении	1	1
424	можно найти	1	1
425	попасть в	4	1
426	всему миру	2	1
427	на месте	1	1
428	мертвых как	1	1
429	еще с	1	1
430	на первых	1	1
431	то было	1	1
432	оказывается что	1	1
433	своего рода	2	1
434	почувствовал себя	1	1
435	выше мы	1	1
436	не будем	2	1
437	которые в	2	1
438	нам в	1	1
439	если бы	3	1
440	без всяких	2	1
441	есть еще	2	1
442	что сам	1	1
443	что этот	2	1
444	могли быть	2	1
445	и под	3	1
446	сам он	1	1
447	при всех	1	1
448	к такой	1	1
449	что с	1	1
450	в русской	6	1
451	на него	2	1
452	как о	1	1
453	анализ его	1	1
454	не могло	2	1
455	бога не	1	1
456	следовательно и	1	1
457	и христианская	1	1
458	ним не	1	1
459	связанное с	1	1
460	это то	2	1
461	этих двух	1	1
462	очень яркий	1	1
463	здесь же	4	1
464	следует отметить	1	1
465	иногда не	1	1
466	только с	1	1
467	вопрос не	3	1
468	пришло к	1	1
469	перед ним	1	1
470	только наиболее	1	1
471	и здесь	1	1
472	очень часто	5	1
473	сравнении с	1	1
474	заметил что	1	1
475	должны быть	2	1
476	за что	2	1
477	пребывание в	1	1
478	например на	2	1
479	все еще	1	1
480	так просто	1	1
481	долго не	1	1
482	утверждать что	2	1
483	от которой	1	1
484	приведем еще	1	1
485	здесь еще	4	1
486	оно может	2	1
487	не забудем	1	1
488	не будет	5	1
489	только при	1	1
490	совершенно ясно	4	1
491	земли как	1	1
492	чтобы быть	1	1
493	него самого	1	1
494	смерти в	2	1
495	только то	2	1
496	на той	2	1
497	но мы	2	1
498	так в	6	1
499	от того	3	1
500	его самого	1	1
501	с собой	2	1
502	ясно что	1	1
503	здесь как	1	1
504	здесь нет	2	1
505	еще не	9	1
506	этим в	2	1
507	когда в	2	1
508	том как	3	1
509	могла быть	1	1
510	я знаю	1	1
511	этом месте	1	1
512	для этого	1	1
513	выводу что	1	1
514	сводится к	2	1
515	и возможно	1	1
516	тех кто	1	1
517	на вопрос	1	1
518	язык и	1	1
519	вошел туда	1	1
520	все его	1	1
521	но ничего	1	1
522	первых порах	1	1
523	его существовании	1	1
524	то место	1	1
525	в древнем	1	1
526	также в	1	1
527	представления о	10	1
528	здесь слишком	1	1
529	в него	3	1
530	в лице	2	1
531	но тут	1	1
532	значит что	2	1
533	в современной	1	1
534	немецких и	1	1
535	что здесь	3	1
536	но с	1	1
537	наблюдать и	1	1
538	мне кажется	1	1
539	этот вопрос	1	1
540	дело с	1	1
541	что даже	1	1
542	пор не	1	1
543	как нечто	1	1
544	которое мы	1	1
545	поэтому и	1	1
546	всех его	2	1
547	и ее	3	1
548	здесь с	1	1
549	и тем	4	1
550	по этому	1	1
551	возвращается в	1	1
552	в качестве	3	1
553	человека с	1	1
554	с двумя	1	1
555	можно установить	1	1
556	если мы	1	1
557	или даже	1	1
558	при помощи	3	1
559	и других	3	1
560	не стал	1	1
561	и этот	1	1
562	она действительно	1	1
563	характерно что	1	1
564	никто не	2	1
565	речь шла	1	1
566	представлений о	7	1
567	в одном	3	1
568	это нужно	1	1
569	к ним	1	1
570	заметить что	1	1
571	тем что	5	1
572	приехал он	1	1
573	ссылается на	1	1
574	ты не	1	1
575	даже не	1	1
576	представлений с	1	1
577	до сих	4	1
578	эта работа	1	1
579	и русская	1	1
580	позже но	1	1
581	больше и	3	1
582	то и	2	1
583	вот в	1	1
584	а на	1	1
585	забудем что	1	1
586	что из	2	1
587	что мы	2	1
588	он тут	1	1
589	сказать даже	1	1
590	видели и	1	1
591	и м	1	1
592	его как	1	1
593	он ссылается	1	1
594	место где	1	1
595	над ним	1	1
596	к своему	3	1
597	не могут	1	1
598	он говорит	1	1
599	в общих	1	1
600	перехода от	1	1
601	есть только	1	1
602	перед нами	2	1
603	не удалось	1	1
604	свидетельствующий о	1	1
605	это есть	1	1
606	не что	1	1
607	в мир	1	1
608	действительно ли	1	1
609	этот не	1	1
610	этом случае	6	1
611	нее к	1	1
612	сих пор	4	1
613	но для	2	1
614	и надо	1	1
615	в книге	4	1
616	остановился в	1	1
617	вы меня	1	1
618	которых он	2	1
619	по образцу	1	1
620	его весьма	1	1
621	мира и	2	1
622	меня к	1	1
623	в другое	1	1
624	который является	1	1
625	не с	1	1
626	от него	3	1
627	из себя	1	1
628	у них	4	1
629	есть уже	1	1
630	быть и	1	1
631	уже содержит	1	1
632	всего мира	1	1
633	между ними	1	1
634	со мной	1	1
635	лишь только	1	1
636	равно как	1	1
637	юность и	1	1
638	что такие	1	1
639	почему он	1	1
640	можно привести	1	1
641	пока не	2	1
642	время не	1	1
643	большей частью	2	1
644	его супруга	1	1
645	как воплощение	1	1
646	но эти	2	1
647	наряду со	1	1
648	ее в	6	1
649	и другие	3	1
650	те которые	1	1
651	том числе	1	1
652	они не	3	1
