N	2gram	Trubetskoy_1	Literetu
121	а в	3	3
122	же и	1	3
123	во всяком	2	3
124	и весьма	1	2
125	того же	9	2
126	и то	4	2
127	самом деле	12	2
128	от самого	1	2
129	из его	1	2
130	должна быть	5	2
131	та же	3	2
132	в сущности	2	2
133	а для	2	2
134	на себя	1	2
135	из того	4	2
136	то это	1	2
137	и самого	1	2
138	во имя	3	2
139	а только	1	2
140	отнюдь не	2	2
141	общего с	2	2
142	этой цели	1	2
143	только то	2	2
144	все эти	19	2
145	из этих	8	2
146	тому же	6	2
147	во многих	1	2
148	в нем	3	2
149	окружающей его	1	2
150	в нашей	1	2
151	не к	1	2
152	на этом	2	2
153	различие между	1	2
154	было бы	3	2
155	на почве	3	2
156	на второй	1	2
157	как сказано	4	2
158	и того	3	2
159	бы на	1	2
160	что такое	1	2
161	как все	1	2
162	а как	1	2
163	всяком случае	2	2
164	с точки	8	2
165	от себя	2	2
166	жизни с	1	2
167	что я	1	2
168	для многих	1	2
169	тем не	4	2
170	однако в	1	2
171	даже в	3	2
172	так называемого	5	2
173	освободиться от	2	2
174	по терминологии	1	2
175	в сознании	6	2
176	как будто	5	2
177	могут быть	1	2
178	к тому	8	2
179	должен быть	1	2
180	в себя	2	2
181	но при	1	2
182	говоря уже	1	2
183	роль в	1	2
184	на том	2	2
185	по этой	1	2
186	в мире	6	2
187	ту же	2	2
188	или иной	1	2
189	в другом	2	2
190	о том	7	2
191	с одной	3	2
192	все та	1	2
193	между тем	12	2
194	во втором	2	2
195	и только	2	2
196	хотя бы	4	2
197	по этому	2	2
198	только на	1	2
199	то и	2	2
200	со временем	2	2
201	что для	4	2
202	для него	2	2
203	а потому	5	2
204	от тех	3	2
205	не случайно	1	2
206	тем что	1	2
207	одной стороны	2	2
208	этого не	1	2
209	одну из	1	2
210	так называемых	1	2
211	все более	1	2
212	нет ничего	1	2
213	культуре и	4	2
214	художественное произведение	1	2
215	одному лишь	1	2
216	можно было	1	2
217	своей собственной	1	2
218	в индивидуальном	2	2
219	тем более	3	2
220	все они	5	2
221	в равной	1	2
222	не есть	2	2
223	не говоря	1	2
224	отношению к	9	2
225	ко всему	2	2
226	и культуры	4	2
227	образом от	1	1
228	как известно	3	1
229	и развитие	2	1
230	же как	3	1
231	на самом	7	1
232	на ступени	1	1
233	между двумя	5	1
234	дело однако	1	1
235	по которым	1	1
236	можно лишь	2	1
237	сам автор	1	1
238	оно было	1	1
239	несколько иной	1	1
240	есть не	1	1
241	в историю	1	1
242	его последствия	1	1
243	мы не	1	1
244	развития человечества	2	1
245	от культуры	5	1
246	вопрос о	3	1
247	почему мы	1	1
248	все предрассудки	1	1
249	этом не	1	1
250	речь приходится	1	1
251	но даже	3	1
252	зависимости от	1	1
253	не кончается	1	1
254	ним и	1	1
255	произведение и	1	1
256	он сам	1	1
257	быть в	1	1
258	бы то	2	1
259	в различных	1	1
260	только после	1	1
261	тем как	1	1
262	но как	2	1
263	к которой	3	1
264	в сторону	2	1
265	по тем	2	1
266	отношение к	4	1
267	в наиболее	1	1
268	и будет	2	1
269	для культуры	2	1
270	что они	2	1
271	из таких	2	1
272	дальнейшем эта	1	1
273	исторически и	1	1
274	культуре в	3	1
275	в центре	1	1
276	первый взгляд	1	1
277	для всех	1	1
278	как к	5	1
279	однако не	1	1
280	перед нами	1	1
281	мы можем	6	1
282	и как	1	1
283	на нас	3	1
284	и логически	1	1
285	я совершенно	1	1
286	есть ли	1	1
287	говорит а	1	1
288	оградить себя	1	1
289	то в	2	1
290	жизни к	1	1
291	со своей	1	1
292	себе как	1	1
293	в которой	5	1
294	а во-вторых	1	1
295	он в	1	1
296	в нашем	3	1
297	если мы	4	1
298	на то	9	1
299	вследствие этого	2	1
300	роли в	1	1
301	его если	1	1
302	века к	1	1
303	задний план	1	1
304	он не	3	1
305	от которого	1	1
306	идеи и	1	1
307	к одному	1	1
308	в начале	2	1
309	и вот	1	1
310	почти исключительно	1	1
311	и более	2	1
312	в зависимости	1	1
313	целого ряда	1	1
314	и по	3	1
315	в борьбе	1	1
316	свобода которую	1	1
317	но все	5	1
318	этом последнем	1	1
319	в одну	4	1
320	в каждом	1	1
321	то ни	3	1
322	а затем	2	1
323	а то	1	1
324	культуры но	1	1
325	работа как	1	1
326	и с	5	1
327	знает что	1	1
328	это было	1	1
329	в глазах	2	1
330	каждой новой	1	1
331	чаще всего	1	1
332	в них	2	1
333	людей эти	1	1
334	но лишь	1	1
335	с тем	2	1
336	а за	1	1
337	скачка в	1	1
338	и уже	2	1
339	с такой	1	1
340	должно быть	4	1
341	иначе говоря	4	1
342	потому и	2	1
343	и некоторые	2	1
344	такой же	2	1
345	в один	2	1
346	который как	1	1
347	одного и	3	1
348	с более	3	1
349	на первый	2	1
350	в эту	2	1
351	в этих	3	1
352	представить себе	2	1
353	это делает	1	1
354	в отношении	1	1
355	что от	1	1
356	не от	1	1
357	в которых	2	1
358	в памяти	1	1
359	однако он	1	1
360	по крайней	1	1
361	если бы	8	1
362	ни было	2	1
363	как от	1	1
364	быть не	1	1
365	от традиции	1	1
366	того кто	1	1
367	вовсе не	2	1
368	которого уже	1	1
369	есть всегда	1	1
370	и тому	2	1
371	между людьми	2	1
372	а от	1	1
373	чистом виде	1	1
374	она не	2	1
375	как о	1	1
376	не имеет	1	1
377	самого начала	1	1
378	тогда когда	3	1
379	не своей	1	1
380	ее с	1	1
381	и сама	1	1
382	на него	2	1
383	но принципиально	1	1
384	индивидуальном сознании	2	1
385	говорить о	2	1
386	о них	2	1
387	иметь в	1	1
388	общий для	1	1
389	на котором	1	1
390	не ставит	1	1
391	другой стороны	5	1
392	именно его	1	1
393	для нас	3	1
394	он усматривает	1	1
395	только с	1	1
396	уже и	3	1
397	с другом	9	1
398	или бессознательно	1	1
399	пришла к	1	1
400	уже о	1	1
401	все то	2	1
402	данного произведения	1	1
403	с разными	1	1
404	в среде	2	1
405	указание на	1	1
406	отличается от	6	1
407	его создателя	1	1
408	имеет место	2	1
409	что при	6	1
410	конца не	1	1
411	ничего общего	3	1
412	на вопрос	4	1
413	как мы	2	1
414	но по	3	1
415	свою очередь	2	1
416	и последовательной	1	1
417	и от	5	1
418	последнее время	1	1
419	так в	1	1
420	мысль о	1	1
421	с самого	1	1
422	культуры и	9	1
423	вопрос что	1	1
424	в дальнейшем	2	1
425	к жизни	1	1
426	как с	1	1
427	решающую роль	1	1
428	на нее	2	1
429	на путь	1	1
430	каждого из	1	1
431	к тем	2	1
432	а все	1	1
433	строго говоря	1	1
434	быть может	1	1
435	равной мере	1	1
436	собой и	1	1
437	на всю	1	1
438	в состав	1	1
439	откровения на	1	1
440	люди с	1	1
441	и т.д	4	1
442	ценности и	2	1
443	никак не	1	1
444	и что	8	1
445	очевидно что	3	1
446	в пользу	5	1
447	самая лучшая	1	1
448	в значительной	1	1
449	других людей	1	1
450	подлежит сомнению	3	1
451	к истине	1	1
452	все в	2	1
453	к нему	2	1
454	во всех	10	1
455	том или	1	1
456	ее от	1	1
457	от них	1	1
458	этому поводу	1	1
459	на одном	2	1
460	во всей	1	1
461	не исчерпывается	1	1
462	что же	2	1
463	крайней мере	1	1
464	и других	2	1
465	целого а	1	1
466	есть культура	3	1
467	я во	1	1
468	к сознанию	1	1
469	более что	1	1
470	без изменений	1	1
471	и народа	1	1
472	тот же	3	1
473	среди других	1	1
474	гораздо более	2	1
475	между этими	2	1
476	бы ни	1	1
477	только при	2	1
478	тот или	1	1
479	со своим	1	1
480	и у	4	1
481	борьбы с	2	1
482	в виде	4	1
483	свидетельствует о	1	1
484	он эту	1	1
485	кажется что	1	1
486	тем сильнее	2	1
487	за ним	1	1
488	в частной	1	1
489	не так	4	1
490	в котором	2	1
491	только лишь	1	1
492	никто не	2	1
493	своих собственных	2	1
494	себя от	1	1
495	само собою	1	1
496	так как	7	1
497	может служить	3	1
498	до тех	2	1
499	или ином	1	1
500	и всякое	1	1
501	бы это	1	1
502	из двух	2	1
503	что и	7	1
504	как сам	1	1
505	до сих	8	1
506	именно в	5	1
507	может показаться	1	1
508	а с	4	1
509	собой а	1	1
510	себя и	2	1
511	на основании	1	1
512	а на	1	1
513	а сам	1	1
514	до конца	1	1
515	и жизни	1	1
516	сознании каждого	1	1
517	культуры состоит	1	1
518	из многочисленных	1	1
519	или с	1	1
520	душевной жизни	1	1
521	в последующем	1	1
522	мы знаем	10	1
523	для этой	1	1
524	между собою	5	1
525	и если	6	1
526	культура современных	1	1
527	него в	2	1
528	эти слова	1	1
529	никому и	1	1
530	к своему	1	1
531	целом ряде	3	1
532	однако эти	1	1
533	и на	6	1
534	в чистом	1	1
535	на эту	1	1
536	сознательно или	1	1
537	эту мысль	1	1
538	по существу	6	1
539	сам не	1	1
540	многих других	2	1
541	в состоянии	4	1
542	тех пор	2	1
543	стремления к	1	1
544	с ее	2	1
545	отказаться как	1	1
546	сих пор	8	1
547	при условии	2	1
548	лучшем случае	1	1
549	этими тремя	1	1
550	поэтому что	4	1
551	между прочим	2	1
552	этом и	1	1
553	но для	2	1
554	можно назвать	3	1
555	пока еще	1	1
556	себя с	1	1
557	другом месте	1	1
558	из которых	4	1
559	не имея	1	1
560	и состоит	2	1
561	при таком	2	1
562	потому не	1	1
563	на задний	1	1
564	не подлежит	3	1
565	подобные им	1	1
566	и другими	1	1
567	и самому	1	1
568	а к	2	1
569	в отдельных	2	1
570	его психики	1	1
571	говоря о	1	1
572	от него	3	1
573	и все	7	1
574	это может	2	1
575	и однако	1	1
576	у них	6	1
577	не будучи	1	1
578	его тем	1	1
579	только что	3	1
580	или не	1	1
581	от так	1	1
582	как человек	1	1
583	и вдруг	1	1
584	в общем	6	1
585	целый ряд	4	1
586	жизни в	1	1
587	в лучшем	1	1
588	в свою	2	1
589	в моем	1	1
590	между ними	2	1
591	с ней	1	1
592	не знает	2	1
593	сказать что	1	1
594	состоит из	4	1
595	была бы	1	1
596	от всех	1	1
597	лишь тогда	2	1
598	совершенно не	3	1
599	есть общая	1	1
600	из этого	6	1
601	пути к	1	1
602	к действительности	1	1
603	однако мы	2	1
604	вместе с	6	1
605	к этому	5	1
606	и особенно	2	1
607	все что	9	1
608	том числе	1	1
609	они не	2	1
