N	2gram	Bakhtin_Fr_6	Mirosoze
168	и этим	2	2
169	духа в	2	2
170	в которой	1	2
171	если человек	1	2
172	бы не	1	2
173	и тот	2	2
174	и те	2	2
175	если он	1	2
176	этот процесс	1	2
177	и если	1	2
178	на его	2	2
179	на этом	2	2
180	образа и	1	2
181	с собой	1	2
182	еще более	2	2
183	лишь в	2	2
184	еще вернемся	1	2
185	то все	1	2
186	а за	2	2
187	чем в	1	2
188	в церкви	1	2
189	в этих	2	2
190	точки зрения	2	2
191	нас не	3	2
192	место в	1	2
193	от его	1	2
194	мир и	1	2
195	но эта	2	2
196	эта мысль	1	2
197	тогда когда	2	2
198	правда в	1	2
199	ничего не	1	2
200	связи с	2	2
201	как будто	1	2
202	в основе	4	2
203	к себе	2	2
204	приходит к	1	2
205	людей в	3	2
206	он так	1	2
207	можно было	1	2
208	есть также	1	2
209	еще в	5	2
210	в последней	2	2
211	после того	1	2
212	по себе	1	2
213	и поэтому	1	2
214	и что	5	2
215	в сущности	8	2
216	нас в	1	2
217	к нему	3	2
218	все время	4	2
219	у всех	1	2
220	наук и	1	2
221	но с	2	2
222	мы видим	6	2
223	тот же	4	2
224	мы увидим	3	2
225	бы его	1	2
226	он уже	1	2
227	между тем	2	2
228	в новых	1	2
229	так что	2	2
230	уже в	4	2
231	него и	1	2
232	и других	1	2
233	себе в	2	2
234	была еще	1	2
235	для сохранения	1	2
236	или иной	1	2
237	как у	3	2
238	что человек	2	2
239	мы еще	2	2
240	на людей	1	2
241	всякого человека	1	2
242	что не	3	2
243	превращается в	2	2
244	было для	1	2
245	вместе с	6	2
246	к своему	1	2
247	что за	1	2
248	это есть	1	2
249	что же	1	2
250	да и	1	2
251	другого человека	1	2
252	бессмертия и	1	2
253	в пределе	2	2
254	его с	1	2
255	бы в	2	2
256	а в	4	2
257	это все	2	2
258	что природа	1	2
259	но этот	1	2
260	жизни а	1	2
261	отношению к	1	2
262	и землю	1	2
263	это была	1	2
264	всем и	2	1
265	он стоит	1	1
266	до пределов	1	1
267	и то	2	1
268	самом деле	4	1
269	он может	1	1
270	он хотел	1	1
271	из самых	2	1
272	в мыслях	1	1
273	ведь и	2	1
274	должна быть	2	1
275	со своей	1	1
276	характер его	1	1
277	это совершенно	1	1
278	мы не	2	1
279	что если	2	1
280	большое место	1	1
281	во всю	1	1
282	же начало	1	1
283	говорить о	2	1
284	и над	1	1
285	самом первоначальном	1	1
286	хотел сказать	1	1
287	что теперь	1	1
288	и много	1	1
289	на них	1	1
290	высшую ступень	1	1
291	тем как	1	1
292	значение и	1	1
293	в новом	2	1
294	универсализм и	1	1
295	друга и	1	1
296	нет и	1	1
297	за пределы	2	1
298	мы дадим	1	1
299	и границы	1	1
300	с этим	3	1
301	мира в	2	1
302	кровь от	1	1
303	это был	1	1
304	и как	4	1
305	от народной	1	1
306	было также	2	1
307	вот на	1	1
308	в целом	1	1
309	все эти	11	1
310	во многих	1	1
311	ее как	1	1
312	раз в	2	1
313	бы только	1	1
314	человеке человек	1	1
315	с народной	1	1
316	в первых	1	1
317	уже начинает	1	1
318	и другим	1	1
319	перестает быть	1	1
320	они в	1	1
321	поглощает и	1	1
322	он должен	1	1
323	не могли	1	1
324	в плане	3	1
325	как до	1	1
326	то человек	1	1
327	и вечно	2	1
328	это один	1	1
329	но все	1	1
330	значительной степени	1	1
331	жить в	1	1
332	же не	1	1
333	в другом	4	1
334	об этом	1	1
335	их и	1	1
336	самим собой	2	1
337	на протяжении	1	1
338	было бы	3	1
339	он есть	1	1
340	отца и	1	1
341	начала и	1	1
342	и тем	1	1
343	он начал	1	1
344	с тем	1	1
345	этой борьбы	1	1
346	эту тему	1	1
347	которой он	1	1
348	в развитии	2	1
349	огне и	1	1
350	но если	2	1
351	сознания но	1	1
352	во времена	1	1
353	в котором	4	1
354	с точки	2	1
355	степени не	1	1
356	в которых	1	1
357	своего рода	1	1
358	признать что	1	1
359	сходства с	1	1
360	одном из	1	1
361	а вне	1	1
362	втором случае	3	1
363	вниз в	1	1
364	земле и	1	1
365	их в	2	1
366	между двумя	1	1
367	все три	1	1
368	вернемся к	1	1
369	них много	1	1
370	но они	4	1
371	это чувство	1	1
372	как о	2	1
373	у кого	2	1
374	к этим	3	1
375	жизни из	1	1
376	и именно	1	1
377	та или	1	1
378	для всего	2	1
379	от плоти	1	1
380	и весь	1	1
381	нее нет	1	1
382	или иная	1	1
383	можно видеть	1	1
384	строя жизни	1	1
385	от крови	1	1
386	ему и	1	1
387	же этот	1	1
388	духа а	1	1
389	xix веке	1	1
390	был так	1	1
391	того же	4	1
392	находит себе	2	1
393	до того	3	1
394	не знали	1	1
395	из источников	1	1
396	в момент	1	1
397	легенда о	1	1
398	не могут	2	1
399	и часто	2	1
400	ее на	1	1
401	о путях	1	1
402	по характеру	1	1
403	дух в	1	1
404	как человек	1	1
405	природы от	1	1
406	всего этого	1	1
407	в ее	5	1
408	тем в	1	1
409	духом и	1	1
410	он с	1	1
411	говорили что	3	1
412	в пределах	1	1
413	роль в	4	1
414	дано в	1	1
415	в xix	1	1
416	веру в	1	1
417	и сам	3	1
418	легенды о	5	1
419	на нее	1	1
420	которая была	2	1
421	мог бы	1	1
422	и каждый	1	1
423	он чувствовал	1	1
424	мира и	2	1
425	была в	1	1
426	в эпоху	6	1
427	на что	1	1
428	мысль не	1	1
429	связанная с	1	1
430	создает атмосферу	1	1
431	а также	5	1
432	плоть от	1	1
433	силы но	1	1
434	и кровь	1	1
435	в значительной	2	1
436	до известной	1	1
437	же черт	1	1
438	и атмосфера	1	1
439	это в	1	1
440	во втором	3	1
441	нем и	1	1
442	к концу	1	1
443	и об	1	1
444	происходит в	1	1
445	которым он	1	1
446	это очень	1	1
447	всех его	4	1
448	за себя	1	1
449	начало в	1	1
450	в природе	1	1
451	в голове	3	1
452	в уста	1	1
453	со всеми	2	1
454	был также	1	1
455	к земле	1	1
456	бы у	1	1
457	и у	2	1
458	и они	1	1
459	не из	1	1
460	не дает	1	1
461	мир в	1	1
462	был бы	2	1
463	а потому	1	1
464	никто не	2	1
465	в пространстве	1	1
466	в землю	1	1
467	у нее	1	1
468	смысле этого	1	1
469	и продолжает	1	1
470	человек как	1	1
471	этом отношении	3	1
472	они будут	1	1
473	и всякий	1	1
474	средних веков	4	1
475	не были	3	1
476	возможно что	2	1
477	себе представить	1	1
478	с другой	4	1
479	вслед за	1	1
480	и прежде	2	1
481	у многих	1	1
482	характерно для	1	1
483	здесь отрицается	1	1
484	во второй	1	1
485	такое же	1	1
486	а с	1	1
487	люди как	1	1
488	вход в	3	1
489	начинает думать	1	1
490	о чем	1	1
491	других произведениях	1	1
492	на эту	1	1
493	от всех	2	1
494	представляется нам	1	1
495	во франции	5	1
496	связь с	1	1
497	принужден был	1	1
498	на самом	1	1
499	может так	1	1
500	xix века	1	1
501	в изображении	1	1
502	видит в	1	1
503	в той	5	1
504	плоти и	1	1
505	и борьба	1	1
506	века и	1	1
507	мира с	1	1
508	этого слова	1	1
509	с этой	3	1
510	свободы в	1	1
511	народом своего	1	1
512	все это	11	1
513	и пошло	1	1
514	которых он	1	1
515	формы и	1	1
516	он по	1	1
517	а к	1	1
518	из себя	1	1
519	той или	1	1
520	конце концов	1	1
521	всякий раз	1	1
522	самом себе	1	1
523	все они	2	1
524	люди которые	1	1
525	этим он	1	1
526	всеми его	2	1
527	нем самом	1	1
528	и брат	1	1
529	самостоятельную жизнь	1	1
530	на их	1	1
531	между ними	3	1
532	они как	1	1
533	а образ	1	1
534	для нашего	1	1
535	из этого	4	1
536	и жизнь	1	1
537	были и	1	1
538	превращена в	1	1
539	на своем	1	1
540	сила и	2	1
541	но эти	1	1
542	это так	1	1
543	к этой	1	1
544	по поводу	1	1
545	стихия и	1	1
546	на лице	1	1
547	как на	1	1
548	самый характер	2	1
549	образ этот	1	1
