N	2gram	Vinokur_Ku_1	Komedia
130	все более	1	3
131	в честь	1	3
132	так же	4	3
133	как это	3	3
134	по своему	1	3
135	одной стороны	1	3
136	не мог	2	3
137	здесь в	1	3
138	в более	2	3
139	и все	2	3
140	г и	1	3
141	отношению к	9	3
142	того же	4	2
143	тех же	1	2
144	ту же	1	2
145	почти всегда	1	2
146	в сущности	3	2
147	на себя	3	2
148	это время	1	2
149	которую можно	2	2
150	столь же	1	2
151	тем как	1	2
152	совсем не	1	2
153	в стихе	1	2
154	отличие от	1	2
155	к сожалению	1	2
156	относится к	2	2
157	наряду с	1	2
158	в рамках	4	2
159	что касается	2	2
160	со своей	1	2
161	в самом	10	2
162	в известном	1	2
163	в себе	3	2
164	не следует	1	2
165	в первую	4	2
166	если они	1	2
167	в силу	10	2
168	на этом	1	2
169	то ни	1	2
170	к г	2	2
171	связанные с	1	2
172	на все	1	2
173	было бы	15	2
174	и тем	2	2
175	для них	2	2
176	мы видели	1	2
177	или менее	3	2
178	двадцатых годов	1	2
179	в следующем	1	2
180	и без	1	2
181	всяком случае	5	2
182	но он	1	2
183	тем не	4	2
184	не раз	2	2
185	правда в	1	2
186	одна из	1	2
187	это еще	1	2
188	нельзя не	1	2
189	при всем	1	2
190	на те	2	2
191	с достаточной	1	2
192	и теперь	1	2
193	как будто	1	2
194	в области	7	2
195	ли это	2	2
196	указывает на	1	2
197	для себя	1	2
198	слов но	1	2
199	на нем	1	2
200	в себя	1	2
201	что у	1	2
202	мог бы	1	2
203	для этого	3	2
204	образом в	1	2
205	из других	1	2
206	находится в	1	2
207	и здесь	3	2
208	аналогии с	1	2
209	нас в	1	2
210	и во	1	2
211	в форме	1	2
212	также в	1	2
213	раз на	2	2
214	указывает что	1	2
215	еще не	5	2
216	который в	1	2
217	в эти	1	2
218	этом что	1	2
219	а то	2	2
220	вовсе не	10	2
221	в других	1	2
222	со стороны	4	2
223	даже не	1	2
224	до сих	4	2
225	еще и	5	2
226	на которые	1	2
227	а сам	1	2
228	и притом	1	2
229	то и	2	2
230	до конца	2	2
231	из наиболее	1	2
232	в действии	1	2
233	не может	7	2
234	вместе с	7	2
235	но не	5	2
236	говоря уже	1	2
237	в состоянии	2	2
238	сих пор	4	2
239	но это	1	2
240	и таким	1	2
241	между прочим	2	2
242	и дают	1	2
243	об отношении	1	2
244	или в	2	2
245	указания на	1	2
246	будто бы	1	2
247	только что	1	2
248	то что	9	2
249	е в	2	2
250	не говоря	2	2
251	в свою	3	2
252	в действительности	1	2
253	где он	1	2
254	ее в	2	2
255	в своих	1	2
256	во всяком	5	2
257	все что	1	2
258	широкое распространение	1	1
259	можно говорить	2	1
260	в применении	1	1
261	также и	2	1
262	на самом	2	1
263	не что	1	1
264	или к	1	1
265	отношений в	1	1
266	из самых	1	1
267	минуту может	1	1
268	исходит из	1	1
269	в основании	1	1
270	от которых	1	1
271	и больше	1	1
272	в зависимости	5	1
273	самых высоких	1	1
274	одним из	2	1
275	той же	3	1
276	современном смысле	1	1
277	которым он	1	1
278	для своего	1	1
279	каким был	1	1
280	повседневной жизни	1	1
281	с традиционными	1	1
282	в отношения	1	1
283	ответить на	1	1
284	из своих	1	1
285	который был	1	1
286	что иное	1	1
287	к началу	1	1
288	из того	1	1
289	то это	3	1
290	похожи на	1	1
291	зависимости от	6	1
292	как свой	1	1
293	и он	3	1
294	в ней	6	1
295	думаю что	2	1
296	иное как	2	1
297	не найдем	1	1
298	ответа на	1	1
299	быть в	2	1
300	а только	8	1
301	создает в	1	1
302	во всех	1	1
303	его современники	1	1
304	не все	2	1
305	силу этого	1	1
306	очевидно что	3	1
307	а всего	1	1
308	по реконструкции	1	1
309	в совершении	1	1
310	отнюдь не	1	1
311	и вовсе	5	1
312	государства и	1	1
313	с этим	4	1
314	так называемая	2	1
315	в своем	3	1
316	потребность в	3	1
317	тех случаях	2	1
318	смысле этого	3	1
319	когда он	3	1
320	целый ряд	5	1
321	мысль в	1	1
322	его к	3	1
323	более или	3	1
324	а попутно	1	1
325	всего лишь	1	1
326	не приходится	1	1
327	что это	5	1
328	мы получаем	1	1
329	так или	2	1
330	что же	6	1
331	чуть ли	2	1
332	бы не	1	1
333	из этих	4	1
334	только на	1	1
335	роль в	4	1
336	почти целиком	2	1
337	и те	1	1
338	как он	1	1
339	в братьях	1	1
340	начал писать	1	1
341	в культурной	1	1
342	что эти	4	1
343	но прежде	1	1
344	иначе связанные	1	1
345	идей и	1	1
346	мечтать о	1	1
347	социальной истории	1	1
348	избавиться от	1	1
349	состоит в	3	1
350	к одному	1	1
351	понятий и	1	1
352	возвращение к	1	1
353	по существу	4	1
354	у читателя	1	1
355	на необходимость	1	1
356	чтобы в	2	1
357	д все	1	1
358	из него	1	1
359	что она	3	1
360	заимствованные из	1	1
361	но все	2	1
362	что все	2	1
363	же не	1	1
364	то чтобы	1	1
365	в совершенно	1	1
366	учением о	1	1
367	же касается	4	1
368	конечно в	1	1
369	об этом	1	1
370	выражение и	1	1
371	а их	1	1
372	а его	1	1
373	на этой	1	1
374	этот основной	1	1
375	это было	2	1
376	и под	2	1
377	следует рассматривать	1	1
378	перед нами	1	1
379	любовь к	2	1
380	между отдельными	1	1
381	в жизни	1	1
382	нет в	1	1
383	а с	3	1
384	все равно	2	1
385	соответствии с	3	1
386	к которым	1	1
387	как об	2	1
388	с тем	5	1
389	и уже	1	1
390	с такой	1	1
391	как целое	1	1
392	слова и	4	1
393	для своих	1	1
394	относительно которых	1	1
395	в этих	4	1
396	можно только	1	1
397	не так	1	1
398	но если	2	1
399	в ходе	1	1
400	чего следует	1	1
401	наших дней	1	1
402	июня г	1	1
403	здесь из	1	1
404	он понимал	1	1
405	по три	1	1
406	в мы	1	1
407	ли так	1	1
408	в отличие	1	1
409	в которых	6	1
410	из области	4	1
411	которые в	1	1
412	друг другу	1	1
413	однако не	6	1
414	и один	1	1
415	доказывает что	2	1
416	и эти	3	1
417	видно что	2	1
418	и более	2	1
419	с такими	1	1
420	том же	2	1
421	с так	1	1
422	по себе	2	1
423	это особенно	1	1
424	при чтении	1	1
425	тому что	3	1
426	и против	2	1
427	в идеологическом	1	1
428	но они	1	1
429	если в	2	1
430	что их	2	1
431	на себе	6	1
432	также что	1	1
433	а может	1	1
434	в самых	1	1
435	из заглавий	2	1
436	того чтобы	17	1
437	отдельные его	1	1
438	служит предметом	1	1
439	что только	1	1
440	в науке	4	1
441	предполагать что	1	1
442	он иногда	2	1
443	и после	1	1
444	убедиться в	1	1
445	мере две	1	1
446	на мой	2	1
447	так например	2	1
448	можно рассматривать	1	1
449	следует что	4	1
450	до того	2	1
451	нужна была	1	1
452	ведь еще	1	1
453	не столь	1	1
454	как следует	1	1
455	мы и	1	1
456	что на	1	1
457	может показаться	1	1
458	конца и	1	1
459	сомневаться в	1	1
460	и для	2	1
461	по своим	2	1
462	один раз	1	1
463	к себе	4	1
464	не могут	2	1
465	да рядом	1	1
466	мало чем	1	1
467	с полной	1	1
468	наоборот в	1	1
469	даже и	3	1
470	например на	1	1
471	уже на	2	1
472	слова с	1	1
473	в каждом	2	1
474	придти к	2	1
475	следует отнести	1	1
476	от друга	1	1
477	это только	3	1
478	бы однако	2	1
479	представляется возможным	1	1
480	действия и	2	1
481	говорить о	1	1
482	в дальнейшем	1	1
483	идет речь	2	1
484	демагогии и	1	1
485	и когда	1	1
486	по аналогии	1	1
487	можно было	6	1
488	в борьбе	1	1
489	случае что	1	1
490	подойти к	2	1
491	когда в	2	1
492	стороне от	1	1
493	в последней	1	1
494	же рода	1	1
495	предположить что	1	1
496	с ним	5	1
497	свидетельствуют о	2	1
498	в каждой	1	1
499	них не	1	1
500	о нем	2	1
501	грамматики и	1	1
502	раз эта	1	1
503	и что	5	1
504	чтобы доказать	1	1
505	объяснение в	2	1
506	чтобы с	1	1
507	утверждает что	1	1
508	распространение в	1	1
509	в греческой	2	1
510	и своей	1	1
511	т i	1	1
512	случае ясно	1	1
513	состоит не	1	1
514	является ее	1	1
515	может и	1	1
516	говорит он	1	1
517	и только	1	1
518	богатство и	1	1
519	тезис о	1	1
520	даже для	2	1
521	и следовательно	1	1
522	если это	1	1
523	в лице	1	1
524	в литературе	1	1
525	того что	9	1
526	и естественно	1	1
527	сразу же	1	1
528	в двух	1	1
529	действие в	2	1
530	дело с	1	1
531	нуждается в	3	1
532	были особенно	1	1
533	явления в	1	1
534	хотя бы	10	1
535	к их	1	1
536	и разговорная	1	1
537	в стороне	2	1
538	поэтому и	1	1
539	каком контексте	1	1
540	наше время	1	1
541	этот факт	1	1
542	вопрос об	1	1
543	стоит ли	1	1
544	до наших	1	1
545	себя в	1	1
546	так что	4	1
547	которому он	1	1
548	в большинстве	2	1
549	ни одного	2	1
550	же из	2	1
551	действующего лица	1	1
552	речь в	4	1
553	не дает	1	1
554	в данной	1	1
555	на эту	2	1
556	связывается с	1	1
557	этот раз	1	1
558	себе в	3	1
559	содержания и	1	1
560	нас только	1	1
561	в современном	1	1
562	может служить	2	1
563	не случайно	6	1
564	от того	1	1
565	на том	3	1
566	к именам	1	1
567	для того	16	1
568	друг от	1	1
569	в особенности	3	1
570	представление о	3	1
571	в н	1	1
572	нам не	3	1
573	является их	1	1
574	или иначе	2	1
575	на этот	2	1
576	далеко не	1	1
577	в ряде	2	1
578	было и	1	1
579	борьба за	3	1
580	воспоминания о	1	1
581	заглавий в	1	1
582	к более	1	1
583	в соответствии	3	1
584	что им	1	1
585	превращается в	2	1
586	и литературной	1	1
587	к науке	1	1
588	автором в	1	1
589	именно так	2	1
590	его как	1	1
591	п т	1	1
592	которой я	1	1
593	долгое время	1	1
594	это богатство	1	1
595	о чем	2	1
596	большинстве случаев	1	1
597	и своим	1	1
598	него не	1	1
599	так называемых	1	1
600	в примечаниях	1	1
601	сплошь да	1	1
602	эти слова	1	1
603	в критике	1	1
604	и а	2	1
605	и потому	4	1
606	что именно	1	1
607	на правах	1	1
608	к своему	2	1
609	что теперь	1	1
610	в данном	4	1
611	к жизни	2	1
612	свои основания	1	1
613	в той	5	1
614	применении к	1	1
615	в ответ	1	1
616	как бы	7	1
617	иногда даже	1	1
618	содержащихся в	1	1
619	среди этих	1	1
620	в это	2	1
621	этого слова	3	1
622	с этой	2	1
623	в условиях	1	1
624	в основном	1	1
625	о его	1	1
626	что нет	1	1
627	самого и	1	1
628	из чего	1	1
629	рассматривать как	1	1
630	с большой	1	1
631	со всей	1	1
632	обвиняемых в	2	1
633	только одна	1	1
634	сравнить с	1	1
635	г а	1	1
636	льва толстого	2	1
637	случаях когда	2	1
638	этого рода	6	1
639	мой взгляд	2	1
640	которого они	1	1
641	это уже	1	1
642	в духе	3	1
643	или нет	1	1
644	бы в	7	1
645	еще более	1	1
646	с понятием	1	1
647	содержание этой	1	1
648	именно поэтому	2	1
649	обстоит дело	1	1
650	бы на	2	1
651	отношении к	1	1
652	в общем	3	1
653	к ее	1	1
654	то оно	2	1
655	слово в	1	1
656	не знает	1	1
657	сказать что	1	1
658	понимать как	2	1
659	последний вопрос	1	1
660	совершенно не	1	1
661	или что-либо	1	1
662	больше всего	2	1
663	к его	1	1
664	развития и	1	1
665	именно к	1	1
666	культуры в	1	1
667	на юге	1	1
668	выходят за	1	1
669	в каком	2	1
670	жизни и	1	1
671	гораздо более	3	1
672	как на	3	1
673	в таком	3	1
674	в роли	1	1
675	этой точки	2	1
676	они не	3	1
