N	2gram	Tiupa_Narr_1	Stilisti
300	связь с	1	2
301	и потому	1	2
302	в предыдущей	1	2
303	из которых	1	2
304	в первой	2	2
305	материал для	1	2
306	сих пор	2	2
307	голоса и	1	2
308	но это	1	2
309	обращения к	1	2
310	случаях когда	1	2
311	или в	6	2
312	у них	1	2
313	теперь же	1	2
314	не говоря	1	2
315	в частности	14	2
316	они еще	1	2
317	к этому	1	2
318	в голову	1	2
319	лишь из	1	1
320	жизнь человека	1	1
321	одним из	1	1
322	для образования	1	1
323	же как	1	1
324	чтобы не	1	1
325	не остается	1	1
326	внешней обстановки	1	1
327	переход от	2	1
328	к своей	1	1
329	он почувствовал	1	1
330	другому человеку	1	1
331	и до	1	1
332	в их	1	1
333	из всех	1	1
334	например в	1	1
335	предполагаем что	1	1
336	единого слова	1	1
337	в историю	1	1
338	словами в	1	1
339	язык как	2	1
340	этом не	1	1
341	ни единого	1	1
342	становится совершенно	1	1
343	в сущности	2	1
344	принадлежит к	1	1
345	жизни как	2	1
346	не происходит	1	1
347	ему в	2	1
348	и изменением	1	1
349	того же	1	1
350	же мере	1	1
351	качестве одного	1	1
352	хх веке	1	1
353	быть в	1	1
354	в чем	2	1
355	истории а	1	1
356	но как	3	1
357	не то	1	1
358	и всякий	1	1
359	если в	2	1
360	конечном счете	1	1
361	в зеркале	2	1
362	и читатель	1	1
363	там где	1	1
364	если она	2	1
365	на минуту	1	1
366	в своем	3	1
367	может обойтись	1	1
368	жизни писателя	1	1
369	и где	1	1
370	и есть	1	1
371	такое слово	1	1
372	когда он	1	1
373	бы стать	1	1
374	оказывается с	1	1
375	более или	1	1
376	именно эта	2	1
377	то в	4	1
378	за собой	1	1
379	со своей	1	1
380	с той	1	1
381	в литературном	1	1
382	из этих	4	1
383	осуществляется в	1	1
384	будет сказано	1	1
385	чужое слово	1	1
386	история это	2	1
387	не могла	2	1
388	внутренние миры	1	1
389	все они	1	1
390	тем не	3	1
391	он не	3	1
392	одному из	1	1
393	ключ к	2	1
394	к одному	1	1
395	не как	1	1
396	в силу	1	1
397	что может	2	1
398	облик героя	1	1
399	так например	1	1
400	на то	2	1
401	однако все	1	1
402	могла бы	1	1
403	в другом	1	1
404	в гостиной	1	1
405	нашем случае	1	1
406	на протяжении	7	1
407	при которой	3	1
408	на бумаге	1	1
409	уже знаем	1	1
410	о художественной	1	1
411	одна и	1	1
412	всю свою	1	1
413	чему мы	1	1
414	в речевом	1	1
415	солнце и	1	1
416	но уже	1	1
417	он является	1	1
418	человеческого культурного	1	1
419	репликами со	1	1
420	даже чисто	1	1
421	и тоже	1	1
422	и тогда	2	1
423	и того	2	1
424	с еще	1	1
425	одного и	1	1
426	или менее	1	1
427	самое происходит	1	1
428	нами два	1	1
429	в следующем	1	1
430	и благодаря	1	1
431	нами совершенно	1	1
432	оказывается что	1	1
433	теперь как	3	1
434	свое существование	1	1
435	результатов своего	1	1
436	фраз и	1	1
437	и уж	1	1
438	нельзя было	1	1
439	особое место	1	1
440	поэтому в	1	1
441	его мы	1	1
442	обмен репликами	2	1
443	обращение к	1	1
444	по крайней	1	1
445	что этот	1	1
446	из одного	1	1
447	и условий	1	1
448	по себе	4	1
449	даже в	1	1
450	и вся	1	1
451	произведения и	1	1
452	раз и	1	1
453	содержит в	1	1
454	нашем сознании	1	1
455	не менее	3	1
456	но они	3	1
457	как можно	1	1
458	что эта	1	1
459	она не	2	1
460	в русской	3	1
461	того как	1	1
462	одна из	4	1
463	которая неизбежно	1	1
464	чтобы стать	1	1
465	а тот	1	1
466	людей так	1	1
467	вследствие того	1	1
468	они являются	1	1
469	глядя на	2	1
470	слова во	1	1
471	т.п это	1	1
472	где-нибудь в	1	1
473	так называемый	1	1
474	и делает	1	1
475	течением времени	1	1
476	истории не	3	1
477	посредством которых	1	1
478	понять что	1	1
479	какие только	1	1
480	для его	1	1
481	если же	1	1
482	должен быть	1	1
483	большей части	3	1
484	значений но	1	1
485	что для	1	1
486	не совсем	1	1
487	и о	3	1
488	и сами	1	1
489	и автор	1	1
490	это еще	1	1
491	это позволяет	1	1
492	как по	1	1
493	на разных	1	1
494	за пределами	2	1
495	исторической жизни	1	1
496	в организации	1	1
497	смысл но	1	1
498	человеческого сознания	2	1
499	в произведении	2	1
500	говорили что	1	1
501	с кем-нибудь	1	1
502	всей своей	1	1
503	но зато	2	1
504	речи или	1	1
505	сознании не	1	1
506	речь как	1	1
507	еще в	3	1
508	когда в	3	1
509	является в	1	1
510	связанных между	1	1
511	разрыв с	1	1
512	для этого	1	1
513	внимание к	1	1
514	по мере	2	1
515	даже не	1	1
516	слова а	1	1
517	не существовало	1	1
518	это происходит	1	1
519	историю в	2	1
520	столь же	5	1
521	средство общения	1	1
522	и та	1	1
523	определенным образом	1	1
524	никак не	2	1
525	мог бы	1	1
526	же самым	1	1
527	в конечном	3	1
528	и лишь	1	1
529	между тем	3	1
530	творчества в	1	1
531	это сделать	1	1
532	т.п как	1	1
533	крайней мере	1	1
534	вслед за	1	1
535	от этих	2	1
536	народов и	1	1
537	дома в	1	1
538	в литературе	4	1
539	бросается в	1	1
540	говорить не	1	1
541	с ними	2	1
542	дело с	2	1
543	бы из	1	1
544	к нашему	1	1
545	даже если	1	1
546	правда и	1	1
547	и после	2	1
548	он уже	2	1
549	между этими	1	1
550	русской литературе	1	1
551	где они	2	1
552	времени когда	1	1
553	неразрывно связано	1	1
554	и событий	1	1
555	не можем	1	1
556	но достаточно	1	1
557	языка как	1	1
558	свидетельствует о	1	1
559	не обладают	1	1
560	не из	1	1
561	по отношению	3	1
562	их как	1	1
563	на своего	1	1
564	в хх	1	1
565	могло бы	3	1
566	не о	2	1
567	друг друга	2	1
568	у него	7	1
569	этими словами	1	1
570	автор и	1	1
571	уже только	1	1
572	образом не	1	1
573	и строго	1	1
574	организуют и	1	1
575	это будет	1	1
576	в особенности	2	1
577	однако слово	1	1
578	в исторической	1	1
579	со стороны	8	1
580	мы воспринимаем	1	1
581	до сих	2	1
582	с другой	2	1
583	и нельзя	1	1
584	все равно	2	1
585	действующих лиц	5	1
586	последний случай	1	1
587	по большей	3	1
588	лишь впоследствии	1	1
589	выступает в	1	1
590	окружающего мира	1	1
591	имя может	1	1
592	на этот	1	1
593	этой тайной	1	1
594	обстановкой в	1	1
595	его как	1	1
596	пока что	1	1
597	в комнате	1	1
598	возвращаясь к	1	1
599	происходит и	2	1
600	о чем	4	1
601	свое отражение	1	1
602	человеческой культуры	1	1
603	из многочисленных	1	1
604	со своими	1	1
605	как высказывания	1	1
606	не смог	1	1
607	ближе к	1	1
608	порядок и	1	1
609	в речи	4	1
610	позволяет нам	2	1
611	именно поэтому	1	1
612	лица и	2	1
613	или положение	1	1
614	смысл который	1	1
615	без помощи	1	1
616	ни от	2	1
617	фразы но	1	1
618	тому как	3	1
619	сознания к	1	1
620	внешний облик	1	1
621	ведь для	1	1
622	действительности как	1	1
623	только то	1	1
624	еще раз	3	1
625	именно в	3	1
626	в смысловом	1	1
627	на следующем	1	1
628	как раз	6	1
629	в более	1	1
630	это уже	3	1
631	дистанция между	2	1
632	являются не	1	1
633	указать на	1	1
634	не имея	1	1
635	каким бы	1	1
636	что я	1	1
637	на одном	1	1
638	сознания и	1	1
639	само по	1	1
640	в результате	2	1
641	о котором	1	1
642	что в	3	1
643	речи хотя	1	1
644	говоря о	1	1
645	собственно говоря	1	1
646	с языком	2	1
647	еще более	1	1
648	тем более	1	1
649	в поле	3	1
650	на языке	1	1
651	будто бы	1	1
652	структуру в	1	1
653	слова должны	1	1
654	с другими	1	1
655	или не	4	1
656	языка может	1	1
657	но возможно	2	1
658	нами не	2	1
659	было довольно	1	1
660	а о	2	1
661	в романе	2	1
662	другой стороны	2	1
663	и постоянной	1	1
664	была бы	1	1
665	совершенно не	1	1
666	происходящего в	2	1
667	то хотя	1	1
668	это на	1	1
669	в глаза	1	1
670	самой своей	1	1
671	отношению к	3	1
672	это и	1	1
673	только о	1	1
674	в действительности	1	1
675	наряду с	1	1
676	но еще	1	1
677	в таком	2	1
678	как результат	1	1
679	все что	2	1
680	еще слишком	1	1
