N	2gram	Tiupa_Anal_3	Komedia
274	только как	1	2
275	другой стороны	5	2
276	совершенно не	2	2
277	из этого	1	2
278	в свое	2	2
279	к этой	1	2
280	в своих	1	2
281	в таком	1	2
282	формы и	1	1
283	я и	3	1
284	например в	2	1
285	как имя	1	1
286	себе путь	1	1
287	или к	1	1
288	в первом	2	1
289	к другому	1	1
290	и до	1	1
291	с изображением	2	1
292	видеть в	2	1
293	в зависимости	1	1
294	возникающая в	1	1
295	побуждает его	1	1
296	после слов	2	1
297	мы имеем	5	1
298	и само	1	1
299	вот о	1	1
300	этому же	1	1
301	и себя	1	1
302	в поход	2	1
303	вопрос о	1	1
304	со многими	1	1
305	начинается с	1	1
306	ввести в	1	1
307	принадлежит к	4	1
308	а для	2	1
309	требует от	1	1
310	и просил	1	1
311	я не	1	1
312	не сводится	1	1
313	ему в	1	1
314	если говорить	1	1
315	зависимости от	1	1
316	свой дом	1	1
317	стороны его	1	1
318	в большинстве	2	1
319	он сам	1	1
320	все эти	2	1
321	говоря уже	1	1
322	я на	1	1
323	тем как	1	1
324	сомневаться что	1	1
325	но не	7	1
326	но как	3	1
327	если в	3	1
328	ответ на	3	1
329	должны были	1	1
330	очевидно что	2	1
331	друг от	1	1
332	ситуаций и	1	1
333	в истории	1	1
334	не видно	2	1
335	независимо от	1	1
336	одном из	1	1
337	как к	2	1
338	не это	1	1
339	перед нами	4	1
340	как уже	2	1
341	и как	4	1
342	что по	4	1
343	самом начале	1	1
344	к числу	2	1
345	лицу с	1	1
346	от этого	1	1
347	моментов в	1	1
348	не такое	2	1
349	да еще	1	1
350	для которого	1	1
351	монолог в	1	1
352	из этих	3	1
353	право на	1	1
354	к развязке	1	1
355	в случае	5	1
356	в статье	1	1
357	по крайней	4	1
358	которой не	1	1
359	в восприятии	1	1
360	чего следует	1	1
361	уже говорилось	2	1
362	том чтобы	1	1
363	нашего времени	3	1
364	на жизнь	1	1
365	картины мира	4	1
366	или вовсе	1	1
367	принадлежат к	1	1
368	в компании	1	1
369	его можно	1	1
370	в нее	1	1
371	ему жизнь	1	1
372	в каждом	3	1
373	той же	5	1
374	себя не	1	1
375	это было	1	1
376	который и	1	1
377	ко второму	3	1
378	мы однако	1	1
379	перед своей	1	1
380	а позднее	1	1
381	чаще всего	1	1
382	из первых	1	1
383	его и	1	1
384	позволяет ему	1	1
385	же образом	1	1
386	нет в	1	1
387	этого персонажа	1	1
388	не всегда	3	1
389	или из	2	1
390	известии о	1	1
391	он меня	1	1
392	это нечто	1	1
393	с еще	1	1
394	одно из	1	1
395	от своего	1	1
396	таким же	1	1
397	раз не	1	1
398	как все	1	1
399	в следующем	1	1
400	это делает	1	1
401	страсти и	1	1
402	доме и	1	1
403	место в	1	1
404	не столько	3	1
405	не от	2	1
406	в отличие	2	1
407	возвращающийся к	1	1
408	жанра в	1	1
409	для данного	1	1
410	времени не	1	1
411	к женскому	2	1
412	теми же	1	1
413	далека от	1	1
414	в устах	1	1
415	а вот	2	1
416	так называемого	1	1
417	как смерть	3	1
418	это случается	1	1
419	о прибытии	1	1
420	как можно	1	1
421	свое время	2	1
422	о причине	1	1
423	на себе	1	1
424	еще был	1	1
425	появление отца	1	1
426	же его	1	1
427	не могло	1	1
428	себе самом	1	1
429	не приносит	1	1
430	этому что	1	1
431	характера как	1	1
432	в оправдание	1	1
433	и по	2	1
434	по своей	2	1
435	во всем	3	1
436	прибегать к	1	1
437	и теперь	1	1
438	с новой	1	1
439	со своим	1	1
440	был ее	1	1
441	не нуждается	1	1
442	что на	1	1
443	в бою	1	1
444	представляется нам	2	1
445	и обращается	1	1
446	уже о	1	1
447	судьбы но	1	1
448	могут быть	2	1
449	похож на	1	1
450	но едва	1	1
451	указывает на	3	1
452	он оказывается	1	1
453	слова с	1	1
454	что при	1	1
455	здесь мы	1	1
456	правда не	1	1
457	подобно тому	3	1
458	и открывает	1	1
459	от друга	1	1
460	выставляет на	1	1
461	отношений и	1	1
462	и от	2	1
463	нет никакой	1	1
464	в себя	2	1
465	приверженностью к	1	1
466	и может	1	1
467	в живых	1	1
468	что у	1	1
469	те же	2	1
470	особенно в	1	1
471	живет в	1	1
472	мог бы	1	1
473	к его	1	1
474	своему происхождению	1	1
475	к первому	2	1
476	жизнь и	3	1
477	строго говоря	1	1
478	и всякого	1	1
479	для этого	1	1
480	своего отца	1	1
481	могла не	1	1
482	быть ни	1	1
483	сводится к	2	1
484	является по-видимому	1	1
485	никак не	1	1
486	все их	1	1
487	основе своей	1	1
488	все его	1	1
489	мы понимаем	1	1
490	восходит к	3	1
491	каждом из	1	1
492	то в	2	1
493	путь к	3	1
494	которых в	1	1
495	от них	1	1
496	во втором	4	1
497	этом и	1	1
498	крайней мере	4	1
499	все основания	1	1
500	вслед за	1	1
501	иначе в	1	1
502	я во	1	1
503	присуще и	1	1
504	в описании	1	1
505	своей природе	1	1
506	не требует	1	1
507	не свободно	1	1
508	рассуждение о	1	1
509	там и	1	1
510	с появлением	2	1
511	напротив в	1	1
512	в ситуации	1	1
513	сына в	1	1
514	только в	2	1
515	в стороне	1	1
516	по этому	1	1
517	со всеми	2	1
518	чтобы их	1	1
519	человека с	1	1
520	в текст	1	1
521	и у	1	1
522	а напротив	2	1
523	ни одного	1	1
524	свою жизнь	2	1
525	действующего лица	2	1
526	пока же	2	1
527	каким образом	1	1
528	сам текст	1	1
529	и их	1	1
530	в новом	2	1
531	и заняты	1	1
532	в современном	1	1
533	с этими	1	1
534	не случайно	8	1
535	и никогда	1	1
536	этим же	1	1
537	последовать за	1	1
538	следует признать	3	1
539	мы оставляем	1	1
540	внутреннего мира	1	1
541	в финале	3	1
542	правом на	1	1
543	из двух	1	1
544	о своей	2	1
545	как сам	2	1
546	а именно	1	1
547	эти две	1	1
548	чем он	1	1
549	и между	1	1
550	было и	1	1
551	а с	1	1
552	любви она	1	1
553	из наиболее	1	1
554	говорит о	2	1
555	в соответствии	2	1
556	превращается в	1	1
557	впрочем достаточно	1	1
558	ей не	1	1
559	он только	1	1
560	был в	1	1
561	однако и	3	1
562	не выдерживает	1	1
563	в слове	5	1
564	женскому полу	2	1
565	наконец не	1	1
566	его глазах	1	1
567	не видит	1	1
568	сравним с	1	1
569	на фоне	1	1
570	и потому	2	1
571	намек на	1	1
572	не удается	1	1
573	исследователей в	1	1
574	незадолго до	1	1
575	того кого	1	1
576	к жизни	3	1
577	из уст	1	1
578	лицом к	1	1
579	такого рода	5	1
580	тому как	2	1
581	в ответ	2	1
582	в тех	2	1
583	когда же	1	1
584	да и	2	1
585	поскольку он	3	1
586	в первой	8	1
587	хотя он	1	1
588	что между	1	1
589	на пути	2	1
590	можно сказать	4	1
591	сне не	1	1
592	фактов в	1	1
593	не любил	1	1
594	под названием	1	1
595	современном литературоведении	1	1
596	как отец	1	1
597	текстов не	1	1
598	сына на	1	1
599	на волоске	1	1
600	войти в	1	1
601	в кладовой	1	1
602	в голову	1	1
603	и постепенное	1	1
604	е о	2	1
605	себя самого	1	1
606	к счастью	1	1
607	могли бы	2	1
608	всякого рода	1	1
609	не должен	2	1
610	при известии	1	1
611	мог быть	1	1
612	ничего более	1	1
613	все они	2	1
614	места в	1	1
615	хотя в	2	1
616	бы на	1	1
617	что лирическое	1	1
618	к лицу	1	1
619	к самому	1	1
620	жизни в	1	1
621	не говоря	1	1
622	на смену	1	1
623	сказать что	2	1
624	и только	1	1
625	первом случае	1	1
626	они принадлежат	1	1
627	жизнь в	1	1
628	жизни и	1	1
629	но еще	1	1
630	пришел в	1	1
631	по поводу	3	1
632	детей становится	1	1
633	во сне	3	1
634	оказывается уже	2	1
635	как на	1	1
636	они не	1	1
637	же события	1	1
