N	2gram	Medvedev_F_3	OGranits
161	в зависимости	5	2
162	о языке	1	2
163	общения и	2	2
164	тем что	5	2
165	социальной оценкой	4	2
166	в них	3	2
167	иерархическое место	1	2
168	в области	2	2
169	с другой	6	2
170	в самом	11	2
171	входит в	8	2
172	того или	1	2
173	может стать	3	2
174	данного материала	4	2
175	она является	1	2
176	одной стороны	1	2
177	материал в	4	2
178	литературное произведение	3	2
179	более того	6	2
180	не на	3	2
181	а не	17	2
182	другой стороны	5	2
183	в руках	1	2
184	между собою	1	2
185	там где	7	2
186	в связи	4	2
187	этот материал	1	2
188	том что	4	2
189	с помощью	8	2
190	и при	1	2
191	языком как	1	2
192	и ее	6	2
193	так же	9	2
194	в отношении	2	2
195	и помимо	1	2
196	в течение	1	2
197	его вне	1	2
198	литературного произведения	4	2
199	с этой	1	2
200	слова и	4	2
201	художественное произведение	11	2
202	интонации в	1	2
203	не менее	7	2
204	что эта	1	2
205	самого начала	1	2
206	социальной оценки	12	2
207	оценка и	5	2
208	в шкловского	2	2
209	сознания и	2	2
210	не касаемся	2	2
211	от всех	4	2
212	бы в	6	2
213	истории литературы	6	2
214	и является	4	2
215	значение материала	1	2
216	а в	1	2
217	еще в	3	2
218	в целях	2	2
219	нет ничего	1	2
220	героя и	2	2
221	имеет место	3	2
222	элемента в	1	2
223	всякой установки	1	2
224	могут быть	4	2
225	в своих	6	2
226	поэтического языка	1	2
227	каждое слово	1	2
228	к тому	4	2
229	данную эпоху	1	1
230	и это	2	1
231	можно говорить	4	1
232	оно может	1	1
233	от произведения	1	1
234	одним из	3	1
235	изучение словесного	1	1
236	слова всякое	2	1
237	же как	3	1
238	своего развития	1	1
239	совершенно справедливо	1	1
240	человека и	2	1
241	функции в	3	1
242	не физическое	1	1
243	и через	1	1
244	в виду	3	1
245	того же	3	1
246	и сами	2	1
247	формалистов к	1	1
248	как известно	1	1
249	на основе	1	1
250	это и	2	1
251	индивидуального организма	4	1
252	в собственном	1	1
253	работы но	1	1
254	последнее время	1	1
255	нам кажется	2	1
256	и сводится	1	1
257	здесь и	6	1
258	в себя	1	1
259	ту же	2	1
260	старшей и	3	1
261	взаимодействия людей	1	1
262	конструкции поэтического	1	1
263	и до	1	1
264	не имеют	1	1
265	ведь и	1	1
266	творчества именно	1	1
267	собственном смысле	1	1
268	можно было	1	1
269	к психологизму	1	1
270	значения как	1	1
271	отсюда и	1	1
272	или на	2	1
273	мы имеем	1	1
274	автоматизация ощутимость	1	1
275	произведение превращается	2	1
276	содержания в	1	1
277	и о	1	1
278	возможно только	2	1
279	на место	1	1
280	для этого	2	1
281	из одного	2	1
282	по себе	4	1
283	по мере	1	1
284	выходит за	1	1
285	с ее	2	1
286	и который	1	1
287	сводится к	5	1
288	его действительного	1	1
289	из того	1	1
290	часто и	1	1
291	но даже	1	1
292	ему в	1	1
293	этого термина	1	1
294	то это	1	1
295	есть акт	1	1
296	словесного искусства	1	1
297	в действительной	1	1
298	линия литературы	1	1
299	композиционные функции	5	1
300	общения в	1	1
301	в мире	1	1
302	в каждой	1	1
303	элементов входящих	1	1
304	оценки все	2	1
305	и что	3	1
306	произведение и	1	1
307	не имеем	1	1
308	еще не	6	1
309	связи со	1	1
310	ценностной разновесомости	1	1
311	поэтическое произведение	5	1
312	их исторической	1	1
313	этого общения	1	1
314	из литературы	1	1
315	столь же	3	1
316	время в	3	1
317	выбор содержания	1	1
318	рядов и	1	1
319	общение в	1	1
320	и своей	2	1
321	тем как	1	1
322	физическое тело	1	1
323	произведения его	2	1
324	то мы	3	1
325	и существенного	1	1
326	обязательна но	1	1
327	на самом	14	1
328	совсем не	5	1
329	взаимодействия и	1	1
330	но не	5	1
331	то он	3	1
332	существеннейших проблем	1	1
333	переходит в	2	1
334	и остаются	1	1
335	может и	3	1
336	событие художественного	1	1
337	же является	2	1
338	нет и	3	1
339	неповторимость его	1	1
340	или иное	2	1
341	значение имеет	1	1
342	и речи	2	1
343	материал который	2	1
344	всего является	1	1
345	средств и	2	1
346	на то	1	1
347	но столь	1	1
348	один и	1	1
349	в художественной	2	1
350	в истории	5	1
351	в одной	5	1
352	эта связь	2	1
353	для создания	1	1
354	конечно при	1	1
355	историко-литературного развития	4	1
356	эта проблема	1	1
357	в своем	2	1
358	высказывание от	1	1
359	то или	2	1
360	один из	1	1
361	которые и	1	1
362	социальных взаимоотношений	1	1
363	моменты в	1	1
364	творца и	1	1
365	ценностей в	1	1
366	и как	4	1
367	через известный	1	1
368	характер носит	1	1
369	метод в	2	1
370	одной из	2	1
371	история литературы	2	1
372	что он	6	1
373	произведения есть	1	1
374	роль играет	1	1
375	или иную	1	1
376	не должна	1	1
377	может привести	1	1
378	который в	1	1
379	в значительной	1	1
380	исторической ситуацией	1	1
381	этим словом	1	1
382	существует лишь	1	1
383	организма и	1	1
384	в литературоведении	1	1
385	то почему	1	1
386	является лишь	4	1
387	так в	2	1
388	выражение в	1	1
389	ни одна	1	1
390	в этой	2	1
391	в последнее	1	1
392	оценкой и	1	1
393	промежуток времени	1	1
394	для всех	1	1
395	с их	1	1
396	остановиться на	1	1
397	в дальнейшем	5	1
398	и тот	1	1
399	конечно не	4	1
400	литературы в	1	1
401	сливаются в	3	1
402	не можем	2	1
403	и у	1	1
404	изучены и	1	1
405	только на	4	1
406	если он	1	1
407	положение что	1	1
408	произведение может	1	1
409	вследствие этого	3	1
410	в нашей	1	1
411	и если	1	1
412	и чисто	1	1
413	к слову	1	1
414	является не	2	1
415	что она	2	1
416	не из	1	1
417	эту тенденцию	1	1
418	процесса смены	1	1
419	путем абстракции	1	1
420	или даже	1	1
421	и других	1	1
422	задачи поэтики	1	1
423	его и	3	1
424	превращаются в	2	1
425	ту или	2	1
426	произведении как	2	1
427	врывается на	1	1
428	одно из	1	1
429	а вовсе	4	1
430	социальных оценок	5	1
431	переходит от	1	1
432	художественного высказывания	1	1
433	содержания и	4	1
434	внутренней речи	2	1
435	как их	2	1
436	мы полагаем	1	1
437	ни была	1	1
438	проблемы не	1	1
439	в конце	3	1
440	и должна	1	1
441	пустоту и	1	1
442	окрашивающая каждое	1	1
443	шкловского и	1	1
444	еще одну	1	1
445	подобно тому	4	1
446	и никогда	1	1
447	отличие от	2	1
448	на этом	2	1
449	только некоторые	1	1
450	лишь с	2	1
451	не обязательна	1	1
452	имеется еще	2	1
453	или иных	1	1
454	входящих в	1	1
455	материала правда	1	1
456	и вместе	1	1
457	и всякое	2	1
458	формалистической поэтики	1	1
459	положения что	1	1
460	даже и	1	1
461	для того	4	1
462	этим самым	2	1
463	эпохи не	1	1
464	же не	1	1
465	и выбор	3	1
466	что такой	1	1
467	в чисто	2	1
468	и отчетливое	1	1
469	к другому	2	1
470	значимое в	1	1
471	бы быть	2	1
472	к разрешению	2	1
473	на все	2	1
474	последнем счете	2	1
475	и здесь	1	1
476	поэтической структуры	2	1
477	его в	7	1
478	те или	1	1
479	данность произведения	1	1
480	искусства в	3	1
481	от одного	2	1
482	форм их	1	1
483	и иных	1	1
484	идеологического кругозора	6	1
485	всякое высказывание	3	1
486	к которому	2	1
487	создание новых	1	1
488	ориентируется на	1	1
489	такого понимания	1	1
490	является социальная	1	1
491	художественного слова	1	1
492	в природе	1	1
493	ясно в	1	1
494	лежит в	1	1
495	сколько-нибудь ясное	1	1
496	еще одно	1	1
497	что мы	1	1
498	только к	1	1
499	психологизма и	1	1
500	к более	2	1
501	произведения не	1	1
502	полагаем что	1	1
503	каждом элементе	1	1
504	для них	7	1
505	из нее	2	1
506	произведение как	6	1
507	о которых	1	1
508	не было	1	1
509	о художественном	1	1
510	а на	2	1
511	соприкасается с	1	1
512	и самый	2	1
513	самое слово	1	1
514	слове в	1	1
515	их только	1	1
516	младшая линия	2	1
517	переходим к	1	1
518	он и	3	1
519	и вне	2	1
520	как ни	1	1
521	все время	6	1
522	отнюдь не	8	1
523	с миром	1	1
524	отражается в	1	1
525	понятие о	1	1
526	существует то	1	1
527	выйти за	1	1
528	высказывания отражает	1	1
529	должно быть	1	1
530	этого произведения	1	1
531	менее всего	4	1
532	единичного высказывания	1	1
533	такой же	2	1
534	автора и	1	1
535	ясное и	1	1
536	и тогда	2	1
537	место старшей	1	1
538	связаны между	1	1
539	существующих в	1	1
540	есть одно	1	1
541	но при	2	1
542	но если	2	1
543	полностью в	1	1
544	на который	1	1
545	себе в	1	1
546	этом нужно	2	1
547	художественного творчества	2	1
548	что раньше	1	1
549	но там	1	1
550	идеологический материал	6	1
551	в такой	2	1
552	как это	4	1
553	возможности в	1	1
554	теперь мы	1	1
555	ощущаем в	1	1
556	лингвистических элементов	2	1
557	и абсолютно	1	1
558	и столь	1	1
559	себе а	1	1
560	между языком	1	1
561	в отличие	2	1
562	в которых	3	1
563	и глубоко	1	1
564	он говорит	1	1
565	конечно экспрессивная	1	1
566	такой степени	1	1
567	касаемся здесь	1	1
568	отчетливее всего	2	1
569	она есть	3	1
570	к этому	2	1
571	где она	2	1
572	высказывания они	1	1
573	тому как	5	1
574	для данного	4	1
575	известный промежуток	1	1
576	времени не	1	1
577	высказывания и	5	1
578	формального метода	2	1
579	тем не	2	1
580	дано художнику	1	1
581	в эпоху	3	1
582	и более	3	1
583	их в	3	1
584	для понимания	1	1
585	но имеется	1	1
586	где нет	2	1
587	необходимо чтобы	2	1
588	в последнем	2	1
589	может идти	1	1
590	к следующему	1	1
591	от более	1	1
592	быть не	1	1
593	не создает	1	1
594	в искусствоведении	1	1
595	этого слова	2	1
596	же такое	1	1
597	только то	3	1
598	в контексте	1	1
599	тому что	3	1
600	нет никакого	1	1
601	которых еще	1	1
602	быть и	1	1
603	является для	3	1
604	между людьми	3	1
605	важная проблема	1	1
606	в условиях	3	1
607	до конца	4	1
608	литературы как	1	1
609	но это	2	1
610	литературных школ	3	1
611	в начале	1	1
612	интонация совсем	1	1
613	виду что	2	1
614	социальной оценке	1	1
615	в то	7	1
616	как о	2	1
617	одна из	2	1
618	пространство и	1	1
619	определяет выбор	1	1
620	произведений и	3	1
621	тех или	1	1
622	материал ведь	1	1
623	всю совокупность	1	1
624	весь этот	2	1
625	поэта как	1	1
626	в изобразительных	1	1
627	мы все	1	1
628	ними и	2	1
629	того чтобы	5	1
630	иметь в	1	1
631	и чем	1	1
632	при таком	1	1
633	формы и	3	1
634	в разных	1	1
635	как система	2	1
636	связанный с	1	1
637	следствием того	1	1
638	интонации экспрессивная	1	1
639	она отчетливее	1	1
640	всего дает	1	1
641	того как	1	1
642	свою историческую	1	1
643	в самой	2	1
644	находятся в	2	1
645	ее и	2	1
646	у некоторых	1	1
647	же время	7	1
648	данной социальной	6	1
649	лишь как	3	1
650	в основе	3	1
651	она никогда	1	1
652	устойчивой синтаксической	1	1
653	к произведению	1	1
654	интонация окрашивающая	1	1
655	идеологическим материалом	1	1
656	материале и	1	1
657	вообще в	1	1
658	от него	2	1
659	за исключением	1	1
660	неизбежным следствием	3	1
661	из существеннейших	1	1
662	потому что	7	1
663	в новых	1	1
664	связи с	5	1
665	же слова	2	1
666	в замысел	1	1
667	входя в	2	1
668	и стилистические	1	1
669	быть понята	1	1
670	этом отношении	3	1
671	об этом	1	1
672	понимания и	1	1
673	та или	1	1
674	действительность с	1	1
675	не знает	1	1
676	есть она	1	1
677	сказать что	3	1
678	ведь именно	1	1
679	в задачу	1	1
680	стиль и	1	1
681	уже говорить	1	1
682	историческую неповторимость	1	1
683	в поэтическом	1	1
684	равно как	3	1
685	все то	1	1
686	понимается как	1	1
687	более устойчивой	1	1
688	и именно	2	1
689	не входит	1	1
690	о литературе	1	1
691	и часто	1	1
692	дает понятие	1	1
693	отражает историческую	1	1
694	во все	1	1
695	как мычание	1	1
696	с его	2	1
697	произведения и	3	1
698	же самое	3	1
699	вместе с	6	1
700	этого и	1	1
701	слово высказывания	1	1
702	в данную	2	1
703	в технике	1	1
704	лишь такое	1	1
705	что при	1	1
706	плоскости в	1	1
707	этой точки	1	1
708	они не	4	1
