N	2gram	Losev_Vlad_1	Hudozhes
281	одним из	2	1
282	мешало ему	1	1
283	и через	3	1
284	течение всей	4	1
285	и объясняется	1	1
286	тех же	2	1
287	это и	2	1
288	так у	1	1
289	мы имели	1	1
290	и так	3	1
291	на две	1	1
292	не представляли	1	1
293	с в	3	1
294	также и	10	1
295	чего в	1	1
296	мы имеем	1	1
297	мы не	1	1
298	его матери	1	1
299	что если	1	1
300	ответить на	1	1
301	говорил он	1	1
302	нам в	1	1
303	и совсем	1	1
304	не вышло	1	1
305	время как	1	1
306	что можно	1	1
307	которого в	1	1
308	опере но	1	1
309	это время	3	1
310	и самого	1	1
311	также о	1	1
312	не нужно	1	1
313	он был	14	1
314	на них	1	1
315	и личность	2	1
316	бы то	1	1
317	в различных	1	1
318	во всех	1	1
319	и юности	1	1
320	природы и	1	1
321	легко и	1	1
322	то он	6	1
323	позиции даже	1	1
324	к которой	1	1
325	в сторону	1	1
326	к богу	1	1
327	свою жизнь	1	1
328	в общем	3	1
329	него с	1	1
330	себе и	1	1
331	не просто	1	1
332	нет и	2	1
333	в свои	2	1
334	за пределы	3	1
335	смотрел на	1	1
336	в настоящем	1	1
337	один и	2	1
338	в течение	9	1
339	в одной	1	1
340	поскольку они	1	1
341	только об	1	1
342	как к	2	1
343	ней в	1	1
344	он себе	1	1
345	хотя и	4	1
346	когда он	5	1
347	и воображение	1	1
348	детей к	1	1
349	его к	2	1
350	себе не	1	1
351	и глубокой	1	1
352	для которого	1	1
353	в которой	4	1
354	из жизни	1	1
355	ни один	1	1
356	мне не	1	1
357	так или	1	1
358	представляет собой	1	1
359	он в	3	1
360	все эти	3	1
361	человеке и	1	1
362	и тот	2	1
363	с кафедры	1	1
364	так сказать	1	1
365	вот они	1	1
366	жизнью и	1	1
367	же о	2	1
368	еще раньше	1	1
369	из этой	1	1
370	нее и	1	1
371	и когда	1	1
372	стороны же	1	1
373	ушел в	1	1
374	однако он	1	1
375	в силу	1	1
376	душу и	1	1
377	том чтобы	2	1
378	содержит в	1	1
379	их в	1	1
380	свое время	6	1
381	близости с	1	1
382	на жизнь	1	1
383	просвещения и	1	1
384	него в	2	1
385	дом и	1	1
386	в большой	1	1
387	он об	1	1
388	но все	1	1
389	не следует	1	1
390	слова не	1	1
391	в каждом	1	1
392	жизнь которая	1	1
393	здесь мы	3	1
394	смысле в	1	1
395	то ни	1	1
396	а когда	1	1
397	в отставку	1	1
398	то есть	3	1
399	г в	1	1
400	и других	2	1
401	которого не	1	1
402	которая как	2	1
403	и тем	1	1
404	даже в	2	1
405	только одно	1	1
406	в самую	1	1
407	всю жизнь	3	1
408	которой он	5	1
409	он и	6	1
410	для чего	1	1
411	обычно у	1	1
412	в москве	8	1
413	жизни но	1	1
414	духовной жизни	1	1
415	не мог	3	1
416	и еще	2	1
417	во время	3	1
418	никак не	4	1
419	таким же	1	1
420	человек и	1	1
421	взгляд на	3	1
422	где мы	1	1
423	на месте	1	1
424	то для	1	1
425	каким был	1	1
426	на свою	3	1
427	а потом	1	1
428	знаем что	2	1
429	от его	1	1
430	но он	5	1
431	теми же	1	1
432	казались ему	1	1
433	видно что	5	1
434	была не	2	1
435	и более	1	1
436	в конце	9	1
437	что сам	2	1
438	том же	1	1
439	и шесть	1	1
440	в духовной	1	1
441	слов о	1	1
442	он увидел	1	1
443	любовь к	1	1
444	раз и	3	1
445	в атмосфере	1	1
446	и притом	3	1
447	что с	2	1
448	на кладбище	1	1
449	что ему	1	1
450	автора он	1	1
451	то чего	1	1
452	дело в	4	1
453	на себе	1	1
454	было не	1	1
455	можно судить	4	1
456	чем не	2	1
457	не могло	1	1
458	всей его	2	1
459	был в	3	1
460	найти в	1	1
461	и всегда	3	1
462	настаивать на	1	1
463	имеем дело	1	1
464	о ней	1	1
465	м м	15	1
466	почему это	1	1
467	учения о	1	1
468	этих двух	1	1
469	ему было	3	1
470	же после	1	1
471	того в	2	1
472	к концу	2	1
473	он тогда	1	1
474	не столь	1	1
475	за его	1	1
476	в области	1	1
477	ему не	1	1
478	становится для	1	1
479	в момент	2	1
480	с разными	1	1
481	поэтому не	1	1
482	есть только	1	1
483	характер с	1	1
484	и такие	2	1
485	него по	1	1
486	от нее	2	1
487	своей детской	1	1
488	молодым человеком	3	1
489	на это	2	1
490	только одну	1	1
491	время он	3	1
492	необходимым и	1	1
493	и толстой	2	1
494	кому и	1	1
495	на каторгу	1	1
496	не существует	1	1
497	ли с	1	1
498	с самого	1	1
499	всей своей	1	1
500	в дальнейшем	8	1
501	может дать	1	1
502	в личной	1	1
503	то как	2	1
504	в годы	2	1
505	способности к	1	1
506	только через	1	1
507	особенно в	1	1
508	когда его	1	1
509	глубоко и	2	1
510	еще в	4	1
511	но у	1	1
512	жизнь и	3	1
513	она тоже	1	1
514	своей комнаты	1	1
515	он к	1	1
516	был не	2	1
517	на что	2	1
518	в настоящее	1	1
519	в разных	1	1
520	образом в	2	1
521	и поведения	1	1
522	о сближении	1	1
523	он здесь	1	1
524	как существо	1	1
525	и здесь	3	1
526	том с	1	1
527	настоящее время	1	1
528	как сам	1	1
529	но мы	2	1
530	и что	6	1
531	и который	2	1
532	роль принадлежит	1	1
533	в гимназии	1	1
534	времени в	2	1
535	в значительной	1	1
536	как было	2	1
537	нас в	1	1
538	а во	1	1
539	заключается в	1	1
540	все в	1	1
541	было ничего	1	1
542	или иначе	1	1
543	его личности	1	1
544	этот момент	2	1
545	и хорошо	1	1
546	ко всей	1	1
547	для той	1	1
548	бы она	1	1
549	из своего	3	1
550	в другой	1	1
551	по разным	1	1
552	даже для	1	1
553	не знаю	1	1
554	о своих	1	1
555	судить по	2	1
556	того что	2	1
557	по своей	4	1
558	но с	1	1
559	сразу же	1	1
560	и одновременно	1	1
561	время когда	1	1
562	согласиться с	1	1
563	меня и	1	1
564	отцу и	1	1
565	и привело	1	1
566	и потому	6	1
567	и весьма	2	1
568	к отцу	1	1
569	по мнению	1	1
570	жизнью я	1	1
571	всей жизни	3	1
572	но как	5	1
573	например с	1	1
574	и теперь	4	1
575	не мешает	1	1
576	это же	1	1
577	со всеми	1	1
578	так что	10	1
579	для всех	1	1
580	уже в	7	1
581	он очень	2	1
582	толстой в	1	1
583	вернуться к	1	1
584	в дом	1	1
585	в начале	3	1
586	целого ряда	1	1
587	их как	1	1
588	который как	1	1
589	я в	1	1
590	не для	1	1
591	так как	8	1
592	для меня	4	1
593	то время	2	1
594	отношении к	1	1
595	на меня	1	1
596	что толстой	1	1
597	и никогда	2	1
598	он мог	1	1
599	этом отношении	1	1
600	от того	1	1
601	чувствует себя	1	1
602	тоже была	1	1
603	без того	1	1
604	и даже	15	1
605	эта характеристика	1	1
606	что человек	1	1
607	этого человека	1	1
608	по своим	3	1
609	а именно	2	1
610	человека а	1	1
611	и говорил	1	1
612	это все	1	1
613	возвращается в	1	1
614	воспоминания о	1	1
615	т и	2	1
616	в московской	2	1
617	выступает в	1	1
618	что бы	1	1
619	настоящего времени	1	1
620	и стал	3	1
621	которых мы	1	1
622	у меня	2	1
623	до конца	1	1
624	он немного	1	1
625	с которым	2	1
626	о молодом	1	1
627	за нею	1	1
628	говорит например	1	1
629	что скоро	1	1
630	уже давно	1	1
631	в точности	1	1
632	же с	11	1
633	получил в	3	1
634	с удовольствием	1	1
635	редко и	1	1
636	к жизни	2	1
637	что за	1	1
638	чем в	1	1
639	такого рода	4	1
640	в воспоминаниях	1	1
641	это его	1	1
642	в тот	2	1
643	по существу	2	1
644	человек с	1	1
645	на свете	1	1
646	другого человека	1	1
647	и собственного	1	1
648	с этой	1	1
649	лет она	2	1
650	но это	3	1
651	не любил	1	1
652	его собственная	1	1
653	которых он	2	1
654	ей было	2	1
655	в с	1	1
656	в бога	1	1
657	о сыне	1	1
658	котором он	1	1
659	и среди	1	1
660	он чувствовал	1	1
661	каждый год	1	1
662	она уже	1	1
663	это часто	1	1
664	же пока	1	1
665	народного просвещения	3	1
666	интерес к	1	1
667	бы в	1	1
668	и н	3	1
669	приведенных выше	1	1
670	но зато	2	1
671	на языке	1	1
672	же в	1	1
673	молодые годы	1	1
674	с ней	1	1
675	другой стороны	3	1
676	совершенно не	2	1
677	жизни а	1	1
678	почему он	1	1
679	он получил	1	1
680	из этого	2	1
681	на лице	1	1
682	об отношении	1	1
683	к этой	2	1
684	в своих	5	1
685	к м	1	1
686	к этому	6	1
687	в таком	1	1
