N	2gram	Vinokur_Vv_1	Problemy
392	что когда-то	1	1
393	в одних	1	1
394	в распоряжении	1	1
395	однако не	4	1
396	просто как	1	1
397	от нашего	1	1
398	приводят к	1	1
399	и художественного	1	1
400	себе не	1	1
401	словом все	1	1
402	сливается с	3	1
403	времени как	1	1
404	та же	1	1
405	точку зрения	1	1
406	под ней	3	1
407	что это	3	1
408	в целом	5	1
409	античности в	1	1
410	бы с	1	1
411	так или	4	1
412	знать и	2	1
413	общий смысл	1	1
414	языка а	2	1
415	учение о	2	1
416	с их	5	1
417	тому же	1	1
418	во многих	1	1
419	из его	2	1
420	на его	1	1
421	что она	3	1
422	в ее	11	1
423	и задачи	1	1
424	формы но	1	1
425	он должен	1	1
426	отношений между	3	1
427	в силу	3	1
428	и вот	3	1
429	в первом	5	1
430	новое и	1	1
431	что у	1	1
432	хотя все	1	1
433	даже прямо	1	1
434	ii но	1	1
435	не бывает	2	1
436	одно и	1	1
437	это конечно	1	1
438	внешний характер	1	1
439	что все	1	1
440	или два	1	1
441	на этой	3	1
442	его в	6	1
443	для нее	1	1
444	которая как	2	1
445	в существенном	2	1
446	не совпадает	1	1
447	лишь на	1	1
448	ведь в	1	1
449	выходя из	1	1
450	до времени	1	1
451	в них	4	1
452	она и	1	1
453	ни одной	1	1
454	и совершается	1	1
455	не всегда	1	1
456	и уже	3	1
457	всегда и	1	1
458	несмотря на	2	1
459	значит не	1	1
460	мы знаем	1	1
461	чем в	3	1
462	от языка	1	1
463	духовной жизни	3	1
464	и тогда	3	1
465	в научной	1	1
466	который как	1	1
467	можно только	2	1
468	во время	1	1
469	бы на	1	1
470	что если	2	1
471	во второй	3	1
472	от своего	1	1
473	котором идет	2	1
474	не последнее	1	1
475	в такой	1	1
476	не должен	1	1
477	по сравнению	3	1
478	чтобы эта	1	1
479	же направлении	1	1
480	высшем смысле	1	1
481	не столько	2	1
482	для всякого	1	1
483	мы теперь	1	1
484	лингвистика изучает	1	1
485	но во	1	1
486	в прямом	2	1
487	превратиться в	1	1
488	возможно только	1	1
489	однако в	3	1
490	для разработки	1	1
491	здесь следовательно	1	1
492	тому что	2	1
493	и очень	1	1
494	и разновидности	1	1
495	так он	1	1
496	как может	1	1
497	самого начала	1	1
498	мысли в	1	1
499	дело не	3	1
500	тогда когда	3	1
501	к этим	1	1
502	и отдельных	1	1
503	и имеет	1	1
504	в самых	1	1
505	о них	2	1
506	до своего	1	1
507	и всегда	1	1
508	и без	2	1
509	очень сложные	1	1
510	на практике	1	1
511	его можно	2	1
512	различна но	1	1
513	а лишь	1	1
514	и нужно	1	1
515	связи с	3	1
516	и сама	1	1
517	в более	2	1
518	из истории	2	1
519	только с	3	1
520	как будто	3	1
521	их по	1	1
522	что на	1	1
523	точном смысле	1	1
524	в области	4	1
525	такие же	1	1
526	среди них	1	1
527	именно оно	2	1
528	к отдельным	2	1
529	да рядом	1	1
530	когда мы	2	1
531	нисколько не	3	1
532	особый оттенок	1	1
533	лежит в	2	1
534	имеет своего	1	1
535	указание на	1	1
536	должны быть	1	1
537	всего в	1	1
538	как своего	1	1
539	значительной степени	1	1
540	к речи	1	1
541	этот воображаемый	1	1
542	что при	1	1
543	а затем	1	1
544	которого мы	2	1
545	того чтобы	21	1
546	как не	1	1
547	как один	1	1
548	данном случае	5	1
549	особой точки	1	1
550	он определяет	1	1
551	с разных	1	1
552	от времени	1	1
553	с самого	1	1
554	идет речь	2	1
555	действительно по	2	1
556	что может	3	1
557	на нее	2	1
558	не с	2	1
559	собой в	2	1
560	отсюда и	2	1
561	историю своей	1	1
562	еще в	1	1
563	известной мере	2	1
564	это только	4	1
565	в осуществлении	1	1
566	в эпоху	1	1
567	и вообще	3	1
568	сообщение о	1	1
569	художественного образа	1	1
570	преимущественно в	2	1
571	смысле и	2	1
572	слове иногда	1	1
573	собственно в	1	1
574	оно направлено	1	1
575	и соответственно	1	1
576	могут дать	1	1
577	каждом своем	1	1
578	после того	2	1
579	в значительной	2	1
580	языке как	1	1
581	с теми	2	1
582	нем не	1	1
583	смысле не	1	1
584	или иначе	4	1
585	во втором	2	1
586	автор как	1	1
587	или иными	1	1
588	язык в	1	1
589	наконец в	1	1
590	и самые	1	1
591	как некогда	1	1
592	в литературе	1	1
593	известно что	1	1
594	быть и	2	1
595	на которой	1	1
596	один из	6	1
597	целое в	1	1
598	также ее	1	1
599	мы видим	1	1
600	и критика	1	1
601	пока речь	1	1
602	с каждым	1	1
603	в какой	4	1
604	для себя	1	1
605	не видеть	1	1
606	в стороне	1	1
607	должен был	4	1
608	в уста	1	1
609	с одной	4	1
610	именно на	2	1
611	с которыми	1	1
612	своего собственного	1	1
613	сильнее чем	2	1
614	и у	1	1
615	и искусно	1	1
616	вопроса о	1	1
617	ее а	1	1
618	своим собственным	1	1
619	какой они	1	1
620	дать ответ	2	1
621	не знать	1	1
622	языка как	2	1
623	достоевского или	1	1
624	только слово	1	1
625	имеет еще	1	1
626	а это	1	1
627	на самую	1	1
628	его и	1	1
629	признать его	1	1
630	очень широком	1	1
631	всяком случае	3	1
632	самого слова	1	1
633	как их	1	1
634	ее не	1	1
635	при всей	1	1
636	может служить	3	1
637	из системы	1	1
638	свое выражение	3	1
639	она имеет	1	1
640	даже и	3	1
641	в очень	3	1
642	что могло	3	1
643	из двух	2	1
644	нужно было	1	1
645	одной стороны	4	1
646	со стороны	12	1
647	это есть	2	1
648	особенности ее	1	1
649	эпоху возрождения	1	1
650	именно в	8	1
651	а именно	6	1
652	в каких	1	1
653	к которому	1	1
654	только один	1	1
655	и др	2	1
656	что не	5	1
657	в соответствии	2	1
658	связано с	1	1
659	самом же	1	1
660	которых мы	1	1
661	а главное	1	1
662	не на	1	1
663	есть лишь	2	1
664	однако и	1	1
665	человек в	1	1
666	так называемой	3	1
667	отсюда возникает	1	1
668	но есть	1	1
669	мы разумеется	1	1
670	в связи	2	1
671	все более	3	1
672	в сторону	1	1
673	различным образом	1	1
674	к лицу	1	1
675	каждом из	1	1
676	и особенно	1	1
677	к устному	1	1
678	как это	5	1
679	мы говорим	2	1
680	речь не	1	1
681	и понимать	3	1
682	о возможности	1	1
683	автора в	1	1
684	этого типа	1	1
685	лицом к	1	1
686	перечислять все	1	1
687	при любом	1	1
688	но сущность	1	1
689	слова о	1	1
690	к действительности	2	1
691	в тех	2	1
692	рассказа в	1	1
693	в форме	2	1
694	в каком-нибудь	1	1
695	и судьбы	1	1
696	и другой	1	1
697	как целое	3	1
698	как две	3	1
699	очень различны	1	1
700	еще раз	1	1
701	здесь таким	1	1
702	этом случае	6	1
703	сплошь да	1	1
704	есть язык	1	1
705	не любил	1	1
706	этот образ	1	1
707	которых он	1	1
708	связь в	1	1
709	изменения в	1	1
710	в точном	1	1
711	котором он	2	1
712	диалектов и	1	1
713	работы над	6	1
714	а к	1	1
715	бы ему	1	1
716	человека на	1	1
717	этой форме	1	1
718	от области	1	1
719	конце концов	2	1
720	но зато	2	1
721	ни было	1	1
722	разных сторон	1	1
723	бы оно	1	1
724	французский язык	1	1
725	не есть	4	1
726	по поводу	1	1
727	в свою	1	1
728	и глубокого	1	1
729	с ней	2	1
730	средние века	1	1
731	и внутренне	1	1
732	в частности	3	1
733	целое не	1	1
734	жизни а	1	1
735	встречается с	1	1
736	своего предмета	1	1
737	типа и	1	1
738	одновременно и	1	1
739	быть установлен	1	1
740	можно назвать	1	1
741	ли они	1	1
742	в своих	2	1
743	и эта	1	1
744	это в	2	1
745	к этому	3	1
746	как на	11	1
