N	2gram	Tiupa_Vved_1	Problemy
108	в авторском	2	4
109	их в	2	4
110	даже в	1	4
111	как мы	3	4
112	в процессе	1	4
113	в основе	3	4
114	все то	1	4
115	в произведении	1	4
116	и с	2	4
117	из одного	1	4
118	в литературе	2	4
119	он есть	1	4
120	тем что	2	4
121	что и	2	4
122	превращается в	1	4
123	не было	2	4
124	не на	1	4
125	что же	3	4
126	другого человека	1	4
127	но это	3	4
128	и для	3	4
129	в результате	3	4
130	героя в	1	4
131	они не	1	4
132	отношении к	1	3
133	он может	1	3
134	например в	2	3
135	он сам	1	3
136	он в	1	3
137	с авторским	1	3
138	не входит	1	3
139	в художественном	1	3
140	и понимания	2	3
141	уже в	1	3
142	и до	1	3
143	но именно	1	3
144	подобно тому	2	3
145	далеко не	4	3
146	эти миры	1	3
147	в их	1	3
148	тому что	1	3
149	на котором	1	3
150	одна из	4	3
151	на него	2	3
152	никогда не	4	3
153	как будто	4	3
154	этом отношении	4	3
155	точке зрения	1	3
156	в духе	1	3
157	сознаний и	1	3
158	для его	1	3
159	оно не	1	3
160	если же	1	3
161	приводит к	2	3
162	с другой	5	3
163	в них	2	3
164	в другой	1	3
165	мы должны	1	3
166	но с	1	3
167	бытия в	2	3
168	но как	1	3
169	во времени	2	3
170	и у	1	3
171	мир в	1	3
172	всяком случае	1	3
173	сами по	1	3
174	само по	1	3
175	точек зрения	2	3
176	нового времени	3	3
177	тому как	2	3
178	в мир	1	3
179	как к	1	3
180	мире а	1	3
181	в пространстве	1	3
182	бы в	3	3
183	не знает	1	3
184	сказать что	1	3
185	другой стороны	2	3
186	и внутренне	1	3
187	себе самому	1	3
188	автора в	5	3
189	время не	1	3
190	в своих	2	3
191	все что	3	3
192	не поддается	1	2
193	оно может	1	2
194	на себя	1	2
195	из которых	1	2
196	в ней	4	2
197	то он	2	2
198	отношение к	2	2
199	тоже не	2	2
200	в настоящем	2	2
201	так что	1	2
202	в истории	1	2
203	в той	4	2
204	его на	1	2
205	как образ	2	2
206	и нет	1	2
207	однако не	1	2
208	чужое слово	1	2
209	могли бы	1	2
210	она так	1	2
211	и к	2	2
212	в противоположность	1	2
213	тут и	1	2
214	всей его	2	2
215	вследствие этого	3	2
216	на его	1	2
217	всех этих	1	2
218	здесь мы	1	2
219	же не	1	2
220	также является	1	2
221	при этом	26	2
222	а его	2	2
223	в жизни	4	2
224	кажется что	1	2
225	вводит в	1	2
226	как таковой	1	2
227	в отношении	1	2
228	в котором	8	2
229	и благодаря	1	2
230	в которых	1	2
231	но он	1	2
232	однако в	4	2
233	с которой	1	2
234	но они	2	2
235	мира не	2	2
236	и внутренние	1	2
237	чтобы в	1	2
238	на себе	1	2
239	в структуре	1	2
240	жизни не	1	2
241	а лишь	2	2
242	со своим	1	2
243	связи с	1	2
244	в сознании	4	2
245	к себе	1	2
246	и вполне	1	2
247	для себя	1	2
248	данном случае	6	2
249	сознания с	1	2
250	и что	1	2
251	и сам	1	2
252	что может	1	2
253	те же	2	2
254	чужого сознания	1	2
255	начала и	2	2
256	то они	1	2
257	никак не	2	2
258	от них	1	2
259	во всей	1	2
260	наконец в	1	2
261	в художественной	1	2
262	по своим	3	2
263	один из	3	2
264	мы видим	1	2
265	тот же	1	2
266	хотя бы	1	2
267	тем или	1	2
268	они могут	1	2
269	и ее	1	2
270	значимость и	1	2
271	сколько в	1	2
272	то и	2	2
273	ни одного	1	2
274	или даже	1	2
275	его и	1	2
276	него нет	1	2
277	его мире	1	2
278	не о	2	2
279	лишь один	1	2
280	и даже	1	2
281	личной жизни	1	2
282	на этот	1	2
283	не об	1	2
284	в данном	13	2
285	в первой	1	2
286	в нарушении	1	2
287	в контексте	1	2
288	благодаря этому	1	2
289	можно было	2	2
290	нести в	2	2
291	слова но	2	2
292	и от	2	2
293	человек и	1	2
294	бы он	1	2
295	же в	1	2
296	от ее	1	2
297	между ними	1	2
298	жизни а	1	2
299	жизни и	7	2
300	но эти	1	2
301	заметить что	1	2
302	также не	1	2
303	не должны	1	1
304	в движение	1	1
305	относится и	1	1
306	своего и	2	1
307	получает в	1	1
308	тем же	1	1
309	в первом	2	1
310	противном случае	1	1
311	едва ли	3	1
312	рассказ и	1	1
313	и должен	1	1
314	из всех	1	1
315	который в	2	1
316	другому сознанию	1	1
317	нуждаются в	1	1
318	мы не	4	1
319	на первом	1	1
320	именно к	1	1
321	как объекта	1	1
322	в полной	1	1
323	на практике	1	1
324	жизни как	1	1
325	одного дня	3	1
326	детей не	1	1
327	и он	1	1
328	между позицией	1	1
329	на их	1	1
330	сформулировать так	1	1
331	и мира	3	1
332	взаимодействия сознаний	3	1
333	во всех	2	1
334	как если	1	1
335	своей работе	1	1
336	чужих слов	1	1
337	ходит по	1	1
338	в окружающем	1	1
339	а только	1	1
340	к которой	1	1
341	к слову	1	1
342	своем собственном	1	1
343	ответ на	1	1
344	в качестве	8	1
345	тогда как	10	1
346	и лишает	1	1
347	смысловое единство	1	1
348	что они	1	1
349	из таких	1	1
350	к сожалению	1	1
351	относится к	1	1
352	которые не	1	1
353	к автору	1	1
354	они характеризуют	1	1
355	становится одним	2	1
356	первый взгляд	1	1
357	в рамках	4	1
358	героя то	1	1
359	до его	1	1
360	стороны и	1	1
361	что касается	5	1
362	в противном	1	1
363	в событие	1	1
364	усматривает в	1	1
365	дистанция между	2	1
366	не улавливает	1	1
367	хотя и	7	1
368	как уже	1	1
369	более или	2	1
370	и нами	1	1
371	зрения как	1	1
372	о самом	1	1
373	собственном мире	1	1
374	за собой	1	1
375	впечатление что	1	1
376	со своей	1	1
377	мира эти	1	1
378	та же	1	1
379	в литературном	1	1
380	что это	1	1
381	всего романа	1	1
382	позиции автора	1	1
383	в нашем	6	1
384	из этих	3	1
385	ни одна	1	1
386	достигается не	1	1
387	и смысловая	1	1
388	также может	1	1
389	сливаются в	2	1
390	иначе и	1	1
391	как он	2	1
392	но на	2	1
393	как принцип	1	1
394	героя к	1	1
395	и если	1	1
396	вообще не	1	1
397	не следует	3	1
398	в случае	2	1
399	высшей степени	2	1
400	и еще	1	1
401	к одному	1	1
402	в начале	3	1
403	и вот	1	1
404	имеет смысл	2	1
405	этого оно	1	1
406	человеческое сознание	1	1
407	и по	3	1
408	же остается	1	1
409	в работе	1	1
410	могла бы	3	1
411	в вечности	1	1
412	что все	1	1
413	в совершенно	1	1
414	мире не	1	1
415	об этом	4	1
416	из них	1	1
417	них не	1	1
418	лишь в	2	1
419	и мы	1	1
420	роль в	1	1
421	времени что	1	1
422	быть не	4	1
423	по всему	1	1
424	для них	3	1
425	он является	2	1
426	быть только	2	1
427	является их	1	1
428	в высшей	2	1
429	все равно	2	1
430	земная жизнь	1	1
431	мы имеем	5	1
432	не всегда	2	1
433	становится и	1	1
434	его слово	1	1
435	она неизбежно	1	1
436	роль и	1	1
437	говорящего как	1	1
438	одного и	1	1
439	сосредоточиться на	1	1
440	вошел в	1	1
441	и становится	1	1
442	на первый	1	1
443	или менее	2	1
444	от своего	1	1
445	когда ее	1	1
446	развернут в	1	1
447	или точнее	1	1
448	некоторого события	1	1
449	в рассказ	1	1
450	часто не	1	1
451	мир не	1	1
452	место в	2	1
453	не столько	4	1
454	независима от	1	1
455	своего рода	10	1
456	вовсе еще	1	1
457	должны были	2	1
458	строго говоря	2	1
459	остается вне	1	1
460	героя из	1	1
461	жизни является	1	1
462	по крайней	1	1
463	того кто	1	1
464	в аспекте	2	1
465	он остается	1	1
466	до известной	1	1
467	не имеет	2	1
468	и притом	1	1
469	одновременно все	1	1
470	того чтобы	1	1
471	появляется в	2	1
472	человека по	1	1
473	не могло	2	1
474	из него	1	1
475	своему герою	1	1
476	всего на	1	1
477	пути и	1	1
478	на этом	1	1
479	определения как	1	1
480	сознанием и	1	1
481	принципиальная особенность	2	1
482	и сама	1	1
483	такая постановка	1	1
484	даже самая	1	1
485	с автором	1	1
486	интенции автора	1	1
487	в области	3	1
488	события но	2	1
489	у нас	1	1
490	и чужого	2	1
491	же самое	1	1
492	к тому	6	1
493	подходом к	1	1
494	завершающего слова	1	1
495	может показаться	1	1
496	в каждой	1	1
497	романтического типа	1	1
498	должен быть	1	1
499	он ищет	1	1
500	но только	1	1
501	то она	1	1
502	как субъект	2	1
503	не существует	2	1
504	свою очередь	4	1
505	но при	5	1
506	и сами	2	1
507	здесь не	2	1
508	в ее	1	1
509	характер и	1	1
510	восприятия и	1	1
511	особенность художественного	1	1
512	между сознаниями	1	1
513	она только	1	1
514	условии что	1	1
515	сама идея	1	1
516	как с	1	1
517	котором мы	1	1
518	что у	1	1
519	времени и	7	1
520	здесь как	1	1
521	по природе	1	1
522	оно как	1	1
523	она была	2	1
524	к окружающей	1	1
525	в настоящее	1	1
526	со стороны	5	1
527	которому принадлежит	1	1
528	бывает в	1	1
529	как формы	1	1
530	в виду	1	1
531	видим не	1	1
532	полной мере	1	1
533	первом случае	1	1
534	о том	5	1
535	другого сознания	1	1
536	мы убедимся	1	1
537	и та	1	1
538	настоящее время	1	1
539	к одной	1	1
540	за пределами	3	1
541	такова что	1	1
542	мира а	2	1
543	можно сказать	4	1
544	не поглощает	1	1
545	времени в	3	1
546	рассказа все	1	1
547	произвола и	1	1
548	важно не	2	1
549	и смысловой	1	1
550	того как	1	1
551	будто он	1	1
552	в особые	1	1
553	во втором	2	1
554	автор как	1	1
555	его герой	1	1
556	как его	2	1
557	или напротив	2	1
558	утрачивает свою	1	1
559	и только	1	1
560	крайней мере	1	1
561	понимания на	1	1
562	вся жизнь	1	1
563	она может	1	1
564	второй план	1	1
565	того что	6	1
566	к которому	2	1
567	большей или	1	1
568	быть и	2	1
569	оно и	1	1
570	ведь эти	1	1
571	авторской интенции	1	1
572	или меньшей	1	1
573	речь о	1	1
574	мы увидим	1	1
575	проникнуть в	1	1
576	в какой	4	1
577	то в	1	1
578	обращаться к	1	1
579	и так	1	1
580	впрочем и	1	1
581	а с	2	1
582	и оценку	1	1
583	себя в	1	1
584	как строится	1	1
585	не все	2	1
586	и чисто	1	1
587	как более	1	1
588	а то	2	1
589	не так	1	1
590	себе в	1	1
591	и их	1	1
592	могло бы	3	1
593	иначе как	1	1
594	к ним	2	1
595	при всей	2	1
596	может служить	4	1
597	случае не	1	1
598	и оценки	1	1
599	нескольких сознаний	1	1
600	рассказа не	1	1
601	до самого	1	1
602	в особенности	1	1
603	как у	1	1
604	а именно	1	1
605	к его	3	1
606	если мы	1	1
607	что не	1	1
608	только к	1	1
609	что для	1	1
610	мира на	2	1
611	а на	2	1
612	зависит от	2	1
613	жизнь в	1	1
614	из участников	2	1
615	что обычно	1	1
616	и оно	2	1
617	в бытии	1	1
618	что мы	2	1
619	своей индивидуальности	1	1
620	с помощью	1	1
621	в частности	13	1
622	и она	1	1
623	автора с	1	1
624	и особенно	1	1
625	не оставляющей	1	1
626	является один	1	1
627	к своему	1	1
628	и провоцируя	1	1
629	такого рода	16	1
630	о человеке	1	1
631	лишь из	1	1
632	далеко за	1	1
633	главного героя	1	1
634	столько в	1	1
635	слова и	1	1
636	время оно	1	1
637	этом случае	1	1
638	при условии	1	1
639	сознания это	1	1
640	тому или	1	1
641	материале и	1	1
642	известной степени	1	1
643	и само	1	1
644	что я	1	1
645	это он	1	1
646	его с	2	1
647	которой можно	1	1
648	сознания в	3	1
649	и все	4	1
650	взаимодействия и	1	1
651	у них	1	1
652	и позицией	1	1
653	не непосредственно	1	1
654	будто бы	3	1
655	только что	1	1
656	все они	2	1
657	мы видели	2	1
658	событийного взаимодействия	1	1
659	в искусстве	1	1
660	сходятся в	1	1
661	непосредственно как	1	1
662	может и	1	1
663	своего голоса	1	1
664	а о	1	1
665	в свою	4	1
666	оглядкой на	1	1
667	но если	1	1
668	мир но	1	1
669	сознания на	1	1
670	бы быть	1	1
671	всю ее	1	1
672	к этой	1	1
673	к этому	2	1
674	в таком	1	1
675	событий в	1	1
676	слова это	1	1
