N	2gram	Ircho_Kome_2	Narrotol
267	по его	1	1
268	например в	3	1
269	не приходится	1	1
270	с текстом	1	1
271	то и	1	1
272	из сказанного	1	1
273	привести к	1	1
274	из того	1	1
275	но даже	1	1
276	из которых	3	1
277	первого и	1	1
278	о роли	1	1
279	прибегает к	1	1
280	он был	2	1
281	же мере	1	1
282	история с	1	1
283	бы то	2	1
284	в различных	1	1
285	что несколько	1	1
286	его собственным	1	1
287	при жизни	1	1
288	жизнь он	1	1
289	достаточно для	1	1
290	тех же	3	1
291	значение и	1	1
292	свою жизнь	1	1
293	не все	1	1
294	с отцом	1	1
295	ответ на	3	1
296	отношение к	2	1
297	тут же	2	1
298	событий а	1	1
299	нередко в	1	1
300	и я	2	1
301	что именно	2	1
302	с этим	5	1
303	в полном	1	1
304	когда он	1	1
305	целый ряд	2	1
306	от ее	2	1
307	настаивает на	1	1
308	и к	2	1
309	самом начале	2	1
310	в действительности	2	1
311	следующим образом	1	1
312	за собой	2	1
313	для которого	1	1
314	с детьми	1	1
315	со своей	3	1
316	шире и	1	1
317	этого происшествия	1	1
318	действия и	1	1
319	в которой	5	1
320	из жизни	1	1
321	новый эпизод	1	1
322	отношения с	1	1
323	что это	4	1
324	из другого	1	1
325	ни одна	2	1
326	что автор	1	1
327	лишний раз	1	1
328	приводит к	1	1
329	о матери	1	1
330	что даже	1	1
331	как он	3	1
332	что она	2	1
333	задний план	1	1
334	главным образом	1	1
335	в силу	2	1
336	евгения онегина	1	1
337	друг с	2	1
338	его от	1	1
339	таким образом	6	1
340	но все	3	1
341	то ни	2	1
342	могла бы	3	1
343	во внешнем	1	1
344	том случае	1	1
345	той же	3	1
346	его в	4	1
347	второй половины	2	1
348	после обеда	1	1
349	всю свою	1	1
350	выходя из	1	1
351	но уже	1	1
352	существовали в	1	1
353	на основании	5	1
354	в ее	2	1
355	с тем	5	1
356	одна и	1	1
357	мы видели	1	1
358	ведет к	1	1
359	автора и	1	1
360	в один	2	1
361	здесь она	1	1
362	или менее	1	1
363	во время	6	1
364	этой связи	1	1
365	в котором	3	1
366	с точки	1	1
367	не находит	1	1
368	в их	3	1
369	больше не	1	1
370	что стало	1	1
371	от его	1	1
372	должны были	1	1
373	и они	1	1
374	нельзя было	1	1
375	обращение к	1	1
376	творчества это	1	1
377	ни было	2	1
378	не слишком	1	1
379	здесь достаточно	1	1
380	как видим	2	1
381	он выступает	2	1
382	для нее	1	1
383	любовь к	1	1
384	даже в	2	1
385	что эта	1	1
386	тому что	4	1
387	своих интересов	1	1
388	любви и	1	1
389	ситуации как	1	1
390	на рубеже	1	1
391	так как	4	1
392	не раз	1	1
393	важно что	4	1
394	как можно	1	1
395	для каждого	1	1
396	освободиться от	1	1
397	того как	3	1
398	не говоря	2	1
399	своего героя	1	1
400	с и	4	1
401	из их	1	1
402	и уже	1	1
403	судя по	4	1
404	для всех	3	1
405	детей и	1	1
406	по своей	1	1
407	как не	2	1
408	за всех	1	1
409	так называемый	1	1
410	был назван	1	1
411	с другом	2	1
412	встречается в	1	1
413	сомневаться в	2	1
414	отличается от	1	1
415	для его	1	1
416	ли в	1	1
417	должен быть	1	1
418	теперь на	1	1
419	от друга	1	1
420	в виду	2	1
421	средств в	2	1
422	причиной его	1	1
423	в более	1	1
424	разговора с	1	1
425	и сам	3	1
426	в другом	1	1
427	в образе	3	1
428	из двух	1	1
429	не с	1	1
430	ясно что	8	1
431	каждого из	1	1
432	в последующих	1	1
433	мог бы	1	1
434	речь как	1	1
435	с собой	2	1
436	во второй	1	1
437	собравшихся в	1	1
438	но у	1	1
439	является в	1	1
440	его времени	1	1
441	остановимся на	1	1
442	но вполне	1	1
443	в неожиданном	1	1
444	и здесь	6	1
445	и та	1	1
446	ее и	1	1
447	для нас	3	1
448	под именем	2	1
449	в греческой	1	1
450	не умеет	1	1
451	автора нередко	1	1
452	во всех	3	1
453	нем не	2	1
454	будто он	1	1
455	нуждается в	1	1
456	что и	7	1
457	уже только	1	1
458	не более	2	1
459	вслед за	2	1
460	также в	2	1
461	все время	2	1
462	как результат	1	1
463	и мы	1	1
464	в жизнь	2	1
465	же можно	2	1
466	с той	2	1
467	поле зрения	2	1
468	происшествия в	1	1
469	сразу же	4	1
470	в новой	1	1
471	чтобы хоть	1	1
472	в двух	6	1
473	тот же	2	1
474	речь о	2	1
475	одной из	4	1
476	взывает к	1	1
477	даже если	1	1
478	правда и	1	1
479	до нас	4	1
480	впрочем и	2	1
481	по мнению	1	1
482	не происходит	1	1
483	место из	1	1
484	с одной	2	1
485	с которыми	2	1
486	того же	3	1
487	внимание что	1	1
488	но о	1	1
489	ряде случаев	1	1
490	и у	2	1
491	уже в	4	1
492	ни одного	1	1
493	не обходится	1	1
494	действующего лица	1	1
495	с женой	2	1
496	свидетельствует о	1	1
497	от других	1	1
498	конечном счете	1	1
499	лица персонажа	1	1
500	этот раз	4	1
501	на столе	1	1
502	а то	1	1
503	с первоначальным	1	1
504	представить себе	3	1
505	произведения и	1	1
506	само по	1	1
507	этими словами	1	1
508	связи в	1	1
509	тем что	3	1
510	не просто	1	1
511	следует признать	2	1
512	протяжении всего	1	1
513	друг от	1	1
514	в последние	4	1
515	никого не	1	1
516	по смыслу	1	1
517	в делах	1	1
518	даже не	3	1
519	не один	1	1
520	не обязательно	1	1
521	и создает	1	1
522	и ситуаций	1	1
523	этому времени	2	1
524	на чем	1	1
525	наконец в	2	1
526	в отсутствие	1	1
527	а с	1	1
528	нового времени	2	1
529	что для	4	1
530	говорит о	1	1
531	выступает в	1	1
532	имя которого	2	1
533	одной стороны	2	1
534	на этот	4	1
535	выше и	1	1
536	не на	1	1
537	возвращаясь к	2	1
538	одну из	1	1
539	там где	1	1
540	со своими	1	1
541	тогда было	1	1
542	которой он	1	1
543	ближе к	1	1
544	свидетельствует не	1	1
545	с помощью	1	1
546	лиц сюжетной	1	1
547	на фоне	1	1
548	связь с	1	1
549	в творчестве	1	1
550	о себе	1	1
551	так же	1	1
552	в рамках	1	1
553	без помощи	1	1
554	надо было	3	1
555	опирается на	1	1
556	со словом	1	1
557	дома в	1	1
558	над ним	1	1
559	же автору	1	1
560	без которых	1	1
561	наряду с	6	1
562	которые их	1	1
563	в ответ	2	1
564	в тех	3	1
565	материал для	1	1
566	в контексте	1	1
567	в использовании	1	1
568	все это	3	1
569	числе и	1	1
570	от конца	1	1
571	сам же	1	1
572	отношениях к	1	1
573	последний из	2	1
574	случаях когда	1	1
575	при таком	1	1
576	на стороне	1	1
577	о котором	1	1
578	в голову	2	1
579	как для	1	1
580	или другой	1	1
581	интерес к	3	1
582	положение дел	2	1
583	еще более	2	1
584	тем более	1	1
585	в динамике	1	1
586	стояла в	1	1
587	будто бы	1	1
588	вот этот	1	1
589	похожи на	3	1
590	в период	3	1
591	от первого	1	1
592	не знает	1	1
593	на сцену	3	1
594	была бы	1	1
595	речи и	1	1
596	то хотя	1	1
597	двух наиболее	1	1
598	этим объясняется	2	1
599	жизни мы	1	1
600	более или	1	1
601	частности в	2	1
602	в искусстве	1	1
603	случае если	1	1
604	по поводу	3	1
605	от которой	2	1
606	бы вероятно	1	1
607	их отношений	1	1
608	следует сказать	1	1
609	к этому	5	1
610	точно так	1	1
611	это время	3	1
612	том числе	3	1
613	событий в	1	1
