N	2gram	Bakhtin_Fr_3	NovoeSre
378	этой теме	2	1
379	понимают и	1	1
380	гораздо больше	2	1
381	сторон культуры	1	1
382	в области	4	1
383	разложения и	1	1
384	ему не	2	1
385	в свою	1	1
386	того же	2	1
387	характерны для	3	1
388	во все	3	1
389	есть и	2	1
390	общества так	1	1
391	и дух	1	1
392	в которой	2	1
393	числе и	2	1
394	огромное значение	1	1
395	всегда была	2	1
396	во всяком	1	1
397	свое и	1	1
398	который не	1	1
399	как на	1	1
400	вес которых	1	1
401	все что	2	1
402	него как	1	1
403	том числе	3	1
