N	2gram	Savitsky_P_1	Istorich
317	думается что	1	1
318	в результате	1	1
319	еще более	2	1
320	как явление	1	1
321	ни к	1	1
322	же в	4	1
323	в обстановке	7	1
324	из тех	1	1
325	по одному	1	1
326	является и	1	1
327	в отдельности	1	1
328	в самом	1	1
329	живого и	1	1
330	видим в	1	1
331	к и	3	1
332	как женщина	1	1
