N	2gram	Potebnia_M_2	Vvedenie
373	понятно не	1	2
374	между ними	2	2
375	или нет	3	2
376	бы в	2	2
377	мы должны	2	2
378	нами не	2	2
379	нам не	2	2
380	время не	1	2
381	другого рода	2	2
382	жизни и	1	2
383	точно так	9	2
384	я и	1	1
385	также что	2	1
386	например в	3	1
387	языку и	1	1
388	сам по	4	1
389	и объясняется	1	1
390	но тогда	1	1
391	на самом	2	1
392	значении этого	1	1
393	только потому	2	1
394	человека к	1	1
395	в стороне	1	1
396	к сказанному	1	1
397	сразу и	1	1
398	на деле	3	1
399	языков но	1	1
400	отношения между	2	1
401	отношениями в	1	1
402	на две	2	1
403	видеть в	1	1
404	отношения к	2	1
405	и за	1	1
406	и могут	1	1
407	которыми он	1	1
408	прямо а	1	1
409	уже более	1	1
410	на такие	2	1
411	таком случае	2	1
412	и совсем	1	1
413	можно различить	1	1
414	которых теперь	1	1
415	есть нечто	3	1
416	для нашей	1	1
417	так а	1	1
418	к общему	4	1
419	на них	1	1
420	в сложных	1	1
421	он встречается	1	1
422	что его	3	1
423	этим не	1	1
424	только после	2	1
425	то мы	2	1
426	живым и	1	1
427	и вопрос	1	1
428	но как	1	1
429	сверх этого	1	1
430	в сторону	1	1
431	одном и	1	1
432	только тогда	3	1
433	очевидно что	3	1
434	а и	5	1
435	как в	10	1
436	существование в	1	1
437	на которое	1	1
438	отличие от	1	1
439	себе отчет	1	1
440	что они	5	1
441	уже потому	1	1
442	общего с	2	1
443	дает нам	1	1
444	от нашего	2	1
445	как к	1	1
446	помнить что	3	1
447	и понимания	1	1
448	что по	1	1
449	до тех	1	1
450	более или	8	1
451	себе не	4	1
452	то в	1	1
453	в которой	5	1
454	он в	1	1
455	себе содержание	1	1
456	одно время	4	1
457	что так	1	1
458	остановиться на	1	1
459	и тот	2	1
460	только один	4	1
461	имеем в	1	1
462	тому же	1	1
463	имеют не	1	1
464	во многих	3	1
465	первой по	1	1
466	на то	5	1
467	но на	2	1
468	восстановить в	1	1
469	с чем	3	1
470	выражается в	2	1
471	время и	2	1
472	перестает быть	2	1
473	слова а	3	1
474	создании новых	1	1
475	нужно не	1	1
476	он должен	1	1
477	же это	1	1
478	обширном смысле	2	1
479	как увидим	2	1
480	без чего	1	1
481	именно из	1	1
482	общие признаки	1	1
483	чтобы в	1	1
484	из него	1	1
485	хотя все	1	1
486	его от	1	1
487	нужные для	2	1
488	заключает в	4	1
489	одно и	2	1
490	всех отношениях	1	1
491	то ни	1	1
492	мы его	1	1
493	он обладал	1	1
494	как они	1	1
495	факт что	2	1
496	что все	2	1
497	им как	1	1
498	различие между	1	1
499	разница между	2	1
500	случае словом	1	1
501	лишь в	1	1
502	то все	4	1
503	он есть	1	1
504	известно что	1	1
505	его предметом	1	1
506	нам по	2	1
507	из необходимых	1	1
508	его и	1	1
509	мысли но	2	1
510	возрастает по	1	1
511	животных так	1	1
512	на общие	1	1
513	в слове	13	1
514	не всегда	1	1
515	общего содержания	1	1
516	от языка	1	1
517	можно считать	1	1
518	этим в	1	1
519	необходимых условий	1	1
520	и того	6	1
521	одного и	6	1
522	язык но	1	1
523	или менее	8	1
524	в эту	3	1
525	во время	4	1
526	человеческой природы	2	1
527	бы на	1	1
528	что между	1	1
529	в ходе	1	1
530	никак не	1	1
531	был дан	1	1
532	сторона его	1	1
533	в такой	1	1
534	и без	1	1
535	быть названы	1	1
536	прийти к	1	1
537	не от	5	1
538	в отличие	1	1
539	различными по	1	1
540	и какое	1	1
541	самостоятельное существование	1	1
542	должны были	1	1
543	всегда заключает	1	1
544	втором случае	1	1
545	заставляет нас	1	1
546	и вопросы	1	1
547	но он	2	1
548	но во	3	1
549	и эти	1	1
550	возможно только	1	1
551	не должно	2	1
552	того кто	3	1
553	не была	1	1
554	как язык	1	1
555	этом и	1	1
556	известное время	1	1
557	покоится на	1	1
558	например и	1	1
559	если и	2	1
560	был уже	1	1
561	а от	3	1
562	своего появления	2	1
563	в таких	1	1
564	она могла	1	1
565	мысли в	3	1
566	это дает	1	1
567	самого начала	2	1
568	в языках	1	1
569	не вытекает	1	1
570	к этим	1	1
571	мы помним	1	1
572	вытекает из	2	1
573	и имеет	1	1
574	в самых	1	1
575	славянских языках	1	1
576	при полной	1	1
577	не могло	1	1
578	языке может	1	1
579	до своего	1	1
580	судя по	5	1
581	и всегда	1	1
582	почему в	1	1
583	что ни	2	1
584	в самой	3	1
585	слова как	1	1
586	обратим внимание	1	1
587	два различных	1	1
588	этих двух	1	1
589	таким путем	4	1
590	показывает как	1	1
591	то именно	1	1
592	на те	1	1
593	во всем	2	1
594	но теперь	1	1
595	всякий кто	1	1
596	с пониманием	1	1
597	себе это	1	1
598	входят в	3	1
599	их по	1	1
600	а одним	1	1
601	что на	3	1
602	которая по	1	1
603	к чтению	1	1
604	не потому	1	1
605	в действительности	2	1
606	превращается в	2	1
607	да рядом	1	1
608	она имела	1	1
609	сравнении с	2	1
610	и другой	1	1
611	человека в	3	1
612	к характеру	1	1
613	отличается от	1	1
614	должны быть	4	1
615	содержанием и	1	1
616	сообразить что	1	1
617	оно не	3	1
618	что при	1	1
619	из чего	1	1
620	смысле в	1	1
621	для себя	1	1
622	не ограничивается	1	1
623	из всего	1	1
624	и о	1	1
625	подобных случаях	1	1
626	как не	3	1
627	он вовсе	1	1
628	свою очередь	6	1
629	без всякого	1	1
630	степени силы	2	1
631	быть получено	1	1
632	только при	1	1
633	с каким	2	1
634	преимущество что	1	1
635	только то	1	1
636	с самого	2	1
637	вопрос что	1	1
638	что именно	1	1
639	как с	1	1
640	что у	2	1
641	видно из	2	1
642	когда говорим	1	1
643	больше в	1	1
644	и которые	1	1
645	и прочих	1	1
646	может еще	1	1
647	других и	1	1
648	том как	3	1
649	по тому	1	1
650	между собой	1	1
651	другой не	1	1
652	образом в	4	1
653	свойствам их	1	1
654	и та	1	1
655	одного из	1	1
656	бы то	1	1
657	после того	2	1
658	только за	1	1
659	других языках	1	1
660	или меньшую	1	1
661	образом мы	2	1
662	это было	2	1
663	все в	1	1
664	это изменение	1	1
665	это заставляет	1	1
666	различие в	2	1
667	при исследовании	1	1
668	ними в	1	1
669	содержания но	1	1
670	значит что	1	1
671	тех пор	1	1
672	что здесь	1	1
673	д и	1	1
674	понятно почему	1	1
675	мы видим	2	1
676	явления в	1	1
677	эти чувственные	1	1
678	могло быть	1	1
679	и чувства	2	1
680	представления в	1	1
681	или же	7	1
682	которые нам	2	1
683	имеет своим	1	1
684	на одно	1	1
685	ведущие к	1	1
686	с которыми	2	1
687	не то	2	1
688	в значительном	1	1
689	есть в	2	1
690	и у	3	1
691	в значении	1	1
692	языка как	1	1
693	а это	2	1
694	этих чувственных	1	1
695	понятий в	1	1
696	человека на	1	1
697	и понимание	1	1
698	свой собственный	1	1
699	роль и	1	1
700	совсем другое	1	1
701	к мысли	2	1
702	для него	10	1
703	характер но	1	1
704	вообще в	1	1
705	есть та	1	1
706	содействует этому	1	1
707	слова в	5	1
708	мы находим	2	1
709	содержание и	1	1
710	к ним	1	1
711	и язык	1	1
712	у него	2	1
713	чтобы не	1	1
714	указание на	2	1
715	были бы	1	1
716	этот последний	1	1
717	быть названа	1	1
718	ее предмет	1	1
719	говорим о	1	1
720	однако что	1	1
721	с известным	2	1
722	этот взгляд	2	1
723	только первый	1	1
724	к которому	2	1
725	и прежде	1	1
726	в определенное	1	1
727	а с	2	1
728	на которые	1	1
729	в природе	5	1
730	и затем	2	1
731	что будет	1	1
732	бы никакого	1	1
733	к человеку	1	1
734	связано с	2	1
735	не на	2	1
736	притом не	1	1
737	чтобы убедиться	1	1
738	которые не	3	1
739	в картине	1	1
740	в простейшем	1	1
741	слова для	2	1
742	в ряду	6	1
743	человека или	1	1
744	и том	1	1
745	именно так	1	1
746	в подобных	1	1
747	д можно	1	1
748	в одно	8	1
749	становится для	3	1
750	мы знаем	2	1
751	если не	4	1
752	как именно	2	1
753	не видит	1	1
754	имея в	2	1
755	считать не	1	1
756	все то	1	1
757	ближе всего	1	1
758	с первого	2	1
759	сделать его	2	1
760	и потому	2	1
761	его содержание	2	1
762	многих случаях	1	1
763	для нашего	1	1
764	и самые	1	1
765	например когда	1	1
766	к своему	1	1
767	знать что	2	1
768	а между	4	1
769	которой как	1	1
770	быть только	2	1
771	своим содержанием	1	1
772	языке и	1	1
773	в первой	1	1
774	в малом	1	1
775	чтобы сделать	1	1
776	но говорит	1	1
777	том смысле	4	1
778	похож на	1	1
779	быть не	3	1
780	изменение в	2	1
781	слова и	3	1
782	что из	1	1
783	сплошь да	1	1
784	содержание этого	1	1
785	как предмет	1	1
786	относительно поздно	1	1
787	становится возможным	1	1
788	но для	1	1
789	или по	2	1
790	основные законы	1	1
791	но разумеется	1	1
792	этот образ	1	1
793	и более	1	1
794	слова но	2	1
795	который находит	1	1
796	в с	1	1
797	от той	1	1
798	изменения в	1	1
799	не прямо	1	1
800	и от	3	1
801	по поводу	6	1
802	что оно	4	1
803	это как	1	1
804	а к	2	1
805	и законности	1	1
806	е о	1	1
807	для нас	31	1
808	и все	3	1
809	из себя	2	1
810	было на	1	1
811	как явление	1	1
812	предмет это	1	1
813	большую или	1	1
814	или без	2	1
815	ни было	3	1
816	и возбуждает	1	1
817	же в	5	1
818	не дает	2	1
819	давно уже	1	1
820	отношении к	2	1
821	непосредственно как	1	1
822	не исключительно	1	1
823	как вообще	2	1
824	может и	1	1
825	и прямо	1	1
826	в свою	6	1
827	от своего	1	1
828	состоит из	1	1
829	в сравнении	2	1
830	только о	1	1
831	пока не	1	1
832	через них	1	1
833	них это	1	1
834	в заключение	1	1
835	просто не	1	1
836	но еще	1	1
837	ее в	1	1
838	того времени	1	1
839	в своих	1	1
840	можно назвать	2	1
841	в таком	4	1
842	все что	3	1
843	этой точки	1	1
844	они не	4	1
845	которая не	1	1
