N	2gram	Bakhtin_Fr_8	VrazhdaK
140	своей эпохи	4	1
141	осенью года	1	1
142	романе не	1	1
143	в их	3	1
144	из всех	2	1
145	той же	6	1
146	вот она	1	1
147	он как	1	1
148	начинается с	1	1
149	равно как	1	1
150	в полной	1	1
151	ему в	1	1
152	один пример	1	1
153	был еще	1	1
154	всего романа	1	1
155	к брату	1	1
156	и был	3	1
157	собой в	1	1
158	на них	3	1
159	первый план	2	1
160	ту эпоху	1	1
161	всех в	1	1
162	по своему	8	1
163	а следовательно	1	1
164	как правило	1	1
165	одним словом	1	1
166	и всего	1	1
167	совсем не	2	1
168	но не	5	1
169	о смерти	1	1
170	и т.д	3	1
171	в комедии	1	1
172	некоторые черты	1	1
173	что они	2	1
174	искал в	1	1
175	даже некоторые	1	1
176	выясняется что	1	1
177	независимо от	1	1
178	как в	1	1
179	для всех	1	1
180	как к	2	1
181	и наконец	3	1
182	роль играет	1	1
183	и глубокой	1	1
184	поэтому он	1	1
185	в самом	9	1
186	что это	4	1
187	не был	4	1
188	за это	2	1
189	еще один	2	1
190	тому же	1	1
191	во многих	1	1
192	но ведь	1	1
193	как он	1	1
194	начал писать	1	1
195	он всегда	1	1
196	стал на	1	1
197	в названных	1	1
198	в свет	3	1
199	которой не	1	1
200	в первой	3	1
201	ключ к	1	1
202	всех этих	3	1
203	пор мы	1	1
204	этот процесс	1	1
205	из него	1	1
206	что ни	1	1
207	людей и	2	1
208	находился в	1	1
209	это конечно	1	1
210	собственным именем	1	1
211	есть все	1	1
212	конечно в	2	1
213	их и	2	1
214	в глубине	1	1
215	это было	1	1
216	заключается в	1	1
217	дома и	1	1
218	на пиру	1	1
219	со своею	1	1
220	смеха и	2	1
221	было бы	2	1
222	эпохи он	1	1
223	из первых	1	1
224	на характер	1	1
225	и романа	1	1
226	типичен для	1	1
227	не всегда	1	1
228	которой он	1	1
229	он и	2	1
230	с большою	1	1
231	и страшно	1	1
232	в развитии	2	1
233	такой же	5	1
234	шесть месяцев	2	1
235	одного и	1	1
236	этот материал	1	1
237	в этих	11	1
238	эта была	1	1
239	и их	8	1
240	вспоминает о	1	1
241	черты он	1	1
242	его современников	1	1
243	на свою	1	1
244	году когда	2	1
245	своего рода	5	1
246	не будем	1	1
247	есть еще	1	1
248	не могли	2	1
249	времени а	1	1
250	возвращается к	1	1
251	и какая	1	1
252	так он	1	1
253	но они	1	1
254	что эта	1	1
255	не имеет	1	1
256	правда в	1	1
257	в процессе	5	1
258	было не	1	1
259	героев и	1	1
260	только не	2	1
261	следовательно и	1	1
262	автора к	1	1
263	того как	2	1
264	того в	1	1
265	в другую	1	1
266	он хочет	1	1
267	эпизода с	1	1
268	по своей	4	1
269	ему и	2	1
270	это слово	1	1
271	потому что	6	1
272	в эпизоде	4	1
273	хочет быть	1	1
274	этом отношении	1	1
275	в каком	2	1
276	такие же	1	1
277	один раз	1	1
278	в духе	4	1
279	могут быть	1	1
280	во все	3	1
281	вошли в	1	1
282	похож на	2	1
283	по характеру	1	1
284	гоголя и	2	1
285	из вариаций	1	1
286	правда не	1	1
287	с ее	5	1
288	и образ	2	1
289	но при	1	1
290	в ее	6	1
291	на той	1	1
292	но мы	1	1
293	то время	2	1
294	роль в	5	1
295	и сам	2	1
296	так и	13	1
297	было в	1	1
298	живет в	1	1
299	идти вперед	1	1
300	еще в	1	1
301	том как	1	1
302	и вообще	1	1
303	он вспоминает	1	1
304	приближается к	1	1
305	мертвые души	2	1
306	его жизни	2	1
307	до сих	8	1
308	как эта	1	1
309	это была	3	1
310	к нему	2	1
311	во всех	8	1
312	от них	1	1
313	во всей	2	1
314	в форме	3	1
315	все в	1	1
316	романа в	2	1
317	также в	1	1
318	в свете	4	1
319	в литературе	3	1
320	к которому	3	1
321	этом смысле	1	1
322	один из	5	1
323	но с	2	1
324	он стал	1	1
325	романа и	1	1
326	за исключением	1	1
327	в предисловии	1	1
328	во всем	4	1
329	то он	1	1
330	и раньше	1	1
331	в качестве	4	1
332	себя в	1	1
333	тем чтобы	1	1
334	к своим	1	1
335	что для	3	1
336	ни с	5	1
337	говорит о	2	1
338	никто не	1	1
339	мы находим	3	1
340	в одном	2	1
341	литературу в	1	1
342	каждый из	1	1
343	три недели	1	1
344	не просто	3	1
345	лишь один	1	1
346	в особенности	4	1
347	связан с	2	1
348	и речи	1	1
349	и из	1	1
350	и реальных	1	1
351	с другой	2	1
352	именно в	1	1
353	характерно для	1	1
354	такое же	1	1
355	прежде всего	6	1
356	в стиле	1	1
357	на этот	1	1
358	de la	2	1
359	до конца	11	1
360	и самый	3	1
361	в ту	4	1
362	говорил и	1	1
363	состоял при	1	1
364	во франции	1	1
365	себя на	2	1
366	с помощью	3	1
367	нет ничего	1	1
368	в частности	7	1
369	материал и	1	1
370	вышла в	1	1
371	него в	1	1
372	года когда	1	1
373	два человека	1	1
374	свете этой	1	1
375	из которых	2	1
376	что за	1	1
377	это за	1	1
378	того что	1	1
379	он ставит	1	1
380	хотя он	2	1
381	был в	2	1
382	в свое	1	1
383	еще к	1	1
384	еще раз	1	1
385	и другом	1	1
386	известном смысле	1	1
387	в условиях	5	1
388	сих пор	8	1
389	под влиянием	1	1
390	к вопросу	1	1
391	более того	3	1
392	глубине души	1	1
393	которых он	2	1
394	и от	1	1
395	но на	1	1
396	о котором	1	1
397	это как	1	1
398	хотя и	2	1
399	бы в	3	1
400	еще более	1	1
401	у которого	1	1
402	быть и	1	1
403	только как	1	1
404	другой стороны	2	1
405	которой был	1	1
406	из этого	1	1
407	жизни и	1	1
408	он лишь	1	1
409	как на	1	1
410	они не	5	1
411	он часто	2	1
