N	2gram	Losev_Vlad_2	NovoeSre
348	что этот	1	1
349	это воспринималось	1	1
350	по себе	5	1
351	в это	4	1
352	в той	2	1
353	и очень	2	1
354	ему все	2	1
355	будто бы	2	1
356	и языческих	1	1
357	и стремится	1	1
358	сих пор	1	1
359	так как	5	1
360	к такой	1	1
361	оба они	1	1
362	человечества и	1	1
363	духовная сила	1	1
364	должны быть	1	1
365	бог так	1	1
366	в сущности	2	1
367	в более	2	1
368	и бытия	2	1
369	до сих	1	1
370	этого конечно	1	1
371	того и	2	1
372	оснований думать	1	1
373	чтобы понять	1	1
374	а к	2	1
375	мыслей и	2	1
376	франции и	1	1
377	к этой	2	1
378	к ней	3	1
379	с ужасом	1	1
380	и его	6	1
381	а также	10	1
382	принято было	1	1
383	есть уже	1	1
384	все более	1	1
385	сам собой	1	1
386	ни за	1	1
387	в области	3	1
388	нет ничего	3	1
389	в период	1	1
390	в каком	1	1
391	ему не	1	1
392	в свою	3	1
393	всего мира	1	1
394	бытия как	1	1
395	от всех	1	1
396	того же	5	1
397	есть только	1	1
398	во все	1	1
399	и вполне	3	1
400	есть и	2	1
401	ли он	2	1
402	в которой	4	1
403	эти слова	1	1
404	всегда была	1	1
405	во всяком	6	1
406	том числе	1	1
407	он часто	1	1
