N	2gram	Nazirov_Tr_1	Komedia
146	это не	5	2
147	в это	2	2
148	в развитии	1	2
149	когда в	1	2
150	по всем	1	2
151	всяком случае	1	2
152	представление о	1	2
153	в отличие	2	2
154	не в	2	2
155	в конце	3	2
156	одна из	2	2
157	в одном	2	2
158	в какой-то	1	2
159	не является	1	2
160	своей страсти	1	2
161	в духе	1	2
162	своего отца	3	2
163	и это	2	2
164	с самого	1	2
165	и что	4	2
166	в мире	3	2
167	с собой	1	2
168	после того	1	2
169	времени в	2	2
170	и все	4	2
171	обоих случаях	1	2
172	мы понимаем	1	2
173	даже на	2	2
174	все время	1	2
175	в жизнь	1	2
176	с ними	1	2
177	и ее	2	2
178	с одной	1	2
179	одно из	1	2
180	т п	1	2
181	не для	1	2
182	отношение к	2	2
183	рядом с	1	2
184	а на	1	2
185	с которым	1	2
186	в той	1	2
187	не удалось	1	2
188	как бы	7	2
189	бы в	1	2
190	хотя бы	1	2
191	и жизнь	1	2
192	этим объясняется	2	2
193	в голову	1	2
194	с г	2	2
195	во всяком	1	2
196	самом деле	1	1
197	о существовании	1	1
198	что эти	2	1
199	сам автор	1	1
200	имя его	1	1
201	то для	1	1
202	в и	1	1
203	сравнению с	1	1
204	хотя сам	1	1
205	при случае	1	1
206	всего против	1	1
207	ее отцу	1	1
208	вместо того	1	1
209	ему в	1	1
210	э по	1	1
211	между собой	1	1
212	содержатся в	1	1
213	все эти	3	1
214	не был	2	1
215	в чем	1	1
216	время он	1	1
217	и мира	1	1
218	значение и	1	1
219	свою жизнь	1	1
220	с отцом	1	1
221	в общем	1	1
222	с совершенно	1	1
223	такой силой	1	1
224	не просто	2	1
225	неожиданное появление	1	1
226	всю эту	1	1
227	чем же	1	1
228	опирается на	1	1
229	между отцом	1	1
230	это был	2	1
231	жизни в	1	1
232	для ее	1	1
233	роль играет	1	1
234	последняя фраза	1	1
235	представляет собой	1	1
236	лишний раз	1	1
237	в себе	4	1
238	в мыслях	1	1
239	имеет для	1	1
240	не могла	1	1
241	чтобы установить	1	1
242	которой не	1	1
243	ее своей	1	1
244	не могли	1	1
245	черты лица	1	1
246	в понятие	1	1
247	от нее	1	1
248	для характеристики	1	1
249	не нравится	1	1
250	в другом	1	1
251	к женщине	1	1
252	в ход	1	1
253	а по	1	1
254	на все	1	1
255	не нашел	1	1
256	знает что	2	1
257	мира сего	1	1
258	же суть	1	1
259	ты мне	1	1
260	по себе	1	1
261	из первых	1	1
262	но уже	1	1
263	он же	1	1
264	его облике	1	1
265	мы располагаем	1	1
266	со своими	1	1
267	которой он	1	1
268	он и	2	1
269	на две	1	1
270	и бесконечными	1	1
271	с такой	1	1
272	не мог	2	1
273	изображаемых в	1	1
274	и при	1	1
275	этой связи	1	1
276	на руке	1	1
277	во времена	1	1
278	не столько	1	1
279	должны были	1	1
280	значение для	1	1
281	стало быть	1	1
282	сам же	1	1
283	права на	2	1
284	начнем с	1	1
285	отцом и	2	1
286	тем не	1	1
287	вместе со	2	1
288	любовь к	1	1
289	любви и	2	1
290	не раз	1	1
291	но они	2	1
292	тем самым	3	1
293	что эта	1	1
294	как много	1	1
295	никогда не	2	1
296	в отношениях	1	1
297	ничего не	2	1
298	со стариком	1	1
299	иными словами	1	1
300	для постановки	1	1
301	детей и	1	1
302	и готов	1	1
303	с чертами	1	1
304	и теперь	1	1
305	без слов	1	1
306	этот образ	4	1
307	в области	1	1
308	его дочь	2	1
309	в трагедии	1	1
310	на брак	1	1
311	к себе	1	1
312	насилия и	1	1
313	на улицу	1	1
314	его с	1	1
315	и сыном	1	1
316	из себя	1	1
317	и служит	1	1
318	с каким	1	1
319	в душу	1	1
320	мысль о	1	1
321	было в	2	1
322	в последующих	1	1
323	мог бы	3	1
324	по сравнению	1	1
325	но у	1	1
326	жизнь и	3	1
327	в эпоху	1	1
328	с ним	3	1
329	является по	1	1
330	а также	1	1
331	но мы	1	1
332	только за	1	1
333	за свое	1	1
334	нуждается в	1	1
335	случай не	1	1
336	вполне ясно	1	1
337	в литературе	1	1
338	облике и	1	1
339	по своей	1	1
340	перед другом	1	1
341	гораздо важнее	2	1
342	мы видим	1	1
343	что даже	1	1
344	даже если	2	1
345	дочь и	1	1
346	приходит в	1	1
347	по мнению	2	1
348	на западе	1	1
349	человека с	1	1
350	и детей	2	1
351	только на	1	1
352	то и	2	1
353	самую суть	1	1
354	свидетельствует о	1	1
355	был прав	1	1
356	на столе	1	1
357	не так	2	1
358	для него	3	1
359	в известной	2	1
360	могло бы	1	1
361	два противоположных	1	1
362	его речь	1	1
363	как его	1	1
364	идет в	1	1
365	этими словами	1	1
366	на меня	2	1
367	я вижу	1	1
368	значение только	1	1
369	чувствует себя	1	1
370	никого не	1	1
371	и даже	4	1
372	на любовь	1	1
373	что не	1	1
374	говорит о	2	1
375	почти в	1	1
376	этого не	1	1
377	до конца	2	1
378	а не	1	1
379	одну из	1	1
380	самого начала	1	1
381	несмотря на	5	1
382	всего этого	1	1
383	с помощью	1	1
384	из трех	1	1
385	над ним	1	1
386	ведет к	1	1
387	именно в	1	1
388	впечатление на	1	1
389	быть не	1	1
390	еще раз	2	1
391	друг перед	1	1
392	здесь есть	1	1
393	это уже	2	1
394	из дома	1	1
395	при таком	1	1
396	только теперь	1	1
397	себя на	1	1
398	в новой	1	1
399	в результате	1	1
400	это как	1	1
401	и опирается	1	1
402	за три	1	1
403	и как	3	1
404	обстоит дело	1	1
405	встречается в	1	1
406	за этим	1	1
407	в стихах	1	1
408	к ее	1	1
409	героя и	1	1
410	из тех	1	1
411	при его	1	1
412	о себе	1	1
413	ко всему	1	1
414	т е	1	1
415	труда в	1	1
416	широкое развитие	1	1
417	это была	1	1
418	точно так	2	1
419	первом же	1	1
420	и эта	1	1
421	так же	4	1
