N	2gram	Nazirov_Tv_2	Istorich
331	несколько ниже	1	1
332	в комнату	1	1
333	так например	3	1
334	с собой	1	1
335	в беду	1	1
336	совпадают с	1	1
337	людей нашей	1	1
338	входит в	1	1
339	это одна	1	1
340	приходит в	1	1
341	он приходит	1	1
342	для них	1	1
343	из нее	1	1
344	вводит в	1	1
345	но уже	3	1
346	в них	1	1
347	говорит детям	1	1
348	это положение	1	1
349	родные и	1	1
350	он же	2	1
351	эта система	1	1
352	в высшей	1	1
353	соответствии с	4	1
354	как видно	1	1
355	несмотря на	1	1
356	восходят к	1	1
357	социальной и	1	1
358	зато в	2	1
359	всего нужно	1	1
360	в своей	6	1
361	это делает	1	1
362	напоминают нам	1	1
363	еще нет	1	1
364	к одному	1	1
365	всякий раз	1	1
366	подробную разработку	1	1
367	но эта	2	1
368	а а	4	1
369	и делают	1	1
370	по себе	1	1
371	даже в	1	1
372	соответствует его	1	1
373	нас к	1	1
374	нечто вроде	1	1
375	не менее	2	1
376	на мир	1	1
377	вплоть до	1	1
378	с ребенком	1	1
379	виду что	1	1
380	как о	2	1
381	в обоих	1	1
382	в то	10	1
383	он еще	2	1
384	а сама	1	1
385	этот тип	1	1
386	ужас и	1	1
387	казалось бы	3	1
388	на землю	2	1
389	с лицом	1	1
390	особое значение	1	1
391	в процессе	2	1
392	не вполне	1	1
393	именно потому	1	1
394	что на	2	1
395	вопрос не	1	1
396	и со	1	1
397	есть у	1	1
398	у нас	2	1
399	сюжета в	1	1
400	у меня	1	1
401	сюжета и	2	1
402	и воскресении	1	1
403	в городе	1	1
404	со стороны	1	1
405	если он	5	1
406	в роде	1	1
407	не могут	1	1
408	мы узнаем	2	1
409	во все	1	1
410	как только	1	1
411	его явления	1	1
412	его с	1	1
413	в поле	1	1
414	указывает на	1	1
415	за свою	1	1
416	на это	1	1
417	если же	1	1
418	с женщиной	1	1
419	приходит к	1	1
420	из всего	1	1
421	как мы	1	1
422	не делает	1	1
423	тогда как	3	1
424	при котором	1	1
425	характер и	1	1
426	старший брат	1	1
427	в пределах	1	1
428	в дальнейшем	4	1
429	здесь он	1	1
430	особенно в	2	1
431	одного из	1	1
432	у матери	1	1
433	д все	1	1
434	она была	1	1
435	том как	1	1
436	и многое	2	1
437	отца или	1	1
438	является в	1	1
439	был не	1	1
440	с ним	3	1
441	образом в	1	1
442	это весьма	1	1
443	сводится к	2	1
444	человек здесь	1	1
445	но автор	1	1
446	это происходит	1	1
447	ли или	1	1
448	там же	9	1
449	ее и	1	1
450	происходит не	1	1
451	а во	2	1
452	от него	1	1
453	восходит к	2	1
454	которого не	1	1
455	этот момент	1	1
456	себе жизнь	1	1
457	нуждается в	1	1
458	непосредственно в	1	1
459	в середине	1	1
460	века и	1	1
461	ли здесь	1	1
462	говоря что	1	1
463	чудесным образом	1	1
464	значит что	1	1
465	в й	3	1
466	в частности	2	1
467	и одновременно	1	1
468	всякого рода	2	1
469	что всегда	1	1
470	тот же	1	1
471	этот вопрос	3	1
472	была для	1	1
473	должен быть	1	1
474	узнаем что	1	1
475	который в	1	1
476	однако наряду	1	1
477	переходит в	1	1
478	уже не	3	1
479	не можем	1	1
480	героя с	2	1
481	еще одну	1	1
482	на этих	1	1
483	и других	2	1
484	человека на	1	1
485	вовсе не	2	1
486	говорит ему	1	1
487	с определенным	1	1
488	друг друга	2	1
489	и герои	1	1
490	и сестра	1	1
491	он живет	1	1
492	и эту	1	1
493	и прежде	1	1
494	при всей	1	1
495	и между	1	1
496	такое же	1	1
497	й главе	2	1
498	многое другое	2	1
499	что не	3	1
500	и приносит	1	1
501	определить его	1	1
502	а сам	1	1
503	своего рода	3	1
504	жизнь в	1	1
505	а по	1	1
506	одну из	1	1
507	от сюжета	1	1
508	человека или	1	1
509	не знаю	1	1
510	и потому	4	1
511	человека к	1	1
512	из форм	1	1
513	требует от	1	1
514	характера и	3	1
515	xix века	7	1
516	он говорит	1	1
517	к жизни	2	1
518	что за	1	1
519	ведет к	1	1
520	его работе	1	1
521	что же	1	1
522	остается в	1	1
523	кто из	1	1
524	человек с	1	1
525	на свете	1	1
526	мыслится как	1	1
527	сам в	2	1
528	этого слова	1	1
529	с этой	3	1
530	только для	2	1
531	влечет за	2	1
532	ранних стадиях	3	1
533	в наше	2	1
534	в книге	1	1
535	этот образ	1	1
536	особую главу	1	1
537	в саду	1	1
538	думается что	2	1
539	не буду	1	1
540	в результате	1	1
541	за что	1	1
542	это как	1	1
543	но когда	1	1
544	сон о	2	1
545	огромную роль	1	1
546	бы он	1	1
547	еще более	1	1
548	ни к	2	1
549	лежит в	1	1
550	в обстановке	1	1
551	и вдруг	2	1
552	в карты	1	1
553	к самому	2	1
554	его к	1	1
555	в свою	1	1
556	и нашли	1	1
557	но можно	1	1
558	из этого	2	1
559	у которых	1	1
560	в самом	3	1
561	на ней	2	1
562	героя в	4	1
563	сестра его	1	1
564	этой связи	1	1
565	а может	1	1
566	видим в	2	1
567	очень редко	1	1
568	молодой человек	1	1
569	к этому	3	1
570	в таком	3	1
571	после чего	1	1
572	и вновь	1	1
