N	2gram	Vinokur_Ku_1	StatiiOP
357	однако и	1	2
358	е как	4	2
359	одной стороны	1	2
360	для этого	3	2
361	в представлении	1	2
362	этого слова	3	2
363	по крайней	5	2
364	всех этих	1	2
365	для которых	2	2
366	мере в	6	2
367	в москве	2	2
368	не для	1	2
369	целого ряда	1	2
370	г и	1	2
371	он не	2	2
372	в данной	1	2
373	из того	1	2
374	факты из	1	2
375	несмотря на	3	2
376	и тогда	4	2
377	в своих	1	2
378	всякий раз	1	2
379	хочу сказать	2	2
380	сам пушкин	1	2
381	в такой	1	2
382	здесь дело	1	2
383	недавнего времени	1	2
384	а также	1	2
385	по существу	4	2
386	и у	1	2
387	вообще не	1	2
388	целый ряд	5	2
389	ни одного	2	2
390	он должен	1	2
391	е в	2	2
392	и уже	1	2
393	так или	2	2
394	быть в	2	2
395	что здесь	1	2
396	есть только	1	2
397	что все	2	2
398	что с	2	2
399	языка не	3	2
400	уже в	3	2
401	конечно не	2	2
402	или иначе	2	2
403	чуть ли	2	2
404	но именно	1	2
405	ср еще	1	2
406	как о	2	2
407	гораздо больше	1	2
408	также в	1	2
409	капитанской дочки	2	2
410	свои силы	1	2
411	и более	2	2
412	но для	1	2
413	а если	3	2
414	в своем	3	2
415	грамматики и	1	1
416	значение которое	1	1
417	и позволяет	1	1
418	регистрации и	1	1
419	языка который	2	1
420	чтобы уравновесить	1	1
421	и там	1	1
422	каждый из	1	1
423	литературы в	1	1
424	видеть что	2	1
425	и этот	1	1
426	три в	1	1
427	на более	2	1
428	так чтобы	1	1
429	когда мы	2	1
430	как мы	1	1
431	еще до	1	1
432	с него	2	1
433	отношении к	1	1
434	ссылками на	1	1
435	поэзии и	1	1
436	бы в	7	1
437	с полной	1	1
438	очень многое	1	1
439	чтобы в	2	1
440	против чего	1	1
441	исключения в	1	1
442	их с	1	1
443	и вот	1	1
444	а главное	1	1
445	на деле	1	1
446	что их	2	1
447	случаев в	1	1
448	в одно	1	1
449	его современники	1	1
450	одной науки	1	1
451	исходит из	1	1
452	сейчас мы	1	1
453	бы на	2	1
454	и понимания	1	1
455	или в	2	1
456	слов о	2	1
457	доказывает что	2	1
458	его личного	1	1
459	мы говорим	2	1
460	на том	3	1
461	наука а	1	1
462	как справедливо	1	1
463	имел бы	1	1
464	из нас	1	1
465	в разных	2	1
466	является для	1	1
467	с одним	1	1
468	каждом из	2	1
469	не допускают	1	1
470	является их	1	1
471	тех же	1	1
472	истории русского	1	1
473	значения в	2	1
474	можно считать	1	1
475	как на	3	1
476	себе в	3	1
477	показывает что	1	1
478	человек которые	1	1
479	я имею	1	1
480	против того	1	1
481	еще что	1	1
482	действительно не	1	1
483	и является	4	1
484	потребность в	3	1
485	это время	1	1
486	для них	2	1
487	искать ответа	1	1
488	утверждает что	1	1
489	был бы	2	1
490	имею в	1	1
491	его не	1	1
492	другой и	1	1
493	себя самого	2	1
494	и правильное	1	1
495	и эти	3	1
496	после того	1	1
497	кроме того	1	1
498	но еще	3	1
499	указывает что	1	1
500	из таких	1	1
501	еще одну	1	1
502	нуждается в	3	1
503	том случае	1	1
504	но дело	1	1
505	случаях когда	2	1
506	уже быть	1	1
507	в данных	1	1
508	у читателя	1	1
509	так часто	1	1
510	смысле что	1	1
511	настоящее время	1	1
512	я старался	1	1
513	те или	1	1
514	той мере	5	1
515	один пример	2	1
516	говоря уже	1	1
517	было в	2	1
518	же будет	1	1
519	же только	1	1
520	одно дело	1	1
521	пушкин и	2	1
522	значение при	1	1
523	перевод с	1	1
524	его и	1	1
525	в ряде	2	1
526	пришлось бы	2	1
527	мы встречаем	1	1
528	все уже	1	1
529	не так	1	1
530	и другая	1	1
531	говорим о	1	1
532	и далее	1	1
533	друг от	1	1
534	как увидим	1	1
535	объяснение в	2	1
536	для той	1	1
537	можно только	1	1
538	в некоторых	1	1
539	и против	2	1
540	е не	2	1
541	и вовсе	5	1
542	таким путем	1	1
543	стадию в	1	1
544	а только	8	1
545	по себе	2	1
546	только то	1	1
547	на нем	1	1
548	на мой	2	1
549	с такими	1	1
550	трудно видеть	3	1
551	тот же	2	1
552	от друга	1	1
553	за ту	1	1
554	на язык	4	1
555	xx века	1	1
556	казалось бы	3	1
557	бы говорить	1	1
558	разумеется что	2	1
559	разного рода	1	1
560	более того	1	1
561	с тем	5	1
562	в одном	3	1
563	наше время	1	1
564	к литературным	1	1
565	в нашем	1	1
566	заявил что	1	1
567	с неба	1	1
568	грамматике и	1	1
569	что только	1	1
570	свою задачу	1	1
571	а может	1	1
572	в подобных	1	1
573	я хотел	1	1
574	равно не	1	1
575	языка на	2	1
576	стилистическом отношении	1	1
577	же до	2	1
578	иначе говоря	2	1
579	случае ясно	1	1
580	присутствует в	1	1
581	этих попыток	1	1
582	нужно еще	1	1
583	так называемым	2	1
584	таких случаях	1	1
585	указания на	1	1
586	том и	2	1
587	недостаточно для	1	1
588	оно не	3	1
589	уже без	1	1
590	же значение	1	1
591	время в	1	1
592	ряде случаев	2	1
593	является его	1	1
594	но только	1	1
595	который был	1	1
596	не знают	2	1
597	вместе с	7	1
598	этом смысле	3	1
599	к своему	2	1
600	целое в	1	1
601	или иной	3	1
602	той или	1	1
603	здесь в	1	1
604	с общим	1	1
605	но вот	2	1
606	речи в	4	1
607	совсем недавно	1	1
608	его отдельных	1	1
609	и притом	1	1
610	притом не	1	1
611	знать в	1	1
612	сами по	1	1
613	д почти	1	1
614	по моему	1	1
615	но тогда	1	1
616	разве только	1	1
617	должны были	1	1
618	это только	3	1
619	пример из	2	1
620	так уж	1	1
621	но как	1	1
622	для каждой	1	1
623	литературных памятников	1	1
624	не имеют	3	1
625	но они	1	1
626	хотя и	3	1
627	культуры она	1	1
628	в таких	4	1
629	на устранение	1	1
630	из его	1	1
631	на все	1	1
632	не могут	2	1
633	на себя	3	1
634	соответствии с	3	1
635	обратить внимание	2	1
636	иными словами	4	1
637	и стиля	1	1
638	можно сказать	3	1
639	и дело	1	1
640	себе представить	1	1
641	и после	1	1
642	в современной	2	1
643	они не	3	1
644	в том-то	1	1
645	том же	2	1
646	в значении	2	1
647	том-то и	1	1
648	полагает что	1	1
649	мог бы	1	1
650	и при	2	1
651	больше всего	2	1
652	возможно даже	1	1
653	чтобы можно	1	1
654	которой в	1	1
655	сейчас не	2	1
656	тогда когда	6	1
657	случаев это	1	1
658	можно говорить	2	1
659	является то	1	1
660	статья в	1	1
661	чтобы выяснить	1	1
662	не говоря	2	1
663	что его	2	1
664	приходим к	1	1
665	к его	1	1
666	к тому	5	1
667	относиться к	1	1
668	что я	2	1
669	бы установить	1	1
670	что такое	6	1
671	приведу один	1	1
672	за рамки	1	1
673	которым он	1	1
674	наполеона и	1	1
675	напомню что	1	1
676	не на	4	1
677	говорить как	1	1
678	то ни	1	1
679	на глаза	1	1
680	помимо того	1	1
681	другое дело	2	1
682	потому чтобы	2	1
683	он является	1	1
684	что было	2	1
685	как он	1	1
686	именно так	2	1
687	я в	1	1
688	в стихах	1	1
689	и от	1	1
690	мысль в	1	1
691	и своим	1	1
692	или иные	1	1
693	живой речи	1	1
694	эти проблемы	1	1
695	на память	1	1
696	отнестись к	1	1
697	и поставил	1	1
698	зависимости от	6	1
699	оказывается что	1	1
700	не заметил	1	1
701	но эти	1	1
702	е тот	1	1
703	связано с	3	1
704	не имел	1	1
705	в одной	1	1
706	говорить что	1	1
707	мы в	1	1
708	естественно не	1	1
709	в научном	1	1
710	на основе	1	1
711	очевидно что	3	1
712	со всей	1	1
713	от нынешнего	1	1
714	и таким	1	1
715	к ним	1	1
716	я позволю	2	1
717	мы называем	1	1
718	не столько	2	1
719	в последнем	2	1
720	о чем	2	1
721	едва ли	1	1
722	это разумеется	2	1
723	сейчас еще	1	1
724	уже при	1	1
725	уже не	8	1
726	попадаются и	1	1
727	чем можно	1	1
728	то все	1	1
729	это было	2	1
730	точно так	1	1
731	лиц которые	2	1
732	в форме	1	1
733	глаголов не	1	1
734	трудно было	2	1
735	как например	2	1
736	xix века	5	1
737	с их	3	1
738	начале xix	1	1
739	в стихе	1	1
740	а во-вторых	2	1
741	в наши	1	1
742	что эти	4	1
743	к вопросу	1	1
744	в них	7	1
745	из других	1	1
746	в науке	4	1
747	этом и	1	1
748	каждое из	1	1
749	слова без	1	1
750	одна из	1	1
751	слова в	1	1
752	непременно и	1	1
753	г а	1	1
754	и тех	1	1
755	в зависимости	5	1
756	но даже	1	1
757	и других	1	1
758	в ограниченном	1	1
759	приведу еще	1	1
760	без исключения	1	1
761	области не	1	1
762	проистекают от	1	1
763	от того	1	1
764	смежные отрасли	1	1
765	кто в	1	1
766	в настоящее	1	1
767	что именно	1	1
768	а вовсе	1	1
769	того как	4	1
770	или нет	1	1
771	которыми мы	1	1
772	однако с	1	1
773	виде так	1	1
774	дело совсем	1	1
775	фактов и	1	1
776	эти случаи	2	1
777	не потому	5	1
778	эти утверждения	1	1
779	увидим ниже	1	1
780	ср на	1	1
781	когда и	1	1
782	и было	2	1
783	е после	1	1
784	нами по	1	1
785	и на	4	1
786	от себя	2	1
787	в процессе	1	1
788	языка что	1	1
789	на громадное	1	1
790	достаточно что	1	1
791	до конца	2	1
792	это действительно	1	1
793	под сомнение	1	1
794	сюда относится	1	1
795	не просто	5	1
796	положение в	1	1
797	о языке	8	1
798	и когда	1	1
799	под ред	1	1
800	на некоторые	1	1
801	самого и	1	1
802	ряда других	1	1
803	касается первого	1	1
804	язык и	1	1
805	далеко не	1	1
806	к нашей	1	1
807	в это	2	1
808	то ее	1	1
809	времени в	1	1
810	несколько слов	3	1
811	с его	4	1
812	в наше	1	1
813	позволю себе	2	1
814	наука о	2	1
815	когда в	2	1
816	в известном	1	1
817	в прямом	1	1
818	всегда возможны	1	1
819	которая в	1	1
820	их обычно	1	1
821	не считать	1	1
822	меньше всего	2	1
823	и говорит	2	1
824	сразу же	1	1
825	на долю	3	1
826	интересует сейчас	1	1
827	этого рода	6	1
828	указать на	4	1
829	знании языка	1	1
830	а другое	1	1
831	зрения как	1	1
832	не приходится	1	1
833	однако в	1	1
834	слова с	1	1
835	во многом	1	1
836	вовсе еще	1	1
837	его речи	1	1
838	не могло	1	1
839	которое им	1	1
840	правда в	1	1
841	оно несомненно	1	1
842	на той	1	1
843	но что	1	1
844	д разумеется	1	1
845	еще однако	1	1
846	он о	1	1
847	в духе	3	1
848	но у	1	1
849	во первых	1	1
850	п и	1	1
851	историей языка	1	1
852	не подлежит	1	1
853	возникает необходимость	1	1
854	себя в	1	1
855	и есть	2	1
856	чтобы получить	2	1
857	который в	1	1
858	мой взгляд	2	1
859	к этому	1	1
860	с некоторыми	1	1
861	громким голосом	1	1
862	него не	1	1
863	и всякая	1	1
864	в стилистическом	1	1
865	как я	2	1
866	только более	1	1
867	речи это	1	1
868	школе и	1	1
869	показать что	1	1
870	если мы	2	1
871	на протяжении	1	1
872	один раз	1	1
873	бы против	1	1
874	если таким	1	1
875	были бы	2	1
876	смысле это	2	1
877	так я	1	1
878	перед нами	1	1
879	только и	3	1
880	слово в	1	1
881	как общее	1	1
882	уже и	3	1
883	каждой из	1	1
884	как говорит	1	1
885	если б	2	1
886	в виду	5	1
887	именно поэтому	2	1
888	нас интересует	1	1
889	принадлежит в	2	1
890	о нем	2	1
891	в соответствии	3	1
892	факты в	1	1
893	и делает	1	1
894	реальные факты	1	1
895	много таких	2	1
896	от которых	1	1
897	образом в	1	1
898	системе как	1	1
899	она была	1	1
900	и стилистической	2	1
901	бы совершенно	1	1
902	лишь при	1	1
903	вывод который	1	1
904	в прежних	1	1
905	замена в	1	1
906	не грамматические	1	1
907	том чтобы	8	1
908	мы приходим	1	1
909	интерпретации и	1	1
910	сомнению что	1	1
911	к нам	1	1
912	в развитии	1	1
913	в роли	1	1
