N	2gram	Propp_Isto_7	VrazhdaK
294	в другой	3	1
295	вслед за	1	1
296	все в	2	1
297	в свете	3	1
298	не знаю	3	1
299	если это	2	1
300	в литературе	2	1
301	тех пор	1	1
302	имеется в	2	1
303	один из	7	1
304	но с	1	1
305	сразу же	1	1
306	оказалось что	1	1
307	не хотят	1	1
308	он стал	2	1
309	ли он	4	1
310	она правда	1	1
311	во всем	2	1
312	то он	1	1
313	и кончая	1	1
314	он уже	1	1
315	в качестве	3	1
316	же он	1	1
317	больше не	1	1
318	прямо в	1	1
319	на свое	2	1
320	ни с	2	1
321	говорит о	2	1
322	никто не	1	1
323	друг друга	2	1
324	как при	1	1
325	мальчика к	1	1
326	не просто	2	1
327	от того	1	1
328	без внимания	1	1
329	в особенности	2	1
330	из двух	1	1
331	связан с	1	1
332	этот пробел	1	1
333	и из	1	1
334	с другой	9	1
335	именно в	1	1
336	что тот	2	1
337	такое же	2	1
338	возвращается в	1	1
339	прежде всего	2	1
340	выше и	2	1
341	только по	1	1
342	что им	1	1
343	попадает в	2	1
344	на этот	2	1
345	и самый	1	1
346	почему этого	1	1
347	в ту	1	1
348	человек в	1	1
349	из героев	1	1
350	обычно не	1	1
351	что из	2	1
352	во франции	1	1
353	в частности	1	1
354	герою с	1	1
355	свете этой	1	1
356	д в	2	1
357	он ее	1	1
358	или по	1	1
359	да я	1	1
360	этот мотив	3	1
361	из которых	1	1
362	не знал	2	1
363	предположить что	3	1
364	что за	3	1
365	не дают	1	1
366	в ответ	3	1
367	с тех	2	1
368	того что	6	1
369	был в	2	1
370	в свое	1	1
371	в условиях	1	1
372	сих пор	3	1
373	в основном	2	1
374	между прочим	3	1
375	к царю	1	1
376	но для	2	1
377	под влиянием	1	1
378	за одну	1	1
379	которая из	1	1
380	и от	2	1
381	это как	2	1
382	человек и	1	1
383	тот кто	5	1
384	хотя и	3	1
385	и перед	1	1
386	ее и	1	1
387	у некоторых	2	1
388	еще более	1	1
389	но зато	1	1
390	позволяет нам	2	1
391	только что	1	1
392	но вот	2	1
393	нам не	1	1
394	а о	1	1
395	только как	1	1
396	другой стороны	8	1
397	враждебное отношение	1	1
398	из этого	1	1
399	только о	2	1
400	героя в	1	1
401	жизни и	1	1
402	к этой	1	1
403	во сне	2	1
404	как на	1	1
405	в таком	1	1
406	точно так	2	1
407	все что	1	1
408	и будущий	1	1
409	они не	2	1
