N	2gram	Losev_Dial_1	Otkroven
399	в разных	3	1
400	жизни не	1	1
401	не думаю	1	1
402	один только	1	1
403	что их	2	1
404	бы в	3	1
405	действительно в	1	1
406	еще более	3	1
407	нужно видеть	1	1
408	по своей	1	1
409	ни к	2	1
410	во всем	2	1
411	вот что	1	1
412	и дело	1	1
413	в сознании	3	1
414	отношении к	3	1
415	как будто	1	1
416	еще ничего	1	1
417	но есть	2	1
418	не потому	1	1
419	с другом	1	1
420	лишь по	1	1
421	всего мира	1	1
422	и эта	2	1
423	всему этому	1	1
424	не быть	1	1
425	состоит из	3	1
426	но там	1	1
427	была бы	3	1
428	совершенно не	8	1
429	к его	1	1
430	жизни а	1	1
431	и заключается	1	1
432	ко всему	2	1
433	вл соловьев	1	1
434	это конечно	2	1
435	и всех	3	1
436	та же	3	1
437	и состоит	2	1
438	его с	3	1
439	в голову	1	1
440	жизни и	3	1
441	всего что	1	1
442	во всяком	4	1
443	применима к	1	1
444	указывает на	3	1
445	бога он	1	1
446	от которой	2	1
