N	2gram	Tiupa_Disk_2	Marksizm
178	в нашем	1	2
179	бы не	1	2
180	значение так	1	2
181	не следует	3	2
182	всякий памятник	1	2
183	значительной степени	1	2
184	подход к	3	2
185	различие между	1	2
186	и с	2	2
187	то есть	12	2
188	в жизни	1	2
189	далеко не	2	2
190	мы не	1	2
191	восприятия и	1	2
192	нас не	1	2
193	является для	1	2
194	установка на	1	2
195	место в	2	2
196	по крайней	1	2
197	но они	1	2
198	на языке	2	2
199	как о	1	2
200	нашли свое	1	2
201	те моменты	1	2
202	жизненных ситуаций	1	2
203	настоящего времени	1	2
204	и именно	1	2
205	об одном	3	2
206	должен быть	1	2
207	определяется его	1	2
208	формы и	1	2
209	исторической ситуации	1	2
210	приводит к	3	2
211	не с	2	2
212	здесь как	1	2
213	все то	1	2
214	ориентировано на	1	2
215	поэтому в	1	2
216	и даже	1	2
217	сводится к	2	2
218	в значительной	1	2
219	высказывания которые	1	2
220	крайней мере	1	2
221	всех основных	1	2
222	всяком случае	1	2
223	свое наиболее	1	2
224	себя с	2	2
225	но не	7	2
226	исторической роли	1	2
227	себя в	6	2
228	но для	1	2
229	чужой и	1	2
230	друг друга	1	2
231	общения и	2	2
232	тем что	1	2
233	на границе	1	2
234	внутреннего мира	1	2
235	в особенности	1	2
236	именно в	2	2
237	здесь в	3	2
238	и прежде	2	2
239	бытия в	1	2
240	а с	5	2
241	стремится к	2	2
242	до конца	1	2
243	не на	2	2
244	о чем	2	2
245	и всякое	2	2
246	вместе с	2	2
247	социальная ситуация	1	2
248	к его	4	2
249	xix века	1	2
250	там где	1	2
251	того или	1	2
252	вне контекста	1	2
253	говорящего и	1	2
254	себя самого	1	2
255	еще более	1	2
256	сохраняя в	1	2
257	между ними	1	2
258	неотделим от	2	2
259	не знает	3	2
260	или иного	2	2
261	жизни и	3	2
262	что в	5	2
263	как на	3	2
264	можно говорить	1	1
265	речь идет	1	1
266	также и	3	1
267	например в	3	1
268	бытия а	1	1
269	рассказов и	1	1
270	слова эта	1	1
271	то в	1	1
272	к сигналу	1	1
273	проникает в	1	1
274	между ним	1	1
275	к созданию	1	1
276	и могут	1	1
277	его не	1	1
278	ценностные тона	2	1
279	сведена к	1	1
280	не была	1	1
281	риторические вопросы	1	1
282	совпадает с	2	1
283	говорить о	2	1
284	собою не	2	1
285	общения всякое	1	1
286	из того	1	1
287	и со	1	1
288	из ее	1	1
289	но при	2	1
290	и определяется	1	1
291	установку на	2	1
292	время в	2	1
293	там и	1	1
294	и реплики	1	1
295	из этих	3	1
296	точка зрения	1	1
297	к которой	2	1
298	формы художественного	1	1
299	в русле	1	1
300	а через	1	1
301	друг от	1	1
302	стремясь к	2	1
303	как в	8	1
304	что приводит	1	1
305	когда он	1	1
306	в круг	1	1
307	и наконец	3	1
308	и ты	1	1
309	себе не	1	1
310	в этот	1	1
311	к чему	1	1
312	истины и	1	1
313	в которой	1	1
314	как это	1	1
315	нет дела	1	1
316	но без	1	1
317	ни одна	1	1
318	с их	2	1
319	внутренним и	1	1
320	к выводу	1	1
321	но именно	1	1
322	о которой	1	1
323	в первую	2	1
324	знаем более	1	1
325	к одному	1	1
326	художественного высказывания	1	1
327	в силу	1	1
328	можно назвать	4	1
329	этот тезис	1	1
330	но все	1	1
331	человека в	4	1
332	мы его	1	1
333	сознание и	1	1
334	же касается	2	1
335	самого автора	1	1
336	ее нельзя	1	1
337	входит в	2	1
338	первую очередь	2	1
339	совершается на	1	1
340	и иных	1	1
341	не совпадает	1	1
342	к миру	1	1
343	приходит в	1	1
344	здесь это	1	1
345	этом качестве	1	1
346	но уже	2	1
347	однако при	3	1
348	в них	3	1
349	и вне	1	1
350	несмотря на	1	1
351	восприниматься и	1	1
352	становится именно	1	1
353	все это	2	1
354	и внешним	1	1
355	выводу о	1	1
356	автором и	1	1
357	сочетании с	2	1
358	это ощущение	1	1
359	не столько	3	1
360	утверждения что	1	1
361	конечном счете	1	1
362	не менее	7	1
363	особого рода	1	1
364	тем не	1	1
365	синтаксиса и	1	1
366	произведения в	1	1
367	пролить свет	1	1
368	же самого	1	1
369	он как	1	1
370	при всех	1	1
371	до известной	1	1
372	два полюса	1	1
373	в русской	3	1
374	мысли в	1	1
375	мышления и	1	1
376	с живым	1	1
377	но она	3	1
378	принадлежит к	3	1
379	это еще	2	1
380	и всегда	1	1
381	в разных	1	1
382	предполагается в	1	1
383	всего на	1	1
384	преимущественно на	1	1
385	такая же	1	1
386	не принадлежит	1	1
387	исходный пункт	1	1
388	высказыванием и	1	1
389	не столь	2	1
390	этом отношении	4	1
391	для речевой	1	1
392	уже о	1	1
393	места для	1	1
394	не могут	1	1
395	и другой	1	1
396	и развития	1	1
397	числе и	1	1
398	уже было	1	1
399	другом месте	1	1
400	его с	1	1
401	но также	1	1
402	оно не	1	1
403	эпохи когда	1	1
404	т.е в	1	1
405	от той	1	1
406	от друга	1	1
407	город и	1	1
408	в некоторых	1	1
409	говоря уже	1	1
410	здесь не	2	1
411	в себя	2	1
412	так в	1	1
413	роль в	4	1
414	поэтических высказываний	1	1
415	обладает не	1	1
416	слова а	1	1
417	обращаясь к	1	1
418	и сам	1	1
419	только через	1	1
420	было в	3	1
421	отсюда и	2	1
422	является ситуация	1	1
423	еще в	3	1
424	в сочетании	2	1
425	можно только	1	1
426	в глубинах	1	1
427	также различать	1	1
428	с ним	1	1
429	как выражение	1	1
430	до нас	1	1
431	мы живем	1	1
432	мысль о	3	1
433	ситуации и	2	1
434	внимание на	1	1
435	оно лишено	1	1
436	и внутреннее	1	1
437	и что	1	1
438	всех подобных	1	1
439	можно сказать	3	1
440	другому в	1	1
441	должно было	1	1
442	в переживании	2	1
443	в родном	1	1
444	русской литературе	2	1
445	в конечном	1	1
446	на границах	1	1
447	ним и	1	1
448	существенную роль	1	1
449	и только	1	1
450	но вне	1	1
451	живым в	1	1
452	не сводится	4	1
453	быть ничего	1	1
454	в динамике	1	1
455	и мир	1	1
456	именно ему	1	1
457	ни к	5	1
458	в современной	1	1
459	от утверждения	1	1
460	но с	1	1
461	следует ли	1	1
462	для современного	1	1
463	менее в	1	1
464	из значений	1	1
465	может оказаться	1	1
466	и так	1	1
467	в литературу	1	1
468	ключом к	2	1
469	для нее	1	1
470	чужому слову	1	1
471	в окружающем	1	1
472	с которыми	1	1
473	так что	1	1
474	же и	1	1
475	есть в	2	1
476	и др	1	1
477	оказывается в	1	1
478	уже не	3	1
479	или не	1	1
480	еще одно	1	1
481	же в	1	1
482	если в	1	1
483	не дает	1	1
484	из них	3	1
485	одно из	4	1
486	могло бы	1	1
487	в одном	4	1
488	в современном	1	1
489	содержание и	1	1
490	не о	2	1
491	случае не	1	1
492	никакого отношения	1	1
493	она отнюдь	1	1
494	и оценки	1	1
495	в других	1	1
496	но из	1	1
497	были бы	1	1
498	в исторической	3	1
499	другого в	2	1
500	со стороны	10	1
501	между которыми	1	1
502	себя столь	1	1
503	свидетельствуя о	1	1
504	эти две	1	1
505	ему не	1	1
506	соответствии с	3	1
507	с той	2	1
508	и между	1	1
509	еще и	1	1
510	себя и	1	1
511	равной степени	1	1
512	не говоря	1	1
513	имеют никакого	1	1
514	в соответствии	2	1
515	превращается в	1	1
516	этого не	1	1
517	другой стороны	2	1
518	другой в	1	1
519	его как	1	1
520	влияние и	1	1
521	мы все	1	1
522	дело в	2	1
523	ориентация на	1	1
524	для человека	1	1
525	быть сведена	1	1
526	эта особенность	1	1
527	более глубокое	1	1
528	отступления от	1	1
529	и глубоко	1	1
530	к лицу	1	1
531	на фоне	1	1
532	к себе	1	1
533	к самому	1	1
534	может так	1	1
535	и окказионального	1	1
536	к жизни	3	1
537	для обозначения	1	1
538	лицом к	1	1
539	что же	2	1
540	действие и	2	1
541	исходя из	1	1
542	и было	1	1
543	в состоянии	1	1
544	в это	1	1
545	есть оно	1	1
546	и носит	1	1
547	этом случае	2	1
548	в условиях	1	1
549	в целом	2	1
550	но это	3	1
551	этом и	1	1
552	была понята	1	1
553	однако не	1	1
554	известной степени	1	1
555	не оставляют	1	1
556	слова но	1	1
557	живет и	1	1
558	не подлежит	2	1
559	хотя и	1	1
560	интерес к	2	1
561	и ни	1	1
562	потому что	4	1
563	по самой	1	1
564	в равной	1	1
565	определенного положения	1	1
566	мы в	1	1
567	и практически	1	1
568	жизни в	3	1
569	бы стать	1	1
570	это и	1	1
571	из этого	1	1
572	значение не	2	1
573	ее в	1	1
574	также не	1	1
575	том числе	1	1
