N	2gram	Tiupa_Anal_2	Psycholo
424	в стихах	1	1
425	все равно	1	1
426	но лишь	1	1
427	которой он	1	1
428	всегда и	1	1
429	этих поверхностных	1	1
430	для себя	1	1
431	ведет к	1	1
432	автора и	3	1
433	обратимся к	1	1
434	еще раз	1	1
435	со всей	1	1
436	но я	1	1
437	для него	4	1
438	но если	1	1
439	и при	1	1
440	взгляд на	1	1
441	и выражение	1	1
442	одним и	1	1
443	состав которых	1	1
444	не удивительно	3	1
445	до такой	1	1
446	при рассмотрении	1	1
447	и более	1	1
448	однако в	1	1
449	и наоборот	2	1
450	что этот	1	1
451	не должна	1	1
452	зрения и	1	1
453	нас к	2	1
454	евгения онегина	1	1
455	идеи и	1	1
456	вплоть до	1	1
457	в таких	2	1
458	виду что	1	1
459	мы вынуждены	1	1
460	как о	3	1
461	дело не	2	1
462	материала в	1	1
463	на котором	2	1
464	только и	1	1
465	имеем дело	3	1
466	здесь совершенно	1	1
467	всякой эстетической	1	1
468	и печориным	1	1
469	убедиться в	1	1
470	связи с	1	1
471	для анализа	1	1
472	чем объясняется	1	1
473	существенно для	1	1
474	и заключается	1	1
475	позволил бы	1	1
476	во все	1	1
477	и такие	1	1
478	ли не	2	1
479	его за	1	1
480	уже было	1	1
481	наоборот в	1	1
482	в поле	4	1
483	слова однако	1	1
484	следует отнести	1	1
485	и входит	1	1
486	но при	1	1
487	могут и	1	1
488	как система	5	1
489	языка и	2	1
490	характер и	1	1
491	же и	1	1
492	чтобы прийти	1	1
493	об отношении	1	1
494	в пределах	9	1
495	что может	1	1
496	с первым	1	1
497	того и	2	1
498	она была	1	1
499	строго говоря	2	1
500	поэтому в	1	1
501	другое дело	1	1
502	эту сцену	1	1
503	мире в	1	1
504	мы ощущаем	1	1
505	сводится к	3	1
506	о нем	1	1
507	произведения как	2	1
508	определенным образом	1	1
509	одного из	3	1
510	можно сказать	4	1
511	а также	7	1
512	может не	1	1
513	в значительной	2	1
514	как у	1	1
515	которая сама	1	1
516	поводу того	1	1
517	при взгляде	1	1
518	вообще и	2	1
519	слов и	1	1
520	не знаю	2	1
521	самим автором	1	1
522	степени что	1	1
523	известном смысле	1	1
524	лирическое стихотворение	1	1
525	в двух	2	1
526	художественного восприятия	2	1
527	одной из	3	1
528	подтверждается на	1	1
529	этот ритмический	1	1
530	том или	2	1
531	грань между	2	1
532	деле не	1	1
533	к смыслу	2	1
534	не мешает	1	1
535	иное как	1	1
536	одни и	1	1
537	как проявление	1	1
538	внимание что	1	1
539	теперь уже	1	1
540	во внешней	1	1
541	нами и	1	1
542	а напротив	1	1
543	оно в	1	1
544	же явления	1	1
545	этого процесса	1	1
546	именно та	1	1
547	за ним	1	1
548	этот раз	1	1
549	который как	1	1
550	не так	4	1
551	изображается в	1	1
552	сами по	1	1
553	не совпадают	1	1
554	может служить	1	1
555	которые могут	1	1
556	знания для	1	1
557	или ином	2	1
558	и из	1	1
559	именно в	3	1
560	здесь в	2	1
561	оказывается и	1	1
562	в свою	1	1
563	еще и	1	1
564	в воображении	1	1
565	соответствии с	2	1
566	близко к	1	1
567	есть у	1	1
568	в рассказе	1	1
569	зависит от	1	1
570	своего рода	12	1
571	его как	2	1
572	в ритмическую	1	1
573	одну из	2	1
574	была бы	2	1
575	в анализ	1	1
576	произведения искусства	1	1
577	было в	1	1
578	выступают в	1	1
579	о себе	2	1
580	художественное значение	1	1
581	в центре	3	1
582	границы между	1	1
583	самой своей	1	1
584	зачем же	1	1
585	отрывочно и	1	1
586	в углу	1	1
587	относятся к	1	1
588	всем остальным	1	1
589	только с	1	1
590	прямо говорит	1	1
591	и недаром	1	1
592	литературное произведение	3	1
593	в литературе	1	1
594	и всей	1	1
595	быть только	1	1
596	нельзя лучше	1	1
597	хотя он	1	1
598	от природы	1	1
599	слова и	1	1
600	автором и	1	1
601	в любом	1	1
602	быть признано	1	1
603	о его	4	1
604	получает от	1	1
605	не к	1	1
606	говоря это	1	1
607	переживания и	1	1
608	что позволяет	3	1
609	судьбы и	1	1
610	при таком	2	1
611	который ставит	1	1
612	сколько бы	1	1
613	или в	3	1
614	показать как	1	1
615	не оправдывает	1	1
616	почти вовсе	1	1
617	особенно очевидны	1	1
618	мы должны	1	1
619	с а	1	1
620	зрения в	1	1
621	хотя бы	1	1
622	в мировом	1	1
623	себе ничего	1	1
624	же в	1	1
625	личности и	2	1
626	оставаться за	1	1
627	читателя не	1	1
628	из тех	1	1
629	в системе	1	1
630	и внутренне	2	1
631	в их	3	1
632	черный цвет	1	1
633	с ними	3	1
634	не что	1	1
635	языка то	1	1
636	в действительности	3	1
637	божественной комедии	1	1
638	человеческой фигуры	1	1
639	в роли	2	1
640	зрения может	1	1
