N	2gram	Trubetskoy_1	Myslijsy
394	похоже на	1	2
395	и для	6	2
396	будет иметь	2	2
397	не знаем	1	2
398	развития и	1	2
399	от него	3	2
400	большею частью	5	2
401	виде в	1	2
402	и как	1	2
403	мы должны	4	2
404	люди которые	1	2
405	я в	2	2
406	из этого	6	2
407	языка то	1	2
408	об отношении	1	2
409	в голову	1	2
410	точно так	1	2
411	все что	9	2
412	в своих	2	2
413	можно назвать	3	2
414	одним из	4	1
415	потом и	1	1
416	предполагает что	1	1
417	того же	9	1
418	все остальное	1	1
419	а из	1	1
420	он может	1	1
421	науки о	1	1
422	тем же	2	1
423	по которым	1	1
424	вопрос мы	1	1
425	представление об	4	1
426	должна быть	5	1
427	в их	4	1
428	с взрослым	1	1
429	если я	1	1
430	той ступени	1	1
431	которую мы	1	1
432	уже более	2	1
433	почему мы	1	1
434	незначительное количество	1	1
435	зависимости от	1	1
436	без всякого	1	1
437	свою очередь	2	1
438	что оба	2	1
439	стороны его	1	1
440	стороны но	1	1
441	меньше чем	2	1
442	и этого	1	1
443	по этому	2	1
444	он сам	1	1
445	себя а	1	1
446	быть в	1	1
447	дикаря он	1	1
448	образом как	2	1
449	во всех	10	1
450	только после	1	1
451	такие постоянные	1	1
452	признаки и	1	1
453	основано на	5	1
454	не без	2	1
455	а следовательно	1	1
456	различия между	3	1
457	друг к	2	1
458	видели что	1	1
459	но не	2	1
460	но как	2	1
461	отличие от	3	1
462	друг от	6	1
463	нет и	1	1
464	совершеннее и	1	1
465	можно представить	1	1
466	же мало	2	1
467	тем больше	1	1
468	первый взгляд	1	1
469	человечества не	1	1
470	бы при	1	1
471	перед нами	1	1
472	с понятием	1	1
473	и отчасти	1	1
474	себе как	1	1
475	та же	3	1
476	ступени развития	5	1
477	практические выводы	1	1
478	многих из	1	1
479	именно того	1	1
480	а во-вторых	1	1
481	лучше сказать	1	1
482	он в	1	1
483	то я	1	1
484	в этой	6	1
485	еще один	1	1
486	к двум	2	1
487	общий тон	1	1
488	необходимо сделать	1	1
489	только один	2	1
490	даже эта	1	1
491	возникновения новых	1	1
492	и те	2	1
493	у дикаря	3	1
494	если он	2	1
495	но на	2	1
496	этот процесс	2	1
497	образом для	1	1
498	раз когда	1	1
499	перестает быть	1	1
500	этого племени	2	1
501	одно целое	1	1
502	и еще	1	1
503	состоит именно	1	1
504	котором мы	1	1
505	без влияния	1	1
506	том чтобы	2	1
507	и сам	2	1
508	в степени	3	1
509	заключают в	1	1
510	выходит что	1	1
511	одной и	2	1
512	на этом	2	1
513	его можно	1	1
514	существует у	1	1
515	действительно так	1	1
516	что их	3	1
517	но все	5	1
518	от нее	2	1
519	сделать из	1	1
520	касается до	8	1
521	что этот	1	1
522	часть его	1	1
523	главным образом	1	1
524	что такой	1	1
525	же касается	2	1
526	в каком-нибудь	1	1
527	начинать с	1	1
528	к другу	2	1
529	из самой	1	1
530	а его	1	1
531	на все	5	1
532	входит в	1	1
533	заключается в	2	1
534	который и	1	1
535	окажется что	1	1
536	он есть	1	1
537	этот человек	1	1
538	выше на	1	1
539	стоит на	1	1
540	только одно	2	1
541	же образом	2	1
542	нет в	2	1
543	на второй	1	1
544	случае мы	1	1
545	далеко не	5	1
546	до сознания	1	1
547	во внимание	2	1
548	мы видели	2	1
549	и германские	1	1
550	и такая	1	1
551	в развитии	1	1
552	и того	3	1
553	одного и	3	1
554	на первый	2	1
555	в эту	2	1
556	к тем	2	1
557	общества и	1	1
558	в своей	1	1
559	не во	1	1
560	еще менее	1	1
561	в такой	4	1
562	бы к	1	1
563	то для	1	1
564	а от	1	1
565	других племен	1	1
566	на каждом	2	1
567	далее в	1	1
568	от себя	2	1
569	состоящее в	1	1
570	сходства с	4	1
571	и другого	1	1
572	является только	1	1
573	и той	1	1
574	ход исторического	1	1
575	данный промежуток	1	1
576	иначе как	1	1
577	друг другу	1	1
578	более сложные	1	1
579	на всю	1	1
580	это противоречило	1	1
581	пути на	1	1
582	от тех	3	1
583	что такие	2	1
584	в отношении	1	1
585	стоит в	1	1
586	дело когда	1	1
587	что эта	4	1
588	с которой	1	1
589	что с	5	1
590	но для	2	1
591	истории и	1	1
592	как о	1	1
593	сделать и	1	1
594	дело в	1	1
595	на два	1	1
596	ее с	1	1
597	к этим	1	1
598	не по	1	1
599	жизни из	1	1
600	что каждое	1	1
601	но вместе	1	1
602	вытекает из	1	1
603	дикаря в	2	1
604	следовательно и	1	1
605	этого явления	2	1
606	а для	2	1
607	ничего не	1	1
608	невозможно но	2	1
609	этих двух	2	1
610	чтобы их	1	1
611	с нами	1	1
612	видим что	1	1
613	все члены	1	1
614	проч в	1	1
615	во всем	3	1
616	группу лиц	1	1
617	следует что	2	1
618	никакого понятия	1	1
619	на которой	1	1
620	только с	1	1
621	доказать что	2	1
622	как будто	5	1
623	если только	1	1
624	не потому	2	1
625	к таким	2	1
626	убеждения что	1	1
627	все то	2	1
628	начиная с	1	1
629	в среде	2	1
630	есть признак	1	1
631	и другой	1	1
632	время мы	1	1
633	указание на	1	1
634	для развития	1	1
635	числе и	1	1
636	чтобы каждый	1	1
637	основаны на	3	1
638	бы он	1	1
639	самое незначительное	1	1
640	они и	1	1
641	никакого сомнения	1	1
642	что при	6	1
643	всегда в	1	1
644	правда не	1	1
645	в европейце	1	1
646	разные стороны	1	1
647	при таком	2	1
648	от друга	6	1
649	как не	2	1
650	в дело	1	1
651	но при	1	1
652	на нашу	2	1
653	представим себе	1	1
654	нельзя сделать	1	1
655	в себя	2	1
656	с самого	1	1
657	или для	1	1
658	то время	2	1
659	ясно что	8	1
660	роль в	1	1
661	как с	1	1
662	привести в	1	1
663	невозможно и	2	1
664	по этой	1	1
665	в другом	2	1
666	таком же	2	1
667	все от	1	1
668	положение что	1	1
669	к действительности	1	1
670	сказано выше	3	1
671	а все	1	1
672	основана на	1	1
673	как у	3	1
674	образом получается	1	1
675	стало бы	1	1
676	и совершенное	1	1
677	с d	1	1
678	два момента	1	1
679	и поэтому	2	1
680	настоящее время	2	1
681	более высокой	1	1
682	что каждый	1	1
683	этой мысли	1	1
684	не стоит	2	1
685	все его	2	1
686	как эта	1	1
687	может не	3	1
688	выше ее	1	1
689	и духовным	1	1
690	совершенно самостоятельно	1	1
691	образом все	1	1
692	а у	1	1
693	ее от	1	1
694	от них	1	1
695	во втором	2	1
696	таким путем	1	1
697	а потому	5	1
698	на одном	2	1
699	предположим что	1	1
700	не более	2	1
701	них в	2	1
702	с не	1	1
703	или частью	1	1
704	и всякое	1	1
705	если это	2	1
706	или может	1	1
707	не своего	1	1
708	эти последние	2	1
709	к своим	1	1
710	показывают что	2	1
711	но с	2	1
712	себя с	1	1
713	среди других	1	1
714	близкие к	1	1
715	наук чистых	1	1
716	в вопросе	2	1
717	как нечто	1	1
718	каждом шагу	1	1
719	в разные	1	1
720	самые разнообразные	1	1
721	по мнению	1	1
722	прогресса но	1	1
723	с соответствующими	1	1
724	своего народа	3	1
725	согласно с	1	1
726	с одной	3	1
727	в качестве	1	1
728	земного шара	8	1
729	на всем	1	1
730	уже существующих	4	1
731	впечатление которое	1	1
732	в нашей	1	1
733	же явления	1	1
734	различия в	3	1
735	свидетельствует о	1	1
736	а это	2	1
737	но совершенно	1	1
738	из них	5	1
739	лишь самое	1	1
740	который как	1	1
741	одно из	3	1
742	не будут	2	1
743	разница только	1	1
744	более как	2	1
745	эти понятия	1	1
746	у него	5	1
747	которые могут	2	1
748	как при	2	1
749	же общего	1	1
750	ее на	1	1
751	не противоречит	1	1
752	но из	1	1
753	бы это	1	1
754	более близкие	1	1
755	сходства между	1	1
756	рядом с	1	1
757	сделать нельзя	2	1
758	были бы	1	1
759	из двух	2	1
760	нас вопроса	1	1
761	в данный	1	1
762	деле есть	1	1
763	с другим	1	1
764	что слова	1	1
765	отличаются от	1	1
766	догадаться что	1	1
767	будет ли	1	1
768	к которому	1	1
769	а с	4	1
770	несколько другой	1	1
771	и затем	1	1
772	только к	1	1
773	другую то	1	1
774	прежде всего	3	1
775	одной стороны	2	1
776	может ли	1	1
777	себе никаких	1	1
778	здесь дело	1	1
779	так это	1	1
780	в руках	1	1
781	возьмем например	1	1
782	вопрос можно	1	1
783	конечно на	1	1
784	взгляд кажется	1	1
785	слова что	1	1
786	однако не	1	1
787	между этими	2	1
788	в одно	2	1
789	стоящих на	1	1
790	должна была	1	1
791	в связи	3	1
792	некоторое сходство	1	1
793	человека состоит	1	1
794	в частности	2	1
795	эти слова	1	1
796	из трех	1	1
797	если она	1	1
798	надо было	1	1
799	которой выросло	1	1
800	и история	1	1
801	в человеке	1	1
802	к своему	1	1
803	не пришло	1	1
804	всего предшествующего	1	1
805	образом и	2	1
806	же отношение	1	1
807	смысле этого	1	1
808	на эту	1	1
809	есть масса	1	1
810	а потом	1	1
811	из этой	2	1
812	такие люди	1	1
813	того уже	2	1
814	сам не	1	1
815	или выражаясь	1	1
816	многих других	2	1
817	чтобы ответить	1	1
818	стремления к	1	1
819	следует чтобы	1	1
820	и тому	2	1
821	на пути	1	1
822	на разных	1	1
823	и другом	1	1
824	как из	1	1
825	благодаря этому	1	1
826	над тем	1	1
827	и будут	1	1
828	найдет в	1	1
829	умственной жизни	1	1
830	самое что	1	1
831	помнить что	1	1
832	всего для	1	1
833	нет из	1	1
834	говорить что	3	1
835	мире а	1	1
836	все же	13	1
837	явления именно	1	1
838	в с	3	1
839	в самые	1	1
840	потому не	1	1
841	тот путь	1	1
842	не подлежит	3	1
843	тождественно с	1	1
844	мы только	1	1
845	и среди	1	1
846	том виде	2	1
847	понять что	2	1
848	о котором	7	1
849	в настоящее	2	1
850	выше есть	1	1
851	который ему	1	1
852	то не	1	1
853	ее и	3	1
854	но когда	1	1
855	у них	6	1
856	подлежит сомнению	3	1
857	или нет	1	1
858	что народ	2	1
859	бы все	1	1
860	ибо в	4	1
861	зрения в	1	1
862	ее в	1	1
863	или не	1	1
864	бы на	1	1
865	пришла к	1	1
866	менее в	1	1
867	немцев и	1	1
868	промежуток времени	2	1
869	что ни	1	1
870	ясно также	1	1
871	но если	2	1
872	же будет	1	1
873	не знает	2	1
874	другой стороны	5	1
875	не быть	1	1
876	состоит из	4	1
877	существует в	1	1
878	была бы	1	1
879	общего с	2	1
880	от всех	1	1
881	что под	2	1
882	племени но	1	1
883	тогда не	1	1
884	ли они	1	1
885	жизни и	2	1
886	но еще	1	1
887	указывают на	3	1
888	увидим что	1	1
889	случае если	5	1
890	и эта	1	1
891	как на	4	1
892	стороны одного	1	1
893	том числе	1	1
894	ним только	1	1
895	ничего общего	3	1
