N	2gram	Potebnia_M_2	Problema
306	в особенности	1	2
307	чем в	1	2
308	связаны с	1	2
309	души и	4	2
310	не было	6	2
311	с предметом	1	2
312	в связи	2	2
313	как это	2	2
314	нее это	1	2
315	к своему	1	2
316	событием и	1	2
317	своего содержания	1	2
318	можно сказать	1	2
319	до степени	1	2
320	или в	2	2
321	о котором	2	2
322	не более	1	2
323	как явление	1	2
324	мы должны	2	2
325	в этих	3	2
326	слово в	1	2
327	в свою	6	2
328	была бы	1	2
329	в своих	1	2
330	по поводу	6	2
331	к этому	2	2
332	а между	4	1
333	не иначе	1	1
334	зависимость от	1	1
335	человека и	3	1
336	тех же	1	1
337	мере в	1	1
338	чего не	2	1
339	так относится	1	1
340	к другому	4	1
341	нем но	1	1
342	случае оно	2	1
343	и за	1	1
344	и могут	1	1
345	обойтись без	1	1
346	из всех	1	1
347	который в	1	1
348	им самим	1	1
349	предмета в	2	1
350	которую я	1	1
351	бы что	2	1
352	что уже	1	1
353	вопрос о	2	1
354	и язык	1	1
355	мы называем	3	1
356	время как	4	1
357	чувство может	1	1
358	бы ни	5	1
359	которое в	1	1
360	такое же	2	1
361	собою и	2	1
362	и самого	1	1
363	есть для	1	1
364	не служат	1	1
365	этим не	1	1
366	ними в	1	1
367	слова как	1	1
368	одном и	1	1
369	значение и	2	1
370	в общем	2	1
371	себе и	1	1
372	несколько более	1	1
373	ли эта	1	1
374	только путем	1	1
375	которые не	3	1
376	показать в	2	1
377	это самое	2	1
378	от связи	1	1
379	в подобных	1	1
380	стороны и	1	1
381	ней в	1	1
382	все остальные	5	1
383	тот который	1	1
384	могли бы	2	1
385	что по	1	1
386	имеет в	1	1
387	это определение	2	1
388	в противоположность	1	1
389	при чтении	2	1
390	то в	1	1
391	бы и	1	1
392	и различаются	1	1
393	то время	4	1
394	не обходятся	1	1
395	себе содержание	1	1
396	которые в	1	1
397	что так	1	1
398	такое значение	1	1
399	вносит в	1	1
400	но он	2	1
401	только один	4	1
402	имеет для	3	1
403	как он	4	1
404	в наших	1	1
405	проч и	1	1
406	и если	4	1
407	он найдет	1	1
408	как оно	2	1
409	из указанных	1	1
410	звук а	3	1
411	т д	3	1
412	не воспринимаем	1	1
413	всех этих	2	1
414	есть та	1	1
415	они служат	2	1
416	положением что	1	1
417	не как	3	1
418	почти то	1	1
419	которому она	1	1
420	значения но	1	1
421	уже за	1	1
422	его от	1	1
423	целом как	1	1
424	подобно тому	4	1
425	так например	3	1
426	в нее	4	1
427	всех отношениях	1	1
428	день и	1	1
429	могла бы	3	1
430	смысл слова	1	1
431	чувственное восприятие	1	1
432	имеют в	1	1
433	мы уже	1	1
434	бы быть	3	1
435	от степени	1	1
436	или наконец	1	1
437	это было	2	1
438	от одного	3	1
439	органов и	2	1
440	понятий в	1	1
441	слагаются в	2	1
442	этого не	2	1
443	с тем	4	1
444	отражается в	1	1
445	и уже	5	1
446	слова причем	1	1
447	выйти за	1	1
448	от языка	1	1
449	и прямо	1	1
450	восприятия и	2	1
451	остаться на	2	1
452	из языка	1	1
453	форма становится	1	1
454	можно найти	1	1
455	самим и	1	1
456	по сравнению	1	1
457	к одному	1	1
458	том смысле	4	1
459	как совокупность	2	1
460	в которых	1	1
461	мысли и	1	1
462	и заставит	1	1
463	звука если	2	1
464	бытие как	1	1
465	просьба в	1	1
466	смысле а	1	1
467	может обойтись	2	1
468	имели бы	1	1
469	и эти	1	1
470	есть именно	1	1
471	бывший в	1	1
472	не должно	2	1
473	или если	2	1
474	по себе	15	1
475	как язык	1	1
476	связей с	1	1
477	вбирает в	2	1
478	и форма	1	1
479	тому что	2	1
480	которой и	1	1
481	что есть	2	1
482	некоторых случаях	2	1
483	таких случаях	1	1
484	их оценки	1	1
485	как выражение	1	1
486	это чувство	1	1
487	что с	2	1
488	виду что	1	1
489	но для	1	1
490	содержания или	1	1
491	в самых	1	1
492	может только	1	1
493	все свои	2	1
494	что язык	2	1
495	найти в	1	1
496	и всегда	1	1
497	не имели	1	1
498	и без	1	1
499	именно с	1	1
500	находятся в	1	1
501	этих двух	1	1
502	искусства потому	1	1
503	и независимо	1	1
504	и чувство	1	1
505	не нужен	1	1
506	в сознании	23	1
507	в процессе	1	1
508	до того	1	1
509	себе это	1	1
510	уже и	1	1
511	только отдельные	1	1
512	однако это	1	1
513	есть к	1	1
514	такое ослабление	1	1
515	от их	4	1
516	периода главы	1	1
517	очень часто	1	1
518	как мысль	2	1
519	представления а	1	1
520	сравнительно с	4	1
521	становится возможным	1	1
522	под словом	1	1
523	значительной степени	1	1
524	основаны на	1	1
525	его с	2	1
526	себя только	1	1
527	это содержание	2	1
528	даже и	2	1
529	поэзии как	1	1
530	языка что	1	1
531	форма а	1	1
532	него как	1	1
533	можем назвать	1	1
534	из всего	1	1
535	подобных случаях	1	1
536	есть чувство	1	1
537	как не	3	1
538	свою очередь	6	1
539	на нем	1	1
540	без всякого	1	1
541	могут и	1	1
542	языка и	3	1
543	если в	3	1
544	каждый раз	1	1
545	она начинает	1	1
546	мы наблюдаем	1	1
547	как с	1	1
548	на том	1	1
549	всего следует	1	1
550	что у	2	1
551	на нее	1	1
552	было в	2	1
553	мог бы	3	1
554	это событие	2	1
555	на которую	1	1
556	в одном	6	1
557	не были	1	1
558	это только	1	1
559	что дело	1	1
560	и выбора	1	1
561	это как	1	1
562	остановимся на	2	1
563	в отдельном	1	1
564	к языку	4	1
565	в содержании	1	1
566	с человеком	1	1
567	образом в	4	1
568	свои служебные	1	1
569	без которой	2	1
570	может в	2	1
571	др и	1	1
572	на что	1	1
573	должна бы	1	1
574	для нас	31	1
575	мы понимаем	1	1
576	своему значению	1	1
577	что или	1	1
578	всегда может	1	1
579	их бояться	1	1
580	его так	1	1
581	ее от	1	1
582	их физической	1	1
583	таких же	5	1
584	во втором	1	1
585	таким путем	4	1
586	и целых	1	1
587	в глазах	1	1
588	вообще и	2	1
589	слова для	2	1
590	и следовательно	2	1
591	несколько иначе	1	1
592	и ночь	1	1
593	что здесь	1	1
594	необходимое для	1	1
595	с себя	1	1
596	этого движения	1	1
597	на другие	6	1
598	образа предмета	2	1
599	и быть	1	1
600	ряд то	1	1
601	о другом	1	1
602	к их	1	1
603	и действительно	1	1
604	его место	1	1
605	обращаться к	1	1
606	содержание может	1	1
607	к психологии	1	1
608	обыкновенно что	1	1
609	или же	7	1
610	между этими	1	1
611	звук и	6	1
612	именно на	1	1
613	человека с	1	1
614	мы придаем	1	1
615	для всех	1	1
616	есть в	2	1
617	которому он	1	1
618	уже не	4	1
619	эти отношения	1	1
620	мы принуждены	2	1
621	формы вызывает	1	1
622	только на	1	1
623	есть уже	1	1
624	его во	1	1
625	языка может	1	1
626	в душе	23	1
627	из них	5	1
628	его и	1	1
629	и понимание	1	1
630	о чувстве	1	1
631	для него	10	1
632	сами по	7	1
633	прибавить что	2	1
634	не для	1	1
635	с этими	1	1
636	к ним	1	1
637	не о	1	1
638	может служить	1	1
639	друг друга	2	1
640	если оно	1	1
641	но что	2	1
642	только с	1	1
643	явлений в	1	1
644	на их	1	1
645	нас как	1	1
646	ее предмет	1	1
647	а эта	1	1
648	тела и	1	1
649	с другим	1	1
650	до сих	4	1
651	нас в	2	1
652	притом не	1	1
653	именно в	1	1
654	человека а	1	1
655	несколько примеров	1	1
656	человек может	1	1
657	движения в	2	1
658	и души	1	1
659	предмет и	1	1
660	только что	3	1
661	связано с	2	1
662	а на	1	1
663	его особенности	1	1
664	не совсем	3	1
665	нам совершенно	1	1
666	как ни	1	1
667	не чувство	1	1
668	этом основании	1	1
669	что мы	11	1
670	искусства то	1	1
671	язык для	1	1
672	в органах	1	1
673	вместе с	11	1
674	так же	2	1
675	мы говорим	3	1
676	его содержание	2	1
677	если так	1	1
678	видит в	1	1
679	для обозначения	2	1
680	сравнению с	1	1
681	который мы	1	1
682	для создания	1	1
683	она есть	2	1
684	в той	1	1
685	на которое	1	1
686	смысле этого	3	1
687	оценивают значение	1	1
688	совсем другой	1	1
689	тому как	4	1
690	и первое	1	1
691	форма в	1	1
692	не всем	2	1
693	человека или	1	1
694	быть не	3	1
695	одного к	2	1
696	чувство и	1	1
697	есть и	1	1
698	этого слова	6	1
699	самый звук	2	1
700	она как	1	1
701	как например	3	1
702	сих пор	4	1
703	которое может	2	1
704	себе все	1	1
705	же значение	1	1
706	это уже	1	1
707	и может	3	1
708	к тому	1	1
709	или только	1	1
710	может но	1	1
711	того значения	1	1
712	звук в	2	1
713	бы в	2	1
714	необходимых для	1	1
715	вообще в	1	1
716	его уже	2	1
717	но всегда	1	1
718	отношении к	2	1
719	и начинается	1	1
720	значения в	1	1
721	но эта	1	1
722	но если	2	1
723	звук все	1	1
724	взаимодействии со	1	1
725	образа как	1	1
726	сказали бы	1	1
727	занимает в	1	1
728	в которой	5	1
729	в действительности	2	1
730	другого рода	2	1
731	жизни и	1	1
732	но эти	2	1
733	как слово	1	1
734	того времени	1	1
735	предполагает уже	1	1
736	с первого	2	1
737	снова и	1	1
738	им и	1	1
739	смысле что	1	1
740	которая не	1	1
