N	2gram	Savitsky_P_1	FransuaR
252	в позднем	1	1
253	только то	1	1
254	в себя	1	1
255	в пределах	8	1
256	пример такого	1	1
257	ясно что	1	1
258	особенно в	1	1
259	начала и	2	1
260	веры в	1	1
261	стремление к	1	1
262	и здесь	1	1
263	тех кто	4	1
264	настоящее время	1	1
265	оно ни	1	1
266	восходит к	1	1
267	в лесах	1	1
268	что и	1	1
269	это не	3	1
270	есть с	1	1
271	выступает как	1	1
272	вслед за	3	1
273	различия между	1	1
274	в которую	2	1
275	в сферу	1	1
276	эти последние	1	1
277	из всех	1	1
278	без затруднения	1	1
279	с ними	3	1
280	значительной мере	2	1
281	в природе	1	1
282	их не	1	1
283	связывается с	1	1
284	мир в	1	1
285	одно из	1	1
286	и эпохи	1	1
287	причастны к	1	1
288	говорить об	1	1
289	и должна	1	1
290	к ним	1	1
291	мы можем	1	1
292	жизни народа	1	1
293	в других	1	1
294	и духовные	1	1
295	для того	3	1
296	в последние	2	1
297	в число	1	1
298	или иной	1	1
299	именно здесь	1	1
300	а с	1	1
301	как мир	2	1
302	выступает в	1	1
303	к сожалению	1	1
304	не было	2	1
305	черты в	1	1
306	бы ее	1	1
307	мы все	1	1
308	что из	2	1
309	на фоне	1	1
310	люди и	1	1
311	над ним	1	1
312	xix века	6	1
313	теми же	1	1
314	наряду с	3	1
315	есть как	1	1
316	да и	2	1
317	и силы	1	1
318	в условиях	1	1
319	в основном	1	1
320	между прочим	2	1
321	и сухая	2	1
322	тем и	1	1
323	эту эпоху	1	1
324	формах и	1	1
325	в настоящее	1	1
326	по размерам	1	1
327	мира с	2	1
328	г и	2	1
329	нисколько не	1	1
330	они как	1	1
331	по одному	1	1
332	в отдельности	1	1
333	и жизнь	1	1
334	в трех	1	1
335	пути к	1	1
336	к этой	1	1
337	это в	1	1
338	как на	2	1
