N	2gram	Tiupa_Hudo_2	Literetu
205	жизни с	2	2
206	что я	2	2
207	эта мысль	1	2
208	для многих	1	2
209	тем не	4	2
210	однако в	2	2
211	даже в	1	2
212	именно так	2	2
213	освободиться от	1	2
214	раз и	1	2
215	дело не	2	2
216	своего героя	1	2
217	мышления и	1	2
218	жизни не	2	2
219	жизни на	2	2
220	как будто	4	2
221	этом отношении	1	2
222	к тому	7	2
223	в поле	1	2
224	байрон я	1	2
225	в себя	1	2
226	но при	3	2
227	самим собою	2	2
228	для читателя	1	2
229	роль в	2	2
230	к смерти	1	2
231	читателя в	1	2
232	на том	1	2
233	в мире	7	2
234	или иной	2	2
235	в другом	2	2
236	о том	12	2
237	оставляет места	1	2
238	с одной	3	2
239	все та	1	2
240	не могло	1	2
241	между тем	8	2
242	во втором	2	2
243	и только	2	2
244	хотя бы	2	2
245	только на	5	2
246	то и	4	2
247	со временем	1	2
248	что не	2	2
249	нет я	2	2
250	по выражению	1	2
251	для него	5	2
252	себе в	2	2
253	не случайно	10	2
254	тем что	6	2
255	одной стороны	3	2
256	внутреннего я	2	2
257	за пределы	1	2
258	превращается в	4	2
259	этого не	1	2
260	художественного целого	5	2
261	все более	1	2
262	нет ничего	2	2
263	оказывается не	1	2
264	тому как	4	2
265	художественное произведение	1	2
266	не любил	1	2
267	можно было	3	2
268	это уже	2	2
269	не является	2	2
270	все они	3	2
271	не обладает	1	2
272	о своем	4	2
273	оборотной стороной	1	2
274	героя как	1	2
275	отношению к	7	2
276	на это	1	2
277	в искусстве	1	2
278	по поводу	3	2
279	которая не	1	2
280	эстетической целостности	1	2
281	книги то	1	1
282	этой фразы	1	1
283	же как	2	1
284	о любви	2	1
285	угодно в	1	1
286	и казалось	3	1
287	показать что	1	1
288	перед лицом	1	1
289	мыслительного процесса	1	1
290	к другому	1	1
291	установка на	1	1
292	бахтин а	1	1
293	на две	1	1
294	мать и	1	1
295	когда это	1	1
296	жизни здесь	1	1
297	жизни для	1	1
298	который в	2	1
299	пока он	1	1
300	в предсмертном	1	1
301	мы не	1	1
302	готовился когда-то	1	1
303	все последующее	1	1
304	для осмысления	1	1
305	нам в	1	1
306	не была	1	1
307	жизненной позиции	1	1
308	на чужое	1	1
309	жизни как	5	1
310	ему в	2	1
311	всю ночь	3	1
312	личности с	2	1
313	и он	3	1
314	по образованию	1	1
315	опере но	1	1
316	жизненные позиции	2	1
317	это время	1	1
318	не иметь	1	1
319	в xix	1	1
320	разумеется не	1	1
321	он был	1	1
322	он сам	2	1
323	личное существование	1	1
324	бы то	1	1
325	в различных	1	1
326	анну сергеевну	2	1
327	у чехова	9	1
328	тем как	2	1
329	во внешнем	1	1
330	но как	1	1
331	к которой	1	1
332	в сторону	1	1
333	себе самой	1	1
334	воле автора	1	1
335	ответ на	2	1
336	отношение к	2	1
337	в наиболее	1	1
338	утверждает себя	1	1
339	не просто	1	1
340	и тайную	1	1
341	что они	4	1
342	в настоящем	1	1
343	один и	1	1
344	и читатель	3	1
345	природы это	1	1
346	писателя в	2	1
347	особую значимость	1	1
348	в одной	1	1
349	без другого	2	1
350	не ощущается	1	1
351	для всех	1	1
352	внутри себя	2	1
353	как к	1	1
354	более и	1	1
355	предметы и	1	1
356	как нам	1	1
357	перед нами	11	1
358	на человека	1	1
359	как уже	2	1
360	этом контексте	1	1
361	имеет в	1	1
362	с действительной	1	1
363	то в	4	1
364	за собой	1	1
365	жизни к	1	1
366	художественного мира	1	1
367	со своей	2	1
368	себе как	1	1
369	в которой	1	1
370	говорил он	1	1
371	самобытности и	1	1
372	он в	1	1
373	в нашем	2	1
374	в жертву	1	1
375	за рамки	1	1
376	так сказать	1	1
377	роли в	2	1
378	по словам	1	1
379	два дома	1	1
380	в поэтике	1	1
381	не узнаем	1	1
382	как ранее	1	1
383	он не	4	1
384	от которого	2	1
385	едва ли	3	1
386	и читателя	3	1
387	в начале	1	1
388	уже говорилось	1	1
389	у читателя	1	1
390	и более	1	1
391	героини например	1	1
392	частной опере	1	1
393	какой бы	1	1
394	целого ряда	1	1
395	постольку поскольку	1	1
396	бросил имеет	1	1
397	не бывает	1	1
398	ни был	1	1
399	не должно	1	1
400	но все	1	1
401	человека в	4	1
402	действительной жизнью	1	1
403	значительной степени	1	1
404	сомнению однако	1	1
405	в каждом	1	1
406	оно и	1	1
407	то ни	1	1
408	а затем	1	1
409	как автор	1	1
410	к ценностям	1	1
411	и с	6	1
412	а по	2	1
413	что перед	1	1
414	это было	2	1
415	его личности	1	1
416	искусства в	1	1
417	в глазах	6	1
418	которая как	1	1
419	в них	3	1
420	служит в	1	1
421	соответствии с	3	1
422	их как	1	1
423	этого персонажа	1	1
424	в ее	18	1
425	мы имеем	1	1
426	а за	2	1
427	всю жизнь	1	1
428	глазами и	1	1
429	не всегда	1	1
430	и уже	4	1
431	с такой	2	1
432	иначе говоря	1	1
433	автора и	2	1
434	в один	1	1
435	который как	1	1
436	со всей	2	1
437	самобытной личности	1	1
438	в этих	3	1
439	в г	2	1
440	во второй	2	1
441	этой связи	2	1
442	представить себе	1	1
443	поэтической традиции	1	1
444	в следующем	1	1
445	начале xix	1	1
446	характер это	1	1
447	что от	1	1
448	на свою	1	1
449	сцену распятия	1	1
450	в условиях	1	1
451	в памяти	3	1
452	однако он	1	1
453	одном из	1	1
454	который всегда	1	1
455	филолог но	1	1
456	если бы	6	1
457	абсолютная истина	1	1
458	не могли	1	1
459	я героя	1	1
460	в духовной	1	1
461	из ключевых	2	1
462	вовсе не	2	1
463	а вот	2	1
464	во внутреннем	1	1
465	и достоевского	1	1
466	без слез	1	1
467	весь в	1	1
468	эстетической природы	1	1
469	она не	5	1
470	мы вынуждены	1	1
471	и начинает	1	1
472	как о	3	1
473	лишь внешняя	1	1
474	самого начала	1	1
475	только из	1	1
476	ее с	1	1
477	во время	1	1
478	и сама	4	1
479	на него	3	1
480	не нуждается	1	1
481	художественном тексте	1	1
482	от жизни	1	1
483	говорить о	2	1
484	лермонтова не	1	1
485	о них	3	1
486	во всякой	1	1
487	и всегда	1	1
488	этого сознания	1	1
489	имеем дело	1	1
490	существование держится	1	1
491	эстетическая стратегия	1	1
492	а во	1	1
493	но бросил	1	1
494	когда-то петь	1	1
495	это именно	1	1
496	к концу	1	1
497	меня и	1	1
498	отстраняется от	1	1
499	другой стороны	1	1
500	для нас	3	1
501	рождается в	1	1
502	о нем	2	1
503	для осуществления	1	1
504	с автором	1	1
505	перед ним	1	1
506	в детстве	5	1
507	своего я	3	1
508	в момент	1	1
509	его знакомых	1	1
510	чеховской художественной	1	1
511	с разными	1	1
512	мы узнаем	1	1
513	с легкостью	1	1
514	отличается от	1	1
515	с авторской	1	1
516	узнаем о	1	1
517	именно таков	1	1
518	жизни это	1	1
519	уединенное я	1	1
520	и говорит	1	1
521	страдает и	1	1
522	в ситуации	1	1
523	литературного творчества	1	1
524	как мы	2	1
525	но по	1	1
526	людей в	2	1
527	с каким	1	1
528	под оболочкой	3	1
529	и от	2	1
530	по сути	1	1
531	мысль о	2	1
532	чеховского героя	3	1
533	с самого	1	1
534	самое себя	1	1
535	художественного мышления	2	1
536	в дальнейшем	1	1
537	к жизни	1	1
538	в годы	1	1
539	на нее	1	1
540	или в	3	1
541	жизнь а	1	1
542	с самим	2	1
543	каждого из	1	1
544	участия в	1	1
545	должен иметь	1	1
546	художественности по	1	1
547	с этого	1	1
548	собой и	1	1
549	в словах	1	1
550	в третьем	1	1
551	трактуется как	1	1
552	никогда и	1	1
553	и здесь	1	1
554	его смерть	1	1
555	люди с	1	1
556	и т.д	2	1
557	нам представляется	2	1
558	настолько что	1	1
559	и внутреннее	1	1
560	в будущее	1	1
561	никак не	1	1
562	и что	1	1
563	его жизни	5	1
564	можно сказать	6	1
565	и который	1	1
566	не позволяет	1	1
567	в значительной	1	1
568	других людей	1	1
569	все в	1	1
570	как теперь	1	1
571	не умеет	1	1
572	к нему	3	1
573	во всех	1	1
574	путь к	1	1
575	которых в	1	1
576	я а	2	1
577	толстой в	1	1
578	и всякая	1	1
579	на одном	1	1
580	что же	2	1
581	и других	1	1
582	вслед за	4	1
583	наконец в	1	1
584	внешнее и	1	1
585	к личности	1	1
586	очевидным образом	1	1
587	я во	1	1
588	к определенному	1	1
589	чеховского рассказа	9	1
590	вся жизнь	1	1
591	который бы	1	1
592	не мешает	1	1
593	не несет	1	1
594	доминантной роли	1	1
595	жизни его	1	1
596	среди других	3	1
597	одной из	3	1
598	в миропорядке	4	1
599	что даже	2	1
600	сколь бы	1	1
601	гораздо более	2	1
602	москве два	1	1
603	согласно которой	1	1
604	впрочем и	2	1
605	авторского сознания	1	1
606	но ее	1	1
607	тот или	1	1
608	она лишь	2	1
609	со всеми	1	1
610	с какой	2	1
611	по воле	1	1
612	со своим	3	1
613	оказывается в	1	1
614	по убеждению	1	1
615	в банке	1	1
616	и у	2	1
617	пришло в	1	1
618	мы получим	1	1
619	вернуться к	1	1
620	в виде	2	1
621	человеческой связи	1	1
622	как писал	1	1
623	рассматриваемого как	1	1
624	за ним	1	1
625	где бы	1	1
626	в частной	1	1
627	в котором	6	1
628	в одном	3	1
629	не для	1	1
630	произведения и	1	1
631	среди которых	1	1
632	так как	1	1
633	не о	1	1
634	может служить	1	1
635	отношении к	1	1
636	отдельного человека	3	1
637	тогда в	2	1
638	внутреннее я	1	1
639	бы это	1	1
640	каждое личное	1	1
641	ролевого поведения	1	1
642	истины о	1	1
643	один в	1	1
644	в финале	2	1
645	никого не	2	1
646	в.т и	1	1
647	что и	4	1
648	другого и	2	1
649	смысла жизни	1	1
650	как сам	1	1
651	до сих	2	1
652	субъекта жизни	1	1
653	нельзя сказать	1	1
654	именно в	2	1
655	человека а	1	1
656	и говорил	1	1
657	может показаться	1	1
658	бытия в	1	1
659	а с	3	1
660	во внешней	3	1
661	в воображении	1	1
662	себя и	2	1
663	в объекте	1	1
664	время многие	1	1
665	в соответствии	3	1
666	а на	1	1
667	рассказа о	1	1
668	до конца	1	1
669	воспринимающего сознания	2	1
670	более того	1	1
671	в рассказе	21	1
672	однако и	2	1
673	легко и	1	1
674	например это	1	1
675	личности в	3	1
676	человек в	3	1
677	имеет своей	1	1
678	художественном мире	1	1
679	другой личностью	1	1
680	с предельной	1	1
681	я поскольку	1	1
682	становится для	1	1
683	мы знаем	2	1
684	среди прочих	1	1
685	они все	2	1
686	в творчестве	1	1
687	в последней	2	1
688	него в	1	1
689	петь в	1	1
690	совпадают в	1	1
691	эти слова	1	1
692	зрелого чеховского	3	1
693	ни на	1	1
694	он уже	2	1
695	из форм	1	1
696	художественности и	1	1
697	себе самому	1	1
698	однако для	1	1
699	жизни но	1	1
700	власть над	1	1
701	установкой на	1	1
702	не трагический	1	1
703	это были	1	1
704	определенному месту	1	1
705	в той	1	1
706	эстетическое отношение	1	1
707	и на	3	1
708	конечном итоге	1	1
709	ему по	1	1
710	в ответ	3	1
711	с тобой	1	1
712	по существу	1	1
713	сам не	2	1
714	на свете	1	1
715	уединенности сознания	1	1
716	в состоянии	3	1
717	себя во	2	1
718	в это	3	1
719	с ее	5	1
720	места и	1	1
721	как например	1	1
722	художественности в	2	1
723	в ранг	1	1
724	казалось что	7	1
725	и о	4	1
726	сих пор	2	1
727	такова же	1	1
728	только для	2	1
729	стать самим	1	1
730	о его	2	1
731	этом и	3	1
732	но для	1	1
733	перед смертью	2	1
734	сознания это	1	1
735	но служит	1	1
736	можно назвать	1	1
737	пока еще	3	1
738	видят в	1	1
739	себя с	2	1
740	и ему	3	1
741	на тайне	1	1
742	для автора	1	1
743	и состоит	3	1
744	потому не	1	1
745	на внутреннюю	1	1
746	к жене	1	1
747	финале рассказа	2	1
748	смерти он	1	1
749	к чужому	3	1
750	и все	7	1
751	было на	2	1
752	держится на	1	1
753	у которого	2	1
754	но зато	1	1
755	на языке	1	1
756	как дело	1	1
757	чужому я	1	1
758	и вдруг	1	1
759	в общем	1	1
760	жизни в	7	1
761	собою без	1	1
762	с сыном	1	1
763	в ходе	1	1
764	между ними	2	1
765	героя и	3	1
766	с ней	1	1
767	не знает	1	1
768	сказать что	2	1
769	только как	1	1
770	была бы	3	1
771	совершенно не	1	1
772	думать об	1	1
773	я это	2	1
774	в кругу	1	1
775	из этого	1	1
776	говорит это	1	1
777	в действительности	1	1
778	образованию филолог	1	1
779	этого драматизма	1	1
780	к этой	1	1
781	а я	1	1
782	в роли	2	1
783	вместе с	2	1
784	к этому	1	1
785	все что	3	1
786	от ее	1	1
787	том числе	1	1
