N	2gram	Tiupa_Lite_1	EvropaiC
169	данном случае	4	3
170	с одной	2	3
171	подлежит сомнению	1	3
172	тот же	1	3
173	в начале	1	3
174	и других	1	3
175	от тех	2	3
176	может служить	1	3
177	отличие от	5	3
178	или иначе	9	3
179	прежде всего	11	3
180	в связи	4	3
181	целом ряде	1	3
182	не подлежит	1	3
183	от него	1	3
184	тем более	2	3
185	только что	1	3
186	а в	3	3
187	можно назвать	1	3
188	ту же	2	2
189	и развитие	1	2
190	тех же	3	2
191	в котором	1	2
192	можно лишь	1	2
193	со своей	1	2
194	также и	3	2
195	и состоит	1	2
196	развития человечества	1	2
197	в сущности	2	2
198	а для	2	2
199	с ее	1	2
200	свою очередь	1	2
201	от себя	2	2
202	бы то	1	2
203	тем как	1	2
204	во всяком	3	2
205	но как	1	2
206	в сторону	1	2
207	и будет	1	2
208	для культуры	1	2
209	что они	1	2
210	из таких	1	2
211	общего с	2	2
212	то в	1	2
213	вследствие этого	1	2
214	а затем	1	2
215	то есть	6	2
216	ценности и	1	2
217	в глазах	1	2
218	в них	1	2
219	и особенно	1	2
220	и уже	1	2
221	потому и	1	2
222	такой же	1	2
223	в один	1	2
224	на первый	1	2
225	в эту	1	2
226	никто не	1	2
227	представить себе	1	2
228	в которых	1	2
229	и более	1	2
230	она не	1	2
231	между людьми	1	2
232	тем самым	5	2
233	тогда когда	1	2
234	одна из	3	2
235	на него	1	2
236	в основе	3	2
237	говорить о	1	2
238	на этом	2	2
239	в среде	1	2
240	имеет место	1	2
241	о них	1	2
242	должен быть	2	2
243	как мы	1	2
244	только при	1	2
245	в себя	2	2
246	на том	2	2
247	и сам	6	2
248	на нее	1	2
249	в виду	3	2
250	а к	1	2
251	сводится к	3	2
252	в другом	2	2
253	же время	5	2
254	все в	1	2
255	к нему	1	2
256	во втором	2	2
257	было бы	2	2
258	между этими	1	2
259	жизни и	3	2
260	то и	2	2
261	ни было	1	2
262	борьбы с	1	2
263	со временем	2	2
264	тем сильнее	1	2
265	одно из	3	2
266	для него	2	2
267	всяком случае	2	2
268	вовсе не	1	2
269	индивидуальном сознании	1	2
270	до тех	1	2
271	и только	2	2
272	не было	3	2
273	себя и	1	2
274	что для	2	2
275	по тем	1	2
276	одной стороны	2	2
277	одну из	2	2
278	отнюдь не	2	2
279	для этой	1	2
280	в частности	15	2
281	все то	1	2
282	него в	1	2
283	но не	4	2
284	что же	1	2
285	многих других	1	2
286	только то	2	2
287	с этой	5	2
288	и тому	1	2
289	и некоторые	1	2
290	при условии	1	2
291	между прочим	1	2
292	но для	1	2
293	при таком	1	2
294	в индивидуальном	2	2
295	в отдельных	1	2
296	это может	1	2
297	не от	1	2
298	между ними	1	2
299	не знает	1	2
300	в свою	1	2
301	ко всему	2	2
302	однако мы	1	2
303	они не	1	2
304	гораздо более	1	2
305	я и	7	1
306	образом от	1	1
307	говоря о	1	1
308	этими тремя	1	1
309	например в	3	1
310	и весьма	2	1
311	на ступени	1	1
312	дело однако	1	1
313	по которым	1	1
314	из его	2	1
315	сам автор	1	1
316	исходит из	3	1
317	оно было	1	1
318	в зависимости	1	1
319	той же	3	1
320	а как	2	1
321	есть не	1	1
322	мы не	1	1
323	все предрассудки	1	1
324	этом не	1	1
325	на себя	2	1
326	я не	7	1
327	зависимости от	1	1
328	не кончается	1	1
329	к своему	1	1
330	и самого	2	1
331	произведение и	1	1
332	он сам	1	1
333	в различных	1	1
334	и жизни	1	1
335	с его	5	1
336	только после	1	1
337	бы не	3	1
338	а только	2	1
339	со стороны	4	1
340	дальнейшем эта	1	1
341	мира в	3	1
342	в центре	1	1
343	первый взгляд	1	1
344	как в	5	1
345	однако не	1	1
346	перед нами	1	1
347	и как	1	1
348	и логически	1	1
349	тем же	3	1
350	есть ли	1	1
351	говорит а	1	1
352	от самого	2	1
353	оградить себя	1	1
354	жизни к	1	1
355	себе как	1	1
356	а во-вторых	1	1
357	он в	1	1
358	во многих	2	1
359	его если	1	1
360	века к	1	1
361	задний план	1	1
362	от которого	1	1
363	перестает быть	4	1
364	роли в	1	1
365	идеи и	1	1
366	в принципе	3	1
367	к одному	1	1
368	однако он	1	1
369	и вот	1	1
370	по этой	2	1
371	свобода которую	1	1
372	этом последнем	1	1
373	в каждом	1	1
374	культуры но	1	1
375	работа как	1	1
376	различие между	2	1
377	несколько иной	1	1
378	знает что	1	1
379	это было	1	1
380	на путь	1	1
381	каждого из	1	1
382	каждой новой	1	1
383	и тем	4	1
384	есть всегда	1	1
385	чаще всего	1	1
386	кажется что	1	1
387	только лишь	1	1
388	само собою	1	1
389	на второй	2	1
390	его последствия	1	1
391	но лишь	1	1
392	этого не	2	1
393	а за	1	1
394	скачка в	1	1
395	почему мы	1	1
396	в чистом	1	1
397	не мог	3	1
398	бы на	2	1
399	в своей	4	1
400	что такое	2	1
401	как все	2	1
402	это делает	1	1
403	не к	2	1
404	жизни с	2	1
405	что я	2	1
406	строго говоря	1	1
407	для многих	2	1
408	состоит в	11	1
409	по крайней	1	1
410	как от	1	1
411	однако в	2	1
412	от традиции	1	1
413	на всю	1	1
414	того кто	1	1
415	которого уже	1	1
416	речь приходится	1	1
417	в отношении	1	1
418	а от	1	1
419	чистом виде	1	1
420	есть нечто	1	1
421	самого начала	1	1
422	как о	1	1
423	не имеет	1	1
424	на котором	1	1
425	не своей	1	1
426	ее с	1	1
427	и сама	1	1
428	но принципиально	1	1
429	в уме	4	1
430	иметь в	1	1
431	дело в	3	1
432	по терминологии	2	1
433	я во	1	1
434	к концу	1	1
435	более что	1	1
436	именно его	1	1
437	и его	4	1
438	со своим	1	1
439	только с	1	1
440	может показаться	1	1
441	или ином	1	1
442	или бессознательно	1	1
443	уже о	1	1
444	да и	3	1
445	его создателя	1	1
446	как человек	1	1
447	конца не	1	1
448	для себя	5	1
449	потому не	1	1
450	для россии	1	1
451	но при	2	1
452	говоря уже	2	1
453	мысль о	1	1
454	с самого	1	1
455	так в	1	1
456	вопрос что	1	1
457	приводит к	3	1
458	роль в	2	1
459	в культуре	3	1
460	как с	1	1
461	и другими	1	1
462	в борьбе	1	1
463	и самому	1	1
464	к тем	1	1
465	что от	1	1
466	не исчерпывается	1	1
467	равной мере	1	1
468	собой и	1	1
469	своей собственной	2	1
470	или иной	2	1
471	быть в	1	1
472	в состав	1	1
473	другом месте	1	1
474	люди с	1	1
475	никак не	1	1
476	самая лучшая	1	1
477	все та	2	1
478	в значительной	1	1
479	других людей	1	1
480	к истине	1	1
481	том или	1	1
482	ее от	1	1
483	от них	1	1
484	решающую роль	1	1
485	на одном	1	1
486	ним и	1	1
487	этом и	1	1
488	во всей	1	1
489	крайней мере	1	1
490	целого а	1	1
491	и всякое	1	1
492	в лучшем	1	1
493	тех пор	1	1
494	без изменений	1	1
495	один из	3	1
496	себя с	1	1
497	и народа	1	1
498	как сам	1	1
499	не ставит	1	1
500	бы ни	1	1
501	по этому	2	1
502	окружающей его	2	1
503	тот или	1	1
504	в качестве	17	1
505	же и	3	1
506	для всех	1	1
507	он усматривает	1	1
508	уже не	7	1
509	уже в	5	1
510	только на	2	1
511	в нашей	2	1
512	свидетельствует о	1	1
513	он эту	1	1
514	целого ряда	1	1
515	а то	1	1
516	за ним	1	1
517	в частной	1	1
518	который как	1	1
519	своих собственных	1	1
520	себя от	1	1
521	друг друга	4	1
522	не случайно	2	1
523	общий для	1	1
524	тем что	2	1
525	указание на	1	1
526	бы это	1	1
527	из двух	1	1
528	и даже	3	1
529	еще и	3	1
530	собой а	1	1
531	с ней	1	1
532	на основании	1	1
533	а на	1	1
534	а сам	1	1
535	до конца	1	1
536	а не	16	1
537	сознании каждого	1	1
538	культуры состоит	1	1
539	на эту	1	1
540	или с	1	1
541	исторически и	1	1
542	душевной жизни	1	1
543	в последующем	1	1
544	среди других	1	1
545	он и	3	1
546	к сознанию	1	1
547	так называемых	2	1
548	все более	2	1
549	нет ничего	2	1
550	культура современных	1	1
551	есть общая	1	1
552	эти слова	1	1
553	данного произведения	1	1
554	никому и	1	1
555	в историю	1	1
556	к жизни	1	1
557	однако эти	1	1
558	откровения на	1	1
559	сознательно или	1	1
560	могут быть	2	1
561	эту мысль	1	1
562	сам не	1	1
563	мыслится как	3	1
564	быть не	1	1
565	стремления к	1	1
566	художественное произведение	2	1
567	самое решение	1	1
568	отказаться как	1	1
569	только для	1	1
570	лучшем случае	1	1
571	пока еще	1	1
572	всего в	3	1
573	не имея	1	1
574	на задний	1	1
575	подобные им	1	1
576	а все	1	1
577	его психики	1	1
578	и однако	1	1
579	его тем	1	1
580	или не	1	1
581	в памяти	1	1
582	в равной	2	1
583	пришла к	1	1
584	от так	1	1
585	и вдруг	1	1
586	жизни в	1	1
587	россии в	1	1
588	не говоря	2	1
589	сказать что	1	1
590	была бы	1	1
591	от всех	1	1
592	лишь тогда	1	1
593	одному лишь	2	1
594	пути к	1	1
595	в своих	4	1
596	с такой	1	1
597	этой цели	2	1
598	том числе	1	1
