N	2gram	Medvedev_F_3	Literetu
301	и сделал	1	1
302	только не	2	1
303	его не	1	1
304	входя в	2	1
305	на протяжении	2	1
306	с другими	1	1
307	искусства в	3	1
308	это не	3	1
309	объективной действительности	1	1
310	должен был	1	1
311	высказывание как	5	1
312	не служит	1	1
313	роль что	1	1
314	сами эти	2	1
315	в слове	4	1
316	мы видели	4	1
317	между собою	1	1
318	произведение оно	1	1
319	как действительность	1	1
320	в этих	3	1
321	ценностный центр	4	1
322	в своей	6	1
323	для уяснения	1	1
324	теперь эта	1	1
325	формы так	1	1
326	место в	10	1
327	себе а	1	1
328	в отличие	2	1
329	от его	3	1
330	является в	2	1
331	но эта	2	1
332	времени не	1	1
333	слова к	1	1
334	их в	3	1
335	как от	3	1
336	что этот	2	1
337	тому что	3	1
338	в отношении	2	1
339	не противоречит	1	1
340	сознание более	1	1
341	был понят	1	1
342	того как	1	1
343	и вместо	1	1
344	и притом	2	1
345	литературных явлений	1	1
346	и снова	2	1
347	не могло	2	1
348	их собственного	1	1
349	этот тип	1	1
350	явление в	1	1
351	пути и	1	1
352	на себе	1	1
353	есть не	1	1
354	и теперь	6	1
355	связи с	5	1
356	в сознании	1	1
357	этот образ	1	1
358	мы и	3	1
359	однако это	1	1
360	все то	1	1
361	не могут	10	1
362	в других	1	1
363	же самое	3	1
364	числе и	1	1
365	на читателя	1	1
366	и второго	1	1
367	к тому	4	1
368	в наши	1	1
369	он ищет	1	1
370	можно и	1	1
371	и о	1	1
372	но по	1	1
373	того чтобы	5	1
374	здесь не	2	1
375	на основе	1	1
376	в собственном	1	1
377	как по	1	1
378	только то	3	1
379	идет не	2	1
380	в пределах	8	1
381	же касается	1	1
382	художественное творчество	1	1
383	можно было	1	1
384	искусство как	1	1
385	это событие	1	1
386	жизнь и	3	1
387	же мере	1	1
388	поэтому в	2	1
389	в словах	1	1
390	в таком	2	1
391	в построении	1	1
392	общения в	1	1
393	сводится к	5	1
394	произведения как	6	1
395	искусства и	1	1
396	но мы	1	1
397	притом в	2	1
398	одного из	1	1
399	здесь слово	1	1
400	и просто	1	1
401	можно сказать	3	1
402	как форма	1	1
403	те или	1	1
404	переходит в	2	1
405	не чувствует	1	1
406	предшествующим и	1	1
407	литературной эволюции	1	1
408	бы в	6	1
409	соединении с	2	1
410	в ту	1	1
411	в слово	1	1
412	в жизнь	1	1
413	в литературе	6	1
414	высказывание в	3	1
415	развивается в	1	1
416	высказывание от	1	1
417	представлений об	1	1
418	для поэта	1	1
419	что только	1	1
420	дело с	3	1
421	жизнь с	1	1
422	которое мы	1	1
423	в большом	1	1
424	в эти	1	1
425	же он	2	1
426	человека с	1	1
427	в развертывании	1	1
428	не можем	2	1
429	вопроса о	1	1
430	только на	4	1
431	в единстве	5	1
432	за пределами	1	1
433	от других	2	1
434	а то	1	1
435	только ему	1	1
436	вся литература	1	1
437	чего бы	1	1
438	ни с	2	1
439	себе в	1	1
440	тогда он	2	1
441	слова в	1	1
442	чтобы она	1	1
443	и продолжает	1	1
444	дело и	1	1
445	по тем	1	1
446	о вмешательстве	1	1
447	лишь для	5	1
448	бы наивно	1	1
449	нет и	3	1
450	или иной	2	1
451	в данный	1	1
452	границу между	1	1
453	не поддается	1	1
454	приобщившись к	1	1
455	как у	1	1
456	что человек	1	1
457	не просто	1	1
458	именно в	1	1
459	идеологического кругозора	6	1
460	оказывается и	1	1
461	человека а	1	1
462	к которому	2	1
463	еще и	1	1
464	души и	3	1
465	из таких	1	1
466	в романе	4	1
467	говорит о	1	1
468	к более	2	1
469	и последующим	1	1
470	литературное произведение	3	1
471	более того	6	1
472	именно так	5	1
473	все время	6	1
474	другим а	1	1
475	закон не	1	1
476	он становится	2	1
477	что мы	1	1
478	не об	2	1
479	служить лишь	1	1
480	для этой	1	1
481	все более	1	1
482	в творчестве	1	1
483	автора с	2	1
484	так же	9	1
485	и потому	5	1
486	требует от	1	1
487	дня и	1	1
488	характера и	1	1
489	для искусства	1	1
490	он говорит	1	1
491	на рубеже	1	1
492	художественное целое	1	1
493	с миром	1	1
494	одновременно с	1	1
495	что же	5	1
496	в развитии	1	1
497	это какая-то	1	1
498	в своем	2	1
499	в это	1	1
500	в контексте	1	1
501	жизнь на	1	1
502	его в	7	1
503	и от	11	1
504	в основном	2	1
505	автора и	1	1
506	время не	1	1
507	в смысле	4	1
508	слова так	1	1
509	существования в	1	1
510	тех или	1	1
511	за его	1	1
512	возражение против	1	1
513	этом же	1	1
514	при таком	1	1
515	следует и	1	1
516	войти в	5	1
517	как система	2	1
518	на самом	14	1
519	в пределе	2	1
520	мира и	1	1
521	ее и	2	1
522	от него	2	1
523	и все	8	1
524	той или	1	1
525	еще более	1	1
526	ни к	1	1
527	от всего	1	1
528	данный исторический	2	1
529	отношении к	1	1
530	нет ничего	1	1
531	жизнь не	4	1
532	от всех	4	1
533	к его	3	1
534	переход от	1	1
535	о литературе	1	1
536	в последнем	2	1
537	из этого	4	1
538	который в	1	1
539	частности в	1	1
540	ее в	3	1
541	и эта	3	1
542	пушкин и	1	1
543	каждое слово	1	1
544	к этому	2	1
545	можно назвать	1	1
546	они не	4	1
