N	2gram	Voloshinov_1	Otkroven
181	но не	1	1
182	но нет	1	1
183	нуждается в	3	1
184	себе и	2	1
185	отметить что	1	1
186	говорит он	2	1
187	в форме	1	1
188	уходят в	1	1
189	что во	2	1
190	в одной	2	1
191	так для	1	1
192	как в	4	1
193	и мир	1	1
194	в частности	2	1
195	сознания в	1	1
196	и как	3	1
197	с ними	1	1
198	от этого	2	1
199	психологии и	7	1
200	то в	2	1
201	не хочет	1	1
202	бы и	2	1
203	рода он	1	1
204	что это	1	1
205	между этими	2	1
206	существует лишь	2	1
207	со всеми	1	1
208	в эти	2	1
209	же и	2	1
210	с их	1	1
211	уже не	1	1
212	бы ни	1	1
213	сказать в	1	1
214	и других	2	1
215	растворяется в	1	1
216	речи и	3	1
217	из них	3	1
218	после этого	1	1
219	к каким	2	1
220	есть та	1	1
221	к одному	4	1
222	человека не	1	1
223	в корне	3	1
224	в одном	1	1
225	все устойчивые	1	1
226	вовсе не	5	1
227	само по	1	1
228	из него	2	1
229	лишь с	4	1
230	этом отношении	3	1
231	нее не	1	1
232	от того	4	1
233	лишь один	1	1
234	лишь к	1	1
235	в каждом	7	1
236	лишь для	3	1
237	ни был	1	1
238	же не	1	1
239	в совершенно	1	1
240	и даже	2	1
241	со стороны	1	1
242	лица в	1	1
243	он ни	2	1
244	не совпадает	1	1
245	и прежде	2	1
246	лишь на	1	1
247	истории и	1	1
248	во внутренней	1	1
249	и пр	12	1
250	этого слова	2	1
251	они что	1	1
252	она и	1	1
253	на этот	3	1
254	стремится к	1	1
255	и самый	1	1
256	всегда и	1	1
257	природной и	1	1
258	человек в	1	1
259	о чем	1	1
260	в пределы	1	1
261	опыт в	1	1
262	нисколько не	1	1
263	народа и	1	1
264	под влиянием	1	1
265	места в	3	1
266	художественного творчества	1	1
267	все основные	1	1
268	его как	1	1
269	и без	1	1
270	как это	1	1
271	сам и	1	1
272	в котором	3	1
273	для русской	1	1
274	и проблема	1	1
275	смысле этого	3	1
276	для многих	1	1
277	образ и	2	1
278	в мир	1	1
279	знания в	1	1
280	что было	1	1
281	всяком случае	2	1
282	и более	2	1
283	в конце	5	1
284	друг с	1	1
285	как от	1	1
286	а потому	1	1
287	быть не	1	1
288	и формы	3	1
289	в отношении	4	1
290	и здесь	6	1
291	отличается от	1	1
292	она не	2	1
293	движении и	1	1
294	мысли в	2	1
295	того как	1	1
296	одна из	2	1
297	в науке	6	1
298	этими двумя	2	1
299	в процессе	14	1
300	не по	1	1
301	не существует	3	1
302	науку о	1	1
303	может служить	1	1
304	в силах	1	1
305	в разных	1	1
306	и способы	1	1
307	к одной	1	1
308	ее и	1	1
309	и лишь	1	1
310	бы в	2	1
311	действительно в	1	1
312	в русском	1	1
313	по своей	1	1
314	ни к	2	1
315	этой речи	1	1
316	которым можно	1	1
317	в сознании	2	1
318	внутренней жизни	4	1
319	не допускает	1	1
320	но всегда	1	1
321	отношении к	4	1
322	всех тех	1	1
323	в потоке	1	1
324	с другом	1	1
325	перед ним	1	1
326	у нас	2	1
327	и эта	4	1
328	противоречий и	1	1
329	состоит из	1	1
330	бытия как	1	1
331	была бы	1	1
332	совершенно не	3	1
333	к его	2	1
334	для нашего	1	1
335	своего сознания	1	1
336	и множественное	1	1
337	чтобы сделать	1	1
338	и всех	1	1
339	та же	1	1
340	особенно в	1	1
341	жизни и	2	1
342	это так	2	1
343	не принять	1	1
344	во всяком	5	1
345	идущих в	1	1
346	они и	2	1
347	атмосферу и	1	1
