N	2gram	Potebnia_M_1	slovoVRo
338	и другим	1	2
339	оно как	1	2
340	имеет дело	1	2
341	потому что	52	2
342	язык не	5	2
343	и предметом	1	2
344	ни было	2	2
345	между ними	1	2
346	сказать что	3	2
347	первом случае	1	2
348	языке а	2	2
349	вносит в	1	2
350	к этому	1	2
351	в зародыше	1	1
352	и грубые	1	1
353	непосредственного выражения	1	1
354	которого в	1	1
355	выражения в	1	1
356	бы для	1	1
357	языков но	1	1
358	и есть	2	1
359	чего не	1	1
360	от самого	1	1
361	бы невозможно	1	1
362	в мыслях	1	1
363	из его	1	1
364	не имеют	5	1
365	с таким	1	1
366	и связанное	1	1
367	его не	1	1
368	форм а	1	1
369	и образования	1	1
370	мы имеем	1	1
371	или наоборот	1	1
372	предмета в	1	1
373	двух и	1	1
374	же то	2	1
375	именно к	1	1
376	в основных	1	1
377	оба эти	1	1
378	совсем иное	1	1
379	как во	2	1
380	в некотором	2	1
381	форм в	1	1
382	языке в	2	1
383	именно эти	1	1
384	на их	1	1
385	наоборот как	1	1
386	бы то	2	1
387	которое он	2	1
388	языкознание с	1	1
389	а следовательно	1	1
390	язык от	1	1
391	понимания не	1	1
392	но как	3	1
393	а только	4	1
394	пользоваться языком	1	1
395	силы и	1	1
396	не все	2	1
397	к слову	1	1
398	своей конкретной	1	1
399	в помощи	1	1
400	друга и	1	1
401	построенной на	1	1
402	связи и	1	1
403	которые не	2	1
404	каждое поколение	2	1
405	становится одним	1	1
406	и такое	1	1
407	в одной	1	1
408	его на	2	1
409	и языки	1	1
410	в течение	2	1
411	по которому	1	1
412	стороны и	2	1
413	какие бы	1	1
414	что как	3	1
415	всех языков	4	1
416	в одних	2	1
417	в противном	3	1
418	задачами которые	1	1
419	и слова	2	1
420	сознания в	2	1
421	в теснейшем	1	1
422	могли бы	2	1
423	что по	3	1
424	его к	2	1
425	сошелся с	1	1
426	в действительности	4	1
427	эти условия	1	1
428	своего выражения	1	1
429	нами явлениях	1	1
430	пределы его	1	1
431	еще на	1	1
432	мы представили	1	1
433	таковы например	1	1
434	бы не	6	1
435	определяет все	1	1
436	сущности и	1	1
437	в этой	3	1
438	языка к	2	1
439	лица и	2	1
440	на то	2	1
441	вследствие этого	1	1
442	и если	2	1
443	все ее	2	1
444	что она	1	1
445	задний план	1	1
446	от которого	1	1
447	единство в	1	1
448	всем своем	1	1
449	языка от	1	1
450	он должен	2	1
451	к одному	2	1
452	же язык	2	1
453	жизнью и	1	1
454	оно должно	2	1
455	есть еще	1	1
456	нашего времени	1	1
457	не исчерпывают	1	1
458	особенностей и	1	1
459	одной и	3	1
460	в нее	1	1
461	значительной степени	2	1
462	бы они	2	1
463	то ни	3	1
464	в состоянии	3	1
465	сознание и	1	1
466	бы быть	4	1
467	них не	2	1
468	заключается в	3	1
469	есть не	2	1
470	которою оно	1	1
471	может стать	1	1
472	в свой	1	1
473	в жизни	3	1
474	только одно	1	1
475	ни в	1	1
476	но уже	2	1
477	о которых	2	1
478	как общее	1	1
479	до сознания	3	1
480	их только	1	1
481	и уже	1	1
482	несмотря на	5	1
483	мы видели	4	1
484	значит не	1	1
485	чем в	2	1
486	на этот	2	1
487	в один	2	1
488	и того	2	1
489	язык но	2	1
490	приближаются к	1	1
491	но если	2	1
492	из общего	1	1
493	от своего	1	1
494	в понятия	2	1
495	таким же	2	1
496	и без	3	1
497	и языка	4	1
498	над языком	1	1
499	мы называем	2	1
500	не столько	1	1
501	он принимает	1	1
502	в которых	1	1
503	могла бы	2	1
504	не всеми	1	1
505	бы мы	1	1
506	о языке	3	1
507	имеют общего	1	1
508	одном из	1	1
509	есть его	1	1
510	тем не	6	1
511	по крайней	2	1
512	и более	2	1
513	слова к	1	1
514	однако в	4	1
515	и говорящий	1	1
516	то с	1	1
517	и самостоятельность	1	1
518	не менее	6	1
519	слово должно	1	1
520	самого начала	3	1
521	мышления и	1	1
522	ее с	2	1
523	на логическую	1	1
524	которого он	1	1
525	мнения о	2	1
526	но только	1	1
527	того чтобы	2	1
528	словом но	3	1
529	может только	1	1
530	только не	2	1
531	предмете в	1	1
532	и сразу	1	1
533	возможно и	1	1
534	дело в	2	1
535	невозможно так	1	1
536	связанное с	2	1
537	в самой	3	1
538	одном языке	1	1
539	в другую	2	1
540	по своей	1	1
541	привело к	1	1
542	на себе	2	1
543	создается в	1	1
544	во всем	4	1
545	языком может	1	1
546	языка который	1	1
547	не получает	1	1
548	этом отношении	1	1
549	которому мы	1	1
550	без исключения	1	1
551	в каком	6	1
552	все то	2	1
553	есть только	11	1
554	единства в	1	1
555	его с	2	1
556	высшее единство	1	1
557	он видит	1	1
558	на это	1	1
559	и можем	1	1
560	самостоятельно и	1	1
561	должен быть	1	1
562	и это	3	1
563	образ предмета	1	1
564	в виду	2	1
565	а язык	1	1
566	себя до	1	1
567	жизни языка	1	1
568	на задний	1	1
569	же не	1	1
570	с каким	1	1
571	для всего	1	1
572	они ни	2	1
573	с самого	3	1
574	приводит к	1	1
575	дано в	1	1
576	различие между	1	1
577	и совершенно	1	1
578	переход к	1	1
579	в нескольких	1	1
580	и которые	2	1
581	для всякого	2	1
582	на которую	2	1
583	является в	1	1
584	если бы	14	1
585	для этого	2	1
586	со стороны	8	1
587	понимать и	1	1
588	смысле и	1	1
589	связанная с	1	1
590	и историческое	1	1
591	движения и	1	1
592	этого языка	2	1
593	в язык	1	1
594	и что	10	1
595	находятся в	3	1
596	подводимых под	1	1
597	притом в	1	1
598	иное значение	1	1
599	в которое	1	1
600	понимания как	1	1
601	там в	1	1
602	в различных	1	1
603	казаться что	2	1
604	в вопросах	1	1
605	на данном	1	1
606	это было	1	1
607	что самое	2	1
608	во втором	5	1
609	нуждается в	2	1
610	что и	6	1
611	и только	2	1
612	крайней мере	2	1
613	богатство и	1	1
614	которые он	1	1
615	явления и	1	1
616	а его	3	1
617	проходит в	1	1
618	поэтому его	1	1
619	от влияния	2	1
620	отражения в	1	1
621	кроме самого	1	1
622	дело с	1	1
623	которым он	1	1
624	явления в	1	1
625	и две	1	1
626	бы из	1	1
627	в стороне	4	1
628	или же	3	1
629	принадлежит именно	1	1
630	какой степени	1	1
631	нескольких примеров	1	1
632	из которого	3	1
633	есть в	2	1
634	в начале	2	1
635	но языки	1	1
636	слова не	2	1
637	она строится	1	1
638	в душе	11	1
639	должны иметь	2	1
640	и понимание	3	1
641	него нет	1	1
642	и их	3	1
643	понимание только	1	1
644	к ним	2	1
645	и язык	11	1
646	из одной	1	1
647	но что	1	1
648	случае не	1	1
649	другом в	1	1
650	чтобы не	2	1
651	от того	4	1
652	эти явления	3	1
653	а потому	10	1
654	эти формы	2	1
655	которые как	1	1
656	слово возможно	1	1
657	с общим	1	1
658	между которыми	1	1
659	влияние на	2	1
660	без понимания	1	1
661	же языка	1	1
662	человек может	1	1
663	себя и	1	1
664	что не	10	1
665	слово но	1	1
666	что для	3	1
667	предмет и	1	1
668	его из	1	1
669	существа то	1	1
670	противном случае	3	1
671	только по	2	1
672	из пределов	1	1
673	то и	7	1
674	ничем не	1	1
675	которое по	1	1
676	и подчиняются	1	1
677	все состояние	1	1
678	языка не	5	1
679	только свою	1	1
680	к высшему	1	1
681	что мы	4	1
682	нет ничего	2	1
683	слова от	1	1
684	на смерть	1	1
685	языке с	1	1
686	вместе с	8	1
687	ко всем	2	1
688	языка мы	1	1
689	как одно	1	1
690	возможность в	1	1
691	относятся к	1	1
692	как та	1	1
693	п и	1	1
694	выделить и	1	1
695	все логические	1	1
696	себя то	1	1
697	даже с	2	1
698	да и	1	1
699	языками но	1	1
700	быть не	4	1
701	этого слова	1	1
702	сколько бы	1	1
703	аналогии с	1	1
704	и нет	1	1
705	но это	5	1
706	между прочим	2	1
707	нем самом	5	1
708	но с	2	1
709	на одной	1	1
710	в более	4	1
711	когда говорящий	1	1
712	слова но	2	1
713	потому не	1	1
714	тем более	2	1
715	он по	1	1
716	о котором	3	1
717	части его	1	1
718	от них	1	1
719	души в	1	1
720	от него	4	1
721	своих произведений	1	1
722	как две	1	1
723	находит свое	1	1
724	бы в	4	1
725	пришлось бы	1	1
726	она построена	1	1
727	же в	2	1
728	есть уже	3	1
729	языки были	1	1
730	языка тем	1	1
731	отношением к	1	1
732	речи и	10	1
733	равно как	1	1
734	него то	1	1
735	исчерпывают и	1	1
736	предмете и	1	1
737	в последнем	1	1
738	та же	1	1
739	в какой	1	1
740	речи как	1	1
741	жизни и	2	1
742	внутри одного	1	1
743	и другие	1	1
744	как на	3	1
745	в таком	5	1
746	все что	2	1
747	этой точки	1	1
748	они не	1	1
