N	2gram	Losev_Prob_5	Russkaja
197	если только	2	2
198	человеческого разума	1	2
199	свое собственное	2	2
200	к себе	1	2
201	всю свою	3	2
202	указывает на	3	2
203	для себя	5	2
204	и о	5	2
205	значительной мере	2	2
206	людей или	2	2
207	и человек	1	2
208	за то	2	2
209	ясно что	4	2
210	в борьбе	1	2
211	это только	1	2
212	даже не	1	2
213	и должно	1	2
214	настоящее время	3	2
215	и что	6	2
216	были бы	1	2
217	обеих сторон	1	2
218	любви к	2	2
219	от него	1	2
220	к нему	3	2
221	это в	1	2
222	вся эта	1	2
223	что только	2	2
224	время когда	1	2
225	этот вопрос	1	2
226	даже если	1	2
227	проявляется в	2	2
228	бы ни	1	2
229	по этому	2	2
230	так что	11	2
231	уже не	6	2
232	только на	1	2
233	в начале	3	2
234	но совершенно	1	2
235	не так	4	2
236	ни в	4	2
237	не о	1	2
238	мы можем	5	2
239	и вместе	1	2
240	в других	3	2
241	даже и	4	2
242	и даже	14	2
243	будет ли	1	2
244	а с	4	2
245	зависит от	1	2
246	а не	5	2
247	большинстве случаев	1	2
248	на эту	1	2
249	стоять на	1	2
250	в частности	4	2
251	так же	5	2
252	тот факт	1	2
253	всех людей	1	2
254	отношения к	1	2
255	но это	1	2
256	но для	2	2
257	если не	4	2
258	и от	1	2
259	в результате	7	2
260	в настоящее	3	2
261	не должен	1	2
262	самом себе	1	2
263	с ним	3	2
264	на это	1	2
265	и состоит	1	2
266	ее в	2	2
267	тем самым	1	2
268	точно так	3	2
269	в союзе	1	1
270	упорно и	1	1
271	духом любви	2	1
272	и всякому	1	1
273	должен быть	1	1
274	того же	4	1
275	цивилизации так	2	1
276	но тогда	1	1
277	силы и	1	1
278	тех же	1	1
279	к своей	1	1
280	это и	1	1
281	ему что	1	1
282	свое место	1	1
283	то самое	1	1
284	и за	2	1
285	также и	12	1
286	их и	1	1
287	людей от	1	1
288	не удастся	1	1
289	надо было	1	1
290	мы не	2	1
291	он считает	2	1
292	на место	1	1
293	от своих	3	1
294	и дать	2	1
295	богом а	1	1
296	они были	1	1
297	таковым если	1	1
298	формы в	1	1
299	с большим	1	1
300	без всякого	2	1
301	а другие	1	1
302	в создании	1	1
303	дать ему	1	1
304	он был	2	1
305	собой он	1	1
306	не был	1	1
307	что его	3	1
308	к этому	2	1
309	а только	1	1
310	значение и	2	1
311	только тогда	3	1
312	к творчеству	1	1
313	оно является	1	1
314	которые не	1	1
315	что хотя	1	1
316	первый взгляд	1	1
317	в одной	2	1
318	которой они	1	1
319	что ее	1	1
320	что касается	3	1
321	перед нами	1	1
322	в полном	1	1
323	когда он	2	1
324	что по	1	1
325	по пути	1	1
326	себе на	1	1
327	появляется у	1	1
328	земли но	1	1
329	от этого	3	1
330	тон и	1	1
331	в которой	5	1
332	бы не	3	1
333	то и	2	1
334	тому же	1	1
335	двух других	1	1
336	если он	2	1
337	но на	1	1
338	вообще не	1	1
339	на его	2	1
340	силу и	1	1
341	на создание	1	1
342	тем не	5	1
343	а скорее	2	1
344	от которого	1	1
345	верит в	2	1
346	мечтать о	1	1
347	эта последняя	1	1
348	избавиться от	1	1
349	же это	1	1
350	мало того	1	1
351	никому не	1	1
352	же остается	1	1
353	лишь с	1	1
354	так например	1	1
355	поскольку она	1	1
356	но все	4	1
357	такого же	3	1
358	это конечно	2	1
359	здесь мы	1	1
360	для всей	1	1
361	тем же	3	1
362	эпохи не	1	1
363	единое целое	1	1
364	об этой	1	1
365	об этом	4	1
366	а по	1	1
367	то есть	21	1
368	говорить не	1	1
369	своей борьбе	1	1
370	входит в	1	1
371	те или	1	1
372	цивилизации и	1	1
373	это не	2	1
374	сейчас в	1	1
375	то все	1	1
376	привести только	1	1
377	с богом	1	1
378	как видно	1	1
379	не всегда	3	1
380	нет и	1	1
381	на одну	1	1
382	такой же	1	1
383	перед собой	1	1
384	нетрудно было	1	1
385	на первый	1	1
386	бы на	2	1
387	от своего	1	1
388	нас не	3	1
389	даже тогда	1	1
390	в такой	1	1
391	и без	2	1
392	древних греков	1	1
393	не столько	1	1
394	представление о	2	1
395	он принимает	1	1
396	оказывается что	4	1
397	на точке	1	1
398	для всякого	1	1
399	сведения о	1	1
400	результате этого	1	1
401	нельзя было	1	1
402	по крайней	4	1
403	ни было	1	1
404	который мы	1	1
405	ним в	1	1
406	вовсе не	8	1
407	даже в	1	1
408	же мы	1	1
409	и технического	1	1
410	если и	1	1
411	не менее	5	1
412	что эта	1	1
413	и другое	3	1
414	самого начала	1	1
415	не освободится	2	1
416	хотелось бы	1	1
417	дело в	2	1
418	или другие	1	1
419	у кого	1	1
420	на него	2	1
421	идет в	1	1
422	но только	3	1
423	себе самом	1	1
424	он с	1	1
425	возможно и	1	1
426	преимущественно в	1	1
427	создал человека	2	1
428	именно с	1	1
429	и весь	1	1
430	этих последних	1	1
431	к ней	1	1
432	и сама	2	1
433	было не	1	1
434	доказать что	2	1
435	этом отношении	1	1
436	в подобном	1	1
437	или иных	2	1
438	не приспособлена	1	1
439	в духе	3	1
440	есть только	3	1
441	могут быть	1	1
442	как только	1	1
443	слова но	1	1
444	однако для	2	1
445	этого однако	1	1
446	все свое	1	1
447	от которой	1	1
448	и это	1	1
449	как мы	2	1
450	но по	1	1
451	с ее	1	1
452	людей в	5	1
453	знать не	1	1
454	в ее	3	1
455	с самого	1	1
456	это для	1	1
457	богу а	1	1
458	до самого	1	1
459	и когда	1	1
460	что у	5	1
461	так и	7	1
462	не за	2	1
463	те же	1	1
464	его жизни	1	1
465	мог бы	1	1
466	глубоко и	1	1
467	остается только	1	1
468	в эпоху	3	1
469	которому принадлежит	1	1
470	нас и	2	1
471	иное как	3	1
472	представителей и	1	1
473	в состав	1	1
474	никак не	8	1
475	для целей	2	1
476	что наша	1	1
477	и просто	2	1
478	можно сказать	6	1
479	с другой	6	1
480	должно было	1	1
481	под именем	1	1
482	наконец только	1	1
483	в согласии	1	1
484	союзе с	1	1
485	от них	2	1
486	и хочет	3	1
487	крайней мере	4	1
488	себя однако	1	1
489	наконец и	1	1
490	по своей	2	1
491	один из	2	1
492	образом как	2	1
493	обе эти	1	1
494	а если	1	1
495	с ними	1	1
496	цивилизации в	1	1
497	зрения в	1	1
498	чтобы освободиться	1	1
499	в обществе	1	1
500	самом и	1	1
501	а после	1	1
502	же и	1	1
503	всем мире	1	1
504	и у	5	1
505	и ради	1	1
506	если мы	1	1
507	вопроса о	1	1
508	людей то	1	1
509	борьбы с	2	1
510	на свое	2	1
511	здесь же	1	1
512	и других	1	1
513	дает ему	2	1
514	разума и	2	1
515	за ним	1	1
516	к своим	1	1
517	и их	5	1
518	которая может	1	1
519	не для	1	1
520	от тех	1	1
521	мыслящего человека	1	1
522	ее не	1	1
523	к ним	1	1
524	бытия и	1	1
525	которое является	1	1
526	то у	2	1
527	превращается в	1	1
528	в очень	1	1
529	которые как	1	1
530	из двух	1	1
531	видно из	1	1
532	в свои	1	1
533	за ними	2	1
534	о своей	1	1
535	человека а	2	1
536	еще и	4	1
537	души и	1	1
538	что не	2	1
539	и стал	1	1
540	а на	1	1
541	и современный	1	1
542	до конца	1	1
543	ничем не	1	1
544	не таков	1	1
545	не на	1	1
546	черты в	1	1
547	однако и	1	1
548	власти и	2	1
549	человеческой жизни	2	1
550	для человека	1	1
551	в одно	1	1
552	в связи	7	1
553	следовало бы	1	1
554	о себе	2	1
555	с идеями	1	1
556	эта идея	2	1
557	в самой	3	1
558	как это	1	1
559	гармонии и	1	1
560	в европе	2	1
561	а самый	1	1
562	разочарование в	1	1
563	находит возможным	1	1
564	и довольно	1	1
565	той и	1	1
566	христианин в	1	1
567	также как	1	1
568	когда же	1	1
569	с некоторым	1	1
570	с этой	2	1
571	и некоторые	1	1
572	является для	1	1
573	своей жизни	1	1
574	и таким	1	1
575	между прочим	1	1
576	ничего кроме	1	1
577	числе и	1	1
578	независимое от	1	1
579	самое большее	1	1
580	с большой	1	1
581	важно то	2	1
582	тех или	2	1
583	если такой	1	1
584	которых он	1	1
585	действовать не	1	1
586	человек или	1	1
587	человек и	2	1
588	мировоззрение в	1	1
589	в те	2	1
590	любви и	4	1
591	но когда	1	1
592	бы в	1	1
593	тем более	1	1
594	было только	1	1
595	мы прежде	1	1
596	творчества таким	1	1
597	и все	9	1
598	личности и	1	1
599	уверен в	1	1
600	от всякого	1	1
601	вступать в	1	1
602	не замечают	1	1
603	а о	1	1
604	в свою	2	1
605	с ней	1	1
606	из тех	2	1
607	была бы	2	1
608	дух человеческой	1	1
609	и живет	2	1
610	освободится от	2	1
611	к его	1	1
612	всех других	1	1
613	отношению к	2	1
614	что ни	1	1
615	себе но	1	1
616	до степени	1	1
617	бог есть	1	1
618	том числе	2	1
619	они не	2	1
