N	2gram	Losev_Prob_3	Analitik
551	входит в	1	1
552	даже если	2	1
553	самые разнообразные	1	1
554	их жизни	1	1
555	действительность но	1	1
556	этих слов	1	1
557	все они	2	1
558	так что	12	1
559	для всех	1	1
560	со своим	2	1
561	связи с	8	1
562	не можем	1	1
563	если и	1	1
564	то и	5	1
565	ведь если	2	1
566	языка как	1	1
567	во втором	1	1
568	а то	3	1
569	или даже	5	1
570	в душе	1	1
571	чего бы	2	1
572	к своим	1	1
573	не так	3	1
574	как языковой	1	1
575	и художественно	1	1
576	всяком случае	6	1
577	могло бы	3	1
578	слова в	1	1
579	мы находим	7	1
580	в одном	1	1
581	с указанием	1	1
582	от тех	2	1
583	у него	1	1
584	как раз	8	1
585	тут же	4	1
586	для непосредственного	1	1
587	в целях	1	1
588	само собой	2	1
589	понимая под	1	1
590	были бы	2	1
591	только на	5	1
592	не сама	3	1
593	и даже	14	1
594	даже не	2	1
595	нам не	2	1
596	до сих	2	1
597	или иначе	1	1
598	модель в	1	1
599	предмет художественного	1	1
600	не обязательно	2	1
601	здесь в	3	1
602	с той	5	1
603	может показаться	1	1
604	один и	1	1
605	предмета но	2	1
606	что для	3	1
607	всех прочих	1	1
608	не было	5	1
609	о художественном	1	1
610	делать выводы	1	1
611	не означает	1	1
612	однако и	1	1
613	человеческой жизни	2	1
614	его как	3	1
615	о чем	2	1
616	этот принцип	1	1
617	будет иметь	1	1
618	бы как	2	1
619	если не	3	1
620	в связи	7	1
621	исходить из	1	1
622	своему содержанию	2	1
623	ни на	3	1
624	и особенно	2	1
625	он уже	1	1
626	как это	2	1
627	путь от	2	1
628	есть такое	3	1
629	приближении к	1	1
630	требует от	1	1
631	сама же	3	1
632	к своему	1	1
633	по своему	2	1
634	для обозначения	1	1
635	смысле этого	1	1
636	типа как	1	1
637	содержат в	1	1
638	происходит в	2	1
639	да и	5	1
640	картинка в	3	1
641	ли эта	1	1
642	один я	1	1
643	л толстой	2	1
644	в художественную	1	1
645	с этой	3	1
646	к понятию	2	1
647	самом же	4	1
648	бытия с	1	1
649	еще раз	1	1
650	художественный смысл	2	1
651	сих пор	2	1
652	при условии	2	1
653	о его	2	1
654	от нас	2	1
655	перед нами	8	1
656	к другим	1	1
657	тому или	1	1
658	и для	2	1
659	еще одна	1	1
660	указать на	1	1
661	образом с	1	1
662	при таком	2	1
663	и от	9	1
664	или в	4	1
665	том виде	2	1
666	имеет дело	1	1
667	что оно	2	1
668	в результате	2	1
669	о котором	1	1
670	своей собственной	2	1
671	но отнюдь	1	1
672	хотя и	5	1
673	или другой	4	1
674	а скорее	1	1
675	на первый	4	1
676	ее и	2	1
677	для нас	16	1
678	от него	2	1
679	из себя	3	1
680	в литературной	1	1
681	составляющих его	1	1
682	мы должны	7	1
683	только с	4	1
684	его уже	1	1
685	же в	3	1
686	есть уже	3	1
687	хотя в	1	1
688	в своих	1	1
689	даже при	1	1
690	а н	1	1
691	эту вещь	2	1
692	к самому	2	1
693	с людьми	2	1
694	или других	1	1
695	совершенно не	4	1
696	не сами	1	1
697	из этого	3	1
698	приводит нас	1	1
699	жизни и	6	1
700	а может	2	1
701	ее в	1	1
702	по поводу	2	1
703	именно здесь	2	1
704	это понятие	2	1
705	они не	1	1
706	во всяком	9	1
707	этой точки	2	1
