N	2gram	Vinokur_St_3	Psycholo
142	содержания и	1	4
143	в конце	6	4
144	должен был	2	4
145	от того	2	4
146	говорит о	1	4
147	прежде всего	10	4
148	там где	1	4
149	уже давно	1	4
150	в частности	1	4
151	о чем	1	4
152	этой трагедии	4	4
153	в результате	2	4
154	показать как	1	4
155	и все	1	4
156	а в	6	4
157	сам по	1	3
158	тем же	1	3
159	смысл этого	1	3
160	в их	3	3
161	той же	2	3
162	смотреть на	1	3
163	мы не	2	3
164	и о	1	3
165	в каждой	2	3
166	и на	6	3
167	в ее	1	3
168	он говорит	4	3
169	как в	6	3
170	и наконец	3	3
171	в которой	4	3
172	из этих	6	3
173	на его	4	3
174	к искусству	1	3
175	он не	5	3
176	состоит в	4	3
177	не как	2	3
178	что ни	1	3
179	находит себе	1	3
180	можно было	1	3
181	в другом	3	3
182	об этом	5	3
183	это не	7	3
184	т д	2	3
185	эти два	1	3
186	ни в	5	3
187	показывает что	3	3
188	в этих	11	3
189	где мы	1	3
190	вопрос о	1	3
191	но он	3	3
192	вовсе не	2	3
193	с теми	1	3
194	самого начала	2	3
195	одна из	2	3
196	иметь в	1	3
197	этом отношении	4	3
198	в каком	4	3
199	с самого	2	3
200	так в	1	3
201	что у	2	3
202	так и	5	3
203	времени и	2	3
204	что трагедия	1	3
205	трагедии в	3	3
206	что и	1	3
207	и только	2	3
208	формой и	2	3
209	что здесь	4	3
210	мне кажется	1	3
211	так что	11	3
212	с двумя	1	3
213	он заставляет	1	3
214	для него	3	3
215	т п	6	3
216	в состоянии	1	3
217	у него	9	3
218	из двух	1	3
219	со стороны	3	3
220	чем у	1	3
221	была бы	4	3
222	когда она	1	3
223	с которым	3	3
224	в данном	1	3
225	в той	1	3
226	это есть	4	3
227	лучшем случае	1	3
228	при таком	1	3
229	формы и	1	3
230	для нас	1	3
231	целый ряд	1	3
232	хотя бы	1	3
233	в свою	2	3
234	в лучшем	1	3
235	в трех	1	3
236	которая существует	1	3
237	и другие	1	3
238	это в	4	3
239	к этому	3	3
240	ту же	1	2
241	того же	2	2
242	по моему	1	2
243	что когда	1	2
244	почти не	1	2
245	отношения между	5	2
246	по преимуществу	1	2
247	и до	1	2
248	что эти	4	2
249	должна быть	1	2
250	отношения к	1	2
251	а как	4	2
252	если я	2	2
253	это совершенно	1	2
254	которая говорит	2	2
255	время как	4	2
256	событий и	1	2
257	и он	1	2
258	он был	3	2
259	между собой	1	2
260	со словами	1	2
261	с его	3	2
262	во всех	2	2
263	на самом	1	2
264	очевидно что	1	2
265	время на	1	2
266	в центре	4	2
267	связи которая	1	2
268	в одной	2	2
269	с этим	7	2
270	что по	3	2
271	драма в	1	2
272	все эти	3	2
273	еще один	1	2
274	как он	1	2
275	некоторые авторы	1	2
276	том чтобы	2	2
277	одной и	1	2
278	в нее	1	2
279	но все	2	2
280	в каждом	4	2
281	как они	1	2
282	совпадают с	1	2
283	а затем	1	2
284	и с	4	2
285	говорил что	5	2
286	поэтический язык	1	2
287	из них	1	2
288	на сцене	1	2
289	он является	1	2
290	о которых	3	2
291	к которым	1	2
292	говорится о	1	2
293	чем в	1	2
294	должно быть	1	2
295	и того	1	2
296	бы на	1	2
297	и при	1	2
298	в котором	5	2
299	с точки	4	2
300	в которых	2	2
301	и той	1	2
302	в словах	3	2
303	с так	1	2
304	что есть	1	2
305	в отношении	2	2
306	в то	7	2
307	что ему	1	2
308	дело в	1	2
309	того как	1	2
310	к этим	2	2
311	и так	1	2
312	преимущественно в	1	2
313	со своим	1	2
314	замечательно что	1	2
315	и почему	1	2
316	все то	1	2
317	нет ни	1	2
318	отличается от	4	2
319	должен быть	2	2
320	которого мы	1	2
321	трагедию в	1	2
322	приводит к	1	2
323	на том	1	2
324	принять во	1	2
325	является в	1	2
326	ничего не	4	2
327	или иной	2	2
328	находится в	1	2
329	очень хорошо	1	2
330	можно сказать	4	2
331	связь между	1	2
332	но во	1	2
333	в форме	2	2
334	стороны он	1	2
335	она еще	1	2
336	стиха и	1	2
337	как например	8	2
338	этом смысле	4	2
339	трагедии и	2	2
340	это очень	1	2
341	два типа	1	2
342	это же	1	2
343	в качестве	4	2
344	связи с	3	2
345	ни одного	1	2
346	его с	1	2
347	не дает	1	2
348	мы знаем	1	2
349	и трагедии	1	2
350	мы находим	2	2
351	в одном	1	2
352	нет в	3	2
353	даже и	1	2
354	представляют собой	1	2
355	чтобы показать	1	2
356	себя и	2	2
357	и эта	1	2
358	до конца	3	2
359	в рассказе	3	2
360	прямо противоположное	1	2
361	с помощью	1	2
362	именно поэтому	2	2
363	это значит	1	2
364	онегина он	1	2
365	в течение	4	2
366	по существу	1	2
367	с этой	3	2
368	все это	8	2
369	что касается	7	2
370	не является	3	2
371	трагедии это	1	2
372	когда пушкин	2	2
373	той или	1	2
374	находит свое	3	2
375	собственными глазами	1	2
376	и ни	2	2
377	конце концов	3	2
378	давно уже	1	2
379	не знает	1	2
380	из этого	4	2
381	нас не	2	2
382	гораздо более	2	2
383	смысле слова	1	1
384	речь идет	2	1
385	одним из	1	1
386	например в	4	1
387	правильного чередования	1	1
388	смысл который	1	1
389	связана с	4	1
390	в такой	2	1
391	он более	1	1
392	он может	2	1
393	идет о	1	1
394	мы имели	2	1
395	выражено в	1	1
396	пушкин в	10	1
397	из его	7	1
398	и за	2	1
399	из всех	1	1
400	и посмотрим	1	1
401	принадлежит только	1	1
402	еще на	1	1
403	для своего	1	1
404	при анализе	1	1
405	положения в	1	1
406	на такие	1	1
407	из своих	1	1
408	этот смысл	1	1
409	можно различить	1	1
410	почти все	1	1
411	трагедией которая	1	1
412	благодаря тому	1	1
413	понять смысл	1	1
414	стиха как	2	1
415	мы и	1	1
416	а благодаря	1	1
417	действующего лица	1	1
418	с большим	1	1
419	и говорить	1	1
420	драмы в	1	1
421	уха и	1	1
422	и события	1	1
423	в чем	4	1
424	то мы	1	1
425	стиха если	1	1
426	четырехстопным ямбом	2	1
427	мы будем	1	1
428	но как	2	1
429	точка зрения	4	1
430	с самой	1	1
431	внимание именно	1	1
432	было указано	1	1
433	связано с	5	1
434	не все	1	1
435	если в	2	1
436	вступают в	2	1
437	отношение к	4	1
438	не просто	2	1
439	евгений онегин	1	1
440	значительной мере	1	1
441	к сожалению	2	1
442	относится к	4	1
443	которые не	1	1
444	зрения которая	1	1
445	некоторые типические	1	1
446	и нет	1	1
447	и различные	1	1
448	что нет	1	1
449	еще и	1	1
450	и где	1	1
451	в каком-то	1	1
452	более или	1	1
453	материалом и	1	1
454	от этого	1	1
455	них как	1	1
456	не соответствуют	1	1
457	отступает от	1	1
458	в литературном	1	1
459	представляет собой	1	1
460	большей части	1	1
461	время чумы	2	1
462	то обстоятельство	5	1
463	в известном	1	1
464	остановиться на	1	1
465	он делает	2	1
466	и тот	2	1
467	не годится	1	1
468	в употреблении	1	1
469	имеем в	2	1
470	во многих	2	1
471	частности на	1	1
472	так сказать	2	1
473	вся трагедия	1	1
474	форму не	1	1
475	том в	1	1
476	о которой	2	1
477	собственном смысле	1	1
478	и вообще	1	1
479	стих из	1	1
480	которая является	1	1
481	не являются	1	1
482	в подлиннике	6	1
483	понятно если	1	1
484	этого вопроса	1	1
485	не к	1	1
486	средства которые	1	1
487	вольными стихами	2	1
488	свою силу	1	1
489	его от	1	1
490	от нее	3	1
491	в нескольких	1	1
492	подход к	1	1
493	не из	1	1
494	смысле в	1	1
495	как видите	1	1
496	и может	2	1
497	самого автора	1	1
498	спасти ее	1	1
499	что действующие	1	1
500	на этой	1	1
501	того или	1	1
502	на протяжении	4	1
503	связываются с	1	1
504	что один	1	1
505	правильно говорит	1	1
506	этого нового	1	1
507	в жизни	4	1
508	этого становится	1	1
509	бы совершенно	3	1
510	но уже	1	1
511	этого слова	2	1
512	человек который	1	1
513	нас к	2	1
514	совершенно определенного	1	1
515	основывается на	1	1
516	не заметить	1	1
517	жизни но	2	1
518	здесь все	1	1
519	проявляется в	1	1
520	не мог	2	1
521	целого ряда	1	1
522	своей трагедии	4	1
523	или менее	1	1
524	в эту	4	1
525	что значит	1	1
526	которую он	2	1
527	что такое	7	1
528	о той	1	1
529	которых складывается	2	1
530	от себя	1	1
531	и значит	1	1
532	о драме	1	1
533	не менее	2	1
534	одном из	1	1
535	точно также	1	1
536	не раз	1	1
537	но эта	1	1
538	точку зрения	2	1
539	которые в	2	1
540	в россии	6	1
541	автора который	1	1
542	по крайней	4	1
543	значения с	1	1
544	и эти	1	1
545	такие отношения	1	1
546	и шесть	1	1
547	на известных	1	1
548	того кто	1	1
549	бы быть	1	1
550	формы как	1	1
551	даже в	1	1
552	сам он	2	1
553	и очень	1	1
554	нет никакого	3	1
555	этих трех	2	1
556	это стихотворение	2	1
557	если и	2	1
558	случае в	2	1
559	вплоть до	1	1
560	но они	2	1
561	это чувство	1	1
562	есть основное	1	1
563	стремление к	1	1
564	иной раз	1	1
565	означает что	1	1
566	на котором	2	1
567	тогда когда	2	1
568	принадлежат к	1	1
569	ее с	1	1
570	на него	1	1
571	у пушкина	22	1
572	в русской	6	1
573	которого он	1	1
574	героев и	1	1
575	в театре	1	1
576	к такому	2	1
577	он хочет	2	1
578	не могло	1	1
579	он мог	1	1
580	это с	1	1
581	вытекает из	1	1
582	не имеет	2	1
583	смысл его	1	1
584	на язык	3	1
585	в разных	1	1
586	отношении до	1	1
587	из четырех	1	1
588	обратим внимание	1	1
589	явление в	1	1
590	пути и	1	1
591	в русском	2	1
592	к ней	4	1
593	х годов	2	1
594	сцены в	1	1
595	своей задачей	1	1
596	вот что	3	1
597	ничто не	1	1
598	здесь же	1	1
599	эту аналогию	1	1
600	пушкин говорит	4	1
601	каждый раз	2	1
602	в области	6	1
603	имеем здесь	1	1
604	тесной связи	1	1
605	перед ним	1	1
606	обстоятельство что	5	1
607	и оно	1	1
608	они несомненно	1	1
609	и другой	1	1
610	в других	1	1
611	пир во	2	1
612	в стихотворении	3	1
613	для его	2	1
614	как человек	1	1
615	на это	2	1
616	в работах	1	1
617	всегда в	1	1
618	в применении	1	1
619	обычно в	1	1
620	что рядом	1	1
621	элементы в	1	1
622	в деревне	1	1
623	с ее	2	1
624	свою очередь	1	1
625	в некоторых	3	1
626	здесь не	1	1
627	без всякого	2	1
628	только при	1	1
629	в собственном	1	1
630	как по	1	1
631	последнее время	1	1
632	сам пушкин	1	1
633	указывали на	1	1
634	и этим	1	1
635	в произведении	1	1
636	то время	4	1
637	в монологе	2	1
638	с традиционным	1	1
639	то как	1	1
640	имею в	1	1
641	отдельном случае	1	1
642	и которые	2	1
643	здесь нет	2	1
644	во многом	2	1
645	представляют собою	3	1
646	трагедию но	1	1
647	часто в	1	1
648	по тому	2	1
649	основана на	1	1
650	трактуется как	1	1
651	находим все	1	1
652	уже сейчас	1	1
653	автор не	1	1
654	переработке и	1	1
655	и т.д	1	1
656	это вполне	1	1
657	который говорил	1	1
658	его жизни	1	1
659	в значительной	1	1
660	это была	1	1
661	и во	2	1
662	к нему	4	1
663	в драме	2	1
664	язык и	1	1
665	между тем	6	1
666	русской литературе	1	1
667	однако с	1	1
668	есть с	1	1
669	крайней мере	4	1
670	вообще и	1	1
671	выше в	1	1
672	известное затруднение	1	1
673	искусства он	2	1
674	найти и	1	1
675	с этих	1	1
676	и создает	1	1
677	это приводит	1	1
678	не так	3	1
679	показывают что	1	1
680	но так	1	1
681	которое было	1	1
682	о его	1	1
683	который хочет	1	1
684	не о	1	1
685	которым мы	1	1
686	этого материала	1	1
687	одной из	2	1
688	которым он	1	1
689	в какой	3	1
690	отказ от	2	1
691	то в	4	1
692	течение всей	2	1
693	трагедии нет	1	1
694	поэтому и	1	1
695	который в	1	1
696	говорят все	1	1
697	к шекспиру	1	1
698	между этими	1	1
699	и ее	2	1
700	с которыми	2	1
701	оказывается в	1	1
702	уже не	3	1
703	я имею	3	1
704	еще одно	1	1
705	отнести к	1	1
706	в поэзии	2	1
707	в виде	3	1
708	в начале	4	1
709	за счет	1	1
710	от других	1	1
711	этому присоединяется	1	1
712	вступает в	1	1
713	при помощи	2	1
714	но совершенно	1	1
715	что сама	1	1
716	только одно	1	1
717	и их	1	1
718	любви в	1	1
719	могло бы	1	1
720	слова в	1	1
721	этих отдельных	1	1
722	произведения и	2	1
723	подходим к	1	1
724	тем как	2	1
725	но что	1	1
726	имели дело	1	1
727	заметить что	2	1
728	в стихах	2	1
729	к той	1	1
730	смерти и	1	1
731	в последние	1	1
732	нет и	2	1
733	не были	1	1
734	ней и	1	1
735	его чтобы	1	1
736	имеет и	1	1
737	как у	1	1
738	и несомненно	1	1
739	связаны с	1	1
740	эта трагедия	4	1
741	каждом отдельном	1	1
742	различные стили	1	1
743	существует в	2	1
744	совпадает с	1	1
745	и образов	1	1
746	драме и	3	1
747	на которые	1	1
748	и др	4	1
749	могут иметь	1	1
750	что не	2	1
751	что для	3	1
752	если принять	1	1
753	пушкин с	1	1
754	не было	4	1
755	целым рядом	1	1
756	его как	3	1
757	что хотя	1	1
758	речи и	1	1
759	мы встречаем	1	1
760	в одно	1	1
761	и ему	1	1
762	если не	1	1
763	в речи	4	1
764	мы видели	1	1
765	между собою	2	1
766	шекспира но	1	1
767	все более	2	1
768	ни на	2	1
769	свое особое	1	1
770	как есть	1	1
771	это имеет	1	1
772	это такой	1	1
773	редких случаях	1	1
774	многих случаях	1	1
775	место где	1	1
776	так мы	1	1
777	требует от	1	1
778	решение вопроса	1	1
779	драме которая	1	1
780	конечно не	1	1
781	слишком много	1	1
782	чумы и	1	1
783	это произведение	3	1
784	искусства но	1	1
785	смысле этого	1	1
786	применении к	1	1
787	этом письме	1	1
788	тому как	1	1
789	что же	1	1
790	пушкин прямо	1	1
791	даже с	1	1
792	на челе	1	1
793	с тремя	1	1
794	это гораздо	1	1
795	из отдельных	1	1
796	трагедии то	1	1
797	в очень	1	1
798	что сцена	1	1
799	том смысле	2	1
800	смысл в	1	1
801	может служить	1	1
802	в контексте	1	1
803	что тогда	1	1
804	что ее	1	1
805	но это	4	1
806	точно и	1	1
807	ни для	1	1
808	но для	1	1
809	в смысле	4	1
810	пушкин не	9	1
811	всего в	4	1
812	каждой из	1	1
813	известной степени	1	1
814	и времени	1	1
815	много но	1	1
816	совершается в	1	1
817	может использовать	1	1
818	том виде	1	1
819	чтобы понять	1	1
820	совершенно иное	1	1
821	у них	1	1
822	пушкин совершенно	1	1
823	же к	2	1
824	тем более	3	1
825	свете что	1	1
826	с не	2	1
827	своих героев	1	1
828	язык который	1	1
829	находим в	1	1
830	мы одновременно	1	1
831	трагедией в	1	1
832	все они	3	1
833	во время	3	1
834	этот стих	1	1
835	мы в	1	1
836	нет ничего	1	1
837	и прямо	1	1
838	пожалуй ни	1	1
839	состоит из	1	1
840	они как	1	1
841	он находит	1	1
842	в поэтическом	1	1
843	когда б	1	1
844	или иного	1	1
845	ко всему	1	1
846	приблизительно в	1	1
847	не трудно	1	1
848	является выражением	1	1
849	с кругом	1	1
850	пушкин и	3	1
851	можно назвать	4	1
852	во всяком	4	1
853	все что	1	1
854	этой точки	1	1
