N	2gram	Ircho_Kome_1	FransuaR
183	и очень	1	2
184	что их	1	2
185	а уж	1	2
186	так что	1	2
187	предполагать что	1	2
188	это уже	1	2
189	превращается в	1	2
190	один раз	1	2
191	к себе	1	2
192	не могут	1	2
193	мы узнаем	1	2
194	в области	2	2
195	в эти	2	2
196	в дело	1	2
197	данном случае	1	2
198	и этим	1	2
199	в дальнейшем	1	2
200	и когда	1	2
201	конечно в	1	2
202	времени и	2	2
203	возможно что	1	2
204	образом в	2	2
205	в значительной	1	2
206	связанной с	1	2
207	доходит до	1	2
208	между тем	5	2
209	и во	2	2
210	говорит он	1	2
211	на сцену	2	2
212	себя в	1	2
213	себе в	1	2
214	никто не	1	2
215	и прежде	1	2
216	в конце	6	2
217	каждый из	3	2
218	может быть	9	2
219	как раз	3	2
220	в форме	2	2
221	этой роли	1	2
222	до конца	2	2
223	которых мы	2	2
224	на весь	1	2
225	одну из	2	2
226	мира в	1	2
227	и вовсе	1	2
228	в последней	1	2
229	в частности	3	2
230	и потому	1	2
231	как это	3	2
232	отрывок из	1	2
233	сцены и	1	2
234	в страну	1	2
235	мира и	1	2
236	от него	1	2
237	в эту	1	2
238	бы в	1	2
239	в этих	1	2
240	еще более	1	2
241	вполне понятно	1	2
242	в том	11	2
243	и у	3	2
244	другой стороны	5	2
245	отметить что	1	2
246	и другие	1	2
247	того времени	1	2
248	ту же	2	1
249	по адресу	14	1
250	переходит к	1	1
251	наших дней	1	1
252	сам по	1	1
253	все остальное	1	1
254	на самом	1	1
255	он может	1	1
256	вот на	1	1
257	к людям	2	1
258	то в	1	1
259	тем же	1	1
260	между двумя	1	1
261	и всем	1	1
262	его же	1	1
263	мировоззрения и	1	1
264	из его	4	1
265	интересный пример	1	1
266	и больше	1	1
267	в зависимости	1	1
268	в их	4	1
269	же образ	1	1
270	на празднестве	1	1
271	для своего	1	1
272	что уже	1	1
273	из своих	1	1
274	чтобы не	1	1
275	почти все	1	1
276	совпадает с	1	1
277	хуже чем	1	1
278	принадлежит к	2	1
279	сложнее и	1	1
280	после первого	1	1
281	были в	2	1
282	хотел сказать	1	1
283	ему в	1	1
284	то это	1	1
285	из комедии	6	1
286	и заставляет	1	1
287	зависимости от	1	1
288	мы здесь	1	1
289	часто эти	1	1
290	что теперь	1	1
291	еще не	2	1
292	тем как	2	1
293	бы не	1	1
294	в изображении	1	1
295	вскоре после	2	1
296	либо как	2	1
297	по отношению	3	1
298	отношение к	3	1
299	нам право	1	1
300	в поисках	1	1
301	чем же	2	1
302	на искусство	1	1
303	материалом для	1	1
304	и литературной	1	1
305	что к	2	1
306	там же	3	1
307	что нет	1	1
308	наиболее ярких	2	1
309	что по	2	1
310	и к	1	1
311	более или	1	1
312	в действительности	2	1
313	на войну	1	1
314	и хотя	2	1
315	в этот	1	1
316	времени с	1	1
317	представленная в	2	1
318	со своей	2	1
319	в которой	6	1
320	в целом	3	1
321	платон в	1	1
322	бы только	1	1
323	ее как	1	1
324	ii веке	1	1
325	не могла	1	1
326	эпохи возрождения	1	1
327	и фантастические	1	1
328	связанные с	2	1
329	с именем	1	1
330	до нашей	1	1
331	и вот	4	1
332	чтобы в	1	1
333	прошлого века	1	1
334	из него	1	1
335	и по	6	1
336	с собой	1	1
337	с такими	1	1
338	но все	1	1
339	такого же	1	1
340	это конечно	1	1
341	значительной степени	1	1
342	в каждом	1	1
343	выражение и	1	1
344	для всех	2	1
345	же касается	1	1
346	является конечно	1	1
347	был первым	1	1
348	зрения на	1	1
349	его в	3	1
350	обоих случаях	1	1
351	и других	7	1
352	на протяжении	4	1
353	в уже	2	1
354	к природе	1	1
355	должен был	1	1
356	и тем	2	1
357	между отдельными	1	1
358	в жизни	1	1
359	эти же	1	1
360	говорить в	1	1
361	все границы	1	1
362	далеко не	1	1
363	эти годы	2	1
364	на основании	3	1
365	с тем	1	1
366	которой он	1	1
367	несмотря на	4	1
368	явления которые	1	1
369	и богатая	1	1
370	себе все	1	1
371	или менее	2	1
372	и гипербол	1	1
373	характерно при	1	1
374	в следующем	2	1
375	во времена	1	1
376	место в	3	1
377	он дает	1	1
378	в которых	1	1
379	сценка с	1	1
380	одном из	4	1
381	земле и	1	1
382	и эти	1	1
383	и относительно	1	1
384	не могли	1	1
385	и почти	1	1
386	по себе	1	1
387	всего его	1	1
388	значительное место	1	1
389	этой области	1	1
390	в отношении	6	1
391	и против	1	1
392	при всех	1	1
393	не менее	3	1
394	не раз	2	1
395	в обоих	1	1
396	правда в	2	1
397	того как	3	1
398	на него	4	1
399	которого он	1	1
400	можно судить	4	1
401	он с	1	1
402	понять что	1	1
403	казалось бы	3	1
404	ничего не	3	1
405	одна из	2	1
406	на землю	3	1
407	к концу	1	1
408	в дни	1	1
409	ему и	2	1
410	свидетельствуют о	1	1
411	встречаем у	1	1
412	как будто	2	1
413	за ними	1	1
414	ему не	1	1
415	от их	1	1
416	объектом осмеяния	1	1
417	на поле	1	1
418	могут быть	3	1
419	для развития	1	1
420	но едва	1	1
421	с полной	1	1
422	и другим	1	1
423	его с	1	1
424	и объясняются	1	1
425	на это	1	1
426	где он	2	1
427	и это	1	1
428	близости или	1	1
429	и о	3	1
430	у аристофана	6	1
431	же так	1	1
432	эта борьба	1	1
433	всего этого	2	1
434	iv в	5	1
435	же не	1	1
436	формы и	1	1
437	небом и	1	1
438	в себя	2	1
439	действия и	1	1
440	то время	5	1
441	если они	2	1
442	пример такого	1	1
443	можно было	1	1
444	ясно что	4	1
445	особенно в	1	1
446	начала и	1	1
447	мог бы	2	1
448	и каждый	1	1
449	жизнь и	1	1
450	собой и	2	1
451	границу между	1	1
452	так здесь	1	1
453	об этом	1	1
454	связанное с	1	1
455	со всех	1	1
456	следующем году	1	1
457	о нем	1	1
458	каждый раз	1	1
459	и здесь	2	1
460	в глаза	1	1
461	одного из	6	1
462	утверждает что	1	1
463	после того	3	1
464	нас в	2	1
465	это была	1	1
466	жары и	1	1
467	от рук	1	1
468	и были	1	1
469	места и	1	1
470	образом все	1	1
471	от них	2	1
472	что и	4	1
473	выступает с	2	1
474	вслед за	2	1
475	сказать и	1	1
476	играли в	1	1
477	различия между	1	1
478	в лице	1	1
479	идти на	1	1
480	в самый	1	1
481	всех сторон	1	1
482	указывает что	2	1
483	здесь во	1	1
484	из всех	2	1
485	и одновременно	3	1
486	человека в	1	1
487	это особенно	1	1
488	по свидетельству	2	1
489	спускается в	1	1
490	по времени	1	1
491	во ii	1	1
492	начало в	1	1
493	наиболее яркое	1	1
494	таких же	1	1
495	источником для	2	1
496	главным источником	2	1
497	изображен в	3	1
498	в окружении	1	1
499	до наших	1	1
500	с двумя	1	1
501	к земле	1	1
502	а то	2	1
503	не дает	1	1
504	связывается с	1	1
505	мир в	1	1
506	ни в	6	1
507	раз на	2	1
508	части и	1	1
509	ее не	1	1
510	мы можем	4	1
511	v в	13	1
512	ее на	1	1
513	в других	2	1
514	для того	1	1
515	них-то и	1	1
516	богатство и	1	1
517	в число	2	1
518	на уровне	1	1
519	морем и	1	1
520	материал в	1	1
521	и из	2	1
522	этой комедии	5	1
523	по своим	1	1
524	лица в	1	1
525	к которому	3	1
526	именно здесь	1	1
527	действующих лиц	4	1
528	в предисловии	1	1
529	еще и	2	1
530	во второй	3	1
531	такое же	1	1
532	а с	1	1
533	к сожалению	2	1
534	чтобы убедиться	1	1
535	на этот	1	1
536	не знает	1	1
537	было сказано	1	1
538	его как	1	1
539	и всяким	1	1
540	комедии с	4	1
541	о чем	1	1
542	что из	1	1
543	для этой	1	1
544	стороны в	1	1
545	связь с	1	1
546	этой же	2	1
547	богатству и	1	1
548	на чем	1	1
549	вообще одна	1	1
550	к его	1	1
551	в разной	1	1
552	между небом	1	1
553	и столь	1	1
554	к своему	1	1
555	предисловии к	1	1
556	теми же	1	1
557	шесть раз	1	1
558	наряду с	2	1
559	несколько раз	2	1
560	смысле этого	1	1
561	не удалось	3	1
562	на эту	1	1
563	что же	1	1
564	притом очень	1	1
565	да и	3	1
566	по существу	1	1
567	которым он	1	1
568	общества в	1	1
569	и богатство	3	1
570	этого слова	1	1
571	слова и	1	1
572	в условиях	1	1
573	в малейшей	1	1
574	в основном	1	1
575	между прочим	2	1
576	что касается	2	1
577	полностью и	1	1
578	катастрофы и	1	1
579	они так	1	1
580	аристофана в	4	1
581	а к	2	1
582	же дело	1	1
583	у них	1	1
584	конце концов	4	1
585	года в	1	1
586	находим в	1	1
587	как вы	1	1
588	г и	3	1
589	этот же	1	1
590	по одному	2	1
591	в явление	1	1
592	отношению к	3	1
593	в трех	1	1
594	из лучших	1	1
595	около г	2	1
596	к этой	1	1
597	по поводу	4	1
598	это в	1	1
599	в противоположность	2	1
600	как на	1	1
601	в таком	1	1
