N	2gram	Tiupa_Disk_1	Istorich
142	следующим образом	1	3
143	не имеют	1	2
144	со своей	1	2
145	на себя	2	2
146	и ее	2	2
147	того же	3	2
148	и на	5	2
149	что его	1	2
150	если в	1	2
151	со стороны	7	2
152	что во	1	2
153	в одной	3	2
154	его на	1	2
155	с этим	3	2
156	стороны и	2	2
157	и нет	1	2
158	перед нами	3	2
159	этом же	1	2
160	в действительности	3	2
161	исторические корни	2	2
162	то ли	2	2
163	в самом	3	2
164	и сказка	3	2
165	в которой	1	2
166	он в	1	2
167	рассказ о	1	2
168	на его	4	2
169	в силу	5	2
170	на земле	1	2
171	так например	2	2
172	не будет	1	2
173	то чтобы	1	2
174	с целью	1	2
175	вместе со	1	2
176	было бы	1	2
177	и тем	2	2
178	в котором	5	2
179	не от	2	2
180	направлен на	2	2
181	к этому	2	2
182	стоит в	1	2
183	вплоть до	1	2
184	можно указать	1	2
185	в то	3	2
186	что такое	1	2
187	на него	1	2
188	не по	1	2
189	в основе	7	2
190	друг друга	1	2
191	во всем	1	2
192	не могут	1	2
193	лежит в	1	2
194	что отец	1	2
195	не единственная	1	2
196	и это	1	2
197	но по	1	2
198	но при	3	2
199	в ее	3	2
200	на том	2	2
201	на небесах	2	2
202	но здесь	1	2
203	там же	1	2
204	должно было	1	2
205	восходит к	1	2
206	в форме	2	2
207	сюда же	1	2
208	тем более	1	2
209	герой в	1	2
210	здесь не	1	2
211	согласиться с	1	2
212	вступление в	1	2
213	уже не	4	2
214	только на	1	2
215	что не	4	2
216	или даже	2	2
217	из них	3	2
218	это обстоятельство	1	2
219	прежде всего	11	2
220	сказка о	1	2
221	к ним	3	2
222	тестя к	1	2
223	героя а	1	2
224	в особенности	4	2
225	и вернуться	1	2
226	до сих	1	2
227	связаны с	1	2
228	в каких	1	2
229	и др	2	2
230	говорит о	1	2
231	ничем не	1	2
232	и оно	1	2
233	в связи	1	2
234	но оно	1	2
235	как это	1	2
236	он говорит	1	2
237	в литературе	2	2
238	когда она	1	2
239	от тестя	1	2
240	только о	1	2
241	и от	1	2
242	и о	4	2
243	в основном	1	2
244	отличается от	2	2
245	но для	1	2
246	это как	1	2
247	он стал	1	2
248	превратился в	1	2
249	в мифе	1	2
250	сказать что	3	2
251	всех других	1	2
252	в отдельности	1	2
253	они не	2	2
254	широкое распространение	1	1
255	отношения к	2	1
256	одним из	2	1
257	не остается	1	1
258	необходимо отметить	1	1
259	самом деле	1	1
260	как известно	1	1
261	только потому	1	1
262	и должны	1	1
263	между двумя	1	1
264	чего не	1	1
265	от своей	1	1
266	не хочет	1	1
267	из его	1	1
268	и стали	1	1
269	во-первых в	1	1
270	в первый	1	1
271	часто еще	1	1
272	но она	1	1
273	их имена	1	1
274	я не	1	1
275	ему в	2	1
276	еще у	1	1
277	более или	2	1
278	в которых	4	1
279	между собой	2	1
280	выстроить не	1	1
281	влияния на	2	1
282	я на	1	1
283	иного рода	1	1
284	не знала	1	1
285	ее к	1	1
286	они имеют	1	1
287	и всякий	1	1
288	сказки и	2	1
289	по отношению	9	1
290	иногда и	1	1
291	он пишет	1	1
292	тут же	1	1
293	до наших	1	1
294	определяется не	2	1
295	же с	1	1
296	независимо от	1	1
297	не согласиться	1	1
298	в своем	6	1
299	власти от	1	1
300	и как	6	1
301	это тоже	1	1
302	и к	4	1
303	рода или	1	1
304	в непосредственной	1	1
305	или иную	1	1
306	о царе	1	1
307	на руку	1	1
308	из мифа	1	1
309	ситуации в	1	1
310	не приходится	2	1
311	в целом	4	1
312	образом и	1	1
313	или во	1	1
314	в этой	2	1
315	в известном	1	1
316	что к	1	1
317	той ситуации	1	1
318	эпохи и	2	1
319	интерес представляет	1	1
320	обращаясь к	1	1
321	состоит в	9	1
322	работе о	1	1
323	характер в	1	1
324	для понимания	2	1
325	что ни	1	1
326	фольклор здесь	1	1
327	и за	1	1
328	в каждом	2	1
329	в работе	1	1
330	могла бы	2	1
331	в другом	2	1
332	а по	2	1
333	на все	1	1
334	этих форм	1	1
335	а как	1	1
336	свой на	1	1
337	на протяжении	2	1
338	от одного	1	1
339	приходит в	1	1
340	однако здесь	1	1
341	стоит на	1	1
342	в новое	1	1
343	здесь это	1	1
344	к области	2	1
345	но уже	1	1
346	о которых	1	1
347	и делает	1	1
348	далеко не	10	1
349	для своего	2	1
350	с тем	1	1
351	со своими	1	1
352	и вне	1	1
353	фигурирует в	1	1
354	в чистом	1	1
355	и было	2	1
356	мировой истории	1	1
357	автора и	1	1
358	он обращается	1	1
359	не мог	1	1
360	или менее	2	1
361	бы на	1	1
362	и при	1	1
363	в своей	5	1
364	наших дней	2	1
365	и без	2	1
366	с точки	1	1
367	первый в	1	1
368	от его	1	1
369	данный текст	1	1
370	и более	1	1
371	лежит не	1	1
372	не могли	1	1
373	собой и	1	1
374	не должно	1	1
375	и то	1	1
376	по себе	3	1
377	и есть	2	1
378	то с	2	1
379	чистом виде	1	1
380	тем самым	1	1
381	а иногда	1	1
382	как можно	1	1
383	дело в	1	1
384	в науке	2	1
385	тому на	1	1
386	он мог	3	1
387	для всего	1	1
388	имеет отношение	1	1
389	нельзя не	2	1
390	имеются и	1	1
391	имеем дело	2	1
392	о ней	1	1
393	стал он	1	1
394	при всем	1	1
395	мне к	1	1
396	с достаточной	1	1
397	как будто	1	1
398	мы и	1	1
399	особое внимание	1	1
400	однако это	2	1
401	перед ним	1	1
402	с передачей	1	1
403	здесь совершенно	1	1
404	же самое	2	1
405	мы все	1	1
406	всего в	1	1
407	и другим	1	1
408	к тому	5	1
409	указывает на	2	1
410	они и	3	1
411	оно не	2	1
412	если же	1	1
413	для себя	4	1
414	в ситуации	3	1
415	более не	1	1
416	же их	1	1
417	как не	3	1
418	не могу	1	1
419	но далеко	1	1
420	здесь также	1	1
421	два события	1	1
422	сводится к	5	1
423	мысль о	1	1
424	и может	1	1
425	и сам	1	1
426	действительности это	1	1
427	те же	1	1
428	не с	3	1
429	живет в	1	1
430	мог бы	1	1
431	во второй	1	1
432	том как	1	1
433	если бы	1	1
434	по мере	2	1
435	теперь уже	1	1
436	имеет право	1	1
437	себя не	1	1
438	самому себе	2	1
439	можно сказать	5	1
440	а также	8	1
441	и во	2	1
442	и всю	1	1
443	и требует	2	1
444	можно усмотреть	2	1
445	в его	7	1
446	вслед за	1	1
447	именно в	3	1
448	в середине	1	1
449	которая и	1	1
450	делает это	1	1
451	по содержанию	1	1
452	в современной	1	1
453	с ними	1	1
454	дело с	2	1
455	пришел к	1	1
456	в какой	2	1
457	в народе	1	1
458	сказка как	1	1
459	необходимость такой	1	1
460	и действительно	1	1
461	и потому	3	1
462	и весьма	1	1
463	и кончая	1	1
464	он уже	1	1
465	а только	1	1
466	эту связь	1	1
467	оказывается в	1	1
468	в большинстве	1	1
469	или не	1	1
470	в жизни	1	1
471	в виде	1	1
472	в начале	2	1
473	на определенной	1	1
474	большинстве случаев	1	1
475	то чего	1	1
476	первобытного человека	3	1
477	за ним	1	1
478	ту или	1	1
479	он имеет	1	1
480	очевидно что	1	1
481	которые в	1	1
482	и их	1	1
483	и также	1	1
484	представлений о	1	1
485	не о	1	1
486	как его	2	1
487	при некоторых	1	1
488	к той	3	1
489	от того	1	1
490	из двух	2	1
491	в исторической	1	1
492	с другим	1	1
493	на ее	2	1
494	отличаются от	1	1
495	здесь в	2	1
496	общения а	1	1
497	а с	5	1
498	сказке но	1	1
499	только по	1	1
500	на смену	3	1
501	от этого	1	1
502	в любой	1	1
503	она еще	1	1
504	за год	1	1
505	его как	2	1
506	на передний	1	1
507	к некоторой	2	1
508	при более	1	1
509	о чем	2	1
510	здесь имеет	1	1
511	принадлежности к	2	1
512	в небытие	1	1
513	является его	1	1
514	передний план	1	1
515	до этого	1	1
516	сказки о	3	1
517	он ее	1	1
518	из трех	1	1
519	в иных	1	1
520	не удается	1	1
521	просто как	1	1
522	этом по	1	1
523	требует от	1	1
524	по своему	3	1
525	к другому	2	1
526	далеко еще	4	1
527	что же	2	1
528	для возникновения	1	1
529	за рамки	2	1
530	есть оказывается	1	1
531	природой в	1	1
532	с некоторым	1	1
533	основана на	1	1
534	этом случае	1	1
535	о мире	1	1
536	и собственно	1	1
537	сказка никогда	1	1
538	в книге	1	1
539	и часто	1	1
540	его с	1	1
541	здесь пока	1	1
542	как общую	1	1
543	которая однако	1	1
544	какой ситуации	1	1
545	это он	1	1
546	герой здесь	1	1
547	но зато	2	1
548	хотя бы	3	1
549	в мировом	1	1
550	я в	1	1
551	мифа не	2	1
552	здесь только	1	1
553	может и	2	1
554	все еще	1	1
555	героя не	1	1
556	а о	2	1
557	сведения о	1	1
558	это делает	1	1
559	не знает	1	1
560	отношению к	9	1
561	в свое	1	1
562	героя в	2	1
563	основываясь на	1	1
564	определенной стадии	1	1
565	но эти	1	1
566	также не	1	1
567	в частности	9	1
568	это в	2	1
569	им и	1	1
570	в таком	1	1
