N	2gram	Losev_Dial_2	Freidism
453	мир –	1	1
454	как он	4	1
455	на то	1	1
456	если он	1	1
457	вообще не	1	1
458	к искусству	1	1
459	от его	1	1
460	т д	15	1
461	а скорее	1	1
462	равно и	1	1
463	вы видите	1	1
464	же это	4	1
465	другому –	1	1
466	– на	1	1
467	человеческого тела	1	1
468	каков характер	1	1
469	только ему	1	1
470	из него	1	1
471	производит на	1	1
472	чтобы их	1	1
473	ничем принципиально	1	1
474	но всегда	2	1
475	к выводу	1	1
476	без исключения	1	1
477	в основу	1	1
478	это конечно	4	1
479	как они	3	1
480	поэтому мы	1	1
481	со всем	2	1
482	данное в	1	1
483	говорить не	1	1
484	теми которые	1	1
485	не умеет	2	1
486	таково в	1	1
487	и которые	1	1
488	мы на	1	1
489	чтобы все	3	1
490	форму и	1	1
491	этом смысле	1	1
492	говоря о	1	1
493	ни разу	1	1
494	к толкованию	1	1
495	и тем	1	1
496	тела в	1	1
497	во многом	1	1
498	мыслей чувств	1	1
499	бытие и	2	1
500	далеко не	1	1
501	он действительно	1	1
502	оно все	1	1
503	в моменты	1	1
504	со своими	1	1
505	не всегда	1	1
506	во внимание	3	1
507	религии –	1	1
508	чем в	1	1
509	что вещи	1	1
510	форма и	3	1
511	в один	3	1
512	не больше	4	1
513	на первый	1	1
514	нужно только	1	1
515	из сферы	1	1
516	и тут	3	1
517	сознания но	1	1
518	почти не	1	1
519	телом и	1	1
520	что всякий	1	1
521	мы называем	1	1
522	еще с	1	1
523	– лишь	1	1
524	не к	1	1
525	себе а	1	1
526	миф о	2	1
527	жизни с	2	1
528	понятно что	2	1
529	себе самой	1	1
530	душу и	1	1
531	в одном	4	1
532	живут в	2	1
533	творчества и	1	1
534	друг другу	1	1
535	все богатство	1	1
536	по крайней	9	1
537	и эти	1	1
538	оно само	1	1
539	уже сказали	1	1
540	вещей и	3	1
541	– увы	1	1
542	нас к	1	1
543	иной раз	5	1
544	и истории	1	1
545	физического но	1	1
546	можно ли	3	1
547	это чувство	1	1
548	человека но	2	1
549	и должно	2	1
550	это дает	1	1
551	друг друга	1	1
552	это последнее	1	1
553	и энергий	1	1
554	тогда когда	6	1
555	она ни	1	1
556	не по	2	1
557	взглянуть на	1	1
558	образом в	1	1
559	о них	1	1
560	это мы	2	1
561	человека от	1	1
562	ярким и	1	1
563	обратим внимание	2	1
564	или как	3	1
565	этих последних	2	1
566	она хочет	1	1
567	правда это	1	1
568	и чувства	1	1
569	хочет быть	3	1
570	что на	2	1
571	тела и	5	1
572	ли это	1	1
573	и далее	1	1
574	от их	2	1
575	и здесь	1	1
576	истории не	1	1
577	из глубины	1	1
578	нет ни	3	1
579	и пр.?	1	1
580	на границе	1	1
581	похож на	1	1
582	сходство с	1	1
583	его с	3	1
584	той или	4	1
585	в поле	1	1
586	по сравнению	1	1
587	как некое	1	1
588	ее –	1	1
589	она производит	1	1
590	если же	1	1
591	о том	5	1
592	существует только	1	1
593	и это	5	1
594	и глубину	1	1
595	своего развития	1	1
596	объединения и	1	1
597	но при	1	1
598	это за	3	1
599	ни стало	1	1
600	– об	1	1
601	мысль о	1	1
602	то время	4	1
603	и требуют	1	1
604	больного то	1	1
605	в дальнейшем	1	1
606	дано в	1	1
607	таком виде	1	1
608	и когда	4	1
609	котором мы	1	1
610	мы только	2	1
611	в мире	2	1
612	только через	2	1
613	на нее	1	1
614	времени и	9	1
615	ясно что	4	1
616	мог бы	1	1
617	на месте	1	1
618	в результате	2	1
619	можно только	2	1
620	проявляет себя	1	1
621	жизнь и	5	1
622	мы в	2	1
623	жизненных явлений	1	1
624	из одного	1	1
625	по теории	1	1
626	ничего не	3	1
627	к прошлому	1	1
628	самонаблюдения только	1	1
629	все его	3	1
630	из основных	1	1
631	познания и	1	1
632	по-видимому и	1	1
633	на все	2	1
634	в широком	2	1
635	надо только	1	1
636	это я	2	1
637	одно –	1	1
638	внимание на	1	1
639	и та	6	1
640	есть так	2	1
641	в сфере	2	1
642	всем том	1	1
643	чем она	1	1
644	любви к	1	1
645	по их	1	1
646	и во	1	1
647	он берет	2	1
648	с теми	1	1
649	в которую	1	1
650	все на	4	1
651	– во	2	1
652	а у	1	1
653	от них	1	1
654	на одном	1	1
655	сил или	1	1
656	и одинаково	1	1
657	крайней мере	9	1
658	тотчас же	1	1
659	быть даже	1	1
660	нем и	2	1
661	путь и	1	1
662	все время	3	1
663	и следовательно	5	1
664	и всякое	1	1
665	у которого	1	1
666	эту область	1	1
667	следовательно в	2	1
668	тело и	3	1
669	к которому	1	1
670	все члены	1	1
671	бросается в	1	1
672	же все	1	1
673	сознание это	1	1
674	– сам	1	1
675	месте но	1	1
676	во всем	1	1
677	пор не	1	1
678	дана в	1	1
679	ведь как	1	1
680	поэтому и	1	1
681	всех его	1	1
682	бы ни	2	1
683	сохранить и	1	1
684	кроме этого	1	1
685	ведь она	1	1
686	это же	1	1
687	и прочие	1	1
688	опыта но	1	1
689	есть в	2	1
690	судить о	1	1
691	с нею	3	1
692	то и	1	1
693	также и	2	1
694	в виде	2	1
695	тяготения к	1	1
696	а это	1	1
697	уже с	1	1
698	только их	1	1
699	одно из	4	1
700	пока не	1	1
701	– слишком	1	1
702	миф –	2	1
703	нуждаются для	1	1
704	научной точки	1	1
705	– так	1	1
706	эти понятия	1	1
707	будет только	1	1
708	бытия и	1	1
709	утверждение ни	1	1
710	принципиально не	1	1
711	как будто	7	1
712	тем что	2	1
713	мы берем	1	1
714	ее особенности	1	1
715	даже и	1	1
716	очень ярким	1	1
717	содержание этого	1	1
718	других обстоятельствах	1	1
719	и только	4	1
720	момент в	2	1
721	же деле	1	1
722	по смыслу	1	1
723	или иной	1	1
724	даже не	1	1
725	сами эти	1	1
726	она в	1	1
727	нашей жизни	1	1
728	на них	1	1
729	именно в	2	1
730	мы никогда	1	1
731	сама с	1	1
732	в каких	2	1
733	явлений на	1	1
734	от обычного	1	1
735	они отличаются	1	1
736	в некоторых	2	1
737	только по	1	1
738	превращается в	1	1
739	самом же	1	1
740	и нигде	4	1
741	своем месте	1	1
742	как ни	2	1
743	человек в	1	1
744	меньше всего	1	1
745	с принципом	1	1
746	отнюдь не	6	1
747	только несколько	1	1
748	там где	1	1
749	об ее	2	1
750	пр и	1	1
751	жизнь в	2	1
752	если это	1	1
753	в мифологии	4	1
754	нет никаких	1	1
755	имея в	1	1
756	сходство того	1	1
757	мы говорим	3	1
758	его содержание	1	1
759	или по	2	1
760	себе самому	1	1
761	находим в	1	1
762	наше восприятие	1	1
763	же вспомнил	1	1
764	из которых	1	1
765	сравнению с	1	1
766	который мы	1	1
767	анализу и	1	1
768	нуждается ни	1	1
769	что весь	1	1
770	ко всему	1	1
771	наконец мы	2	1
772	реакции на	1	1
773	мире –	1	1
774	в иные	1	1
775	в это	3	1
776	никаких реальных	1	1
777	не будем	1	1
778	остается и	1	1
779	это выражение	1	1
780	является как	1	1
781	в смысле	5	1
782	не чистое	1	1
783	остается в	1	1
784	и собственно	1	1
785	– или	1	1
786	– настолько	1	1
787	до чего	1	1
788	– ровно	1	1
789	делает ее	1	1
790	но на	1	1
791	об отношении	1	1
792	или только	1	1
793	души а	1	1
794	совершенно иной	1	1
795	ее и	1	1
796	но эти	1	1
797	отсюда –	1	1
798	тем более	1	1
799	будто бы	3	1
800	его формы	1	1
801	я в	1	1
802	или не	2	1
803	же в	2	1
804	в различных	1	1
805	исходящий из	1	1
806	в том	14	1
807	сон в	1	1
808	может и	2	1
809	нет ничего	1	1
810	это все	2	1
811	весь мир	1	1
812	при других	1	1
813	равно как	1	1
814	знаем и	1	1
815	не физического	1	1
816	же мы	3	1
817	религии и	1	1
818	пр все	1	1
819	из этого	1	1
820	который не	1	1
821	на ней	1	1
822	эти элементы	1	1
823	на своем	1	1
824	физиологический процесс	1	1
825	– правда	2	1
826	с научной	1	1
827	не окажется	1	1
828	берем его	1	1
829	видим в	1	1
830	на женщину	1	1
831	значение в	1	1
832	можно назвать	1	1
833	гораздо более	1	1
