N	2gram	Tiupa_Narr_1	Hudozhes
211	сих пор	1	2
212	которых может	1	2
213	у себя	1	2
214	при всей	4	2
215	ключ к	2	2
216	действующих лиц	1	2
217	на фоне	1	2
218	личного опыта	1	2
219	н.д тамарченко	4	2
220	мы не	1	2
221	они в	2	2
222	или напротив	4	2
223	до сих	1	2
224	которая не	1	2
225	если в	3	2
226	герой рассказа	1	2
227	первую очередь	1	2
228	там же	1	2
229	жизни на	1	2
230	что на	2	2
231	все еще	1	2
232	того или	2	2
233	в это	1	2
234	о своей	2	2
235	ту или	2	2
236	центральное событие	1	2
237	с этой	1	2
238	в начале	1	2
239	в себя	6	2
240	авторской позиции	2	2
241	особенно в	3	2
242	мысли о	1	2
243	романной формы	1	2
244	в первый	1	2
245	но как	2	2
246	напомним что	1	2
247	значительной степени	2	2
248	хотя и	3	2
249	за нею	1	2
250	на наш	1	2
251	анекдотического персонажа	1	2
252	в противовес	4	2
253	на него	3	2
254	не представляется	1	2
255	не имеет	2	2
256	представляют собой	2	2
257	и ему	1	2
258	драматизм в	1	2
259	например в	2	2
260	с ее	3	2
261	в системе	1	2
262	в целом	1	2
263	что не	4	2
264	дело здесь	1	2
265	своей жизни	1	2
266	конечном счете	2	2
267	пока еще	4	2
268	на самом	1	2
269	в художественном	1	2
270	да и	4	2
271	к своему	1	2
272	этот момент	1	2
273	и потому	2	2
274	а с	3	2
275	его жизни	2	2
276	чеховского героя	1	2
277	не столько	4	2
278	как нам	1	2
279	анекдота но	1	2
280	его личности	2	2
281	не о	3	2
282	в их	1	2
283	от героя	2	2
284	по себе	5	2
285	с ними	1	2
286	как от	1	2
287	в конечном	3	2
288	себе момент	1	2
289	одна из	3	2
290	слова в	1	2
291	только потому	1	2
292	внимание на	1	2
293	для притчи	1	2
294	позиции писателя	1	2
295	же как	3	2
296	так сказать	1	2
297	ему не	1	2
298	внутренней жизни	1	2
299	живет в	1	2
300	героя в	8	2
301	или иную	2	2
302	себя и	2	2
303	в результате	2	2
304	и ей	2	2
305	еще раз	1	2
306	у нее	2	2
307	нет ничего	1	2
308	в рамках	12	2
309	однако в	2	2
310	от нормы	1	2
311	или иного	2	2
312	не бывает	1	2
313	в следующем	1	2
314	жизнью и	2	2
315	представляется нам	1	2
316	своей природе	1	2
317	так или	2	2
318	чеховскому рассказу	1	2
319	ни единого	1	2
320	они не	2	2
321	литературного героя	1	2
322	иначе говоря	6	2
323	поэтому и	1	2
324	состоит в	13	2
325	или иначе	3	2
326	главы и	1	2
327	в речи	1	2
328	жизни как	3	2
329	совершенно иной	2	2
330	может не	3	1
331	не могла	1	1
332	и там	1	1
333	самую суть	1	1
334	как субъекты	1	1
335	в чистом	1	1
336	в полном	2	1
337	картиной мира	1	1
338	вопросы то	1	1
339	бы но	1	1
340	когда мы	2	1
341	особая включенность	1	1
342	классического реализма	1	1
343	к рассказу	1	1
344	но она	1	1
345	судьбу в	1	1
346	и речевой	1	1
347	бы быть	3	1
348	и того	1	1
349	в ситуации	1	1
350	его от	1	1
351	сами по	2	1
352	отношения между	1	1
353	для нас	1	1
354	как у	1	1
355	во времени	8	1
356	в мировом	1	1
357	в свое	1	1
358	взгляда на	1	1
359	жанр это	1	1
360	когда же	1	1
361	остро переживаемое	1	1
362	церкви и	1	1
363	данном случае	4	1
364	работу с	1	1
365	входит в	1	1
366	главы рассказа	1	1
367	литературе позиции	1	1
368	в поле	1	1
369	достоевского и	1	1
370	позиция со-искателя	1	1
371	деле не	1	1
372	композиционная форма	1	1
373	первом случае	2	1
374	на всем	1	1
375	смог бы	1	1
376	место в	1	1
377	появляется в	1	1
378	в герое	1	1
379	она определяется	2	1
380	рассказа что	1	1
381	включенность читателя	1	1
382	ни одна	1	1
383	с читателем	1	1
384	собственно и	1	1
385	говорит о	2	1
386	в двух	2	1
387	от этого	1	1
388	в плане	1	1
389	как таковой	1	1
390	было и	1	1
391	что они	3	1
392	анализа но	1	1
393	каждый из	2	1
394	с не	1	1
395	жизни с	1	1
396	высказывания а	1	1
397	нормы ни	1	1
398	неизбежно входит	1	1
399	является для	1	1
400	даже не	3	1
401	анекдота не	1	1
402	мнению и	1	1
403	и непонятно	1	1
404	о себе	1	1
405	пророка знающего	1	1
406	как объекты	1	1
407	есть нечто	1	1
408	и ее	2	1
409	ни с	1	1
410	высказывания в	6	1
411	перед ним	1	1
412	в специальных	1	1
413	осмеивает всякую	1	1
414	обращается к	1	1
415	как учителя	1	1
416	я героя	2	1
417	приобщения к	1	1
418	о герое	1	1
419	от притчи	1	1
420	и тот	2	1
421	имеет для	1	1
422	вовсе не	1	1
423	в произведении	3	1
424	выступает в	2	1
425	жанровая форма	1	1
426	есть в	2	1
427	рассказа как	1	1
428	последние десятилетия	1	1
429	вслед за	4	1
430	т.д однако	1	1
431	к концу	1	1
432	к ее	1	1
433	обыкновенного человека	1	1
434	в самую	2	1
435	рассказа история	1	1
436	при отсутствии	1	1
437	только о	2	1
438	жизненной позиции	4	1
439	наконец в	2	1
440	для зрелой	1	1
441	в настоящем	1	1
442	из двух	3	1
443	свое время	1	1
444	в какой	2	1
445	нравственный закон	1	1
446	но смысл	1	1
447	облекается в	1	1
448	влиятельной в	1	1
449	вклад в	1	1
450	быть только	1	1
451	мира где	1	1
452	как уже	1	1
453	построения текста	1	1
454	его и	1	1
455	и до	2	1
456	истину и	1	1
457	хотя бы	4	1
458	тем самым	6	1
459	идет об	1	1
460	анекдота напротив	1	1
461	была в	1	1
462	как было	3	1
463	дает нам	1	1
464	нами не	2	1
465	этой точки	2	1
466	значительный вклад	1	1
467	личностно-актуальная форма	1	1
468	друг от	1	1
469	которая может	1	1
470	из жизни	1	1
471	к чужому	1	1
472	лишь одну	1	1
473	без которого	1	1
474	человека с	1	1
475	речи повествователя	1	1
476	свою жизнь	1	1
477	не сразу	1	1
478	в притче	3	1
479	как притчу	1	1
480	не дает	1	1
481	ориентировано на	1	1
482	отгороженная от	1	1
483	сколь и	1	1
484	от друга	1	1
485	в мир	1	1
486	только бы	2	1
487	видения мира	1	1
488	автора как	1	1
489	центрального персонажа	2	1
490	когда выходила	1	1
491	события рассказа	1	1
492	текста или	1	1
493	мать и	1	1
494	повествовательный кадр	1	1
495	анекдот невозможно	1	1
496	не одной	1	1
497	по его	1	1
498	личность чеховского	1	1
499	одно из	2	1
500	однако эта	1	1
501	в отрыве	1	1
502	до известной	1	1
503	по сути	2	1
504	внешняя сторона	1	1
505	характерное для	1	1
506	или даже	2	1
507	он сам	2	1
508	совсем не	1	1
509	но все	4	1
510	культуры в	1	1
511	следует отличать	1	1
512	таком случае	2	1
513	не мог	4	1
514	сводится к	3	1
515	вненаходимости бахтин	1	1
516	и только	2	1
517	справедливо утверждает	1	1
518	с совершенно	1	1
519	не смог	1	1
520	время в	2	1
521	равной степени	1	1
522	прошлом году	2	1
523	в акте	1	1
524	этом смысле	1	1
525	в новелле	1	1
526	один и	1	1
527	первый взгляд	2	1
528	материала не	1	1
529	тогда в	2	1
530	вплоть до	2	1
531	с другом	1	1
532	что касается	2	1
533	бытия как	1	1
534	не переставая	1	1
535	а теперь	1	1
536	узнаем о	1	1
537	поэтика в	1	1
538	качестве некоторого	1	1
539	как произведение	1	1
540	вместе со	1	1
541	персонажей это	1	1
542	быть не	1	1
543	он почувствовал	1	1
544	все было	3	1
545	что ни	1	1
546	неотделимо от	1	1
547	и более	1	1
548	жизнь личности	1	1
549	позиция это	1	1
550	произведения особая	1	1
551	героя становится	1	1
552	бы не	2	1
553	нет и	2	1
554	в столь	1	1
555	именно с	1	1
556	действующее лицо	2	1
557	сознания в	1	1
558	нам представляется	1	1
559	не сводится	2	1
560	утверждает в	1	1
561	не составляет	1	1
562	форма восприятия	1	1
563	различные формы	1	1
564	он от	1	1
565	на вас	1	1
566	из его	1	1
567	из которых	4	1
568	ведущего за	1	1
569	всей своей	2	1
570	мысли и	1	1
571	жить в	1	1
572	это позиция	2	1
573	жизнь он	1	1
574	жизни не	1	1
575	волшебная сказка	1	1
576	или анекдота	3	1
577	другом и	2	1
578	ему что	1	1
579	как это	6	1
580	а как	1	1
581	позицию адресата	1	1
582	бытия это	1	1
583	не требует	1	1
584	из церкви	1	1
585	но на	1	1
586	мог бы	3	1
587	в последующих	1	1
588	остается как	1	1
589	о жизни	1	1
590	между людьми	1	1
591	и четвертой	1	1
592	событие не	4	1
593	однако для	1	1
594	из этих	3	1
595	отличие от	5	1
596	это и	3	1
597	и одна	1	1
598	национальной и	1	1
599	например тоска	1	1
600	в любом	2	1
601	не случаен	1	1
602	слушателя его	1	1
603	к его	1	1
604	о других	1	1
605	текста в	2	1
606	в прошлом	3	1
607	за собой	4	1
608	друг с	1	1
609	его началом	1	1
610	а за	1	1
611	данного произведения	1	1
612	подхода к	1	1
613	тот же	1	1
614	представляется излишне	1	1
615	на одном	1	1
616	не на	2	1
617	то ни	3	1
618	изучения поэтики	1	1
619	чистом виде	1	1
620	следует признать	2	1
621	сказать что	4	1
622	субъекты этического	1	1
623	что ей	1	1
624	слов и	1	1
625	и т.п	8	1
626	уж и	1	1
627	которым можно	2	1
628	в чем	1	1
629	в силу	4	1
630	во всех	1	1
631	но уже	1	1
632	характера для	1	1
633	свою очередь	3	1
634	дело в	1	1
635	в сущности	3	1
636	не все	5	1
637	учителя жизни	2	1
638	чувствует и	1	1
639	можно назвать	1	1
640	говорить и	1	1
641	же анекдота	1	1
642	х годов	1	1
643	тому чтобы	1	1
644	восходит к	3	1
645	в характере	1	1
646	времени и	7	1
647	содержит в	1	1
648	и пространстве	5	1
649	и др	2	1
650	в смысле	1	1
651	встречи двух	1	1
652	тотчас же	1	1
653	каждый день	1	1
654	анекдота ни	1	1
655	проблемной ситуации	1	1
656	за пределами	1	1
657	опираясь на	1	1
658	однако если	1	1
659	этического выбора	2	1
660	о нашей	1	1
661	сухих чехов	1	1
662	к содержанию	3	1
663	в первом	3	1
664	формы выражения	1	1
665	нем не	1	1
666	думал он	1	1
667	в слове	1	1
668	в пространстве	4	1
669	собой его	1	1
670	о чем	2	1
671	притчи это	1	1
672	на них	1	1
673	он видит	1	1
674	или притче	1	1
675	она сама	1	1
676	видеть в	1	1
677	и за	1	1
678	зрелой чеховской	1	1
679	глава вторая	1	1
680	было как	4	1
681	художественного высказывания	2	1
682	или менее	2	1
683	в основе	5	1
684	в молчание	2	1
685	ему в	2	1
686	обнаруживает себя	1	1
687	который не	1	1
688	более или	2	1
689	само может	1	1
690	и т.д	7	1
691	есть его	1	1
692	в особенности	4	1
693	для своей	2	1
694	жизни то	1	1
695	и соответствующую	1	1
696	персонажа и	2	1
697	на первый	2	1
698	суть проблемной	1	1
699	и тем	4	1
700	например как	2	1
701	и тех	1	1
702	разумеется не	1	1
703	точку зрения	4	1
704	из нее	1	1
705	с таким	1	1
706	сути дела	2	1
707	жанровой традиции	1	1
708	к двум	1	1
709	мир произведения	1	1
710	рассказа напротив	1	1
711	могут быть	3	1
712	что именно	2	1
713	момент преображения	1	1
714	с одной	7	1
715	приходит к	2	1
716	когда он	3	1
717	всего в	1	1
718	было ясно	2	1
719	глава первая	1	1
720	похожей на	1	1
721	своему коммуникативному	1	1
722	далеко не	5	1
723	гуровым в	1	1
724	на другом	1	1
725	к индивидуальной	1	1
726	не могут	1	1
727	он живет	1	1
728	в исконном	1	1
729	в отличие	5	1
730	как для	1	1
731	этой жанровой	1	1
732	нельзя было	1	1
733	преображение героя	1	1
734	казалось что	5	1
735	же о	1	1
736	однако здесь	1	1
737	как известно	2	1
738	по бахтину	3	1
739	не являются	2	1
740	героя но	1	1
741	принципиальное различие	1	1
742	также и	1	1
743	иной жизни	1	1
744	не противоречит	1	1
745	знающего истину	1	1
746	соответствии с	1	1
747	роль в	2	1
748	несомненно есть	1	1
749	драматизм и	1	1
750	центрального героя	1	1
751	же не	4	1
752	их в	1	1
753	обратиться к	1	1
754	что этот	1	1
755	знание о	1	1
756	человек с	1	1
757	на земле	1	1
758	одной стороны	7	1
759	не как	2	1
760	здесь присутствует	1	1
761	в чужой	2	1
762	другого для	1	1
763	истории и	2	1
764	отказываться от	1	1
765	некий нравственный	1	1
766	и столь	1	1
767	всякий раз	1	1
768	героя не	1	1
769	это еще	1	1
770	тем более	2	1
771	нас в	1	1
772	бахтин не	1	1
773	на две	1	1
774	этих двух	1	1
775	в общем	1	1
776	повествователя в	1	1
777	героя со	1	1
778	в текст	1	1
779	признать что	1	1
780	и ведущего	1	1
781	не могло	2	1
782	известной степени	1	1
783	жизни персонажа	1	1
784	под названием	1	1
785	если же	1	1
786	к одному	1	1
787	данный фрагмент	1	1
788	если оно	1	1
789	их друг	1	1
790	на свой	2	1
791	мудреца пророка	1	1
792	и у	1	1
793	они все	2	1
794	героический эпос	1	1
795	писателя как	1	1
796	и предполагает	1	1
797	этом не	1	1
798	таким же	1	1
799	по характеристике	4	1
800	наиболее влиятельной	1	1
801	это одно	1	1
802	с такой	1	1
803	уже в	3	1
804	все та	2	1
805	ответ на	1	1
806	в которых	1	1
807	с другой	8	1
808	позднего чехова	1	1
809	организации текста	2	1
810	еще одна	3	1
811	когда в	1	1
812	опыта в	1	1
813	эти наблюдения	1	1
814	как об	1	1
815	жизни мудреца	1	1
816	и то	1	1
817	хотя в	2	1
818	и уже	1	1
819	здесь даже	1	1
820	одного из	4	1
821	и такого	1	1
822	в самой	1	1
823	одному из	1	1
824	а во	3	1
825	что все	1	1
826	полноту в	1	1
827	неотделима от	1	1
828	что оно	1	1
829	мы знакомимся	1	1
830	слово анекдота	1	1
831	различие между	2	1
832	по аналогии	1	1
833	себе а	1	1
834	отношение к	2	1
835	а еще	1	1
836	в виду	1	1
837	и.н сухих	1	1
838	причастной вненаходимости	1	1
839	предстают перед	1	1
840	но именно	1	1
841	ни на	1	1
842	первый раз	1	1
843	характерно что	1	1
844	единого слова	1	1
845	что мы	2	1
846	и эта	1	1
847	и как	5	1
848	как о	1	1
849	особая личностно-актуальная	1	1
850	же самое	1	1
851	настаивает на	1	1
852	для читателя	1	1
853	но также	1	1
854	себя с	1	1
855	задуматься о	1	1
856	том чтобы	1	1
857	он и	1	1
858	знакомимся с	1	1
859	к предмету	1	1
860	но это	1	1
861	и другого	1	1
862	человека есть	1	1
863	литературных жанров	1	1
864	нечто большее	1	1
865	в данном	5	1
866	не утрачивают	1	1
867	в роли	2	1
868	и кажется	1	1
869	в свою	3	1
870	во втором	4	1
