N	2gram	Potebnia_M_3	Narrotol
344	кажется уже	1	1
345	к своей	1	1
346	весь язык	1	1
347	что к	1	1
348	отношение между	1	1
349	и тот	2	1
350	что даже	4	1
351	мира но	1	1
352	как он	1	1
353	но на	1	1
354	человек не	2	1
355	это невозможно	1	1
356	что она	3	1
357	главным образом	1	1
358	т д	3	1
359	зависит не	1	1
360	имело бы	1	1
361	она входит	1	1
362	представления на	1	1
363	не как	2	1
364	в силу	3	1
365	в корне	1	1
366	нам только	1	1
367	в человеческой	3	1
368	которое может	1	1
369	друг с	1	1
370	действие или	1	1
371	и по	4	1
372	людей и	2	1
373	так например	2	1
374	в нее	1	1
375	таким образом	14	1
376	но все	2	1
377	этом последнем	2	1
378	могла бы	2	1
379	том случае	1	1
380	той же	2	1
381	них не	1	1
382	чего в	1	1
383	говорить не	1	1
384	его в	3	1
385	своей точки	1	1
386	с другими	5	1
387	предполагаем в	3	1
388	сознание может	1	1
389	деле в	1	1
390	а над	1	1
391	наблюдению и	1	1
392	в большей	2	1
393	все слова	1	1
394	своем воображении	1	1
395	далеко не	4	1
396	жизни то	1	1
397	в ее	2	1
398	с тем	7	1
399	одна и	1	1
400	мы видели	4	1
401	нет своего	1	1
402	и было	1	1
403	в один	4	1
404	и читатель	1	1
405	нисколько не	1	1
406	говорящего как	1	1
407	или менее	3	1
408	во время	2	1
409	или точнее	1	1
410	неразрывно связано	1	1
411	в котором	4	1
412	с точки	1	1
413	не находит	1	1
414	в их	2	1
415	и языка	1	1
416	себе а	4	1
417	в которых	2	1
418	что я	5	1
419	от его	1	1
420	сравнение со	1	1
421	по крайней	5	1
422	на языке	1	1
423	ни было	1	1
424	и наоборот	4	1
425	что этот	1	1
426	любовь к	1	1
427	даже в	2	1
428	что эта	2	1
429	тому что	3	1
430	раз и	1	1
431	что происходит	1	1
432	так как	13	1
433	его личности	1	1
434	того как	4	1
435	которые не	1	1
436	всем моим	1	1
437	не говоря	3	1
438	душе и	1	1
439	было не	1	1
440	с и	3	1
441	судя по	1	1
442	приведенном выше	1	1
443	жизни не	3	1
444	невозможно но	1	1
445	привиделось и	1	1
446	человечества то	1	1
447	во всем	1	1
448	мы бы	1	1
449	не принадлежит	1	1
450	ему не	2	1
451	с другом	1	1
452	и со	1	1
453	именно оно	1	1
454	встречается в	1	1
455	могут быть	3	1
456	было без	1	1
457	отличается от	1	1
458	для развития	2	1
459	мере того	3	1
460	содержание в	3	1
461	того о	1	1
462	для его	1	1
463	указывает на	6	1
464	пор еще	1	1
465	самом общем	1	1
466	было для	1	1
467	слово стремится	1	1
468	должен быть	1	1
469	от друга	1	1
470	нам о	1	1
471	в виду	1	1
472	быть вполне	1	1
473	как по	1	1
474	как знак	2	1
475	только то	1	1
476	в более	1	1
477	признаков а	1	1
478	по способу	1	1
479	и когда	1	1
480	в образе	3	1
481	из двух	3	1
482	на нее	1	1
483	не ограничивается	1	1
484	не за	1	1
485	не с	1	1
486	ясно что	1	1
487	каждого из	2	1
488	мог бы	1	1
489	и каждый	1	1
490	детской души	1	1
491	на которую	1	1
492	в непосредственном	1	1
493	том как	3	1
494	какой она	1	1
495	него теперь	1	1
496	связанных между	1	1
497	из одного	1	1
498	и вообще	3	1
499	остановимся на	1	1
500	видим не	1	1
501	даже из	1	1
502	не существовало	1	1
503	и здесь	1	1
504	и та	2	1
505	в глаза	1	1
506	имея в	1	1
507	отделаться от	2	1
508	теперь и	1	1
509	для нас	20	1
510	к слову	2	1
511	подлежит сомнению	1	1
512	во всех	1	1
513	творчества в	1	1
514	но несомненно	1	1
515	а потому	6	1
516	на одном	1	1
517	что и	13	1
518	крайней мере	5	1
519	вслед за	3	1
520	в художественной	1	1
521	из средств	1	1
522	не привиделось	1	1
523	к ней	5	1
524	и мы	2	1
525	в двух	1	1
526	знаков в	1	1
527	тот же	1	1
528	одной из	2	1
529	не само	1	1
530	впрочем и	2	1
531	между этими	1	1
532	бы ни	3	1
533	на мир	2	1
534	мира что	1	1
535	с одной	7	1
536	и мысли	1	1
537	на предмет	2	1
538	к одному	5	1
539	которые мы	1	1
540	того же	1	1
541	уже в	5	1
542	в душе	10	1
543	но совершенно	1	1
544	выразить это	1	1
545	только одно	1	1
546	а то	1	1
547	или даже	1	1
548	представить себе	3	1
549	это верно	1	1
550	произведения и	1	1
551	само по	3	1
552	в ряде	1	1
553	тем что	7	1
554	на том	1	1
555	другой а	1	1
556	указание на	2	1
557	смерти и	1	1
558	друг от	1	1
559	ощутимым для	1	1
560	это будет	1	1
561	которое мы	2	1
562	а слово	2	1
563	даже не	1	1
564	не один	2	1
565	значения в	1	1
566	для этого	1	1
567	на чем	2	1
568	а с	2	1
569	мы еще	1	1
570	на людей	1	1
571	течением времени	1	1
572	отдельного слова	1	1
573	что для	4	1
574	о влиянии	1	1
575	одной стороны	3	1
576	на этот	1	1
577	и нередко	1	1
578	стремится к	1	1
579	не на	1	1
580	которое по	1	1
581	тем на	1	1
582	уже до	1	1
583	его как	1	1
584	понятие о	2	1
585	его сознании	1	1
586	там где	3	1
587	которой он	1	1
588	и слово	6	1
589	как именно	1	1
590	связь с	3	1
591	говорит нам	1	1
592	одно слово	2	1
593	так же	3	1
594	из мира	1	1
595	и потому	4	1
596	в строгом	1	1
597	со словом	4	1
598	в человеке	3	1
599	его слово	1	1
600	эта природа	1	1
601	она есть	1	1
602	перехода от	1	1
603	о человеке	1	1
604	образ и	6	1
605	как средство	2	1
606	не можем	3	1
607	действительности как	1	1
608	указанием на	3	1
609	бросается в	1	1
610	мы сосредоточились	1	1
611	слова и	5	1
612	на разных	1	1
613	художественное произведение	6	1
614	но это	6	1
615	все это	4	1
616	есть знак	1	1
617	случае он	1	1
618	и восприятия	1	1
619	говорящего и	3	1
620	себе невозможно	1	1
621	мышления в	1	1
622	ко второй	1	1
623	на стороне	2	1
624	сознания и	1	1
625	о котором	1	1
626	человек и	1	1
627	в голову	1	1
628	как для	1	1
629	уже результат	2	1
630	то не	2	1
631	слов с	1	1
632	рассказе может	1	1
633	собственно говоря	2	1
634	себе указание	1	1
635	смысла а	1	1
636	тем более	4	1
637	предмета и	1	1
638	сознания так	1	1
639	отношении к	2	1
640	похожи на	1	1
641	сомнению и	1	1
642	своего голоса	1	1
643	первый раз	1	1
644	слова с	3	1
645	не знает	3	1
646	от понимания	1	1
647	была бы	4	1
648	самой своей	1	1
649	взгляда на	1	1
650	они еще	1	1
651	в свое	2	1
652	это очевидно	1	1
653	и прочно	1	1
654	действие которое	1	1
655	этим объясняется	1	1
656	более или	3	1
657	и б	1	1
658	в искусстве	3	1
659	случае если	1	1
660	по поводу	4	1
661	прежде в	1	1
662	следует сказать	1	1
663	к этому	3	1
664	точно так	12	1
665	которая не	2	1
666	еще слишком	1	1
