N	2gram	Vinokur_St_2	Tvorches
344	еще раньше	1	1
345	высшей степени	1	1
346	трагедия его	1	1
347	и эти	1	1
348	в первую	1	1
349	эта последняя	1	1
350	к одному	1	1
351	них нет	1	1
352	этого вопроса	1	1
353	не к	2	1
354	народ не	1	1
355	для русского	1	1
356	я с	1	1
357	к выводу	1	1
358	можно было	1	1
359	поправку в	1	1
360	в каждом	1	1
361	что все	1	1
362	значение в	1	1
363	об этой	1	1
364	при первой	1	1
365	а по	1	1
366	заключается в	1	1
367	первую очередь	1	1
368	смотреть на	1	1
369	было бы	5	1
370	сделать его	1	1
371	должен был	4	1
372	по себе	3	1
373	некоторое представление	1	1
374	я считаю	1	1
375	и рядом	1	1
376	ни в	3	1
377	для них	1	1
378	из нее	3	1
379	в них	2	1
380	нет в	1	1
381	зная о	1	1
382	к которым	1	1
383	жизни то	1	1
384	в действии	1	1
385	был напечатан	1	1
386	несмотря на	2	1
387	мы видели	1	1
388	в развитии	1	1
389	время был	1	1
390	в один	2	1
391	не мог	3	1
392	лиц в	1	1
393	в эту	3	1
394	в этих	3	1
395	в г	7	1
396	во время	2	1
397	за свою	3	1
398	от своего	1	1
399	начале xix	1	1
400	это делает	1	1
401	этой трагедии	1	1
402	был склонен	2	1
403	больше не	1	1
404	i с	1	1
405	говорил о	1	1
406	и о	4	1
407	сам же	1	1
408	однако сам	1	1
409	в поэме	3	1
410	такую же	1	1
411	но он	3	1
412	была не	2	1
413	и более	2	1
414	в таких	1	1
415	которой является	3	1
416	как видим	1	1
417	даже в	2	1
418	нас к	1	1
419	тому что	7	1
420	виду что	1	1
421	вплоть до	1	1
422	суждения о	2	1
423	в соборе	1	1
424	она не	1	1
425	что с	2	1
426	в обоих	3	1
427	хотелось бы	1	1
428	которой не	1	1
429	л и	1	1
430	дело в	4	1
431	ему это	1	1
432	возвращении в	1	1
433	героев и	1	1
434	точно так	1	1
435	которые были	1	1
436	но только	1	1
437	чем не	1	1
438	это еще	2	1
439	письме к	8	1
440	он с	1	1
441	не имеет	2	1
442	не полностью	1	1
443	с большой	1	1
444	к ней	1	1
445	белинский в	1	1
446	эти подробности	1	1
447	у шекспира	4	1
448	не похож	1	1
449	событий и	1	1
450	как будто	1	1
451	именно потому	1	1
452	в области	2	1
453	ему не	2	1
454	у меня	3	1
455	свое собственное	1	1
456	пушкина на	4	1
457	в момент	1	1
458	без внимания	1	1
459	не могут	1	1
460	в среде	1	1
461	и вполне	1	1
462	похож на	1	1
463	которого я	1	1
464	заметил что	1	1
465	к печати	2	1
466	к тому	10	1
467	года у	1	1
468	что оно	1	1
469	всего что	1	1
470	бы он	1	1
471	в поле	1	1
472	драматических сцен	1	1
473	на это	2	1
474	ничего общего	1	1
475	представляют собой	1	1
476	лет с	1	1
477	как мы	1	1
478	у себя	1	1
479	меня в	2	1
480	трагедию в	4	1
481	в в	1	1
482	характер и	1	1
483	мысль о	1	1
484	с самого	3	1
485	основания для	1	1
486	то время	1	1
487	в пределах	1	1
488	о тех	1	1
489	в живых	1	1
490	в келье	3	1
491	не с	1	1
492	связан с	3	1
493	каждого из	1	1
494	из писем	2	1
495	что также	1	1
496	с собой	1	1
497	еще в	2	1
498	она была	1	1
499	в изображении	1	1
500	во второй	1	1
501	поэтому в	1	1
502	и всякого	1	1
503	году писал	1	1
504	форме в	1	1
505	образом в	1	1
506	в построении	1	1
507	в виду	7	1
508	говорят что	2	1
509	подобно как	1	1
510	отличительной чертой	1	1
511	с х	1	1
512	и здесь	3	1
513	другом месте	2	1
514	определенную цель	1	1
515	о своей	2	1
516	в другом	4	1
517	на вопрос	3	1
518	в поэзии	1	1
519	столь же	1	1
520	екатерины и	1	1
521	одного из	1	1
522	фабулы с	1	1
523	борису годунову	3	1
524	и вследствие	1	1
525	центрального образа	1	1
526	от него	1	1
527	раньше чем	4	1
528	но нет	1	1
529	самозванца в	2	1
530	от этих	1	1
531	романа в	1	1
532	в середине	1	1
533	построении образов	1	1
534	вкусом и	1	1
535	века и	2	1
536	какой-то мере	1	1
537	в виноградов	1	1
538	сцен в	4	1
539	как она	1	1
540	борис годунов	28	1
541	совершенно новый	1	1
542	он пытался	1	1
543	критики в	1	1
544	известном смысле	1	1
545	художественного изображения	2	1
546	мне кажется	3	1
547	важно подчеркнуть	1	1
548	нуждается в	1	1
549	пришел к	1	1
550	была для	1	1
551	не зная	1	1
552	трагедии и	1	1
553	такое же	2	1
554	который в	1	1
555	или же	1	1
556	в выражении	1	1
557	не выше	1	1
558	том чтобы	1	1
559	собственный путь	1	1
560	не то	3	1
561	сцены и	1	1
562	с трагедией	2	1
563	к ближайшим	1	1
564	связи с	4	1
565	вот что	3	1
566	видеть что	1	1
567	в журнале	1	1
568	отношений к	1	1
569	народного суда	1	1
570	не дает	2	1
571	и их	1	1
572	в письме	5	1
573	бориса годунова	74	1
574	сами по	2	1
575	издателем и	1	1
576	не о	1	1
577	как раз	8	1
578	молиться за	1	1
579	графине с	1	1
580	не просто	1	1
581	это положение	1	1
582	и герои	1	1
583	в какой-то	1	1
584	возможно что	1	1
585	что и	2	1
586	со стороны	2	1
587	раза в	1	1
588	даже не	1	1
589	меня по	1	1
590	к борису	3	1
591	весной года	1	1
592	в высшей	1	1
593	трагедии борис	1	1
594	уходит в	1	1
595	в предисловии	3	1
596	представляет собою	1	1
597	что для	1	1
598	связано с	1	1
599	нужно сказать	1	1
600	за год	1	1
601	л а	1	1
602	ответ пушкина	1	1
603	одну из	1	1
604	и я	2	1
605	ни о	1	1
606	и исторической	1	1
607	в черновике	1	1
608	самого начала	3	1
609	трагедии он	1	1
610	нельзя молиться	1	1
611	жизнь в	1	1
612	будет иметь	1	1
613	в связи	1	1
614	в речи	4	1
615	о русских	1	1
616	он чувствует	1	1
617	почти ничего	1	1
618	характера его	1	1
619	эти слова	2	1
620	время с	1	1
621	как это	2	1
622	это письмо	2	1
623	нет ни	1	1
624	предисловии к	2	1
625	что за	2	1
626	не дают	1	1
627	с такой	1	1
628	в течение	6	1
629	такого рода	2	1
630	что же	1	1
631	самого себя	1	1
632	своего времени	4	1
633	человек с	1	1
634	на свете	1	1
635	и такие	1	1
636	русской критике	1	1
637	том смысле	2	1
638	совершенно новым	1	1
639	а к	2	1
640	не принимал	1	1
641	он имел	1	1
642	русский роман	1	1
643	отличается от	1	1
644	над его	1	1
645	похоже на	3	1
646	при всем	1	1
647	писал в	1	1
648	в книге	1	1
649	к сюжету	1	1
650	и для	1	1
651	отвечает на	1	1
652	большая часть	2	1
653	романтизма и	1	1
654	должна была	2	1
655	о необходимости	1	1
656	в результате	2	1
657	а все	1	1
658	для нас	1	1
659	впечатление и	1	1
660	февраля года	1	1
661	еще более	4	1
662	не должен	2	1
663	будто бы	1	1
664	до меня	1	1
665	в городе	1	1
666	видел ли	1	1
667	тот же	1	1
668	отношении к	3	1
669	по поводу	8	1
670	за царя	1	1
671	в свою	1	1
672	летом года	1	1
673	между ними	1	1
674	лишь что	1	1
675	к графине	1	1
676	сказать что	2	1
677	была бы	5	1
678	совершенно не	2	1
679	по возвращении	1	1
680	но этот	1	1
681	в характере	1	1
682	в последнем	1	1
683	вся история	1	1
684	в голову	1	1
685	народа над	1	1
686	и другие	2	1
687	того времени	4	1
688	я могу	1	1
689	нас не	2	1
690	как на	9	1
691	том числе	1	1
692	смысле что	1	1
