N	2gram	Bakhtin_sl_2	Komedia
356	к себе	1	1
357	не могут	5	1
358	для развития	1	1
359	и другим	2	1
360	даже и	4	1
361	слова с	4	1
362	в каждом	1	1
363	приемов но	1	1
364	и это	1	1
365	как один	1	1
366	художественный прием	1	1
367	особенно в	2	1
368	людей или	1	1
369	него самого	1	1
370	с самого	1	1
371	говорить о	3	1
372	в дальнейшем	2	1
373	в живых	1	1
374	те же	2	1
375	определяется их	1	1
376	значительная доля	1	1
377	оно все	1	1
378	мира и	5	1
379	всех возможных	1	1
380	в последней	1	1
381	с ним	7	1
382	с человеком	1	1
383	них не	1	1
384	о нем	2	1
385	за свое	1	1
386	и что	1	1
387	или их	1	1
388	дело обстояло	1	1
389	в значительной	6	1
390	таких же	1	1
391	может и	2	1
392	отметить что	3	1
393	и только	1	1
394	ее содержание	1	1
395	наконец в	4	1
396	и следовательно	1	1
397	различия между	1	1
398	в литературе	1	1
399	того что	1	1
400	слово может	2	1
401	большей или	1	1
402	почти все	2	1
403	в двух	1	1
404	а были	1	1
405	дело с	4	1
406	нуждается в	2	1
407	его для	1	1
408	хотя бы	3	1
409	и доступность	1	1
410	поэтому и	4	1
411	вопрос об	1	1
412	за ней	2	1
413	всегда с	1	1
414	себя в	8	1
415	в большинстве	6	1
416	отнести к	1	1
417	сторону этого	1	1
418	который без	1	1
419	за ним	1	1
420	мир в	1	1
421	представить себе	1	1
422	пародии на	1	1
423	в политической	1	1
424	может служить	1	1
425	друг друга	1	1
426	в общественной	1	1
427	которым они	1	1
428	на том	1	1
429	конца в	1	1
430	для того	2	1
431	он претендует	1	1
432	в особенности	3	1
433	или иначе	1	1
434	говорить и	1	1
435	миру и	1	1
436	далеко не	2	1
437	и др	4	1
438	этой роли	1	1
439	с единым	1	1
440	превращается в	1	1
441	материал в	3	1
442	а наоборот	1	1
443	именно так	1	1
444	его как	2	1
445	большинстве случаев	5	1
446	ближе к	1	1
447	для этой	1	1
448	призывы к	1	1
449	материалом для	1	1
450	и она	1	1
451	эти слова	2	1
452	во-вторых и	1	1
453	представителей разных	1	1
454	лиц и	1	1
455	и потому	7	1
456	к своему	9	1
457	в самый	1	1
458	и противопоставление	1	1
459	в данном	2	1
460	который мы	1	1
461	в той	4	1
462	быть также	2	1
463	применении к	1	1
464	как бы	7	1
465	иногда даже	1	1
466	материал для	2	1
467	этого слова	1	1
468	в условиях	1	1
469	в основном	4	1
470	если оно	2	1
471	романа с	1	1
472	не знаем	2	1
473	которые были	1	1
474	за его	1	1
475	только одна	1	1
476	обычно не	1	1
477	чтобы понять	1	1
478	обращается к	1	1
479	от него	5	1
480	в духе	1	1
481	или нет	1	1
482	еще более	2	1
483	направлены на	1	1
484	но зато	1	1
485	на книгу	1	1
486	содержание этой	1	1
487	или меньшей	1	1
488	обстоит дело	2	1
489	отношении к	4	1
490	влияние в	1	1
491	слово в	11	1
492	не знает	2	1
493	сказать что	3	1
494	больше всего	1	1
495	к его	2	1
496	и художественного	1	1
497	было показано	1	1
498	развития и	1	1
499	не замечать	1	1
500	ко всему	1	1
501	именно к	2	1
502	выходят за	1	1
503	борьба и	1	1
504	жизни и	6	1
505	и другие	2	1
506	или непосредственно	1	1
507	гораздо более	1	1
508	в таком	4	1
509	том числе	1	1
510	они не	2	1
