N	2gram	Bakhtin_Pr_1	Narrotol
170	для них	1	2
171	все равно	1	2
172	этого не	1	2
173	в этих	2	2
174	в отличие	5	2
175	сих пор	1	2
176	она не	2	2
177	не имеет	9	2
178	дело в	2	2
179	ничего не	6	2
180	этих двух	1	2
181	и является	1	2
182	связи с	2	2
183	не столь	1	2
184	же самое	2	2
185	в событии	3	2
186	оно не	3	2
187	как мы	7	2
188	с ее	1	2
189	свою очередь	1	2
190	здесь не	4	2
191	другой стороны	4	2
192	в произведении	4	2
193	в пределах	6	2
194	особенно в	2	2
195	с ним	5	2
196	точек зрения	1	2
197	имеем дело	3	2
198	со словами	2	2
199	за пределами	1	2
200	до сих	1	2
201	с другой	7	2
202	нас в	1	2
203	тем или	1	2
204	в форме	4	2
205	и только	4	2
206	содержание не	2	2
207	с ними	4	2
208	дело с	6	2
209	они могут	1	2
210	который в	1	2
211	себя в	2	2
212	и внутреннего	1	2
213	только на	1	2
214	до конца	1	2
215	в равной	2	2
216	его и	1	2
217	сами по	1	2
218	к ним	1	2
219	не о	1	2
220	друг друга	1	2
221	мы можем	6	2
222	в особенности	2	2
223	и даже	3	2
224	в области	11	2
225	в результате	1	2
226	на ее	3	2
227	или просто	1	2
228	что не	4	2
229	а на	1	2
230	человеческой жизни	1	2
231	что мы	1	2
232	вместе с	1	2
233	к его	2	2
234	ни от	1	2
235	по своему	1	2
236	да и	3	2
237	слов в	1	2
238	быть и	1	2
239	рассказа но	1	2
240	в связи	2	2
241	и от	3	2
242	она может	3	2
243	не подлежит	1	2
244	которая в	1	2
245	или иным	1	2
246	но зато	2	2
247	хотя бы	4	2
248	только что	1	2
249	равной степени	1	2
250	жизни в	1	2
251	в романе	4	2
252	между ними	4	2
253	сказать что	4	2
254	в свою	2	2
255	чем иным	1	2
256	все что	3	2
257	в таком	3	2
258	обращена к	1	1
259	и т	14	1
260	и завершается	2	1
261	не остается	2	1
262	а из	1	1
263	в эстетике	2	1
264	на самом	4	1
265	это и	1	1
266	и есть	2	1
267	но главное	1	1
268	подобное рассуждение	1	1
269	мы уже	1	1
270	из всех	1	1
271	например в	3	1
272	не приходится	1	1
273	мир не	1	1
274	все четыре	1	1
275	что иное	1	1
276	события так	2	1
277	жизненной позиции	1	1
278	причем это	1	1
279	них причем	1	1
280	в принципиальной	1	1
281	не совсем	1	1
282	из которых	2	1
283	о роли	1	1
284	объект но	1	1
285	целого не	1	1
286	иное как	1	1
287	бы то	3	1
288	на своих	1	1
289	тем как	5	1
290	поэтики к	1	1
291	природы и	3	1
292	сказать и	3	1
293	различия между	1	1
294	события как	1	1
295	видит в	1	1
296	мы будем	3	1
297	а только	2	1
298	дело обстоит	1	1
299	не входит	10	1
300	тех же	1	1
301	значение и	1	1
302	не все	2	1
303	отношение к	10	1
304	преступление и	1	1
305	и я	1	1
306	или особенно	1	1
307	в м	6	1
308	и лишь	1	1
309	может обойтись	1	1
310	исторической жизни	1	1
311	в полном	1	1
312	целый ряд	1	1
313	и наконец	6	1
314	от ее	2	1
315	и к	3	1
316	оказывается с	1	1
317	в действительности	1	1
318	в противоположность	1	1
319	действия и	1	1
320	в которой	1	1
321	в литературном	1	1
322	что это	2	1
323	ни один	1	1
324	бы не	2	1
325	следующей главе	1	1
326	ни одна	2	1
327	приводит к	3	1
328	имеются только	1	1
329	но ведь	1	1
330	как он	1	1
331	направлено на	1	1
332	в лирике	2	1
333	т д	1	1
334	как с	1	1
335	не как	1	1
336	в корне	2	1
337	бытия это	1	1
338	которое может	1	1
339	его от	1	1
340	целом как	1	1
341	так например	1	1
342	существенным моментом	2	1
343	в нее	1	1
344	именно это	1	1
345	таким образом	10	1
346	значительной степени	1	1
347	этом последнем	1	1
348	в одну	1	1
349	то ни	3	1
350	могла бы	1	1
351	во внешнем	1	1
352	значение в	1	1
353	нашем случае	1	1
354	его в	9	1
355	с другими	3	1
356	на бумаге	1	1
357	и отдельные	1	1
358	отражение в	1	1
359	и упорядочивают	1	1
360	их исторической	2	1
361	произведение как	4	1
362	он является	1	1
363	далеко не	5	1
364	и постоянной	1	1
365	в ее	4	1
366	с тем	1	1
367	автора и	1	1
368	в один	1	1
369	нисколько не	1	1
370	здесь она	1	1
371	или точнее	2	1
372	не становится	1	1
373	в котором	2	1
374	с точки	6	1
375	в их	10	1
376	что вся	1	1
377	столь важное	1	1
378	композиционных форм	3	1
379	себе а	1	1
380	в которых	1	1
381	его мы	1	1
382	в смысловом	1	1
383	творчества это	1	1
384	ни было	3	1
385	для нее	8	1
386	что эта	2	1
387	случае мы	2	1
388	тому что	1	1
389	раз и	2	1
390	к некоторым	1	1
391	можно ли	1	1
392	не раз	1	1
393	до известной	1	1
394	как можно	1	1
395	словами о	1	1
396	которые не	1	1
397	не говоря	1	1
398	в единство	2	1
399	чтобы стать	4	1
400	и уже	1	1
401	для всех	1	1
402	слова как	1	1
403	вследствие того	1	1
404	только когда	1	1
405	во всем	2	1
406	как не	1	1
407	сознанием и	1	1
408	так называемый	2	1
409	только с	1	1
410	образом не	1	1
411	однако это	1	1
412	ему не	1	1
413	и со	1	1
414	в момент	1	1
415	позволил бы	1	1
416	могут быть	5	1
417	однако для	1	1
418	отличается от	2	1
419	содержание в	7	1
420	для его	1	1
421	объект и	4	1
422	подчеркнуть что	1	1
423	действия или	1	1
424	должен быть	2	1
425	состояний или	1	1
426	в виду	4	1
427	здесь отсутствует	1	1
428	им она	1	1
429	в более	4	1
430	однако эта	1	1
431	может обладать	1	1
432	в другом	2	1
433	по аналогии	1	1
434	на нее	1	1
435	не с	4	1
436	ясно что	3	1
437	мог бы	1	1
438	на которую	1	1
439	осуществляется в	1	1
440	имеет дело	9	1
441	том как	2	1
442	еще одного	1	1
443	поэтому в	2	1
444	разрыв с	1	1
445	соотнесении с	1	1
446	и вообще	2	1
447	остановимся на	1	1
448	событием и	2	1
449	как формы	1	1
450	и вся	2	1
451	произведения как	8	1
452	и здесь	2	1
453	для мышления	1	1
454	ее и	1	1
455	для нас	1	1
456	в значительной	2	1
457	или наконец	1	1
458	к слову	1	1
459	личности героя	1	1
460	во всех	11	1
461	нем не	1	1
462	возникает и	1	1
463	творчества в	3	1
464	нуждается в	2	1
465	что и	2	1
466	уже только	1	1
467	что активно	1	1
468	не более	2	1
469	все время	1	1
470	человека как	2	1
471	в него	2	1
472	и мы	1	1
473	всякое событие	1	1
474	и борьбы	1	1
475	словами как	1	1
476	другой более	1	1
477	которой и	1	1
478	в двух	2	1
479	одной из	3	1
480	мы увидим	3	1
481	ли он	1	1
482	бы из	1	1
483	и иными	1	1
484	бытия в	3	1
485	между этими	1	1
486	бы ни	1	1
487	не происходит	1	1
488	на мир	2	1
489	с одной	3	1
490	со всеми	3	1
491	момента более	1	1
492	к одному	1	1
493	и у	2	1
494	вопроса о	3	1
495	не обходится	2	1
496	языка как	2	1
497	и религиозной	1	1
498	в душе	1	1
499	конечном счете	4	1
500	но совершенно	2	1
501	и понимание	1	1
502	этом в	1	1
503	автор как	2	1
504	или даже	1	1
505	произведения и	2	1
506	бытия и	1	1
507	случае не	2	1
508	которые могут	2	1
509	тем что	2	1
510	не просто	1	1
511	на том	1	1
512	протяжении всего	1	1
513	момент в	1	1
514	и смысловую	1	1
515	он живет	1	1
516	чем тот	1	1
517	и ему	1	1
518	говорить и	2	1
519	до этого	1	1
520	и нельзя	1	1
521	которых мы	4	1
522	значения в	1	1
523	в меньшей	1	1
524	мы еще	1	1
525	которую претендует	1	1
526	конца как	1	1
527	человеческого мышления	1	1
528	связано с	1	1
529	одной стороны	3	1
530	на этот	1	1
531	пространстве на	1	1
532	не на	5	1
533	сдвиг в	1	1
534	его как	3	1
535	области поэтики	1	1
536	одну из	1	1
537	но никогда	1	1
538	и композиционно	1	1
539	свое отражение	1	1
540	человеческой культуры	6	1
541	там где	6	1
542	произведение в	6	1
543	художественного целого	1	1
544	с помощью	7	1
545	именно поэтому	2	1
546	на фоне	3	1
547	связь с	3	1
548	в творчестве	1	1
549	событие не	2	1
550	так же	1	1
551	из мира	1	1
552	смысл который	1	1
553	и потому	4	1
554	в строгом	2	1
555	в историю	1	1
556	со словом	5	1
557	не становясь	1	1
558	она есть	1	1
559	несколько иначе	1	1
560	к ценности	3	1
561	же их	1	1
562	в тех	3	1
563	и смысла	2	1
564	и всей	1	1
565	образ и	1	1
566	она вся	1	1
567	не можем	2	1
568	своим пониманием	1	1
569	в контексте	1	1
570	слова и	3	1
571	художественное произведение	8	1
572	но это	3	1
573	все это	3	1
574	в культуре	2	1
575	и где	1	1
576	и собственно	1	1
577	искусства это	1	1
578	сам же	1	1
579	известной степени	4	1
580	и восприятия	1	1
581	хотя они	1	1
582	о котором	2	1
583	не самого	1	1
584	взаимодействия и	1	1
585	так она	1	1
586	еще более	1	1
587	ценностной позиции	1	1
588	все они	5	1
589	предмета и	2	1
590	языка может	1	1
591	отношении к	1	1
592	в готовом	1	1
593	слова с	2	1
594	не знает	3	1
595	а со	1	1
596	была бы	2	1
597	совершенно не	7	1
598	композиционная форма	4	1
599	в свое	1	1
600	опыта и	1	1
601	к этой	1	1
602	в искусстве	12	1
603	вся эта	1	1
604	по поводу	2	1
605	к этому	2	1
606	положении оказывается	1	1
607	они не	3	1
608	с элементом	1	1
609	которая не	1	1
610	анализ как	1	1
