N	2gram	Trubetskoy_1	Istorich
364	этот факт	1	1
365	на себя	1	1
366	и народов	1	1
367	но даже	3	1
368	этого уклада	1	1
369	же что	2	1
370	надо иметь	1	1
371	бы с	1	1
372	происхождение этого	1	1
373	требует доказательств	1	1
374	иное как	1	1
375	время в	1	1
376	эти вещи	1	1
377	некоторые другие	1	1
378	только тех	1	1
379	совсем не	1	1
380	но как	2	1
381	в сторону	2	1
382	только тогда	2	1
383	совершенно ясно	2	1
384	вступают в	2	1
385	более как	2	1
386	к телу	1	1
387	друга и	1	1
388	из таких	2	1
389	и нам	1	1
390	отнюдь не	2	1
391	и я	1	1
392	в истории	3	1
393	если она	1	1
394	независимо от	2	1
395	помощи ее	1	1
396	что именно	1	1
397	выйти из	1	1
398	что как	4	1
399	помнить что	1	1
400	заботе о	1	1
401	целый ряд	4	1
402	по пути	1	1
403	считать не	1	1
404	и к	5	1
405	не получится	1	1
406	этой цели	1	1
407	и хотя	1	1
408	в этот	1	1
409	правила и	1	1
410	то в	2	1
411	со своей	1	1
412	очень многие	1	1
413	сливаются в	1	1
414	в которой	5	1
415	ступени развития	5	1
416	и у	4	1
417	мы получаем	1	1
418	образом и	2	1
419	в нашем	3	1
420	бы не	1	1
421	из этих	8	1
422	приведет к	1	1
423	рассказ о	1	1
424	и кто	1	1
425	тому же	6	1
426	это потому	1	1
427	в свет	2	1
428	своем развитии	3	1
429	после этого	1	1
430	встать на	1	1
431	раз навсегда	1	1
432	от которого	1	1
433	о которой	2	1
434	играет роли	1	1
435	и еще	1	1
436	невозможно и	2	1
437	и социальной	2	1
438	все части	1	1
439	более сложные	1	1
440	и говорить	3	1
441	и будет	2	1
442	мы говорили	7	1
443	с такими	1	1
444	культуры но	1	1
445	на всю	1	1
446	главным образом	1	1
447	другой вид	2	1
448	в совершенно	3	1
449	же касается	2	1
450	том случае	4	1
451	несколько иной	1	1
452	и определить	1	1
453	бы нам	1	1
454	окажется что	1	1
455	чаще всего	1	1
456	необходимо сделать	1	1
457	в жизни	3	1
458	кажется что	1	1
459	по всему	1	1
460	явствует что	1	1
461	в них	2	1
462	дело идет	1	1
463	на основании	1	1
464	этого не	1	1
465	со своими	2	1
466	и уже	2	1
467	которой он	1	1
468	между собою	5	1
469	как должен	1	1
470	приходится ограничиваться	1	1
471	чем в	3	1
472	одно целое	1	1
473	и некоторые	2	1
474	материал но	1	1
475	в эту	2	1
476	искать в	1	1
477	и сейчас	4	1
478	в своей	1	1
479	еще менее	1	1
480	а наоборот	3	1
481	это делает	1	1
482	и всеми	1	1
483	бы к	1	1
484	последствия которые	1	1
485	его мнению	1	1
486	представление о	3	1
487	оказывается что	5	1
488	в которых	2	1
489	знаем что	8	1
490	не исчерпывается	1	1
491	от себя	2	1
492	для всякого	1	1
493	из области	1	1
494	живут в	1	1
495	свет на	1	1
496	друг другу	1	1
497	совершенно иной	2	1
498	чтобы это	1	1
499	быть не	1	1
500	от традиции	1	1
501	случае мы	1	1
502	тому что	2	1
503	себя от	1	1
504	в отношении	1	1
505	можно ли	2	1
506	дело когда	1	1
507	что эта	4	1
508	все три	1	1
509	с которой	1	1
510	она не	2	1
511	мало того	4	1
512	народов это	1	1
513	этого нужно	1	1
514	и притом	1	1
515	ее с	1	1
516	народов в	1	1
517	когда их	1	1
518	о них	2	1
519	иметь в	1	1
520	ставит его	1	1
521	того чтобы	8	1
522	вытекает из	1	1
523	не лучше	1	1
524	имеются и	1	1
525	вопрос поставленный	1	1
526	именно с	1	1
527	это сделать	1	1
528	степени их	1	1
529	к ней	1	1
530	я буду	1	1
531	на себе	2	1
532	заметить что	1	1
533	мы всегда	1	1
534	можно рассматривать	1	1
535	поставленный в	1	1
536	более позднее	1	1
537	тут только	1	1
538	культуры народа	1	1
539	кроме того	1	1
540	детей из	1	1
541	были те	1	1
542	течением времени	4	1
543	у нас	3	1
544	а во-вторых	1	1
545	тогда и	1	1
546	всем их	1	1
547	есть признак	1	1
548	на звание	1	1
549	что оно	3	1
550	от нее	2	1
551	всего что	1	1
552	бы он	1	1
553	по сравнению	5	1
554	никакого сомнения	1	1
555	этот путь	1	1
556	и это	3	1
557	приходит к	1	1
558	но по	3	1
559	в виду	2	1
560	или конца	1	1
561	и многие	1	1
562	говоря уже	1	1
563	так это	1	1
564	же часто	1	1
565	последнее время	1	1
566	европейцы и	2	1
567	только то	2	1
568	в себя	2	1
569	или для	1	1
570	говорили что	1	1
571	идет речь	8	1
572	с течением	4	1
573	или нескольких	2	1
574	как с	1	1
575	на том	2	1
576	если они	1	1
577	что у	2	1
578	поэтому мы	1	1
579	не трудно	1	1
580	общения с	1	1
581	иногда в	1	1
582	или их	1	1
583	можно только	1	1
584	к тем	2	1
585	высокой ступени	1	1
586	строго говоря	1	1
587	основана на	1	1
588	науки на	1	1
589	здесь гораздо	1	1
590	ней и	1	1
591	от начала	1	1
592	собой и	1	1
593	из самой	1	1
594	стремление к	1	1
595	образом в	3	1
596	все дело	1	1
597	дальнейшего развития	2	1
598	сводится к	2	1
599	именно потому	2	1
600	другом месте	1	1
601	который ему	1	1
602	в самой	2	1
603	и та	1	1
604	забота о	1	1
605	более высокой	1	1
606	никак не	1	1
607	положение по	3	1
608	надо было	1	1
609	может не	3	1
610	с соответствующими	1	1
611	этнографический материал	1	1
612	в значительной	1	1
613	неизменно оказывается	1	1
614	на точку	1	1
615	с каким-нибудь	1	1
616	знает что	1	1
617	его семьи	1	1
618	все в	2	1
619	а у	1	1
620	которой мы	2	1
621	всех народов	1	1
622	примеры показывают	1	1
623	стоит и	1	1
624	ним и	1	1
625	в другой	1	1
626	них в	2	1
627	низкой ступени	1	1
628	у одного	1	1
629	у всех	1	1
630	как объяснить	1	1
631	но почти	1	1
632	как из	1	1
633	и история	1	1
634	на которой	1	1
635	но с	2	1
636	приведенных выше	1	1
637	идет по	1	1
638	проникнуть в	1	1
639	ниже все	1	1
640	даже если	2	1
641	и так	2	1
642	самые разнообразные	1	1
643	нам удалось	1	1
644	и ее	2	1
645	и жизни	1	1
646	играет роль	1	1
647	к которой	3	1
648	по другим	1	1
649	же и	1	1
650	всем мире	1	1
651	утверждают что	1	1
652	только на	1	1
653	или через	1	1
654	этого нельзя	1	1
655	народы в	1	1
656	с оружием	1	1
657	за ним	1	1
658	из моих	1	1
659	к каким	1	1
660	одно из	3	1
661	не будут	2	1
662	это сближение	1	1
663	иначе как	1	1
664	и со	1	1
665	в прошлом	1	1
666	в конце	4	1
667	у этих	1	1
668	друг друга	2	1
669	мы можем	6	1
670	у него	5	1
671	каждый из	3	1
672	них мы	1	1
673	ее на	1	1
674	огнем и	1	1
675	но из	1	1
676	для того	8	1
677	науки в	1	1
678	же еще	1	1
679	те черты	2	1
680	из приведенных	1	1
681	можно но	1	1
682	возможно что	1	1
683	не раньше	1	1
684	культуры чем	1	1
685	их от	1	1
686	которых мы	3	1
687	этой религии	1	1
688	это кажется	1	1
689	это все	1	1
690	их через	1	1
691	и затем	1	1
692	что для	4	1
693	естественно что	1	1
694	только по	1	1
695	что таким	2	1
696	не было	2	1
697	может ли	1	1
698	когда этот	1	1
699	на друга	1	1
700	ничем не	4	1
701	состоит из	4	1
702	и обыкновенно	1	1
703	вопросе о	2	1
704	а так	1	1
705	в психологическом	1	1
706	взглядов на	1	1
707	стоящих на	1	1
708	для этой	1	1
709	если это	2	1
710	что эти	2	1
711	стоять на	1	1
712	уже о	1	1
713	мы дадим	1	1
714	есть общая	1	1
715	такое представление	1	1
716	народов так	1	1
717	вопрос можно	1	1
718	что во	1	1
719	за тем	1	1
720	такой форме	2	1
721	мало и	1	1
722	к жизни	1	1
723	а если	1	1
724	степени культуры	1	1
725	встречается у	1	1
726	смысле этого	1	1
727	постепенно и	1	1
728	когда она	1	1
729	в тот	1	1
730	да и	1	1
731	тех пор	2	1
732	и более	2	1
733	более детально	2	1
734	и всех	1	1
735	этого слова	2	1
736	из русской	1	1
737	такой народ	2	1
738	стремятся к	1	1
739	сейчас же	3	1
740	на пути	1	1
741	народов мы	1	1
742	этом случае	4	1
743	весь ход	1	1
744	нет ничего	1	1
745	и оно	1	1
746	в который	1	1
747	друг на	1	1
748	к двум	2	1
749	в один	2	1
750	пока еще	1	1
751	невыгодное положение	1	1
752	с большой	1	1
753	в более	1	1
754	многие из	5	1
755	к пониманию	1	1
756	современной европейской	2	1
757	при таком	2	1
758	на время	1	1
759	основаны на	3	1
760	об отношении	1	1
761	всем этим	1	1
762	и другими	1	1
763	в результате	9	1
764	а все	1	1
765	хотя и	4	1
766	то не	1	1
767	и все	7	1
768	это может	2	1
769	у них	6	1
770	или нет	1	1
771	в большей	1	1
772	времени все	1	1
773	пришлось бы	2	1
774	или не	1	1
775	у австралийцев	1	1
776	есть продукт	1	1
777	все более	1	1
778	несмотря на	6	1
779	не своего	1	1
780	до тех	2	1
781	не говоря	1	1
782	лишь тогда	2	1
783	совершенно не	3	1
784	по одному	3	1
785	нет но	1	1
786	не играет	2	1
787	слагается из	3	1
788	ее нет	1	1
789	дальнейшем же	1	1
790	эти слова	1	1
791	таким же	3	1
792	быть признана	2	1
793	указывают на	3	1
794	а может	1	1
795	во всяком	2	1
796	очень редко	1	1
797	чтобы оградить	1	1
798	гораздо более	2	1
