N	2gram	Voloshinov_2	Sovremen
448	о действительном	1	1
449	человека в	1	1
450	в то	8	1
451	самое что	1	1
452	организмом с	1	1
453	в заключение	1	1
454	в какой	3	1
455	той или	4	1
456	остается подвести	1	1
457	и эта	2	1
458	два основных	1	1
459	они не	2	1
