N	2gram	Ircho_Kome_1	Vvedenie
623	к характеру	1	1
624	объясняется и	1	1
625	не раз	2	1
626	представление о	1	1
627	по другому	1	1
628	в своих	2	1
629	к человеку	1	1
630	платона и	1	1
631	непосредственно в	1	1
632	на две	2	1
633	жизнь была	1	1
634	самого начала	1	1
635	не приходится	1	1
636	с именем	1	1
637	ему не	1	1
638	не остается	1	1
639	видеть в	2	1
640	сплошь да	1	1
641	почти не	2	1
642	из сторон	1	1
643	которая стала	1	1
644	участия в	1	1
645	разной мере	1	1
646	за ним	1	1
647	говорит что	1	1
648	не осталось	1	1
649	ее не	1	1
650	большей частью	2	1
651	ли есть	1	1
652	в число	2	1
653	в духе	1	1
654	же в	4	1
655	об основных	1	1
656	все равно	1	1
657	вернуться к	2	1
658	и эти	1	1
659	этим объясняется	1	1
660	и у	3	1
661	всего в	3	1
662	относящегося к	1	1
663	в следующем	2	1
664	далеком прошлом	1	1
665	себя в	1	1
666	по ее	1	1
667	этот факт	1	1
668	в специальном	1	1
669	в какой-то	1	1
670	издания авторов	1	1
671	не последнее	1	1
672	которым в	1	1
673	каждая из	1	1
674	именно потому	2	1
675	и особенно	4	1
676	не видеть	1	1
677	известно что	4	1
678	в явление	1	1
679	мы помним	1	1
680	искусстве и	1	1
681	на античных	1	1
682	долгое время	1	1
683	мира в	1	1
684	сомнений что	1	1
685	ок гг	1	1
686	их истории	1	1
687	для этой	1	1
688	тех пор	1	1
689	по поводу	4	1
690	в правление	1	1
691	основании которого	1	1
692	человека в	1	1
693	конфликта в	1	1
694	и эта	1	1
695	на задачи	1	1
696	участие в	4	1
697	еще в	5	1
698	того времени	1	1
699	в первой	2	1
700	общих чертах	1	1
701	все что	2	1
702	была уже	2	1
703	она могла	1	1
704	также в	2	1
705	речь идет	3	1
706	вв до	1	1
707	которую можно	2	1
708	мы знаем	2	1
709	и более	1	1
710	стремлением к	1	1
711	как видно	2	1
712	что эти	1	1
713	чтобы убедиться	1	1
714	понимать как	1	1
715	в свою	2	1
