N	2gram	Losev_Vlad_1	StatiiOP
180	мы имели	1	2
181	и за	2	2
182	той же	2	2
183	того же	6	2
184	значит и	1	2
185	не был	5	2
186	которое он	1	2
187	во всех	1	2
188	россии и	2	2
189	то он	6	2
190	но как	5	2
191	не просто	1	2
192	нет и	2	2
193	большое значение	1	2
194	что они	3	2
195	им в	1	2
196	его к	2	2
197	сказать об	1	2
198	представлял себе	1	2
199	в самом	2	2
200	и тот	2	2
201	так сказать	1	2
202	с чувством	1	2
203	т д	2	2
204	о которой	3	2
205	не как	1	2
206	том чтобы	2	2
207	чтобы в	1	2
208	и по	8	2
209	но все	1	2
210	а по	2	2
211	то есть	3	2
212	заключается в	1	2
213	известно что	2	2
214	ее в	1	2
215	а с	5	2
216	эти годы	3	2
217	он и	6	2
218	жизни но	1	2
219	мы не	1	2
220	и тогда	1	2
221	не мог	3	2
222	которую он	2	2
223	не столько	2	2
224	взгляд на	3	2
225	которые в	1	2
226	тем не	2	2
227	если я	1	2
228	сам он	1	2
229	этой области	2	2
230	стихов и	1	2
231	в отношении	3	2
232	не менее	2	2
233	как о	1	2
234	дело не	2	2
235	одна из	1	2
236	он написал	1	2
237	никогда не	9	2
238	найти в	1	2
239	и всегда	3	2
240	этих двух	1	2
241	более что	2	2
242	на себе	1	2
243	от того	1	2
244	начиная с	2	2
245	и такие	2	2
246	к тому	3	2
247	для его	2	2
248	для того	2	2
249	на это	2	2
250	как мы	9	2
251	с ее	1	2
252	нужно сказать	1	2
253	с самого	1	2
254	что у	4	2
255	или в	1	2
256	и которые	1	2
257	во многом	2	2
258	он писал	4	2
259	произведения как	1	2
260	внимание на	1	2
261	одного из	1	2
262	с одной	1	2
263	на что	2	2
264	что его	4	2
265	и во	1	2
266	от них	1	2
267	этому поводу	1	2
268	и только	1	2
269	и других	2	2
270	была не	2	2
271	еще не	2	2
272	течение всей	4	2
273	и у	4	2
274	него есть	1	2
275	то и	2	2
276	что если	1	2
277	одно из	1	2
278	а то	1	2
279	вовсе не	5	2
280	заметить что	1	2
281	не потому	1	2
282	русской истории	2	2
283	себя и	1	2
284	что не	1	2
285	вместе с	3	2
286	в одной	1	2
287	но не	3	2
288	без труда	1	2
289	своего времени	2	2
290	быть не	1	2
291	в это	2	2
292	этого слова	1	2
293	он чувствует	1	2
294	несколько слов	2	2
295	это был	5	2
296	один из	4	2
297	с по	1	2
298	в результате	2	2
299	и ни	2	2
300	года в	3	2
301	только что	2	2
302	была написана	1	2
303	одной из	2	2
304	в свою	1	2
305	в детские	2	2
306	были и	1	2
307	к этой	2	2
308	молодой человек	2	2
309	как известно	1	1
310	ту же	1	1
311	за пределы	3	1
312	в обычном	1	1
313	одним из	2	1
314	также и	10	1
315	и то	10	1
316	а из	1	1
317	на самом	1	1
318	что когда	1	1
319	как необходимость	1	1
320	и так	3	1
321	считаться с	1	1
322	не хочет	1	1
323	и до	2	1
324	и свободнее	1	1
325	видеть в	1	1
326	был и	1	1
327	с темой	1	1
328	элементы в	1	1
329	отношения к	1	1
330	в и	1	1
331	есть не	1	1
332	особенно сказалось	1	1
333	такой факт	2	1
334	для своего	2	1
335	в последние	1	1
336	это совершенно	1	1
337	ни у	1	1
338	характерная особенность	1	1
339	вопрос о	1	1
340	ответить на	1	1
341	нам в	1	1
342	приходится удивляться	1	1
343	этом не	2	1
344	почти все	1	1
345	на себя	3	1
346	и многочисленные	1	1
347	но уже	1	1
348	ему в	2	1
349	в некотором	1	1
350	мы и	4	1
351	что можно	1	1
352	и он	3	1
353	его основная	1	1
354	с большим	1	1
355	во мне	2	1
356	также о	1	1
357	и много	1	1
358	всего этого	1	1
359	истории в	1	1
360	то мы	3	1
361	и среди	1	1
362	языке самого	1	1
363	понятно почему	1	1
364	или иначе	1	1
365	мы будем	2	1
366	и другие	1	1
367	к жизни	2	1
368	в сторону	1	1
369	со всеми	1	1
370	тех же	2	1
371	а и	1	1
372	образ мыслей	1	1
373	история и	1	1
374	его развития	1	1
375	которые не	1	1
376	и я	2	1
377	в истории	4	1
378	а иной	3	1
379	что как	1	1
380	в своем	4	1
381	в одних	1	1
382	он часто	1	1
383	склонность к	1	1
384	нас за	1	1
385	этом же	1	1
386	когда он	5	1
387	о вл	8	1
388	и как	4	1
389	но эта	1	1
390	в указанном	1	1
391	более или	3	1
392	с г	1	1
393	он читал	1	1
394	для которого	1	1
395	еще на	2	1
396	из жизни	1	1
397	так или	1	1
398	представляет собой	1	1
399	за это	2	1
400	то я	1	1
401	близости к	1	1
402	почти одновременно	1	1
403	в дальнейшем	8	1
404	общий тон	1	1
405	а потом	1	1
406	говорят о	1	1
407	как он	4	1
408	но на	3	1
409	всей его	2	1
410	что она	2	1
411	в нем	4	1
412	в свет	1	1
413	свой взгляд	1	1
414	и легко	1	1
415	и больше	1	1
416	стороны а	1	1
417	строгой и	1	1
418	свою собственную	1	1
419	него были	1	1
420	непосредственных предшественников	1	1
421	этого вопроса	1	1
422	не к	1	1
423	свое время	6	1
424	одной и	1	1
425	все с	1	1
426	подход к	1	1
427	смысле в	1	1
428	было время	1	1
429	находилась в	1	1
430	же касается	4	1
431	поэзии и	1	1
432	слов о	1	1
433	который у	1	1
434	большое произведение	1	1
435	вместе со	1	1
436	которая как	2	1
437	ниже а	1	1
438	не делал	1	1
439	они по	1	1
440	уважением и	1	1
441	был очень	2	1
442	которым он	1	1
443	который сам	1	1
444	этом мы	1	1
445	он начал	1	1
446	то как	2	1
447	жена и	1	1
448	а за	1	1
449	отхода от	1	1
450	мы знаем	2	1
451	чем в	1	1
452	остановился на	1	1
453	можно считать	2	1
454	был большим	1	1
455	и того	1	1
456	нисколько не	2	1
457	г о	1	1
458	но я	3	1
459	или менее	3	1
460	тоже писал	1	1
461	поэтому он	1	1
462	бы на	1	1
463	не во	1	1
464	них все	1	1
465	интерес и	2	1
466	где мы	1	1
467	он рассуждает	1	1
468	почти не	2	1
469	на месте	1	1
470	был склонен	2	1
471	из анализа	1	1
472	кончил в	1	1
473	ясностью и	1	1
474	сам же	1	1
475	и той	1	1
476	поэтому в	1	1
477	но во	1	1
478	том же	1	1
479	и шесть	1	1
480	даже в	2	1
481	и очень	3	1
482	них ничего	1	1
483	не раз	4	1
484	вплоть до	1	1
485	о значении	1	1
486	иной раз	6	1
487	что ему	1	1
488	дело в	4	1
489	на него	3	1
490	был оставлен	1	1
491	к изучению	2	1
492	родился в	1	1
493	которого он	2	1
494	чтобы стать	1	1
495	можно судить	4	1
496	того чтобы	2	1
497	не могло	1	1
498	он мог	1	1
499	судя по	1	1
500	его от	1	1
501	ее брата	1	1
502	в разных	1	1
503	или как	1	1
504	ему было	3	1
505	с нами	1	1
506	того в	2	1
507	с этих	1	1
508	по своей	4	1
509	же года	5	1
510	друг друга	1	1
511	свидетельствуют о	3	1
512	со своим	5	1
513	и серьезную	1	1
514	о детской	1	1
515	до того	1	1
516	было не	1	1
517	в стиле	1	1
518	очень часто	1	1
519	уже о	1	1
520	все то	1	1
521	нет ни	1	1
522	xviii века	1	1
523	пристального внимания	1	1
524	же самое	1	1
525	а что	1	1
526	же т	3	1
527	и свое	2	1
528	слова с	1	1
529	своего отца	1	1
530	в селе	1	1
531	всегда в	1	1
532	для себя	2	1
533	году в	2	1
534	больше ничего	1	1
535	годы когда	1	1
536	раз даже	3	1
537	был для	3	1
538	и о	2	1
539	отзывался о	2	1
540	н с	1	1
541	которого мы	1	1
542	вл соловьевым	15	1
543	свою очередь	1	1
544	значительной мере	1	1
545	на нем	1	1
546	говоря уже	1	1
547	здесь не	3	1
548	не успел	1	1
549	г с	2	1
550	к нам	1	1
551	это была	3	1
552	всегда были	1	1
553	он с	1	1
554	с первого	2	1
555	в произведении	1	1
556	так в	1	1
557	и опыт	1	1
558	как с	1	1
559	и когда	1	1
560	и сам	6	1
561	в годы	2	1
562	эти факты	1	1
563	те же	1	1
564	конечно мог	1	1
565	ясно что	2	1
566	особенно в	1	1
567	чем у	1	1
568	и намеков	1	1
569	она была	2	1
570	не стоит	1	1
571	разного рода	6	1
572	но у	1	1
573	был не	2	1
574	в эпоху	1	1
575	о котором	2	1
576	и вообще	4	1
577	с ним	5	1
578	связанная с	1	1
579	образом в	2	1
580	в позднейшем	1	1
581	уже сейчас	1	1
582	все дело	1	1
583	в порядке	1	1
584	уже были	1	1
585	вот почему	1	1
586	известной степени	1	1
587	он успел	1	1
588	тех кто	1	1
589	из позднейших	1	1
590	его жизни	6	1
591	влияние на	1	1
592	не указал	1	1
593	и который	2	1
594	времени в	2	1
595	в значительной	1	1
596	как у	1	1
597	знает что	1	1
598	связь между	1	1
599	россии он	1	1
600	что и	5	1
601	и понятно	1	1
602	вообще и	1	1
603	сомнения в	1	1
604	именно в	1	1
605	отказался от	1	1
606	сойти с	1	1
607	у одного	2	1
608	человека как	3	1
609	для самого	1	1
610	судить по	2	1
611	можно отметить	1	1
612	мы сталкиваемся	1	1
613	в петербурге	8	1
614	его вольного	1	1
615	мне кажется	1	1
616	ли он	1	1
617	как нечто	1	1
618	года то	2	1
619	всей жизни	3	1
620	он уже	4	1
621	который в	1	1
622	самые разнообразные	1	1
623	в обществе	1	1
624	между этими	1	1
625	вопрос об	1	1
626	это же	1	1
627	которая была	1	1
628	для всех	1	1
629	итак в	1	1
630	конечно не	2	1
631	факт как	1	1
632	раз в	1	1
633	он верил	1	1
634	детские годы	1	1
635	нужно считаться	1	1
636	ни одного	1	1
637	вернуться к	1	1
638	целого ряда	1	1
639	а это	2	1
640	от других	1	1
641	не из	2	1
642	на пути	1	1
643	не стал	2	1
644	как вы	2	1
645	из них	2	1
646	но которое	1	1
647	только одно	1	1
648	тоже в	3	1
649	далее но	1	1
650	это обстоятельство	1	1
651	вл соловьеве	8	1
652	в известной	1	1
653	в одном	1	1
654	свидетельствует тот	1	1
655	как его	1	1
656	но что	3	1
657	во всей	1	1
658	в других	1	1
659	даже и	9	1
660	в очень	2	1
661	не были	2	1
662	только у	1	1
663	и из	3	1
664	но мне	1	1
665	в обращении	1	1
666	и несомненно	1	1
667	был в	3	1
668	связаны с	1	1
669	этого человека	1	1
670	по своим	3	1
671	а именно	2	1
672	еще и	7	1
673	для такой	1	1
674	говорит о	1	1
675	не говоря	1	1
676	по тем	1	1
677	свидетельствуют что	1	1
678	этому времени	2	1
679	типа с	1	1
680	близость к	1	1
681	ниже в	1	1
682	именно так	2	1
683	о чем	1	1
684	только несколько	1	1
685	он находит	1	1
686	вышли в	1	1
687	если не	3	1
688	в те	8	1
689	виде в	2	1
690	с помощью	1	1
691	уже давно	1	1
692	своих воспоминаниях	1	1
693	в частности	2	1
694	уверенности что	1	1
695	и любовью	1	1
696	первые годы	1	1
697	то можно	1	1
698	эта историческая	1	1
699	в историю	1	1
700	собрание сочинений	2	1
701	так мы	1	1
702	с м	41	1
703	не знал	1	1
704	понимает как	1	1
705	социального протеста	2	1
706	в данном	1	1
707	что за	1	1
708	смысле этого	1	1
709	этом письме	2	1
710	познакомился с	1	1
711	в воспоминаниях	1	1
712	году он	4	1
713	что же	5	1
714	очень важно	1	1
715	в литературе	1	1
716	когда она	1	1
717	это его	1	1
718	писал для	1	1
719	влиял на	1	1
720	по существу	2	1
721	в состоянии	1	1
722	с года	1	1
723	бога и	2	1
724	он лично	1	1
725	в формах	1	1
726	о его	2	1
727	этом и	2	1
728	протяжении всей	1	1
729	исторический процесс	1	1
730	с большой	1	1
731	одновременно с	1	1
732	писал в	1	1
733	интереса к	2	1
734	это уже	1	1
735	однако и	1	1
736	много но	1	1
737	только внешнюю	1	1
738	время его	1	1
739	об отношении	1	1
740	котором он	1	1
741	это он	1	1
742	том виде	1	1
743	показать как	1	1
744	а к	22	1
745	писал это	1	1
746	для нас	4	1
747	особого рода	2	1
748	и все	4	1
749	собственно говоря	3	1
750	он много	1	1
751	у них	1	1
752	имел большое	1	1
753	бы в	1	1
754	и н	3	1
755	почти в	1	1
756	вообще в	1	1
757	но зато	2	1
758	на языке	1	1
759	хотя бы	2	1
760	мне была	1	1
761	это человек	1	1
762	до меня	1	1
763	на такой	2	1
764	отношении к	1	1
765	с теми	1	1
766	в позднейшей	1	1
767	гораздо больше	1	1
768	молодые годы	1	1
769	в период	5	1
770	о своем	1	1
771	отношением к	2	1
772	своего обучения	1	1
773	мы здесь	1	1
774	но этот	3	1
775	одновременно и	1	1
776	ко всему	1	1
777	и еще	2	1
778	в свое	5	1
779	жизни и	5	1
780	от роду	1	1
781	вполне понятно	1	1
782	не давала	1	1
783	только не	1	1
784	и эта	1	1
785	была для	2	1
786	к м	1	1
787	так же	1	1
788	все что	2	1
